DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTK20LESSC1,PARTK20LESSC2,PARTK20LESSC3,PARTK20LESSC4,PARTK20LESSTOT,PARTK2029C1,PARTK2029C2,PARTK2029C3,PARTK2029C4,PARTK2029TOT,PARTK3040C1,PARTK3040C2,PARTK3040C3,PARTK3040C4,PARTK3040TOT,PARTK4150C1,PARTK4150C2,PARTK4150C3,PARTK4150C4,PARTK4150TOT,PARTK5160C1,PARTK5160C2,PARTK5160C3,PARTK5160C4,PARTK5160TOT,PARTK6172C1,PARTK6172C2,PARTK6172C3,PARTK6172C4,PARTK6172TOT,PARTK7380C1,PARTK7380C2,PARTK7380C3,PARTK7380C4,PARTK7380TOT,PARTK80MOREC1,PARTK80MOREC2,PARTK80MOREC3,PARTK80MOREC4,PARTK80MORETOT,PARTKUNKNOWNC1,PARTKUNKNOWNC2,PARTKUNKNOWNC3,PARTKUNKNOWNC4,PARTKUNKNOWNTOT,PARTKNONSTEELC1,PARTKNONSTEELC2,PARTKNONSTEELC3,PARTKNONSTEELC4,PARTKNONSTEELTOT,PARTKONC1TOT,PARTKONC2TOT,PARTKONC3TOT,PARTKONC4TOT,PARTKONTOTAL,PARTKOFFLESS50,PARTKOFF5172,PARTKOFF72MORE,PARTKOFFUNKNOWN,PARTKOFFNONSTEEL,PARTKOFFTOTAL,PARTKC1TOT,PARTKC2TOT,PARTKC3TOT,PARTKC4TOT,PARTKTOTAL
03/01/22,2020,20210467,38743,189,"BBT ALATENN, LLC",Natural Gas,INTERSTATE,ALABAMA,12.038,0,10.773,0,22.811,4.728,0,10.47,0,15.198,64.227,1.328,22.923,0,88.478,64.481,1.203,18.975,0,84.659,16.684,0,8.475,0,25.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0,1.64,162.158,2.531,73.256,0,237.945,0,0,0,0,0,0,162.158,2.531,73.256,0,237.945
03/01/22,2020,20210467,38743,189,"BBT ALATENN, LLC",Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,0,0,6.65,0,0.09,0,6.74,25.04,0,2.81,0,27.85,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.69,0,2.9,0,34.59,0,0,0,0,0,0,31.69,0,2.9,0,34.59
03/01/22,2020,20210467,38743,189,"BBT ALATENN, LLC",Natural Gas,INTERSTATE,TENNESSEE,0,0,0,0,0,4.45,0,1.51,0,5.96,16.405,0,0,0,16.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.855,0,1.51,0,22.365,0,0,0,0,0,0,20.855,0,1.51,0,22.365
03/01/22,2020,20210433,38707,207,ALASKA PIPELINE CO,Natural Gas,INTRASTATE,ALASKA,0.215,0.32,2.454,0,2.989,24.37,3.008,30.168,0,57.546,5.441,1.878,16.226,0,23.545,57.37,36.588,69.195,0,163.153,109.869,7.52,7.771,0,125.16,14.175,0.007,0.019,0,14.201,0,0,0,0,0,0,0,0,0,0,0.174,0.149,0.711,0,1.034,0,0,0,0,0,211.614,49.47,126.544,0,387.628,0,0,0,0,0,0,211.614,49.47,126.544,0,387.628
03/01/22,2020,20210494,38773,270,"ALEXANDRIA MUNICIPLE GAS SYSTEM, CITY OF",Natural Gas,INTRASTATE,LOUISIANA,0.11,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0.11,0,0,0,0,0,0,0.11,0,0,0,0.11
03/01/22,2020,20210710,39791,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,CONNECTICUT,0.04,1.19,10.46,0,11.69,13.68,9.85,25.78,0,49.31,10.91,6.49,40.91,0,58.31,63.86,44.47,79.9,0,188.23,37.61,22.66,19.24,0,79.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.1,84.66,176.29,0,387.05,0,0,0,0,0,0,126.1,84.66,176.29,0,387.05
03/01/22,2020,20210710,39791,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,MASSACHUSETTS,0.25,0.34,1.41,2.34,4.34,11.2,8.61,24.46,6.83,51.1,35.02,18.31,61.15,3.52,118,57.86,49.33,107.24,0.11,214.54,42.04,8.81,12.15,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.37,85.4,206.41,12.8,450.98,0.95,5.04,0,0,0,5.99,152.36,85.4,206.41,12.8,456.97
03/01/22,2020,20210710,39791,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW JERSEY,0,0,0,0,0,0,0,0,0,0,1.15,0.74,8.98,0,10.87,24.32,5.21,48.45,0,77.98,18.03,3.24,22.27,0,43.54,2.7,0.78,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.2,9.97,79.7,0,135.87,0,0,0,0,0,0,46.2,9.97,79.7,0,135.87
03/01/22,2020,20210710,39791,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW YORK,0,0,0.37,0,0.37,0.76,0.26,0.2,0,1.22,3.15,0.94,2.3,0,6.39,14.79,6.74,46.19,0,67.72,3.77,1.98,6.01,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.47,9.92,55.07,0,87.46,0,0,0,0,0,0,22.47,9.92,55.07,0,87.46
03/01/22,2020,20210710,39791,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,OCS-Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,0,0,0,0,3.58,3.58,0,0,0,3.58
03/01/22,2020,20210710,39791,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,RHODE ISLAND,1.05,0.03,0.21,0,1.29,2.27,3.17,2.98,0,8.42,4.87,2.06,6.95,0,13.88,4.24,0.39,16.43,0,21.06,7.79,6.12,1.56,0,15.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.22,11.77,28.13,0,60.12,0,0,0,0,0,0,20.22,11.77,28.13,0,60.12
03/01/22,2020,20210418,38689,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0.01,0,1.72,1.71,0,0.01,0,1.72,,,,,,,1.71,0,0.01,0,1.72
03/01/22,2020,20210418,38689,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,TEXAS,13.83,0.4,0,0,14.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.83,0.4,0,0,14.23,0,0,0,0,0,0,13.83,0.4,0,0,14.23
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ARKANSAS,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0.003,6.35,0.18,0.339,0,6.869,1.382,0.843,0.956,0,3.181,54.329,0,0,0,54.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.064,1.023,1.295,0,64.382,0,0,0,0,0,0,62.064,1.023,1.295,0,64.382
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ILLINOIS,0,0,0,0,0,7.8,0.893,0.619,0,9.312,2.938,1.652,1.932,0,6.522,8.907,5.847,16.014,0,30.768,52.871,7.837,1.91,0,62.618,484.578,40.422,2.057,0,527.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557.094,56.651,22.532,0,636.277,0,0,0,0,0,0,557.094,56.651,22.532,0,636.277
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,INDIANA,1.957,0.307,0,0,2.264,51.288,1.551,0.142,0,52.981,3.449,0.766,6.566,0,10.781,9.014,12.923,34.573,0,56.51,74.414,38.6,3.445,0,116.459,623.487,111.265,2.554,0,737.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763.609,165.412,47.28,0,976.301,0,0,0,0,0,0,763.609,165.412,47.28,0,976.301
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,IOWA,0.616,0,0.01,0,0.626,94.649,5.006,3.006,0,102.661,79.916,5.589,4.087,0,89.592,71.872,2.498,0,0,74.37,17.629,0,0,0,17.629,316.46,0,0.18,0,316.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.142,13.093,7.283,0,601.518,0,0,0,0,0,0,581.142,13.093,7.283,0,601.518
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KANSAS,0,0,0,0,0,2.678,0,0,0,2.678,8.142,0,0,0,8.142,1.734,0.253,0,0,1.987,27.194,0.135,0,0,27.329,787.667,4.086,0.212,0,791.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827.415,4.474,0.212,0,832.101,0,0,0,0,0,0,827.415,4.474,0.212,0,832.101
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KENTUCKY,0,0,0,0,0,3.8,0,0,0,3.8,0.002,0,0,0,0.002,1.886,0.057,0,0,1.943,12.284,6.38,0,0,18.664,245.701,8.011,0,0,253.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.673,14.448,0,0,278.121,0,0,0,0,0,0,263.673,14.448,0,0,278.121
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,LOUISIANA,0,0,0,0,0,0.597,0,0,0,0.597,11.947,1.693,2.429,0,16.069,36.633,5.871,2.295,0,44.799,50.554,13.639,6.242,0,70.435,757.941,61.658,0.906,0,820.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857.672,82.861,11.872,0,952.405,0,0,0,0,0,0,857.672,82.861,11.872,0,952.405
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MICHIGAN,0.603,0.032,0.015,0,0.65,106.442,12.885,3.997,0,123.324,89.38,24.479,10.453,0,124.312,137.704,26.882,38.727,0,203.313,194.693,99.647,23.73,0,318.07,446.859,93.752,0.743,0,541.354,0.003,0,0,0,0.003,0.433,0,0,0,0.433,0,0,0,0,0,0,0,0,0,0,976.117,257.677,77.665,0,1311.459,0,0,0,0,0,0,976.117,257.677,77.665,0,1311.459
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,0,0,0,0,1.546,0.804,1.233,0,3.583,7.961,3.404,6.94,0,18.305,7.884,7.264,2.726,0,17.874,298.204,34.993,0,0,333.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.595,46.465,10.899,0,372.959,0,0,0,0,0,0,315.595,46.465,10.899,0,372.959
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSOURI,1.798,0,0,0,1.798,50.646,0.856,0.15,0,51.652,4.239,0.378,0.436,0,5.053,6.187,0.775,0.998,0,7.96,4.249,0,0.662,0,4.911,200.836,0,0,0,200.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.955,2.009,2.246,0,272.21,0,0,0,0,0,0,267.955,2.009,2.246,0,272.21
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,NEBRASKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0.235,0.538,0,0,0,0.538,7.869,0,0,0,7.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.642,0,0,0,8.642,0,0,0,0,0,0,8.642,0,0,0,8.642
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OHIO,0.074,0,0,0,0.074,15.931,1.267,0.316,0,17.514,0.446,0.281,2.431,0,3.158,18.558,13.181,16.595,0,48.334,13.496,4.97,2.643,0,21.109,214.432,10.759,0.928,0,226.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.937,30.458,22.913,0,316.308,0,0,0,0,0,0,262.937,30.458,22.913,0,316.308
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OKLAHOMA,0,0,0,0,0,0.266,0,0,0,0.266,0.779,0,0,0,0.779,12.924,0,0,0,12.924,30.955,0,0,0,30.955,301.233,0,0,0,301.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.157,0,0,0,346.157,0,0,0,0,0,0,346.157,0,0,0,346.157
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TENNESSEE,0,0,0,0,0,0.196,0,0,0,0.196,0.959,0.133,2.37,0,3.462,2.534,0.157,0,0,2.691,7.576,4.142,0.032,0,11.75,285.529,25.048,0.191,0,310.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.794,29.48,2.593,0,328.867,0,0,0,0,0,0,296.794,29.48,2.593,0,328.867
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,0.456,0,0,0,0.456,3.585,0,0,0,3.585,1.415,0,0,0,1.415,16.383,0,0,0,16.383,115.223,0,0,0,115.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.062,0,0,0,137.062,0,0,0,0,0,0,137.062,0,0,0,137.062
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,WISCONSIN,0.002,0,0,0,0.002,150.12,22.707,7.926,0,180.753,319.533,60.523,25.86,0,405.916,176.607,56.286,95.625,0,328.518,362.33,72.721,60.811,0,495.862,345.043,57.822,0.904,0,403.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1353.635,270.059,191.126,0,1814.82,0,0,0,0,0,0,1353.635,270.059,191.126,0,1814.82
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,0,0,0,0,0,0.158,0,0,0,0.158,2.276,0.495,0,0,2.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.434,0.495,0,0,2.929,0,0,0,0,0,0,2.434,0.495,0,0,2.929
03/01/22,2020,20211210,39649,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTERSTATE,NEW MEXICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3
03/01/22,2020,20211210,39649,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,15.2,0,0,0,0,0,0,15.2,0,0,0,15.2
03/01/22,2020,20211210,39649,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTERSTATE,WYOMING,0,0,0,0,0,0,0,0,0,0,36.372,1.84,0,0,38.212,36.41,0,0,0,36.41,42.36,2.59,0,0,44.95,122.71,0,0,0,122.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.852,4.43,0,0,242.282,0,0,0,0,0,0,237.852,4.43,0,0,242.282
03/01/22,2020,20211210,39649,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTRASTATE,COLORADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,1.75,1.21,0,0,0,1.21,0.96,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,0,0,0,3.92,0,0,0,0,0,0,3.92,0,0,0,3.92
03/01/22,2020,20211210,39649,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTRASTATE,UTAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0.13,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,2.13,0,0,0,0,0,0,2.13,0,0,0,2.13
03/01/22,2020,20211210,39649,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTRASTATE,WYOMING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.05,0,0,0,30.05,14.5,0,0,0,14.5,0,0,0,0,0,5.11,0,0,0,5.11,0,0,0,0,0,49.66,0,0,0,49.66,0,0,0,0,0,0,49.66,0,0,0,49.66
03/01/22,2020,20211213,39534,515,DAKOTA GASIFICATION COMPANY,Synthetic Gas,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0,0,3.28,0,0,0,3.28,0.42,0,0,0,0.42,1.26,0,0,0,1.26,34.81,0,0,0,34.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.77,0,0,0,39.77,0,0,0,0,0,0,39.77,0,0,0,39.77
03/01/22,2020,20210509,38788,570,FERNDALE PIPELINE SYSTEM,Natural Gas,INTRASTATE,WASHINGTON,0,0,0,0,0,0,0,0,0,0,24.3,9.5,2.4,0,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,9.5,2.4,0,36.2,0,0,0,0,0,0,24.3,9.5,2.4,0,36.2
03/01/22,2020,20210162,38405,585,ARGYLE MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,MINNESOTA,0,0,0,0,0,2.1,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,2.1,0,0,0,0,0,0,2.1,0,0,0,2.1
03/01/22,2020,20210844,39144,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,ARKANSAS,320.17,135.01,55.26,0,510.44,224.34,62.3,28.6,0.1,315.34,216.06,36.01,39.48,0,291.55,430.32,97.86,62.31,0.36,590.85,181.7,69.24,18.69,0,269.63,834.9,91.33,1.5,0,927.73,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0.09,12.46,4.48,0,0,16.94,2220.04,496.23,205.84,0.46,2922.57,0,0,0,0,0,0,2220.04,496.23,205.84,0.46,2922.57
03/01/22,2020,20210844,39144,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,KANSAS,8.39,1.94,4.4,0,14.73,9.78,0,0,0,9.78,4.08,0,0,0,4.08,1.61,0,0,0,1.61,2.83,0,0,0,2.83,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.71,1.94,4.4,0,33.05,0,0,0,0,0,0,26.71,1.94,4.4,0,33.05
03/01/22,2020,20210844,39144,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,LOUISIANA,156.94,41.62,32.87,0,231.43,100.09,17.05,12.42,0,129.56,37.07,17.57,3.27,0,57.91,89.39,21.75,17.49,0,128.63,47.59,16.1,3.41,0,67.1,172.39,9.77,0,0,182.16,136.24,0.79,0,0,137.03,0,0,0,0,0,0.28,0.13,0,0,0.41,0,0,0,0,0,739.99,124.78,69.46,0,934.23,0,0,0,0,0,0,739.99,124.78,69.46,0,934.23
