DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTK20LESSC1,PARTK20LESSC2,PARTK20LESSC3,PARTK20LESSC4,PARTK20LESSTOT,PARTK2029C1,PARTK2029C2,PARTK2029C3,PARTK2029C4,PARTK2029TOT,PARTK3040C1,PARTK3040C2,PARTK3040C3,PARTK3040C4,PARTK3040TOT,PARTK4150C1,PARTK4150C2,PARTK4150C3,PARTK4150C4,PARTK4150TOT,PARTK5160C1,PARTK5160C2,PARTK5160C3,PARTK5160C4,PARTK5160TOT,PARTK6172C1,PARTK6172C2,PARTK6172C3,PARTK6172C4,PARTK6172TOT,PARTK7380C1,PARTK7380C2,PARTK7380C3,PARTK7380C4,PARTK7380TOT,PARTK80MOREC1,PARTK80MOREC2,PARTK80MOREC3,PARTK80MOREC4,PARTK80MORETOT,PARTKUNKNOWNC1,PARTKUNKNOWNC2,PARTKUNKNOWNC3,PARTKUNKNOWNC4,PARTKUNKNOWNTOT,PARTKNONSTEELC1,PARTKNONSTEELC2,PARTKNONSTEELC3,PARTKNONSTEELC4,PARTKNONSTEELTOT,PARTKONC1TOT,PARTKONC2TOT,PARTKONC3TOT,PARTKONC4TOT,PARTKONTOTAL,PARTKOFFLESS50,PARTKOFF5172,PARTKOFF72MORE,PARTKOFFUNKNOWN,PARTKOFFNONSTEEL,PARTKOFFTOTAL,PARTKC1TOT,PARTKC2TOT,PARTKC3TOT,PARTKC4TOT,PARTKTOTAL
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OKLAHOMA,0,0,0,0,0,0.266,0,0,0,0.266,0.779,0,0,0,0.779,12.924,0,0,0,12.924,30.955,0,0,0,30.955,301.241,0,0,0,301.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.165,0,0,0,346.165,0,0,0,0,0,0,346.165,0,0,0,346.165
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TENNESSEE,0,0,0,0,0,0.196,0,0,0,0.196,0.959,0.18,2.324,0,3.463,2.534,0.157,0,0,2.691,7.569,1.076,0,0,8.645,285.424,28.448,0,0,313.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.682,29.861,2.324,0,328.867,0,0,0,0,0,0,296.682,29.861,2.324,0,328.867
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,0.456,0,0,0,0.456,3.585,0,0,0,3.585,1.415,0,0,0,1.415,16.383,0,0,0,16.383,115.223,0,0,0,115.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.062,0,0,0,137.062,0,0,0,0,0,0,137.062,0,0,0,137.062
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,WISCONSIN,0.002,0,0,0,0.002,149.705,23.599,7.449,0,180.753,319.546,60.419,25.95,0,405.915,181.259,56.017,95.741,0,333.017,357.729,65.259,60.923,0,483.911,347.014,63.385,0.82,0,411.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355.255,268.679,190.883,0,1814.817,0,0,0,0,0,0,1355.255,268.679,190.883,0,1814.817
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,0,0,0,0,0,0.158,0,0,0,0.158,2.276,0.495,0,0,2.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.434,0.495,0,0,2.929,0,0,0,0,0,0,2.434,0.495,0,0,2.929
03/01/22,2019,20200311,38164,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,NEW MEXICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3
03/01/22,2019,20200311,38164,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,15.2,0,0,0,0,0,0,15.2,0,0,0,15.2
03/01/22,2019,20200311,38164,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,WYOMING,0,0,0,0,0,0,0,0,0,0,38.24,0.97,0,0,39.21,36.4,0,0,0,36.4,43.45,1.5,0,0,44.95,126.17,0,0,0,126.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.26,2.47,0,0,246.73,0,0,0,0,0,0,244.26,2.47,0,0,246.73
03/01/22,2019,20200311,38164,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,COLORADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,1.05,1.2,0,0,0,1.2,0.96,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,0,0,0,3.21,0,0,0,0,0,0,3.21,0,0,0,3.21
03/01/22,2019,20200311,38164,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,UTAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.13,3.4,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0.13,0,3.53,0,0,0,0,0,0,3.4,0,0.13,0,3.53
03/01/22,2019,20200311,38164,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,WYOMING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3,0,0,0,41.3,14.5,0,0,0,14.5,0,0,0,0,0,5.11,0,0,0,5.11,0,0,0,0,0,60.91,0,0,0,60.91,0,0,0,0,0,0,60.91,0,0,0,60.91
03/01/22,2019,20200800,37492,515,DAKOTA GASIFICATION COMPANY,Synthetic Gas,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0,0,3.28,0,0,0,3.28,0.42,0,0,0,0.42,1.26,0,0,0,1.26,34.81,0,0,0,34.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.77,0,0,0,39.77,0,0,0,0,0,0,39.77,0,0,0,39.77
03/01/22,2019,20201052,37752,570,FERNDALE PIPELINE SYSTEM,Natural Gas,INTRASTATE,WASHINGTON,0,0,0,0,0,0,0,0,0,0,24.6,9.2,2.4,0,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6,9.2,2.4,0,36.2,0,0,0,0,0,0,24.6,9.2,2.4,0,36.2
03/01/22,2019,20200222,36886,585,ARGYLE MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,MINNESOTA,0,0,0,0,0,2.1,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,2.1,0,0,0,0,0,0,2.1,0,0,0,2.1
03/01/22,2019,20200721,37407,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,ARKANSAS,330.55,134.27,54.44,0,519.26,224.53,61.11,29.8,0.1,315.54,215.83,35.73,39.53,0,291.09,420.06,96.91,63.35,0.36,580.68,181.64,69.07,19.25,0,269.96,835.53,91.51,1.5,0,928.54,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.06,12.46,4.48,0,0,16.94,2220.66,493.08,207.87,0.46,2922.07,0,0,0,0,0,0,2220.66,493.08,207.87,0.46,2922.07
