DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTQC1HCAA1,PARTQC1HCAA1INC,PARTQC1HCAA2,PARTQC1HCAA2INC,PARTQC1HCAA3,PARTQC1HCAA3INC,PARTQC1HCAA4,PARTQC1HCAA4INC,PARTQC1HCAC,PARTQC1HCACINC,PARTQC1HCAD,PARTQC1HCADINC,PARTQC1HCAOTH,PARTQC1HCAOTHINC,PARTQC1NHCAA1,PARTQC1NHCAA2,PARTQC1NHCAA3,PARTQC1NHCAA4,PARTQC1NHCAC,PARTQC1NHCAD,PARTQC1NHCAOTH,PARTQC2HCAA1,PARTQC2HCAA1INC,PARTQC2HCAA2,PARTQC2HCAA2INC,PARTQC2HCAA3,PARTQC2HCAA3INC,PARTQC2HCAA4,PARTQC2HCAA4INC,PARTQC2HCAC,PARTQC2HCACINC,PARTQC2HCAD,PARTQC2HCADINC,PARTQC2HCAOTH,PARTQC2HCAOTHINC,PARTQC2NHCAA1,PARTQC2NHCAA2,PARTQC2NHCAA3,PARTQC2NHCAA4,PARTQC2NHCAC,PARTQC2NHCAD,PARTQC2NHCAOTH,PARTQC3HCAA1,PARTQC3HCAA1INC,PARTQC3HCAA2,PARTQC3HCAA2INC,PARTQC3HCAA3,PARTQC3HCAA3INC,PARTQC3HCAA4,PARTQC3HCAA4INC,PARTQC3HCAC,PARTQC3HCACINC,PARTQC3HCAD,PARTQC3HCADINC,PARTQC3HCAOTH,PARTQC3HCAOTHINC,PARTQC3NHCAA1,PARTQC3NHCAA1INC,PARTQC3NHCAA2,PARTQC3NHCAA2INC,PARTQC3NHCAA3,PARTQC3NHCAA3INC,PARTQC3NHCAA4,PARTQC3NHCAA4INC,PARTQC3NHCAC,PARTQC3NHCACINC,PARTQC3NHCAD,PARTQC3NHCADINC,PARTQC3NHCAOTH,PARTQC3NHCAOTHINC,PARTQC4HCAA1,PARTQC4HCAA1INC,PARTQC4HCAA2,PARTQC4HCAA2INC,PARTQC4HCAA3,PARTQC4HCAA3INC,PARTQC4HCAA4,PARTQC4HCAA4INC,PARTQC4HCAC,PARTQC4HCACINC,PARTQC4HCAD,PARTQC4HCADINC,PARTQC4HCAOTH,PARTQC4HCAOTHINC,PARTQC4NHCAA1,PARTQC4NHCAA1INC,PARTQC4NHCAA2,PARTQC4NHCAA2INC,PARTQC4NHCAA3,PARTQC4NHCAA3INC,PARTQC4NHCAA4,PARTQC4NHCAA4INC,PARTQC4NHCAC,PARTQC4NHCACINC,PARTQC4NHCAD,PARTQC4NHCADINC,PARTQC4NHCAOTH,PARTQC4NHCAOTHINC,PARTQA1TOT,PARTQA1INCTOT,PARTQA2TOT,PARTQA2INCTOT,PARTQA3TOT,PARTQA3INCTOT,PARTQA4TOT,PARTQA4INCTOT,PARTQCTOT,PARTQCINCTOT,PARTQDTOT,PARTQDINCTOT,PARTQOTHTOT,PARTQOTHINCTOT,PARTQALLTOTAL,PARTQALLINCTOTAL,PARTQOTHC1HCA,PARTQOTHC1NOHCA,PARTQOTHC2HCA,PARTQOTHC2NOHCA,PARTQOTHC3HCA,PARTQOTHC3NOHCA,PARTQOTHC4HCA,PARTQOTHC4NOHCA
3/1/2022,2019,20200865,37945,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,ALABAMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.531,0,0,0,0,0,0,0,20.89,0.55,0,0,0,0,0,0,0,0,0,0,0,0,52.36,2.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,237.939,2.569,0,0,0,0,0,0,0,0,0,0,237.939,2.569,,,,,,,,
3/1/2022,2019,20200865,37945,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,34.59,0,0,0,0,0,0,0,0,0,0,0,34.59,0,,,,,,,,
3/1/2022,2019,20200865,37945,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,TENNESSEE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,22.365,0,0,0,0,0,0,0,0,0,0,0,22.365,0,,,,,,,,
3/1/2022,2019,20200733,37419,207,ALASKA PIPELINE CO,Natural Gas,INTRASTATE,ALASKA,0.038,0,0.876,0,0,0,0,0,0,0,0,0,0,0,30.645,184.908,0,0,0,0,0,0,0,2.319,0,0,0,0,0,0,0,0,0,0,0,2.63,59.293,0,0,0,0,0,0.438,0,35.421,0,0,0,0,0,0,0,0,0,0,0,1.484,0.545,68.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,35.235,0.545,351.646,0,0,0,0,0,0,0,0,0,0,0,386.881,0.545,,,,,,,,
3/1/2022,2019,20200939,37636,270,"ALEXANDRIA MUNICIPLE GAS SYSTEM, CITY OF",Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,,,,,,,,
3/1/2022,2019,20201085,39792,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,CONNECTICUT,7.17,0,2.07,0,1.77,0,0,0,3.58,0,0,0,0,0,66.91,26.35,11.39,0,6.96,0,0,11.46,0,0.72,0,1.75,0,0,0,0.2,0,0,0,0,0,49.34,6.56,7.76,0,7.82,0,0,49.94,1.07,14.28,0.24,14.81,0,0,0,4.22,0,0,0,0,0,45.69,7.34,22.16,1.97,7.28,0,0,0,16.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,230.51,8.41,72.14,2.21,44.76,0,0,0,39.64,0,0,0,0,0,387.05,10.62,,,,,,,,
3/1/2022,2019,20201085,39792,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,MASSACHUSETTS,5.58,0.08,1.81,0,0,0,0,0,0.02,0,0,0,0,0,113.31,31.72,0,0,0,0,0,4.45,0,1.62,0,0,0,0,0,0,0,0,0,0,0,55.38,23.86,0,0,0,0,0,61.27,0.32,26.1,0.01,0.22,0,0,0,0.57,0,0,0,0,0,85,0.15,31.28,0.01,0,0,0,0,1.97,0,0,0,0,0,9.6,0.82,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,334.59,1.37,119.58,0.02,0.22,0,0,0,2.56,0,0,0,0,0,456.95,1.39,,,,,,,,
3/1/2022,2019,20201085,39792,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW JERSEY,8.72,0,0.36,0,1.86,0,0,0,0,0,0,0,0,0,27.77,3.53,3.9,0,0.08,0,0,2.16,0,0.07,0,0,0,0,0,0,0,0,0,0,0,7.71,0.01,0,0,0,0,0,45.08,0,3.87,0,0,0,0,0,0.12,0,0,0,0,0,29.76,0,0.84,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,121.2,0,8.68,0,5.79,0,0,0,0.2,0,0,0,0,0,135.87,0,,,,,,,,
3/1/2022,2019,20201085,39792,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW YORK,2.1,0.01,1.17,0,2.68,0,0,0,0,0,0,0,0,0,4.42,3.36,8.74,0,0,0,0,1.35,0,0.66,0,1.1,0,0,0,0,0,0,0,0,0,3.06,1.15,2.61,0,0,0,0,19.32,0.01,1.65,0,17.58,0,0,0,0,0,0,0,0,0,7.71,0.01,0.64,0.02,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37.96,0.03,8.63,0.02,40.81,0,0,0,0,0,0,0,0,0,87.4,0.05,,,,,,,,
3/1/2022,2019,20201085,39792,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,OCS-Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,,,,,,,,
3/1/2022,2019,20201085,39792,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,RHODE ISLAND,0.12,0,0.2,0,0,0,0,0,0,0,0,0,0,0,14.08,3.27,2.51,0,0,0,0,0.96,0,0.21,0,0,0,0,0,0,0,0,0,0,0,8.9,1.69,0,0,0,0,0,8.37,0,1.11,0,0,0,0,0,2.32,0,0,0,0,0,9.91,0.02,3.4,0,0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,42.34,0.02,9.88,0,2.51,0,0,0,5.39,0,0,0,0,0,60.12,0.02,,,,,,,,
3/1/2022,2019,20200442,37116,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,,,,,,,,
3/1/2022,2019,20200442,37116,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14.23,0,0,0,0,0,0,0,0,0,0,0,0,0,14.23,0,,,,,,,,
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ARKANSAS,0.254,0.095,0,0,0,0,0,0,0,0,0,0,0,0,60.724,0.192,0.002,0,0,0,0,0.218,0.189,0,0,0,0,0,0,0,0,0,0,0,0,1.698,0,0,0,0,0,0,1.222,0.339,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,64.189,0.623,0.192,0,0.002,0,0,0,0,0,0,0,0,0,64.383,0.623,,,,,,,,
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ILLINOIS,8.651,1.403,0.109,0,0.721,0,0,0,0,0,0,0,0,0,495.293,2.19,48.5,0,0,0,0,7.616,1.229,1.382,0,0.391,0,0,0,0,0,0,0,0,0,43.298,3.26,1.578,0,0,0,0,12.065,2.774,4.925,0,1.199,0,0,0,0,0,0,0,0,0,3.22,1.42,1.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,570.143,6.826,13.744,0,52.389,0,0,0,0,0,0,0,0,0,636.276,6.826,,,,,,,,
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,INDIANA,13.395,1.907,1.078,0,1.905,0,0,0,0,0,0,0,0,0,717.33,11.288,19.815,0,0,0,0,15.977,1.928,3.031,0,1.963,0,0,0,0,0,0,0,0,0,125.798,10.575,7.615,0,0,0,0,20.321,3.663,17.211,0,0.947,0,0,0,0,0,0,0,0,0,3.323,1.197,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,896.144,8.695,47.893,0,32.245,0,0,0,0,0,0,0,0,0,976.282,8.695,,,,,,,,
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,IOWA,1.082,0.804,0,0,0,0,0,0,0,0,0,0,0,0,548.886,5.857,27.175,0,0,0,0,0.004,0.004,0.024,0,0,0,0,0,0,0,0,0,0,0,5.37,4.19,1.503,0,0,0,0,1.222,1.222,2.2,0,0,0,0,0,0,0,0,0,0,0,2.153,2.153,1.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,558.717,4.183,14.156,0,28.678,0,0,0,0,0,0,0,0,0,601.551,4.183,,,,,,,,
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KANSAS,0.699,0.699,0,0,0,0,0,0,0,0,0,0,0,0,826.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.487,0,0,0,0,0,0,0.212,0.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,832.092,0.911,0,0,0,0,0,0,0,0,0,0,0,0,832.092,0.911,,,,,,,,
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KENTUCKY,1.201,0.006,0.029,0,0,0,0,0,0,0,0,0,0,0,260.473,1.919,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.82,1.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,274.494,0.006,3.576,0,0.053,0,0,0,0,0,0,0,0,0,278.123,0.006,,,,,,,,
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,LOUISIANA,2.851,1.482,0.035,0,0,0,0,0,0,0,0,0,0,0,851.734,0.707,0.817,0,0,0,0,4.828,1.58,0.082,0,0,0,0,0,0,0,0,0,0,0,76.893,2.957,0,0,0,0,0,3.487,0.771,1.374,0,0,0,0,0,0,0,0,0,0,0,3.31,0.852,3.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,943.103,4.685,8.484,0,0.817,0,0,0,0,0,0,0,0,0,952.404,4.685,,,,,,,,
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MICHIGAN,13.517,3.503,0.682,0,4.118,0,0,0,0,0,0,0,0,0,838.138,30.292,95.017,0,0,0,0,9.528,0.705,1.03,0,3.177,0,0,0,0,0,0,0,0,0,190.962,16.185,34.57,0,0,0,0,36.325,8.261,9.131,0,9.204,0,0,0,0,0,0,0,0,0,13.541,7.834,5.78,0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1102.011,20.303,63.1,0,148.976,0,0,0,0,0,0,0,0,0,1314.087,20.303,,,,,,,,
