DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTQC1HCAA1,PARTQC1HCAA1INC,PARTQC1HCAA2,PARTQC1HCAA2INC,PARTQC1HCAA3,PARTQC1HCAA3INC,PARTQC1HCAA4,PARTQC1HCAA4INC,PARTQC1HCAC,PARTQC1HCACINC,PARTQC1HCAD,PARTQC1HCADINC,PARTQC1HCAOTH,PARTQC1HCAOTHINC,PARTQC1NHCAA1,PARTQC1NHCAA2,PARTQC1NHCAA3,PARTQC1NHCAA4,PARTQC1NHCAC,PARTQC1NHCAD,PARTQC1NHCAOTH,PARTQC2HCAA1,PARTQC2HCAA1INC,PARTQC2HCAA2,PARTQC2HCAA2INC,PARTQC2HCAA3,PARTQC2HCAA3INC,PARTQC2HCAA4,PARTQC2HCAA4INC,PARTQC2HCAC,PARTQC2HCACINC,PARTQC2HCAD,PARTQC2HCADINC,PARTQC2HCAOTH,PARTQC2HCAOTHINC,PARTQC2NHCAA1,PARTQC2NHCAA2,PARTQC2NHCAA3,PARTQC2NHCAA4,PARTQC2NHCAC,PARTQC2NHCAD,PARTQC2NHCAOTH,PARTQC3HCAA1,PARTQC3HCAA1INC,PARTQC3HCAA2,PARTQC3HCAA2INC,PARTQC3HCAA3,PARTQC3HCAA3INC,PARTQC3HCAA4,PARTQC3HCAA4INC,PARTQC3HCAC,PARTQC3HCACINC,PARTQC3HCAD,PARTQC3HCADINC,PARTQC3HCAOTH,PARTQC3HCAOTHINC,PARTQC3NHCAA1,PARTQC3NHCAA1INC,PARTQC3NHCAA2,PARTQC3NHCAA2INC,PARTQC3NHCAA3,PARTQC3NHCAA3INC,PARTQC3NHCAA4,PARTQC3NHCAA4INC,PARTQC3NHCAC,PARTQC3NHCACINC,PARTQC3NHCAD,PARTQC3NHCADINC,PARTQC3NHCAOTH,PARTQC3NHCAOTHINC,PARTQC4HCAA1,PARTQC4HCAA1INC,PARTQC4HCAA2,PARTQC4HCAA2INC,PARTQC4HCAA3,PARTQC4HCAA3INC,PARTQC4HCAA4,PARTQC4HCAA4INC,PARTQC4HCAC,PARTQC4HCACINC,PARTQC4HCAD,PARTQC4HCADINC,PARTQC4HCAOTH,PARTQC4HCAOTHINC,PARTQC4NHCAA1,PARTQC4NHCAA1INC,PARTQC4NHCAA2,PARTQC4NHCAA2INC,PARTQC4NHCAA3,PARTQC4NHCAA3INC,PARTQC4NHCAA4,PARTQC4NHCAA4INC,PARTQC4NHCAC,PARTQC4NHCACINC,PARTQC4NHCAD,PARTQC4NHCADINC,PARTQC4NHCAOTH,PARTQC4NHCAOTHINC,PARTQA1TOT,PARTQA1INCTOT,PARTQA2TOT,PARTQA2INCTOT,PARTQA3TOT,PARTQA3INCTOT,PARTQA4TOT,PARTQA4INCTOT,PARTQCTOT,PARTQCINCTOT,PARTQDTOT,PARTQDINCTOT,PARTQOTHTOT,PARTQOTHINCTOT,PARTQALLTOTAL,PARTQALLINCTOTAL,PARTQOTHC1HCA,PARTQOTHC1NOHCA,PARTQOTHC2HCA,PARTQOTHC2NOHCA,PARTQOTHC3HCA,PARTQOTHC3NOHCA,PARTQOTHC4HCA,PARTQOTHC4NOHCA
3/1/2022,2018,20191009,36373,180,SPIRE ALABAMA INC.,Natural Gas,INTRASTATE,ALABAMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.647,45.168,0,0,0,0,0,0,0,2.289,0,0,0,0,0,0,0,0,0,0,0,2.526,65.186,0,0,0,0,0,0,0,22.605,1.099,0,0,0,0,0,0,0,0,0,0,3.693,0,69.622,3.098,0,0,0,0,0,0,0,0,0,0,0,0,1.087,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047,0,0,0,0,0,0,0,0,0,0,,18.866,0,207.004,4.197,0,0,0,0,0,0,0,0,0,0,225.87,4.197,,,,,,,,
3/1/2022,2018,20190687,36036,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,ALABAMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.531,0,0,0,0,0,0,0,20.89,0.55,0,0,0,0,0,0,0,0,0,0,0,0,52.36,2.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,237.939,2.569,0,0,0,0,0,0,0,0,0,0,237.939,2.569,,,,,,,,
3/1/2022,2018,20190687,36036,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,34.59,0,0,0,0,0,0,0,0,0,0,0,34.59,0,,,,,,,,
3/1/2022,2018,20190687,36036,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,TENNESSEE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,22.365,0,0,0,0,0,0,0,0,0,0,0,22.365,0,,,,,,,,
3/1/2022,2018,20190414,35750,207,ALASKA PIPELINE CO,Natural Gas,INTRASTATE,ALASKA,0.038,0,0.876,0,0,0,0,0,0,0,0,0,0,0,30.65,185.054,0,0,0,0,0,0,0,1.697,0,0,0,0,0,0,0,0,0,0,0,2.63,61.22,0,0,0,0,0,0.438,0,34.193,0,0,0,0,0,0,0,0,0,0,0,1.484,0.545,70.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,35.24,0.545,353.248,0,0,0,0,0,0,0,0,0,0,0,388.488,0.545,,,,,,,,
3/1/2022,2018,20190692,36535,270,"ALEXANDRIA MUNICIPLE GAS SYSTEM, CITY OF",Natural Gas,INTRASTATE,LOUISIANA,,,,,,,,,,,,,,,0.11,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,,,,,,,,
3/1/2022,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,CONNECTICUT,7.63,0,2.11,0,1.77,0,0,0,3.55,0,0,0,0,0,65.69,19.54,11.41,0,14.81,0,0,11.24,0,0.49,0,1.7,0,0,0,0.2,0,0,0,0,0,49.67,5.85,7.8,0,8.14,0,0,49.77,1.07,13.54,0.24,15.06,0,0,0,4.21,0,0,0,0,0,46.61,7.34,21.31,1.97,10.34,0,0,0,14.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,230.61,8.41,62.84,2.21,48.08,0,0,0,45.46,0,0,0,0,0,386.99,10.62,,,,,,,,
3/1/2022,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,MASSACHUSETTS,5.49,0.08,1.91,0,0,0,0,0,0,0,0,0,0,0,115,28.72,2.06,0,0.01,0,0,4.41,0,1.35,0,0,0,0,0,0,0,0,0,0,0,55.61,24.09,0,0,0.01,0,0,61.5,0.32,25.41,0.01,0.52,0,0,0,0.54,0,0,0,0,0,83.96,0.15,27.55,0.01,3.89,0,0,0,1.89,0,0,0,0,0,9.6,0.82,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,335.57,1.37,112.22,0.02,6.47,0,0,0,2.45,0,0,0,0,0,456.71,1.39,,,,,,,,
3/1/2022,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW JERSEY,8.68,0,0.36,0,1.86,0,0,0,0,0,0,0,0,0,27.8,3.53,3.9,0,0.08,0,0,2.17,0,0.03,0,0,0,0,0,0,0,0,0,0,0,7.72,0.01,0,0,0,0,0,45.12,0,3.87,0,0,0,0,0,0.12,0,0,0,0,0,29.76,0,0.84,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,121.25,0,8.64,0,5.79,0,0,0,0.2,0,0,0,0,0,135.88,0,,,,,,,,
3/1/2022,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW YORK,2.24,0.01,1.19,0,2.44,0,0,0,0,0,0,0,0,0,5.26,3.35,9.12,0,0,0,0,1.35,0,0.66,0,0.98,0,0,0,0,0,0,0,0,0,3.08,1.41,2.95,0,0,0,0,18.62,0.01,1.63,0,17.32,0,0,0,0,0,0,0,0,0,7.13,0.01,0.64,0.02,8.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37.68,0.03,8.88,0.02,40.87,0,0,0,0,0,0,0,0,0,87.43,0.05,,,,,,,,
3/1/2022,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,OCS-Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,,,,,,,,
3/1/2022,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,RHODE ISLAND,0.12,0,0.2,0,0,0,0,0,0,0,0,0,0,0,12.98,3.25,2.51,0,1.11,0,0,0.96,0,0.21,0,0,0,0,0,0,0,0,0,0,0,8.89,1.69,0,0,0,0,0,10.68,0,1.11,0,0,0,0,0,0,0,0,0,0,0,12.88,0.02,3.4,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46.51,0.02,9.86,0,2.51,0,0,0,1.17,0,0,0,0,0,60.05,0.02,,,,,,,,
3/1/2022,2018,20190375,36618,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,,,,,,,,
3/1/2022,2018,20190375,36618,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14.23,0,0,0,0,0,0,0,0,0,0,0,0,0,14.23,0,,,,,,,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ARKANSAS,0.254,0.095,0,0,0,0,0,0,0,0,0,0,0,0,60.728,0.188,0.002,0,0,0,0,0.218,0.189,0,0,0,0,0,0,0,0,0,0,0,0,1.698,0,0,0,0,0,0,1.222,0.339,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,64.193,0.623,0.188,0,0.002,0,0,0,0,0,0,0,0,0,64.383,0.623,,,,,,,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ILLINOIS,7.771,0.331,0.887,0,1.843,0,0,0,0,0,0,0,0,0,466.995,2.59,78.072,0,0,0,0,5.979,0.628,0.4,0,0.484,0,0,0,0,0,0,0,0,0,38.971,2.741,6.845,0,0,0,0,14.465,3.233,3.118,0,1.001,0,0,0,0,0,0,0,0,0,2.766,0.101,1.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,536.947,4.293,11.09,0,88.245,0,0,0,0,0,0,0,0,0,636.282,4.293,,,,,,,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,INDIANA,12.06,1.882,0.807,0,1.545,0,0,0,0,0,0,0,0,0,717.938,14.869,18.784,0,0,0,0,17.245,4.673,1.072,0,1.313,0,0,0,0,0,0,0,0,0,132.302,5.658,6.693,0,0,0,0,30.336,12.192,5.955,0,0.863,0,0,0,0,0,0,0,0,0,6.453,2.674,2.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,916.334,21.421,30.964,0,29.198,0,0,0,0,0,0,0,0,0,976.496,21.421,,,,,,,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,IOWA,0.558,0.004,0,0,0.232,0,0,0,0,0,0,0,0,0,550.444,5.215,26.939,0,0,0,0,0.028,0.004,0,0,0,0,0,0,0,0,0,0,0,0,9.249,0.311,1.503,0,0,0,0,3.001,1.163,0.009,0,0,0,0,0,0,0,0,0,0,0,3.813,1.712,0.143,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,567.093,2.883,5.678,0,28.77,0,0,0,0,0,0,0,0,0,601.541,2.883,,,,,,,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KANSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,832.098,0,0,0,0,0,0,0,0,0,0,0,0,0,832.098,0,,,,,,,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KENTUCKY,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,261.675,1.897,0.053,0,0,0,0,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,14.103,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,276.131,0,1.939,0,0.053,0,0,0,0,0,0,0,0,0,278.123,0,,,,,,,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,LOUISIANA,1.244,0.465,0.015,0,0,0,0,0,0,0,0,0,0,0,850.33,0.496,0.772,0,0,0,0,2.878,0.397,0.016,0,0,0,0,0,0,0,0,0,0,0,82.246,0.633,0.581,0,0,0,0,5.578,1.885,0.522,0,0,0,0,0,0,0,0,0,0,0,5.565,2.367,1.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,947.841,5.114,3.213,0,1.353,0,0,0,0,0,0,0,0,0,952.407,5.114,,,,,,,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MICHIGAN,12.126,1.354,0.902,0,3.49,0,0,0,0,0,0,0,0,0,839.013,32.941,96.107,0,0,0,0,10.39,0.208,0.611,0,3.148,0,0,0,0,0,0,0,0,0,186.022,15.435,39.337,0,0,0,0,37.704,2.68,4.075,0,11.155,0,0,0,0,0,0,0,0,0,12.292,4.858,4.257,0,3.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1097.547,9.1,58.221,0,157.179,0,0,0,0,0,0,0,0,0,1312.947,9.1,,,,,,,,
