DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTLTONC1,PARTLTONC2,PARTLTONC3,PARTLTONC4,PARTLTONTOT,PARTLTOFFC1,PARTLTOFFTOT,PARTLTC1TOT,PARTLTC2TOT,PARTLTC3TOT,PARTLTC4TOT,PARTLTTOTAL,PARTLGONAC2,PARTLGONAC3,PARTLGONAC4,PARTLGONATOT,PARTLGONBC2,PARTLGONBC3,PARTLGONBC4,PARTLGONBTOT,PARTLGOFFC1,PARTLGOFFTOT,PARTLGC1TOT,PARTLGC2TOT,PARTLGC3TOT,PARTLGC4TOT,PARTLGTOTAL,PARTLC1TOT,PARTLC2TOT,PARTLC3TOT,PARTLC4TOT,PARTLTOTAL,PARTLTONIMP,PARTLTOFFIMP,PARTLTOTALIMP
03/01/22,2017,20187366,34602,180,SPIRE ALABAMA INC.,Natural Gas,INTRASTATE,ALABAMA,58.85,69.6,95.93,2.15,226.53,0,0,58.85,69.6,95.93,2.15,226.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.85,69.6,95.93,2.15,226.53,25.74,,25.74
03/01/22,2017,20186704,33893,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,ALABAMA,162.158,2.531,73.256,0,237.945,0,0,162.158,2.531,73.256,0,237.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.158,2.531,73.256,0,237.945,20.89,,20.89
03/01/22,2017,20186704,33893,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,MISSISSIPPI,31.69,0,2.9,0,34.59,,,31.69,0,2.9,0,34.59,,,,,,,,,,,,,,,,31.69,0,2.9,0,34.59,0.24,,0.24
03/01/22,2017,20186704,33893,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,TENNESSEE,20.855,0,1.51,0,22.365,,,20.855,0,1.51,0,22.365,,,,,,,,,,,,,,,,20.855,0,1.51,0,22.365,,,
03/01/22,2017,20187119,34336,207,ALASKA PIPELINE CO,Natural Gas,INTRASTATE,ALASKA,216.8,65.545,106.373,0,388.718,0,0,216.8,65.545,106.373,0,388.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.8,65.545,106.373,0,388.718,36.525,0,36.525
03/01/22,2017,20187131,34950,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,CONNECTICUT,126.9,84.55,175.04,0,386.49,0,0,126.9,84.55,175.04,0,386.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.9,84.55,175.04,0,386.49,109.3,0,109.3
03/01/22,2017,20187131,34950,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,MASSACHUSETTS,112.77,85.68,203.44,12.79,414.68,45.44,45.44,158.21,85.68,203.44,12.79,460.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.21,85.68,203.44,12.79,460.12,110.58,2.75,113.33
03/01/22,2017,20187131,34950,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW JERSEY,46.21,9.93,79.74,0,135.88,0,0,46.21,9.93,79.74,0,135.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.21,9.93,79.74,0,135.88,61.95,0,61.95
03/01/22,2017,20187131,34950,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW YORK,25.53,12.79,49.01,0,87.33,0,0,25.53,12.79,49.01,0,87.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.53,12.79,49.01,0,87.33,45.86,0,45.86
03/01/22,2017,20187131,34950,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,RHODE ISLAND,20.26,11.66,28.19,0,60.11,0,0,20.26,11.66,28.19,0,60.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.26,11.66,28.19,0,60.11,12.92,0,12.92
03/01/22,2017,20187146,34365,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,KANSAS,3.74,0,0.01,0,3.75,0,0,3.74,0,0.01,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74,0,0.01,0,3.75,0.01,,0.01
03/01/22,2017,20187146,34365,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,TEXAS,12.62,0.87,1.02,0,14.51,0,0,12.62,0.87,1.02,0,14.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.62,0.87,1.02,0,14.51,1.02,,1.02
03/01/22,2017,20187010,34225,402,"MARKWEST EAST TEXAS PNG UTILITY, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,,0,0,0,0,0,0,20.79,0,0,20.79,0,0,0,0,0,0,0,20.79,0,0,20.79,0,20.79,0,0,20.79,0,,0
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ARKANSAS,61.171,1.78,1.432,0,64.383,0,0,61.171,1.78,1.432,0,64.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.171,1.78,1.432,0,64.383,1.663,,1.663
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ILLINOIS,558.748,55.8,21.732,0,636.28,0,0,558.748,55.8,21.732,0,636.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558.748,55.8,21.732,0,636.28,32.163,,32.163
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,INDIANA,768.894,162.051,45.264,0,976.209,0,0,768.894,162.051,45.264,0,976.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768.894,162.051,45.264,0,976.209,71.34,,71.34
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,IOWA,583.382,11.62,6.534,0,601.536,0,0,583.382,11.62,6.534,0,601.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583.382,11.62,6.534,0,601.536,3.164,,3.164
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KANSAS,827.563,4.535,0,0,832.098,0,0,827.563,4.535,0,0,832.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827.563,4.535,0,0,832.098,0,,0
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KENTUCKY,263.673,14.448,0,0,278.121,0,0,263.673,14.448,0,0,278.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.673,14.448,0,0,278.121,0,,0
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,LOUISIANA,852.789,88.214,11.404,0,952.407,0,0,852.789,88.214,11.404,0,952.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852.789,88.214,11.404,0,952.407,9.272,,9.272
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MICHIGAN,987.04,252.385,72.088,0,1311.513,0,0,987.04,252.385,72.088,0,1311.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987.04,252.385,72.088,0,1311.513,79.066,,79.066
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSISSIPPI,321.177,41.708,10.075,0,372.96,0,0,321.177,41.708,10.075,0,372.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.177,41.708,10.075,0,372.96,14.381,,14.381
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSOURI,268.158,1.956,2.098,0,272.212,0,0,268.158,1.956,2.098,0,272.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.158,1.956,2.098,0,272.212,2.593,,2.593
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,NEBRASKA,8.638,0,0,0,8.638,0,0,8.638,0,0,0,8.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.638,0,0,0,8.638,0,,0
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OHIO,263.771,31.668,20.871,0,316.31,0,0,263.771,31.668,20.871,0,316.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.771,31.668,20.871,0,316.31,19.337,,19.337
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OKLAHOMA,346.166,0,0,0,346.166,0,0,346.166,0,0,0,346.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.166,0,0,0,346.166,0,,0
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TENNESSEE,298.172,28.396,2.301,0,328.869,0,0,298.172,28.396,2.301,0,328.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.172,28.396,2.301,0,328.869,2.177,,2.177
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TEXAS,137.062,0,0,0,137.062,0,0,137.062,0,0,0,137.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.062,0,0,0,137.062,0,,0
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,WISCONSIN,1361.1,272.525,180.991,0,1814.616,0,0,1361.1,272.525,180.991,0,1814.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361.1,272.525,180.991,0,1814.616,114.281,,114.281
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTRASTATE,MICHIGAN,2.455,0.475,0,0,2.93,0,0,2.455,0.475,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.455,0.475,0,0,2.93,0,,0
03/01/22,2017,20187281,35157,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,NEW MEXICO,3,0,0,0,3,,0,3,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,3,0,,0
03/01/22,2017,20187281,35157,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,TEXAS,15.2,0,0,0,15.2,0,0,15.2,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,15.2,0,,0
03/01/22,2017,20187281,35157,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,WYOMING,236.78,2.47,0,0,239.25,0,0,236.78,2.47,0,0,239.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.78,2.47,0,0,239.25,0,,0
03/01/22,2017,20187281,35157,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,COLORADO,0,12,0,0,12,0,0,0,12,0,0,12,354.03,231.58,1.09,586.7,0,0,0,0,0,0,0,354.03,231.58,1.09,586.7,0,366.03,231.58,1.09,598.7,,,
03/01/22,2017,20187281,35157,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0.22,0,0,0,0,0,0,0,0.22,0,0,0.22,0,0.22,0,0,0.22,,,
03/01/22,2017,20187281,35157,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,UTAH,3.63,0,0,0,3.63,0,0,3.63,0,0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63,0,0,0,3.63,0,,0
03/01/22,2017,20187281,35157,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,WYOMING,72.22,0,0,0,72.22,0,0,72.22,0,0,0,72.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.22,0,0,0,72.22,0,,0
03/01/22,2017,20186682,33871,515,DAKOTA GASIFICATION COMPANY,Synthetic Gas,INTRASTATE,NORTH DAKOTA,39.77,0,0,0,39.77,0,0,39.77,0,0,0,39.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.77,0,0,0,39.77,,,
03/01/22,2017,20186677,33860,570,FERNDALE PIPELINE SYSTEM,Natural Gas,INTRASTATE,WASHINGTON,25.2,8.9,2.1,0,36.2,0,0,25.2,8.9,2.1,0,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2,8.9,2.1,0,36.2,1.9,,1.9
03/01/22,2017,20186495,33662,585,ARGYLE MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,MINNESOTA,2.1,0,0,0,2.1,0,0,2.1,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,2.1,0,,0
03/01/22,2017,20186994,34204,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,ARKANSAS,2225.348,493.171,208.56,0.454,2927.533,0,0,2225.348,493.171,208.56,0.454,2927.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2225.348,493.171,208.56,0.454,2927.533,51.72,,51.72
03/01/22,2017,20186994,34204,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,KANSAS,26.709,1.937,4.402,0,33.048,0,0,26.709,1.937,4.402,0,33.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.709,1.937,4.402,0,33.048,1.38,,1.38
03/01/22,2017,20186994,34204,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,LOUISIANA,756.311,127.996,66.502,0,950.809,0,0,756.311,127.996,66.502,0,950.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756.311,127.996,66.502,0,950.809,10.73,,10.73
03/01/22,2017,20186994,34204,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,MISSISSIPPI,0.708,0.711,1.864,0,3.283,0,0,0.708,0.711,1.864,0,3.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708,0.711,1.864,0,3.283,0,,0
03/01/22,2017,20186994,34204,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,MISSOURI,2.276,0,0,0,2.276,0,0,2.276,0,0,0,2.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.276,0,0,0,2.276,0,,0
03/01/22,2017,20186994,34204,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,OKLAHOMA,1352.5,75.56,57.902,0,1485.962,0,0,1352.5,75.56,57.902,0,1485.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352.5,75.56,57.902,0,1485.962,12.9,,12.9
03/01/22,2017,20186994,34204,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,TENNESSEE,7.165,0.324,0,0,7.489,0,0,7.165,0.324,0,0,7.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.165,0.324,0,0,7.489,0,,0
03/01/22,2017,20186994,34204,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,TEXAS,343.174,99.985,45.395,0,488.554,0,0,343.174,99.985,45.395,0,488.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.174,99.985,45.395,0,488.554,8.4,,8.4
03/01/22,2017,20186717,33907,603,CENTERPOINT ENERGY RESOURCES CORP.,Natural Gas,INTRASTATE,ARKANSAS,6.62,36.04,46.34,0,89,0,0,6.62,36.04,46.34,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62,36.04,46.34,0,89,10.35,,10.35
03/01/22,2017,20186717,33907,603,CENTERPOINT ENERGY RESOURCES CORP.,Natural Gas,INTRASTATE,OKLAHOMA,0,1.84,0,0,1.84,0,0,0,1.84,0,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,0,0,1.84,0,,0
03/01/22,2017,20187482,34723,621,ARKANSAS OKLAHOMA GAS CORP,Natural Gas,INTRASTATE,ARKANSAS,31.12,17.05,13.75,0,61.92,0,0,31.12,17.05,13.75,0,61.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.12,17.05,13.75,0,61.92,4.72,,4.72
03/01/22,2017,20187482,34723,621,ARKANSAS OKLAHOMA GAS CORP,Natural Gas,INTRASTATE,OKLAHOMA,37.8,18.34,8.32,0,64.46,0,0,37.8,18.34,8.32,0,64.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8,18.34,8.32,0,64.46,0.96,,0.96
03/01/22,2017,20187519,34777,660,"ARLINGTON ENERGY GROUP, LLC",Natural Gas,INTRASTATE,MISSISSIPPI,12,5,5,0,22,0,0,12,5,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5,0,22,0,,0
03/01/22,2017,20187154,38521,792,ATLANTA GAS LIGHT CO,Landfill Gas,INTRASTATE,GEORGIA,0.4,0.7,5.4,0,6.5,0,0,0.4,0.7,5.4,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.7,5.4,0,6.5,6.4,,6.4
03/01/22,2017,20187161,38517,792,ATLANTA GAS LIGHT CO,Natural Gas,INTRASTATE,GEORGIA,434.6,196.9,447.3,0.3,1079.1,0,0,434.6,196.9,447.3,0.3,1079.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434.6,196.9,447.3,0.3,1079.1,450.9,,450.9
03/01/22,2017,20187105,34322,840,MOJAVE PIPELINE OPERATING COMPANY,Natural Gas,INTERSTATE,ARIZONA,1.49,0.46,0,0,1.95,0,0,1.49,0.46,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0.46,0,0,1.95,0.45,,0.45
03/01/22,2017,20187105,34322,840,MOJAVE PIPELINE OPERATING COMPANY,Natural Gas,INTERSTATE,CALIFORNIA,544.46,13.69,1.47,0,559.62,0,0,544.46,13.69,1.47,0,559.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544.46,13.69,1.47,0,559.62,11.06,,11.06
03/01/22,2017,20187508,34766,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Hydrogen Gas,INTRASTATE,LOUISIANA,1.28,0,0,0,1.28,0,0,1.28,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,1.28,,,
03/01/22,2017,20187508,34766,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Hydrogen Gas,INTRASTATE,TEXAS,250.401,34.939,39.318,0,324.658,,,250.401,34.939,39.318,0,324.658,,,,,,,,,,,,,,,,250.401,34.939,39.318,0,324.658,6.28,,6.28
03/01/22,2017,20187469,34710,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Natural Gas,INTRASTATE,TEXAS,0,0,0.987,0,0.987,0,0,0,0,0.987,0,0.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987,0,0.987,0,,0
03/01/22,2017,20187393,34631,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Synthetic Gas,INTRASTATE,TEXAS,39.365,3.495,0,0,42.86,0,0,39.365,3.495,0,0,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.365,3.495,0,0,42.86,0,,0
03/01/22,2017,20187336,34569,844,KERN RIVER GAS TRANSMISSION CO,Natural Gas,INTERSTATE,CALIFORNIA,246.838,0,0.031,0,246.869,0,0,246.838,0,0.031,0,246.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.838,0,0.031,0,246.869,0.606,,0.606
03/01/22,2017,20187336,34569,844,KERN RIVER GAS TRANSMISSION CO,Natural Gas,INTERSTATE,NEVADA,247.538,1.217,26.831,0,275.586,0,0,247.538,1.217,26.831,0,275.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.538,1.217,26.831,0,275.586,29.371,,29.371
03/01/22,2017,20187336,34569,844,KERN RIVER GAS TRANSMISSION CO,Natural Gas,INTERSTATE,UTAH,687.742,4.881,48.268,0,740.891,0,0,687.742,4.881,48.268,0,740.891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687.742,4.881,48.268,0,740.891,72.186,,72.186
03/01/22,2017,20187336,34569,844,KERN RIVER GAS TRANSMISSION CO,Natural Gas,INTERSTATE,WYOMING,154.036,0,0,0,154.036,0,0,154.036,0,0,0,154.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.036,0,0,0,154.036,0,,0
03/01/22,2017,20187011,35117,857,"MARKWEST PINNACLE PNG UTILITY, LLC",Natural Gas,INTRASTATE,TEXAS,85.21,26.82,15.56,0,127.59,0,0,85.21,26.82,15.56,0,127.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.21,26.82,15.56,0,127.59,2.39,,2.39
03/01/22,2017,20186872,34069,860,"FAIRBANK, CITY OF",Natural Gas,INTRASTATE,IOWA,8.074,0,0,0,8.074,0,0,8.074,0,0,0,8.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.074,0,0,0,8.074,0,,0
03/01/22,2017,20187512,34770,872,LAFITTE GAS PIPELINE,Hydrogen Gas,INTRASTATE,LOUISIANA,5.262,0,0.627,0,5.889,0,0,5.262,0,0.627,0,5.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.262,0,0.627,0,5.889,0.138,,0.138
03/01/22,2017,20187510,34768,872,LAFITTE GAS PIPELINE,Natural Gas,INTRASTATE,LOUISIANA,4.264,0,1.457,0,5.721,0,0,4.264,0,1.457,0,5.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.264,0,1.457,0,5.721,0.605,,0.605
03/01/22,2017,20186613,33791,878,"JEFFERSON GAS, LLC",Natural Gas,INTRASTATE,KENTUCKY,43,1,0,0,44,0,0,43,1,0,0,44,0,0,0,0,15,2,1,18,0,0,0,15,2,1,18,43,16,2,1,62,,,
03/01/22,2017,20186845,34041,899,5P GAS PIPELINE COMPANY,Natural Gas,INTRASTATE,TEXAS,7,1,0,0,8,0,0,7,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,8,,,
03/01/22,2017,20186535,33709,929,"SEBRING GAS SYSTEM, INC",Natural Gas,INTRASTATE,FLORIDA,0.179,0,0,0,0.179,0,0,0.179,0,0,0,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,0,0,0,0.179,,,
03/01/22,2017,20186459,33621,952,ENERFIN RESOURCES II-92 LIMITED PARTNERSHIP,Natural Gas,INTRASTATE,TEXAS,10,0,0,0,10,,0,10,0,0,0,10,,,,0,,,,0,,0,0,0,0,0,0,10,0,0,0,10,,,
03/01/22,2017,20186533,33707,967,"PINEDALE NATURAL GAS, INC",Natural Gas,INTRASTATE,WYOMING,6.4,0.64,0,0,7.04,0,0,6.4,0.64,0,0,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0.64,0,0,7.04,0,,0
03/01/22,2017,20186504,33672,977,"LAKIN, CITY OF",Natural Gas,INTRASTATE,KANSAS,0,0.9,0,0,0.9,0,0,0,0.9,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0.9,,,
03/01/22,2017,20187265,34494,978,LAWRENCE PAPER CO,Natural Gas,INTRASTATE,KANSAS,0.779,0,0,0,0.779,0,0,0.779,0,0,0,0.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779,0,0,0,0.779,0,,0
