DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTRC1HCA125ABLE,PARTRC1HCA125NABLE,PARTRC1HCA12511ABLE,PARTRC1HCA12511NABLE,PARTRC1HCALESS11ABLE,PARTRC1HCALESS11NABLE,PARTRC2HCA125ABLE,PARTRC2HCA125NABLE,PARTRC2HCA12511ABLE,PARTRC2HCA12511NABLE,PARTRC2HCALESS11ABLE,PARTRC2HCALESS11NABLE,PARTRC3HCA125ABLE,PARTRC3HCA125NABLE,PARTRC3HCA12511ABLE,PARTRC3HCA12511NABLE,PARTRC3HCALESS11ABLE,PARTRC3HCALESS11NABLE,PARTRC4HCA125ABLE,PARTRC4HCA125NABLE,PARTRC4HCA12511ABLE,PARTRC4HCA12511NABLE,PARTRC4HCALESS11ABLE,PARTRC4HCALESS11NABLE,PARTRHCA125ABLETOT,PARTRHCA125NABLETOT,PARTRHCA12511ABLETOT,PARTRHCA12511NABLETOT,PARTRHCALESS11ABLETOT,PARTRHCALESS11NABLETOT,PARTRC1NHCA125ABLE,PARTRC1NHCA125NABLE,PARTRC1NHCA12511ABLE,PARTRC1NHCA12511NABLE,PARTRC1NHCALESS11ABLE,PARTRC1NHCALESS11NABLE,PARTRC2NHCA125ABLE,PARTRC2NHCA125NABLE,PARTRC2NHCA12511ABLE,PARTRC2NHCA12511NABLE,PARTRC2NHCALESS11ABLE,PARTRC2NHCALESS11NABLE,PARTRC3NHCA125ABLE,PARTRC3NHCA125NABLE,PARTRC3NHCA12511ABLE,PARTRC3NHCA12511NABLE,PARTRC3NHCALESS11ABLE,PARTRC3NHCALESS11NABLE,PARTRC4NHCA125ABLE,PARTRC4NHCA125NABLE,PARTRC4NHCA12511ABLE,PARTRC4NHCA12511NABLE,PARTRC4NHCALESS11ABLE,PARTRC4NHCALESS11NABLE,PARTRNHCA125ABLETOT,PARTRNHCA125NABLETOT,PARTRNHCA12511ABLETOT,PARTRNHCA12511NABLETOT,PARTRNHCALESS11ABLETOT,PARTRNHCALESS11NABLETOT,PARTR125ABLETOT,PARTR125NABLETOT,PARTR12511ABLETOT,PARTR12511NABLETOT,PARTRLESS11ABLETOT,PARTRLESS11NABLETOT,PARTRPT125TOT,PARTRPT12511TOT,PARTRPTLESS11TOT,PARTRTOTAL,PARTRINSPABLETOT,PARTRINSPNABLETOT,PARTPARTRINSPTOTAL
3/1/2022,2020,20210467,38743,189,"BBT ALATENN, LLC",Natural Gas,INTERSTATE,ALABAMA,0,0,0,0,0,0,0,0,0,0,0,0,20.89,0,0,0,0,0,0,0,0,0,0,0,20.89,0,0,0,0,0,162.158,0,0,0,0,0,2.531,0,0,0,0,0,52.366,0,0,0,0,0,0,0,0,0,0,0,217.055,0,0,0,0,0,237.945,0,0,0,0,0,237.945,0,0,237.945,237.945,0,237.945
3/1/2022,2020,20210467,38743,189,"BBT ALATENN, LLC",Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,31.694,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,34.354,0,0,0,0,0,34.594,0,0,0,0,0,34.594,0,0,34.594,34.594,0,34.594
3/1/2022,2020,20210467,38743,189,"BBT ALATENN, LLC",Natural Gas,INTERSTATE,TENNESSEE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.855,0,0,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,22.365,0,0,0,0,0,22.365,0,0,0,0,0,22.365,0,0,22.365,22.365,0,22.365
3/1/2022,2020,20210433,38707,207,ALASKA PIPELINE CO,Natural Gas,INTRASTATE,ALASKA,0.422,0,0,0,0,0,0.702,0,0,0,0,0,35.485,3.149,0,0,0,0,0,0,0,0,0,0,36.609,3.149,0,0,0,0,144.874,29.471,3.494,27.486,0.01,5.857,37.89,9.094,0.157,0,0.088,1.541,62.294,20.487,0,0,1.138,3.991,0,0,0,0,0,0,245.058,59.052,3.651,27.486,1.236,11.389,281.667,62.201,3.651,27.486,1.236,11.389,343.868,31.137,12.625,387.63,286.554,101.076,387.63
3/1/2022,2020,20210494,38773,270,"ALEXANDRIA MUNICIPLE GAS SYSTEM, CITY OF",Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.11,0,0,0,0,0.11,0,0,0.11,0,0.11,0.11
3/1/2022,2020,20210710,39791,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,CONNECTICUT,10.9,0.82,0,0,3.58,0,13.56,0.57,0,0,0.2,0,76.45,3.04,0,1.31,3.02,0.14,0,0,0,0,0,0,100.91,4.43,0,1.31,6.8,0.14,97.08,3.71,0,0,4.11,5.9,58.01,0.48,0,0,5.72,6.12,59.21,13.13,0,0.68,12.22,7.09,0,0,0,0,0,0,214.3,17.32,0,0.68,22.05,19.11,315.21,21.75,0,1.99,28.85,19.25,336.96,1.99,48.1,387.05,344.06,42.99,387.05
3/1/2022,2020,20210710,39791,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,MASSACHUSETTS,7.34,0.02,0,0,0.01,0,5.72,0.34,0,0,0.01,0,82.18,2.98,0,0,2.11,0.94,10.85,0.02,0,0,1.63,0.3,106.09,3.36,0,0,3.76,1.24,111.75,22.63,0,0,10.59,0.02,67.04,8.23,0,0,3.17,0.89,99.11,9.47,0,0,9.09,0.53,0,0,0,0,0,0,277.9,40.33,0,0,22.85,1.44,383.99,43.69,0,0,26.61,2.68,427.68,0,29.29,456.97,410.6,46.37,456.97
3/1/2022,2020,20210710,39791,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW JERSEY,10.94,0,0,0,0,0,2.24,0,0,0,0,0,48.97,0,0,0,0.02,0.07,0,0,0,0,0,0,62.15,0,0,0,0.02,0.07,35.12,0.14,0,0,0.03,0,7.73,0,0,0,0,0,30.64,0,0,0,0,0,0,0,0,0,0,0,73.49,0.14,0,0,0.03,0,135.64,0.14,0,0,0.05,0.07,135.78,0,0.12,135.9,135.69,0.21,135.9
3/1/2022,2020,20210710,39791,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW YORK,5.77,0.19,0,0,0,0,3.11,0,0,0,0,0,39.07,0,0,0,0,0,0,0,0,0,0,0,47.95,0.19,0,0,0,0,15.78,0.73,0,0,0,0,6.64,0.17,0,0,0,0,15.6,0.4,0,0,0,0,0,0,0,0,0,0,38.02,1.3,0,0,0,0,85.97,1.49,0,0,0,0,87.46,0,0,87.46,85.97,1.49,87.46
3/1/2022,2020,20210710,39791,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,OCS-Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,0,0,0,0,0,3.58,0,0,0,0,3.58,0,0,3.58,0,3.58,3.58
3/1/2022,2020,20210710,39791,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,RHODE ISLAND,0.32,0,0,0,0,0,1.17,0,0,0,0,0,9.26,0,0,0,2.54,0,0,0,0,0,0,0,10.75,0,0,0,2.54,0,16.55,0.13,0,0,3.17,0,7.42,0,0,0,3.18,0,10.19,0.19,0,0,5.85,0.15,0,0,0,0,0,0,34.16,0.32,0,0,12.2,0.15,44.91,0.32,0,0,14.74,0.15,45.23,0,14.89,60.12,59.65,0.47,60.12
3/1/2022,2020,20210418,38689,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,1.72,0,0,0,0,1.72,0,0,1.72,0,1.72,1.72
3/1/2022,2020,20210418,38689,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.83,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.23,0,0,0,0,0,14.23,0,0,0,0,14.23,0,0,14.23,0,14.23,14.23
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ARKANSAS,0.268,0,0,0,0,0,0.26,0,0,0,0,0,1.248,0,0,0,0,0,0,0,0,0,0,0,1.776,0,0,0,0,0,57.841,0,3.886,0,0.069,0,0.763,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,58.651,0,3.886,0,0.069,0,60.427,0,3.886,0,0.069,0,60.427,3.886,0.069,64.382,64.382,0,64.382
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ILLINOIS,10.875,0,0.166,0,0.049,0,9.633,0,0,0,0.044,0,19.433,0.068,0,0,0.001,0,0,0,0,0,0,0,39.941,0.068,0.166,0,0.094,0,414.026,7.264,112.489,0,7.336,4.888,45.084,1.654,0.022,0,0.214,0,2.888,0.141,0,0,0,0.002,0,0,0,0,0,0,461.998,9.059,112.511,0,7.55,4.89,501.939,9.127,112.677,0,7.644,4.89,511.066,112.677,12.534,636.277,622.26,14.017,636.277
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,INDIANA,19.29,0,0.255,0,0.018,0,22.164,0,0.079,0,0.108,0,39.474,0,0.193,0,0.12,0,0,0,0,0,0,0,80.928,0,0.527,0,0.246,0,672.069,23.733,40.262,0.024,3.923,4.032,134.373,1.85,5.419,0,1.416,0,7.492,0,0,0,0,0,0,0,0,0,0,0,813.934,25.583,45.681,0.024,5.339,4.032,894.862,25.583,46.208,0.024,5.585,4.032,920.445,46.232,9.617,976.294,946.655,29.639,976.294
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,IOWA,0.658,0,0.633,0,0,0,0.043,0,0,0,0,0,3.688,0.074,0.086,0,0,0,0,0,0,0,0,0,4.389,0.074,0.719,0,0,0,309.651,117.525,144.084,0,5.212,3.418,7.294,4.908,0,0,0.81,0.038,3.027,0.407,0,0,0,0,0,0,0,0,0,0,319.972,122.84,144.084,0,6.022,3.456,324.361,122.914,144.803,0,6.022,3.456,447.275,144.803,9.478,601.556,475.186,126.37,601.556
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KANSAS,0.38,0,0.368,0,0,0,0,0,0,0,0,0,0.092,0,0.12,0,0,0,0,0,0,0,0,0,0.472,0,0.488,0,0,0,510.923,4.399,288.638,2.184,20.408,0.115,4.466,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515.389,4.399,288.646,2.184,20.408,0.115,515.861,4.399,289.134,2.184,20.408,0.115,520.26,291.318,20.523,832.101,825.403,6.698,832.101
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KENTUCKY,1.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315,0,0,0,0,0,247.504,3.8,11.026,0,0.029,0,14.44,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,261.944,3.8,11.026,0,0.037,0,263.259,3.8,11.026,0,0.037,0,267.059,11.026,0.037,278.122,274.322,3.8,278.122
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,LOUISIANA,3.323,0,0,0,0,0,4.557,0,0,0,0,0,5.307,0,0,0,0,0,0,0,0,0,0,0,13.187,0,0,0,0,0,725.8,48.536,64.26,6.214,1.392,8.146,71.901,2.014,3.511,0.77,0.108,0,6.334,0,0.193,0,0.04,0,0,0,0,0,0,0,804.035,50.55,67.964,6.984,1.54,8.146,817.222,50.55,67.964,6.984,1.54,8.146,867.772,74.948,9.686,952.406,886.726,65.68,952.406
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MICHIGAN,17.101,0.201,0.34,0,0.054,0.001,19.734,0.34,0,0,0.06,0,55.249,0.639,0,0,0.264,0.218,0,0,0,0,0,0,92.084,1.18,0.34,0,0.378,0.219,673.192,43.287,30.491,0,47.43,164.015,201.653,14.61,8.451,0,8.055,4.772,17.604,2.626,0,0,0.299,0.765,0,0,0,0,0,0,892.449,60.523,38.942,0,55.784,169.552,984.533,61.703,39.282,0,56.162,169.771,1046.236,39.282,225.933,1311.451,1079.977,231.474,1311.451
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSISSIPPI,2.529,0,0,0,0,0,5.814,0,0,0,0,0,7.58,0,0,0,0,0,0,0,0,0,0,0,15.923,0,0,0,0,0,308.488,1.24,3.023,0,0.315,0,40.651,0,0,0,0,0,3.318,0,0,0,0,0,0,0,0,0,0,0,352.457,1.24,3.023,0,0.315,0,368.38,1.24,3.023,0,0.315,0,369.62,3.023,0.315,372.958,371.718,1.24,372.958
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSOURI,0.964,0,0.061,0,0,0,0,0,0,0.003,0,0,1.543,0,0,0.108,0,0,0,0,0,0,0,0,2.507,0,0.061,0.111,0,0,120.588,57.856,86.088,0,0.124,2.273,0,1.697,0,0.291,0,0.017,0.358,0.15,0,0.086,0,0,0,0,0,0,0,0,120.946,59.703,86.088,0.377,0.124,2.29,123.453,59.703,86.149,0.488,0.124,2.29,183.156,86.637,2.414,272.207,209.726,62.481,272.207
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,NEBRASKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.416,0,4.114,0,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.416,0,4.114,0,0.112,0,4.416,0,4.114,0,0.112,0,4.416,4.114,0.112,8.642,8.642,0,8.642
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OHIO,9.1,0,0,0,0.008,0,2.97,0.559,0,0,0,0,14.363,0.473,0,0,0.006,0.06,0,0,0,0,0,0,26.433,1.032,0,0,0.014,0.06,245.817,6.942,0.063,0,0.926,0.078,25.753,1.087,0,0,0.011,0.078,7.637,0.375,0,0,0,0,0,0,0,0,0,0,279.207,8.404,0.063,0,0.937,0.156,305.64,9.436,0.063,0,0.951,0.216,315.076,0.063,1.167,316.306,306.654,9.652,316.306
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OKLAHOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.784,0.716,9.025,8.284,30.452,9.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.784,0.716,9.025,8.284,30.452,9.895,287.784,0.716,9.025,8.284,30.452,9.895,288.5,17.309,40.347,346.156,327.261,18.895,346.156
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TENNESSEE,1.073,0,0,0,0,0,1.749,0,0,0,0.005,0,1.452,0,0,0,0,0,0,0,0,0,0,0,4.274,0,0,0,0.005,0,287.363,0.196,7.781,0,0.38,0,27.67,0,0.057,0,0,0,1.141,0,0,0,0,0,0,0,0,0,0,0,316.174,0.196,7.838,0,0.38,0,320.448,0.196,7.838,0,0.385,0,320.644,7.838,0.385,328.867,328.671,0.196,328.867
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.574,0.006,0,0,89.046,0.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.574,0.006,0,0,89.046,0.436,47.574,0.006,0,0,89.046,0.436,47.58,0,89.482,137.062,136.62,0.442,137.062
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,WISCONSIN,8.589,0.022,0.429,0,0,0.084,14.225,0.153,0,0,0.001,0.005,114.768,2.362,0,0.235,0.54,0.111,0,0,0,0,0,0,137.582,2.537,0.429,0.235,0.541,0.2,953.094,263.256,60.546,11.693,39.454,16.466,202.69,36.797,6.376,2.668,6.096,1.045,62.96,9.1,0,0.966,0.073,0.01,0,0,0,0,0,0,1218.744,309.153,66.922,15.327,45.623,17.521,1356.326,311.69,67.351,15.562,46.164,17.721,1668.016,82.913,63.885,1814.814,1469.841,344.973,1814.814
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.595,0.839,0,0,0,0,0.456,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.051,0.878,0,0,0,0,2.051,0.878,0,0,0,0,2.929,0,0,2.929,2.051,0.878,2.929
3/1/2022,2020,20211210,39649,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTERSTATE,NEW MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,3
3/1/2022,2020,20211210,39649,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,0,0,15.2,0,0,0,0,0,15.2,0,0,15.2,15.2,0,15.2
3/1/2022,2020,20211210,39649,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTERSTATE,WYOMING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.287,0,123.7,0,11.86,0,3.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.717,0,124.7,0,11.86,0,105.717,0,124.7,0,11.86,105.717,124.7,11.86,242.277,0,242.277,242.277
3/1/2022,2020,20211210,39649,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTRASTATE,COLORADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,0,0,0,0,0,3.92,0,0,0,0,0,3.92,0,0,3.92,3.92,0,3.92
