DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTRC1HCA125ABLE,PARTRC1HCA125NABLE,PARTRC1HCA12511ABLE,PARTRC1HCA12511NABLE,PARTRC1HCALESS11ABLE,PARTRC1HCALESS11NABLE,PARTRC2HCA125ABLE,PARTRC2HCA125NABLE,PARTRC2HCA12511ABLE,PARTRC2HCA12511NABLE,PARTRC2HCALESS11ABLE,PARTRC2HCALESS11NABLE,PARTRC3HCA125ABLE,PARTRC3HCA125NABLE,PARTRC3HCA12511ABLE,PARTRC3HCA12511NABLE,PARTRC3HCALESS11ABLE,PARTRC3HCALESS11NABLE,PARTRC4HCA125ABLE,PARTRC4HCA125NABLE,PARTRC4HCA12511ABLE,PARTRC4HCA12511NABLE,PARTRC4HCALESS11ABLE,PARTRC4HCALESS11NABLE,PARTRHCA125ABLETOT,PARTRHCA125NABLETOT,PARTRHCA12511ABLETOT,PARTRHCA12511NABLETOT,PARTRHCALESS11ABLETOT,PARTRHCALESS11NABLETOT,PARTRC1NHCA125ABLE,PARTRC1NHCA125NABLE,PARTRC1NHCA12511ABLE,PARTRC1NHCA12511NABLE,PARTRC1NHCALESS11ABLE,PARTRC1NHCALESS11NABLE,PARTRC2NHCA125ABLE,PARTRC2NHCA125NABLE,PARTRC2NHCA12511ABLE,PARTRC2NHCA12511NABLE,PARTRC2NHCALESS11ABLE,PARTRC2NHCALESS11NABLE,PARTRC3NHCA125ABLE,PARTRC3NHCA125NABLE,PARTRC3NHCA12511ABLE,PARTRC3NHCA12511NABLE,PARTRC3NHCALESS11ABLE,PARTRC3NHCALESS11NABLE,PARTRC4NHCA125ABLE,PARTRC4NHCA125NABLE,PARTRC4NHCA12511ABLE,PARTRC4NHCA12511NABLE,PARTRC4NHCALESS11ABLE,PARTRC4NHCALESS11NABLE,PARTRNHCA125ABLETOT,PARTRNHCA125NABLETOT,PARTRNHCA12511ABLETOT,PARTRNHCA12511NABLETOT,PARTRNHCALESS11ABLETOT,PARTRNHCALESS11NABLETOT,PARTR125ABLETOT,PARTR125NABLETOT,PARTR12511ABLETOT,PARTR12511NABLETOT,PARTRLESS11ABLETOT,PARTRLESS11NABLETOT,PARTRPT125TOT,PARTRPT12511TOT,PARTRPTLESS11TOT,PARTRTOTAL,PARTRINSPABLETOT,PARTRINSPNABLETOT,PARTPARTRINSPTOTAL
3/1/2022,2018,20190377,35712,3,ACADIAN GAS PIPELINE SYSTEM,Natural Gas,INTRASTATE,LOUISIANA,4.56,0.016,0,0,0,0,3.442,0.029,0,0,0,0,6.015,0.083,0,0,0,0,0.279,0,0,0,0,0,14.296,0.128,0,0,0,0,525.251,42.686,21.979,18.817,19.509,22.739,16.298,4.157,1.348,0.08,0,1.434,27.823,3.683,0,0,0,0.318,0.057,0,0,0,0,0.211,569.429,50.526,23.327,18.897,19.509,24.702,583.725,50.654,23.327,18.897,19.509,24.702,634.379,42.224,44.211,720.814,626.561,94.253,720.814
3/1/2022,2018,20190613,35959,21,"ACACIA NATURAL GAS, L.L.C.",Natural Gas,INTRASTATE,TEXAS,0.061,0,0,0,0,0,0,0,0,0,0,0,1.593,0,0,0,0,0,0,0,0,0,0,0,1.654,0,0,0,0,0,94.431,0,0,0,0,0,24.599,0,0,0,0,0,2.105,0,0,0,0,0,0,0,0,0,0,0,121.135,0,0,0,0,0,122.789,0,0,0,0,0,122.789,0,0,122.789,122.789,0,122.789
3/1/2022,2018,20190424,35760,117,AIR PRODUCTS & CHEMICALS INC,Hydrogen Gas,INTERSTATE,LOUISIANA,,0,0,0,0,0,0.34,0.01,0,0,0,0,1.95,1.39,0,0,0,0,0,0,0,0,0,0,2.29,1.4,0,0,0,0,141.96,63.23,0,0,0,0,57.96,24.52,0,0,0,0,29.25,8.02,0,0,0,0,0,0,0,0,0,0,229.17,95.77,0,0,0,0,231.46,97.17,0,0,0,0,328.63,0,0,328.63,231.46,97.17,328.63
3/1/2022,2018,20190424,35760,117,AIR PRODUCTS & CHEMICALS INC,Hydrogen Gas,INTERSTATE,TEXAS,0.02,0.03,0,0,0,0,0.12,0.39,0,0,0,0,2.66,4.48,0,0,0,0,0,0,0,0,0,0,2.8,4.9,0,0,0,0,56.23,12.12,0,1.27,0,0,28.28,12.98,0,1.93,0,0,20.07,9.9,0,0,0,0,0,0,0,0,0,0,104.58,35,0,3.2,0,0,107.38,39.9,0,3.2,0,0,147.28,3.2,0,150.48,107.38,43.1,150.48
3/1/2022,2018,20190424,35760,117,AIR PRODUCTS & CHEMICALS INC,Hydrogen Gas,INTRASTATE,CALIFORNIA,0,0,0,0,0,0,0,0,0,0,0,0,1.95,1.05,0,0,0,0,1.94,0,0,0,0,0,3.89,1.05,0,0,0,0,0.26,1.5,0,0,0,0,1.74,0.87,0,0,0,0,1.52,3.06,0,0,0,0,0.23,0,0,0,0,0,3.75,5.43,0,0,0,0,7.64,6.48,0,0,0,0,14.12,0,0,14.12,7.64,6.48,14.12
3/1/2022,2018,20190424,35760,117,AIR PRODUCTS & CHEMICALS INC,Hydrogen Gas,INTRASTATE,OHIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,2.04,0,0,0,0,2.04,0,0,2.04,0,2.04,2.04
3/1/2022,2018,20190424,35760,117,AIR PRODUCTS & CHEMICALS INC,Hydrogen Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0.43,10.72,0,0,0,0,1.14,23.28,0,0,0,0,0.11,16.04,0,0,0,0,0,0,0,0,0,0,1.68,50.04,0,0,0,0,1.68,50.95,0,0,0,0,52.63,0,0,52.63,1.68,50.95,52.63
3/1/2022,2018,20190304,35625,117,AIR PRODUCTS & CHEMICALS INC,Other Gas-Carbon Monoxide,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8.62,27.65,0,0,0,0,0,19.47,0,0,0,0,0,32.14,0,0,0,0,0,0,0,0,0,0,8.62,79.26,0,0,0,0,8.62,81.26,0,0,0,0,89.88,0,0,89.88,8.62,81.26,89.88
3/1/2022,2018,20190311,35644,117,AIR PRODUCTS & CHEMICALS INC,Other Gas-Fuel Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,5.95,0,0,0,0,0,1.27,0,0,0,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,9.37,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,10,10
3/1/2022,2018,20190308,35629,117,AIR PRODUCTS & CHEMICALS INC,Synthetic Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,4.96,0,0,0,0,0,6.02,0,0,0,0,0,9.81,0,0,0,0,0,0,0,0,0,0,0,20.79,0,0,0,0,0,22.45,0,0,0,0,22.45,0,0,22.45,0,22.45,22.45
