DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTRC1HCA125ABLE,PARTRC1HCA125NABLE,PARTRC1HCA12511ABLE,PARTRC1HCA12511NABLE,PARTRC1HCALESS11ABLE,PARTRC1HCALESS11NABLE,PARTRC2HCA125ABLE,PARTRC2HCA125NABLE,PARTRC2HCA12511ABLE,PARTRC2HCA12511NABLE,PARTRC2HCALESS11ABLE,PARTRC2HCALESS11NABLE,PARTRC3HCA125ABLE,PARTRC3HCA125NABLE,PARTRC3HCA12511ABLE,PARTRC3HCA12511NABLE,PARTRC3HCALESS11ABLE,PARTRC3HCALESS11NABLE,PARTRC4HCA125ABLE,PARTRC4HCA125NABLE,PARTRC4HCA12511ABLE,PARTRC4HCA12511NABLE,PARTRC4HCALESS11ABLE,PARTRC4HCALESS11NABLE,PARTRHCA125ABLETOT,PARTRHCA125NABLETOT,PARTRHCA12511ABLETOT,PARTRHCA12511NABLETOT,PARTRHCALESS11ABLETOT,PARTRHCALESS11NABLETOT,PARTRC1NHCA125ABLE,PARTRC1NHCA125NABLE,PARTRC1NHCA12511ABLE,PARTRC1NHCA12511NABLE,PARTRC1NHCALESS11ABLE,PARTRC1NHCALESS11NABLE,PARTRC2NHCA125ABLE,PARTRC2NHCA125NABLE,PARTRC2NHCA12511ABLE,PARTRC2NHCA12511NABLE,PARTRC2NHCALESS11ABLE,PARTRC2NHCALESS11NABLE,PARTRC3NHCA125ABLE,PARTRC3NHCA125NABLE,PARTRC3NHCA12511ABLE,PARTRC3NHCA12511NABLE,PARTRC3NHCALESS11ABLE,PARTRC3NHCALESS11NABLE,PARTRC4NHCA125ABLE,PARTRC4NHCA125NABLE,PARTRC4NHCA12511ABLE,PARTRC4NHCA12511NABLE,PARTRC4NHCALESS11ABLE,PARTRC4NHCALESS11NABLE,PARTRNHCA125ABLETOT,PARTRNHCA125NABLETOT,PARTRNHCA12511ABLETOT,PARTRNHCA12511NABLETOT,PARTRNHCALESS11ABLETOT,PARTRNHCALESS11NABLETOT,PARTR125ABLETOT,PARTR125NABLETOT,PARTR12511ABLETOT,PARTR12511NABLETOT,PARTRLESS11ABLETOT,PARTRLESS11NABLETOT,PARTRPT125TOT,PARTRPT12511TOT,PARTRPTLESS11TOT,PARTRTOTAL,PARTRINSPABLETOT,PARTRINSPNABLETOT,PARTPARTRINSPTOTAL
3/1/2022,2019,20201202,37907,12408,DTE GAS COMPANY,Natural Gas,INTERSTATE,MICHIGAN,3.57,0,0,0,0,0,1.72,0,0,0,0,0,18.13,0,0,0,0,0,0,0,0,0,0,0,23.42,0,0,0,0,0,26.07,0,0,0,0,0,7.04,0,0,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,36.13,0,0,0,0,0,59.55,0,0,0,0,0,59.55,0,0,59.55,59.55,0,59.55
3/1/2022,2019,20201202,37907,12408,DTE GAS COMPANY,Natural Gas,INTRASTATE,MICHIGAN,13.9,0.55,0,0,0,0,12.77,2.08,0,0,0,0,150.18,21.31,0,0.61,0,0.15,3.46,0,0,0,0,0,180.31,23.94,0,0.61,0,0.15,798.55,496.97,0,20.04,0,0.1,198.7,230.88,0,7.26,0,0.29,57.89,51.17,0,3.46,0,0,0,0,0,0,0,0,1055.14,779.02,0,30.76,0,0.39,1235.45,802.96,0,31.37,0,0.54,2038.41,31.37,0.54,2070.32,1235.45,834.87,2070.32
3/1/2022,2019,20200419,37092,12420,MICHIGAN GAS UTILITIES CO,Natural Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,0,0,0.63,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,3.07,0,0,0,0,10.33,42.67,0,0.27,0,0,0.56,43.9,0,0,0,0,0,14.01,0,0,0,0,0,0,0,0,0,0,10.89,100.58,0,0.27,0,0,10.89,103.65,0,0.27,0,0,114.54,0.27,0,114.81,10.89,103.92,114.81
3/1/2022,2019,20200227,36891,12455,MIDLAND COGENERATION VENTURE,Natural Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,10.01,0,0,0,0,0,13.68,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,27.83,0,0,0,0,0,29.33,0,0,0,0,29.33,0,0,29.33,0,29.33,29.33
3/1/2022,2019,20201247,37953,12462,"AMERICAN MIDSTREAM (MIDLA), LLC",Natural Gas,INTERSTATE,LOUISIANA,0,0,0,0,0,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96,65.01,0,0,0,0,138.38,9.06,0,0,0,0,37.47,0,0,0,0,0,23.74,0,0,0,0,0,0,74.07,0,0,0,0,199.59,74.07,0,0,0,0,204.55,74.07,0,204.55,278.62,74.07,204.55,278.62
3/1/2022,2019,20201247,37953,12462,"AMERICAN MIDSTREAM (MIDLA), LLC",Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,71.73,0,0,0,0,0,1.38,0,0,0,0,0,1.8,0,0,0,0,0,0,3.22,0,0,0,0,74.91,3.22,0,0,0,0,74.91,3.22,0,74.91,78.13,3.22,74.91,78.13
3/1/2022,2019,20200052,36814,12486,MIDWEST NATURAL GAS CORP,Natural Gas,INTRASTATE,INDIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.12,0,0,0,0,0,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.76,0,0,0,0,0,21.76,0,0,0,0,21.76,0,0,21.76,0,21.76,21.76
3/1/2022,2019,20201214,37919,12498,MIDWESTERN GAS TRANSMISSION CO,Natural Gas,INTERSTATE,ILLINOIS,0.92,0,0,0,0.31,0,0,0,0,0,0.34,0,0.22,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0.65,0,1.44,1.86,0,0,143.08,3.47,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,1.86,0,0,146.12,3.47,2.58,1.86,0,0,146.77,3.47,4.44,0,150.24,154.68,149.35,5.33,154.68
3/1/2022,2019,20201214,37919,12498,MIDWESTERN GAS TRANSMISSION CO,Natural Gas,INTERSTATE,INDIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,5.29,0,0,105.62,6.81,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,5.29,0,0,108.06,6.81,0.82,5.29,0,0,108.06,6.81,6.11,0,114.87,120.98,108.88,12.1,120.98
3/1/2022,2019,20201214,37919,12498,MIDWESTERN GAS TRANSMISSION CO,Natural Gas,INTERSTATE,KENTUCKY,0.28,0,0,0,0.35,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0.35,0,14.14,0.07,0,0,73.36,0.67,1.28,0,0,0,4.01,0,0,0,0,0,0,0,0,0,0,0,0,0,15.42,0.07,0,0,77.37,0.67,16.5,0.07,0,0,77.72,0.67,16.57,0,78.39,94.96,94.22,0.74,94.96
3/1/2022,2019,20201214,37919,12498,MIDWESTERN GAS TRANSMISSION CO,Natural Gas,INTERSTATE,TENNESSEE,0.09,0,0,0,0,0,0.42,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,27.92,0,0,0,0,0.15,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.44,0,0,0,0,0.15,33.12,0,0,0,0,0.15,33.12,0,0.15,33.27,33.12,0.15,33.27
3/1/2022,2019,20200679,37362,12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",Natural Gas,INTERSTATE,ARKANSAS,0.53,0,0.62,0,0,0,0.51,0,0,0,0,0,7.6,0.78,0,0,0,0,0,0,0,0,0,0,8.64,0.78,0.62,0,0,0,334.58,136.31,48.21,0.21,66.31,16.86,23.78,19.04,0.52,0,0.01,0,3.17,3.48,0,0,0,0,0,0,0,0,0,0,361.53,158.83,48.73,0.21,66.32,16.86,370.17,159.61,49.35,0.21,66.32,16.86,529.78,49.56,83.18,662.52,485.84,176.68,662.52
3/1/2022,2019,20200679,37362,12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",Natural Gas,INTERSTATE,ILLINOIS,1.47,0.17,0,0,0,0,0.06,0.24,0,0,0,0,16.15,10.1,0,0,0,0,0,0,0,0,0,0,17.68,10.51,0,0,0,0,142.2,56.03,0,0,5.96,1.24,11.97,11.41,0,0,0,0,12.49,19.38,0,0,0,0.34,0,0,0,0,0,0,166.66,86.82,0,0,5.96,1.58,184.34,97.33,0,0,5.96,1.58,281.67,0,7.54,289.21,190.3,98.91,289.21
3/1/2022,2019,20200679,37362,12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",Natural Gas,INTERSTATE,LOUISIANA,0.21,0,0,0,0,0,0.22,0,0,0,0,0,1.01,0,0,0,0,0.93,0,0,0,0,0,0,1.44,0,0,0,0,0.93,149.26,69.55,0,33.83,0.23,4.88,22.7,1.55,0,0,0,3,0.95,0.08,0,0,0,2.38,0,0,0,0,0,0,172.91,71.18,0,33.83,0.23,10.26,174.35,71.18,0,33.83,0.23,11.19,245.53,33.83,11.42,290.78,174.58,116.2,290.78
3/1/2022,2019,20200679,37362,12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",Natural Gas,INTERSTATE,MISSOURI,0.05,0.03,0,0,0,0.05,0.71,0,0,0,0,0,16.32,19.36,0,0,0,0.85,0.31,0,0,0,0,0,17.39,19.39,0,0,0,0.9,147.39,27.58,14.4,0,38.16,49.63,42.37,11.12,0,0,0.02,16.85,13.93,13.36,0,0,0,6.39,0,0,0,0,0,0,203.69,52.06,14.4,0,38.18,72.87,221.08,71.45,14.4,0,38.18,73.77,292.53,14.4,111.95,418.88,273.66,145.22,418.88
3/1/2022,2019,20200679,37362,12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.47,0.09,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.55,0.09,0,0,0,0,21.55,0.09,0,0,0,0,21.64,0,0,21.64,21.55,0.09,21.64
3/1/2022,2019,20200869,37563,12582,ATMOS ENERGY CORPORATION - MISSISSIPPI,Natural Gas,INTRASTATE,MISSISSIPPI,0,1.9,0,0,0,0,0,1.24,0,0,0,0,0,28.23,0,0,0,1.2,0,0,0,0,0,0,0,31.37,0,0,0,1.2,0,40.45,0,0,0,152.94,0,6.31,0,0,0,63.32,0,0,0,0,0,0,0,0,0,0,0,0,0,46.76,0,0,0,216.26,0,78.13,0,0,0,217.46,78.13,0,217.46,295.59,0,295.59,295.59
3/1/2022,2019,20201018,37717,12606,THE EMPIRE DISTRICT GAS COMPANY,Natural Gas,INTRASTATE,MISSOURI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.02,0,0,0,0,0,87.02,0,0,0,0,87.02,0,0,87.02,0,87.02,87.02
3/1/2022,2019,20201170,39154,12624,EXXONMOBIL OIL CORPORATION,Hydrogen Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,0,0,3.11,0,0,3.11,0,3.11,3.11
3/1/2022,2019,20201171,39157,12624,EXXONMOBIL OIL CORPORATION,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,2.38,0,0,2.38,0,2.38,2.38
3/1/2022,2019,20201172,39174,12628,MOBIL  PIPE  LINE COMPANY,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,2.26,0,0,2.26,0,2.26,2.26
3/1/2022,2019,20201176,37881,12634,EXXONMOBIL OIL CORPORATION,Natural Gas,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,1.58,0,0,0,0,1.58,0,0,1.58,0,1.58,1.58
3/1/2022,2019,20201231,37936,12642,SPIRE GULF INC.,Natural Gas,INTRASTATE,ALABAMA,0.158,0.005,0,0,0,0,0.094,0,0,0,0,0,5.711,0.045,0,0,0,0,0,0,0,0,0,0,5.963,0.05,0,0,0,0,21.528,2.094,0,0,0,0,13.661,0,0,0,0,0,5.764,0,0,0,0,0,0,0,0,0,0,0,40.953,2.094,0,0,0,0,46.916,2.144,0,0,0,0,49.06,0,0,49.06,46.916,2.144,49.06
3/1/2022,2019,20200832,37524,12672,"MONROE NATURAL GAS DEPT, CITY OF",Natural Gas,INTRASTATE,NORTH CAROLINA,0,0,0,0,0,0,0.15,0,0,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0,0,3.87,0,0,0,0,0,4.9,0,0,0,0,0,24.39,0,0,0,0,0,10.04,0,0,0,0,0,0,0,0,0,0,0,39.33,0,0,0,0,0,43.2,0,0,0,0,0,43.2,0,0,43.2,43.2,0,43.2
3/1/2022,2019,20201074,37774,12684,MONTANA - DAKOTA UTILITIES CO,Natural Gas,INTRASTATE,MONTANA,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0,0,0,0,0,0,0,0,0,0,0,0.555,0,0,0,0,0,2.525,0,0,0,0,2.525,0,0,2.525,0,2.525,2.525
3/1/2022,2019,20201074,37774,12684,MONTANA - DAKOTA UTILITIES CO,Natural Gas,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.888,0,0,41.664,0,0,2.008,0,0,0.847,0,0,0,0,0,1.003,0,0,0,0,0,0,0,0,39.896,0,0,43.514,0,0,39.896,0,0,43.514,0,0,39.896,43.514,0,83.41,39.896,43.514,83.41
3/1/2022,2019,20201074,37774,12684,MONTANA - DAKOTA UTILITIES CO,Natural Gas,INTRASTATE,SOUTH DAKOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739,0,0,0,0,0,3.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.222,0,0,0,0,0,4.222,0,0,0,0,0,4.222,0,0,4.222,4.222,0,4.222
3/1/2022,2019,20200337,37007,12732,MONTEZUMA NATURAL GAS DEPT,Natural Gas,INTRASTATE,IOWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19.3,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,0,0,0,0,19.4,0,0,0,0,19.4,0,0,19.4,0,19.4,19.4
3/1/2022,2019,20200186,36847,12794,MORNING SUN MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,IOWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,3,3
3/1/2022,2019,20200275,36943,12817,"MOSS BLUFF HUB, LLC (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.69,0.16,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.19,0.16,0,0,0,0,22.19,0.16,0,0,0,0,22.35,0,0,22.35,22.19,0.16,22.35
3/1/2022,2019,20200557,37237,12823,MOULTON MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,IOWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5.3,0,0,0,0,0,5.3,0,0,0,0,5.3,0,0,5.3,0,5.3,5.3
3/1/2022,2019,20200468,37143,12874,"DOMINION ENERGY QUESTAR PIPELINE, LLC",Natural Gas,INTERSTATE,COLORADO,0.526,0,0,0,0,0,0.306,0,0,0,0,0,2.424,0,0,0,0,0,0,0,0,0,0,0,3.256,0,0,0,0,0,36.212,0.228,93.192,49.739,0,0,0.409,0,0,0,0,0,1.565,0,0,0,0,0,0,0,0,0,0,0,38.186,0.228,93.192,49.739,0,0,41.442,0.228,93.192,49.739,0,0,41.67,142.931,0,184.601,134.634,49.967,184.601
3/1/2022,2019,20200468,37143,12874,"DOMINION ENERGY QUESTAR PIPELINE, LLC",Natural Gas,INTERSTATE,UTAH,3.357,0,1.637,0,0,0,1.168,0.087,0,0,0,0,13.784,0.649,0,0,0,0,0,0,0,0,0,0,18.309,0.736,1.637,0,0,0,240.152,89.771,352.012,247.852,0.009,0,33.374,3.437,0,0,0.035,0,11.565,3.031,0,0,0,0,0,0,0,0,0,0,285.091,96.239,352.012,247.852,0.044,0,303.4,96.975,353.649,247.852,0.044,0,400.375,601.501,0.044,1001.92,657.093,344.827,1001.92
3/1/2022,2019,20200468,37143,12874,"DOMINION ENERGY QUESTAR PIPELINE, LLC",Natural Gas,INTERSTATE,WYOMING,0.716,0,0.162,0,0,0,0,0,0,0,0,0,4.56,0,0,0,0,0,0,0,0,0,0,0,5.276,0,0.162,0,0,0,178.089,82.801,442.059,273.313,0.002,0.011,3.352,0.065,0,0,0,0,0.126,0.006,0,0,0,0,0,0,0,0,0,0,181.567,82.872,442.059,273.313,0.002,0.011,186.843,82.872,442.221,273.313,0.002,0.011,269.715,715.534,0.013,985.262,629.066,356.196,985.262
3/1/2022,2019,20200758,39718,12876,DOMINION ENERGY UTAH/WYOMING/IDAHO,Natural Gas,INTRASTATE,IDAHO,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865,,0,0,0,0,0,0,0,0,0,0,0.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.449,,0,0,0,0,0,0,0,0,0,0,5.449,0,0,0,0,0,6.314,0,0,0,0,6.314,0,0,6.314,0,6.314,6.314
3/1/2022,2019,20200758,39718,12876,DOMINION ENERGY UTAH/WYOMING/IDAHO,Natural Gas,INTRASTATE,UTAH,0.285,3.872,0,0,0,0,0.767,0.37,0,0,0,0,44.476,89.931,0,0.01,0.069,0.703,1.335,1.466,0,0,0.002,0,46.863,95.639,0,0.01,0.071,0.703,84.978,234.983,0,0,0.011,0.045,14.414,57.444,0,0,0,0.018,50.137,167.493,0,0.035,0.06,2.337,0.083,0.436,0,0,0,0,149.612,460.356,0,0.035,0.071,2.4,196.475,555.995,0,0.045,0.142,3.103,752.47,0.045,3.245,755.76,196.617,559.143,755.76
3/1/2022,2019,20200758,39718,12876,DOMINION ENERGY UTAH/WYOMING/IDAHO,Natural Gas,INTRASTATE,WYOMING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.342,0,0,0,0,0,10.342,0,0,0,0,10.342,0,0,10.342,0,10.342,10.342
3/1/2022,2019,20200874,37568,12878,MOUNTAINEER GAS CO,Natural Gas,INTRASTATE,WEST VIRGINIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,2,0,2
3/1/2022,2019,20200172,36832,12930,MUSTANG GAS PRODUCTS LLC,Natural Gas,INTRASTATE,OKLAHOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.16,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.16,0,0,0,0,0.34,28.16,0,0,0,0,0.34,28.16,0,0.34,28.5,28.16,0.34,28.5
3/1/2022,2019,20200120,36776,12990,BOBWHITE MANAGEMENT CO.,Natural Gas,INTRASTATE,OKLAHOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,3
3/1/2022,2019,20201120,37822,13061,NATIONAL FUEL GAS DISTRIBUTION CORP,Natural Gas,INTRASTATE,PENNSYLVANIA,0,0,0,0,0,0,0,0,0,0,0,0,1.79,3.66,0,0,0,0.23,0,0,0,0,0,0,1.79,3.66,0,0,0,0.23,0,8.85,0,0,0,13.21,6.04,22.78,0,0,0,2.66,0,3.17,0,0,0,4.09,0,0,0,0,0,0,6.04,34.8,0,0,0,19.96,7.83,38.46,0,0,0,20.19,46.29,0,20.19,66.48,7.83,58.65,66.48
3/1/2022,2019,20201123,37825,13062,NATIONAL FUEL GAS DISTRIBUTION CORP - NEW YORK,Natural Gas,INTRASTATE,NEW YORK,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,0,1.61,0,0,0,0,1.61,0,0,1.61,0,1.61,1.61
3/1/2022,2019,20201100,37800,13063,NATIONAL FUEL GAS SUPPLY CORP,Natural Gas,INTERSTATE,NEW YORK,1.07,0.55,0.14,0,0,0,1.4,0.55,0,0,0,0,73.79,14.43,0,0,0,0,1.01,0.37,0,0,0,0,77.27,15.9,0.14,0,0,0,53.64,146.91,28.07,6.03,0,128.67,57.11,46.68,1.26,0,0,30.62,3.89,8.75,0,0,0,0.7,0,0,0,0,0,0,114.64,202.34,29.33,6.03,0,159.99,191.91,218.24,29.47,6.03,0,159.99,410.15,35.5,159.99,605.64,221.38,384.26,605.64
3/1/2022,2019,20201100,37800,13063,NATIONAL FUEL GAS SUPPLY CORP,Natural Gas,INTERSTATE,PENNSYLVANIA,2.74,1.17,0,0,0.65,0,2.18,1.65,0,0,0,0,39.58,19.45,0,0,5.91,0.19,0.78,0,0,0,0,0,45.28,22.27,0,0,6.56,0.19,156.55,335.6,22.89,7.95,1.49,191.63,43.09,124.28,0,0,1.24,23.6,1.54,19.59,0,0,0,0.31,0,0,0,0,0,0,201.18,479.47,22.89,7.95,2.73,215.54,246.46,501.74,22.89,7.95,9.29,215.73,748.2,30.84,225.02,1004.06,278.64,725.42,1004.06
3/1/2022,2019,20200726,37412,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,ARKANSAS,5.37,0.05,0.01,0,0.01,0,8.61,0,0,0,0,0,50.39,0.02,0,0,0.04,0,0.13,0,0,0,0,0,64.5,0.07,0.01,0,0.05,0,669.5,66.21,1.05,7.75,0.5,1.22,83.98,0.6,0,0,0.12,0.02,16.72,0,0,0,0,1.13,0,0,0,0,0,0,770.2,66.81,1.05,7.75,0.62,2.37,834.7,66.88,1.06,7.75,0.67,2.37,901.58,8.81,3.04,913.43,836.43,77,913.43
3/1/2022,2019,20200726,37412,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,ILLINOIS,26.26,4.35,0.4,0,0.05,0.05,20.19,3.02,0,0,0,0,279.45,44.54,0,0.01,0.39,0.32,0,0,0,0,0,0,325.9,51.91,0.4,0.01,0.44,0.37,1296.89,399.7,43.11,26.73,32.47,106.31,66.82,17.75,0,0,0.09,0.08,71.74,10.96,0,0,0.16,0.73,0,0,0,0,0,0,1435.45,428.41,43.11,26.73,32.72,107.12,1761.35,480.32,43.51,26.74,33.16,107.49,2241.67,70.25,140.65,2452.57,1838.02,614.55,2452.57
3/1/2022,2019,20200726,37412,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,INDIANA,0.03,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0.01,0,0,0,0,0,0,0,2.17,0,0,0,0.01,0,0.17,0,0,0,0,0,0,0,0,0,0,0,1.83,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.17,0,0,0,0.01,0,4.17,0,0.01,4.18,4.18,0,4.18
3/1/2022,2019,20200726,37412,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,IOWA,1.46,0,0,0,0,0,4.18,0,0,0,0,0,0.93,0.31,0,0,0,0,0,0,0,0,0,0,6.57,0.31,0,0,0,0,532.22,108.27,58.59,40.21,42.55,48.09,6.09,4.29,0,0,0,0.14,0,0.01,0,0,0,0.76,0,0,0,0,0,0,538.31,112.57,58.59,40.21,42.55,48.99,544.88,112.88,58.59,40.21,42.55,48.99,657.76,98.8,91.54,848.1,646.02,202.08,848.1
3/1/2022,2019,20200726,37412,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,KANSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511.99,137.81,0.66,4.54,29.87,4.72,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511.99,137.94,0.66,4.54,29.87,4.72,511.99,137.94,0.66,4.54,29.87,4.72,649.93,5.2,34.59,689.72,542.52,147.2,689.72
3/1/2022,2019,20200726,37412,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,LOUISIANA,1.64,0.28,0,0.01,0,0,0.32,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,2.37,0.28,0,0.01,0,0,118.61,55.04,0.04,4.65,0.02,4.62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.61,55.04,0.04,4.65,0.02,4.62,124.98,55.32,0.04,4.66,0.02,4.62,180.3,4.7,4.64,189.64,125.04,64.6,189.64
