DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTRC1HCA125ABLE,PARTRC1HCA125NABLE,PARTRC1HCA12511ABLE,PARTRC1HCA12511NABLE,PARTRC1HCALESS11ABLE,PARTRC1HCALESS11NABLE,PARTRC2HCA125ABLE,PARTRC2HCA125NABLE,PARTRC2HCA12511ABLE,PARTRC2HCA12511NABLE,PARTRC2HCALESS11ABLE,PARTRC2HCALESS11NABLE,PARTRC3HCA125ABLE,PARTRC3HCA125NABLE,PARTRC3HCA12511ABLE,PARTRC3HCA12511NABLE,PARTRC3HCALESS11ABLE,PARTRC3HCALESS11NABLE,PARTRC4HCA125ABLE,PARTRC4HCA125NABLE,PARTRC4HCA12511ABLE,PARTRC4HCA12511NABLE,PARTRC4HCALESS11ABLE,PARTRC4HCALESS11NABLE,PARTRHCA125ABLETOT,PARTRHCA125NABLETOT,PARTRHCA12511ABLETOT,PARTRHCA12511NABLETOT,PARTRHCALESS11ABLETOT,PARTRHCALESS11NABLETOT,PARTRC1NHCA125ABLE,PARTRC1NHCA125NABLE,PARTRC1NHCA12511ABLE,PARTRC1NHCA12511NABLE,PARTRC1NHCALESS11ABLE,PARTRC1NHCALESS11NABLE,PARTRC2NHCA125ABLE,PARTRC2NHCA125NABLE,PARTRC2NHCA12511ABLE,PARTRC2NHCA12511NABLE,PARTRC2NHCALESS11ABLE,PARTRC2NHCALESS11NABLE,PARTRC3NHCA125ABLE,PARTRC3NHCA125NABLE,PARTRC3NHCA12511ABLE,PARTRC3NHCA12511NABLE,PARTRC3NHCALESS11ABLE,PARTRC3NHCALESS11NABLE,PARTRC4NHCA125ABLE,PARTRC4NHCA125NABLE,PARTRC4NHCA12511ABLE,PARTRC4NHCA12511NABLE,PARTRC4NHCALESS11ABLE,PARTRC4NHCALESS11NABLE,PARTRNHCA125ABLETOT,PARTRNHCA125NABLETOT,PARTRNHCA12511ABLETOT,PARTRNHCA12511NABLETOT,PARTRNHCALESS11ABLETOT,PARTRNHCALESS11NABLETOT,PARTR125ABLETOT,PARTR125NABLETOT,PARTR12511ABLETOT,PARTR12511NABLETOT,PARTRLESS11ABLETOT,PARTRLESS11NABLETOT,PARTRPT125TOT,PARTRPT12511TOT,PARTRPTLESS11TOT,PARTRTOTAL,PARTRINSPABLETOT,PARTRINSPNABLETOT,PARTPARTRINSPTOTAL
3/1/2022,2019,20200865,37945,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,ALABAMA,0,0,0,0,0,0,0,0,0,0,0,0,20.89,0,0,0,0,0,0,0,0,0,0,0,20.89,0,0,0,0,0,162.158,0,0,0,0,0,2.531,0,0,0,0,0,52.366,0,0,0,0,0,0,0,0,0,0,0,217.055,0,0,0,0,0,237.945,0,0,0,0,0,237.945,0,0,237.945,237.945,0,237.945
3/1/2022,2019,20200865,37945,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,31.694,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,34.354,0,0,0,0,0,34.594,0,0,0,0,0,34.594,0,0,34.594,34.594,0,34.594
3/1/2022,2019,20200865,37945,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,TENNESSEE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.855,0,0,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,22.365,0,0,0,0,0,22.365,0,0,0,0,0,22.365,0,0,22.365,22.365,0,22.365
3/1/2022,2019,20200733,37419,207,ALASKA PIPELINE CO,Natural Gas,INTRASTATE,ALASKA,0.659,0.217,0,0,0,0.038,2.319,0,0,0,0,0,31.743,3.679,0,0,0.17,0.269,0,0,0,0,0,0,34.721,3.896,0,0,0.17,0.307,143.803,32.595,0,2.79,0.221,36.325,39.624,17.158,0,0,0.088,5.053,44.101,21.927,0,0,1.138,3.692,0,0,0,0,0,0,227.528,71.68,0,2.79,1.447,45.07,262.249,75.576,0,2.79,1.617,45.377,337.825,2.79,46.994,387.609,263.866,123.743,387.609
3/1/2022,2019,20200939,37636,270,"ALEXANDRIA MUNICIPLE GAS SYSTEM, CITY OF",Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.11,0,0,0,0,0.11,0,0,0.11,0,0.11,0.11
3/1/2022,2019,20201085,39792,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,CONNECTICUT,10.17,0.82,0,0,3.6,0,13.61,0.32,0,0,0.2,0,76.12,2.66,0,1.31,3.02,0.14,0,0,0,0,0,0,99.9,3.8,0,1.31,6.82,0.14,93.14,8.45,0,0,4.12,5.9,59.1,0.55,0,0,5.93,5.9,59.5,12.42,0,0.68,12.22,7.17,0,0,0,0,0,0,211.74,21.42,0,0.68,22.27,18.97,311.64,25.22,0,1.99,29.09,19.11,336.86,1.99,48.2,387.05,340.73,46.32,387.05
3/1/2022,2019,20201085,39792,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,MASSACHUSETTS,7.03,0.38,0,0,0,0,5.59,0.47,0,0,0.01,0,82.54,3.69,0,0,0.99,0.94,10.84,0.02,0,0,1.63,0.3,106,4.56,0,0,2.63,1.24,115.39,21.66,0,0,7.96,0.02,65.43,11.29,0,0,1.63,0.89,100.55,12.98,0,0,4.19,0.53,0,0,0,0,0,0,281.37,45.93,0,0,13.78,1.44,387.37,50.49,0,0,16.41,2.68,437.86,0,19.09,456.95,403.78,53.17,456.95
3/1/2022,2019,20201085,39792,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW JERSEY,10.94,0,0,0,0,0,2.23,0,0,0,0,0,49.01,0,0,0,0.02,0.04,0,0,0,0,0,0,62.18,0,0,0,0.02,0.04,35.1,0.13,0,0,0.03,0.02,7.72,0,0,0,0,0,30.63,0,0,0,0,0,0,0,0,0,0,0,73.45,0.13,0,0,0.03,0.02,135.63,0.13,0,0,0.05,0.06,135.76,0,0.11,135.87,135.68,0.19,135.87
3/1/2022,2019,20201085,39792,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW YORK,5.76,0.19,0,0,0,0,3.11,0,0,0,0,0,38.55,0,0,0,0,0,0,0,0,0,0,0,47.42,0.19,0,0,0,0,15.79,0.73,0,0,0,0,6.65,0.17,0,0,0,0,16.05,0.4,0,0,0,0,0,0,0,0,0,0,38.49,1.3,0,0,0,0,85.91,1.49,0,0,0,0,87.4,0,0,87.4,85.91,1.49,87.4
3/1/2022,2019,20201085,39792,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,OCS-Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,3.57,0,0,0,0,3.57,0,0,3.57,0,3.57,3.57
3/1/2022,2019,20201085,39792,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,RHODE ISLAND,0.32,0,0,0,0,0,1.17,0,0,0,0,0,11.57,0,0,0,0.23,0,0,0,0,0,0,0,13.06,0,0,0,0.23,0,15.44,0.13,0,0,4.29,0,7.41,0,0,0,3.18,0,13.14,0.19,0,0,2.84,0.21,0,0,0,0,0,0,35.99,0.32,0,0,10.31,0.21,49.05,0.32,0,0,10.54,0.21,49.37,0,10.75,60.12,59.59,0.53,60.12
3/1/2022,2019,20200442,37116,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,1.72,0,0,0,0,1.72,0,0,1.72,0,1.72,1.72
3/1/2022,2019,20200442,37116,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.83,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.23,0,0,0,0,0,14.23,0,0,0,0,14.23,0,0,14.23,0,14.23,14.23
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ARKANSAS,0.254,0,0,0,0,0,0.218,0,0,0,0,0,1.222,0,0,0,0,0,0,0,0,0,0,0,1.694,0,0,0,0,0,56.963,0,3.886,0,0.069,0,1.698,0,0,0,0,0,0.073,0,0,0,0,0,0,0,0,0,0,0,58.734,0,3.886,0,0.069,0,60.428,0,3.886,0,0.069,0,60.428,3.886,0.069,64.383,64.383,0,64.383
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ILLINOIS,9.304,0,0.138,0,0.039,0,9.204,0.14,0,0,0.044,0,18.09,0.099,0,0,0.001,0,0,0,0,0,0,0,36.598,0.239,0.138,0,0.084,0,413.46,7.484,112.517,0,7.634,4.888,46.403,1.498,0.022,0,0.214,0,4.993,0.104,0,0,0,0.002,0,0,0,0,0,0,464.856,9.086,112.539,0,7.848,4.89,501.454,9.325,112.677,0,7.932,4.89,510.779,112.677,12.822,636.278,622.063,14.215,636.278
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,INDIANA,15.733,0.627,0,0,0.018,0,20.478,0.396,0,0,0.096,0,37.553,0.616,0.192,0,0.12,0,0,0,0,0,0,0,73.764,1.639,0.192,0,0.234,0,602.4,95.24,41.38,0.103,5.277,4.032,127.023,10.132,4.556,0.001,2.274,0.002,7.957,0.017,0.001,0,0.058,0,0,0,0,0,0,0,737.38,105.389,45.937,0.104,7.609,4.034,811.144,107.028,46.129,0.104,7.843,4.034,918.172,46.233,11.877,976.282,865.116,111.166,976.282
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,IOWA,0.683,0,0.399,0,0,0,0.028,0,0,0,0,0,2.727,0.694,0,0,0,0,0,0,0,0,0,0,3.438,0.694,0.399,0,0,0,299.348,129.281,144.399,0,5.471,3.42,4.681,5.769,0,0,0.576,0.038,2.003,2.035,0,0,0,0,0,0,0,0,0,0,306.032,137.085,144.399,0,6.047,3.458,309.47,137.779,144.798,0,6.047,3.458,447.249,144.798,9.505,601.552,460.315,141.237,601.552
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KANSAS,0.355,0,0.344,0,0,0,0,0,0,0,0,0,0.092,0,0.12,0,0,0,0,0,0,0,0,0,0.447,0,0.464,0,0,0,510.926,4.399,288.662,2.184,20.408,0.115,4.479,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515.405,4.399,288.67,2.184,20.408,0.115,515.852,4.399,289.134,2.184,20.408,0.115,520.251,291.318,20.523,832.092,825.394,6.698,832.092
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KENTUCKY,1.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.229,0,0,0,0,0,208.224,43.166,11.026,0,0.029,0,14.44,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,222.664,43.166,11.026,0,0.037,0,223.893,43.166,11.026,0,0.037,0,267.059,11.026,0.037,278.122,234.956,43.166,278.122
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,LOUISIANA,2.886,0,0,0,0,0,4.854,0,0,0,0.056,0,4.861,0,0,0,0.001,0,0,0,0,0,0,0,12.601,0,0,0,0.057,0,723.138,49.554,63.942,6.801,1.677,8.146,73.921,1.731,3.359,0.77,0.069,0,6.523,0,0.077,0,0.04,0,0,0,0,0,0,0,803.582,51.285,67.378,7.571,1.786,8.146,816.183,51.285,67.378,7.571,1.843,8.146,867.468,74.949,9.989,952.406,885.404,67.002,952.406
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MICHIGAN,16.322,0.78,0.258,0,0.559,0.399,13.685,0,0,0,0.05,0,53.516,0.189,0,0,0.262,0.693,0,0,0,0,0,0,83.523,0.969,0.258,0,0.871,1.092,679.248,41.918,30.566,0,38.765,172.95,211.212,12.525,8.458,0,2.966,6.556,18.92,2.537,0,0,0.122,0.632,0,0,0,0,0,0,909.38,56.98,39.024,0,41.853,180.138,992.903,57.949,39.282,0,42.724,181.23,1050.852,39.282,223.954,1314.088,1074.909,239.179,1314.088
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSISSIPPI,2.259,0,0,0,0,0,5.31,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,14.229,0,0,0,0,0,310.359,1.24,3.023,0,0.315,0,39.217,0,0,0,0,0,4.577,0,0,0,0,0,0,0,0,0,0,0,354.153,1.24,3.023,0,0.315,0,368.382,1.24,3.023,0,0.315,0,369.622,3.023,0.315,372.96,371.72,1.24,372.96
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSOURI,0.783,0,0.05,0,0,0,0,0,0,0,0,0,1.654,0,0,0.108,0,0,0,0,0,0,0,0,2.437,0,0.05,0.108,0,0,120.62,57.856,86.105,0,0.124,2.273,0,1.697,0,0.293,0,0.017,0.395,0.15,0,0.086,0,0,0,0,0,0,0,0,121.015,59.703,86.105,0.379,0.124,2.29,123.452,59.703,86.155,0.487,0.124,2.29,183.155,86.642,2.414,272.211,209.731,62.48,272.211
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,NEBRASKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.417,0,4.114,0,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.417,0,4.114,0,0.113,0,4.417,0,4.114,0,0.113,0,4.417,4.114,0.113,8.644,8.644,0,8.644
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OHIO,6.527,0.002,0,0,0.008,0,3.059,0.426,0,0,0.004,0,11.888,0.337,0,0,0.005,0,0,0,0,0,0,0,21.474,0.765,0,0,0.017,0,248.997,7.112,0.063,0,0.926,0.078,25.525,1.171,0,0,0.011,0.078,9.642,0.386,0,0,0,0.06,0,0,0,0,0,0,284.164,8.669,0.063,0,0.937,0.216,305.638,9.434,0.063,0,0.954,0.216,315.072,0.063,1.17,316.305,306.655,9.65,316.305
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OKLAHOMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.831,0.678,9.025,8.284,30.452,9.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.831,0.678,9.025,8.284,30.452,9.895,287.831,0.678,9.025,8.284,30.452,9.895,288.509,17.309,40.347,346.165,327.308,18.857,346.165
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TENNESSEE,0.77,0,0,0,0,0,0.541,0,0,0,0,0,0.973,0,0,0,0,0,0,0,0,0,0,0,2.284,0,0,0,0,0,287.556,0.196,7.781,0,0.38,0,29.257,0,0.057,0,0.005,0,1.351,0,0,0,0,0,0,0,0,0,0,0,318.164,0.196,7.838,0,0.385,0,320.448,0.196,7.838,0,0.385,0,320.644,7.838,0.385,328.867,328.671,0.196,328.867
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.574,0.006,0,0,89.046,0.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.574,0.006,0,0,89.046,0.436,47.574,0.006,0,0,89.046,0.436,47.58,0,89.482,137.062,136.62,0.442,137.062
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,WISCONSIN,7.744,0.044,0,0,0,0.084,13.08,0.269,0,0,0.001,0.005,105.92,4.661,0,0.229,0.624,0.111,0,0,0,0,0,0,126.744,4.974,0,0.229,0.625,0.2,942.117,275.441,60.975,11.693,39.503,17.653,197.088,42.093,6.376,2.668,6.055,1.045,66.537,11.709,0,0.972,0.11,0.01,0,0,0,0,0,0,1205.742,329.243,67.351,15.333,45.668,18.708,1332.486,334.217,67.351,15.562,46.293,18.908,1666.703,82.913,65.201,1814.817,1446.13,368.687,1814.817
3/1/2022,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.434,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.929,0,0,0,0,0,2.929,0,0,0,0,2.929,0,0,2.929,0,2.929,2.929
3/1/2022,2019,20200311,38164,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,NEW MEXICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,3
3/1/2022,2019,20200311,38164,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,0,0,15.2,0,0,0,0,0,15.2,0,0,15.2,15.2,0,15.2
3/1/2022,2019,20200311,38164,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,WYOMING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.25,11.2,116.96,0,11.86,0,1.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.72,11.2,117.96,0,11.86,0,105.72,11.2,117.96,0,11.86,105.72,129.16,11.86,246.74,11.2,235.54,246.74
3/1/2022,2019,20200311,38164,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,COLORADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,3.2,0,0,0,0,3.2,0,0,3.2,0,3.2,3.2
