DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTPTONCPB,PARTPTONCPC,PARTPTONCUB,PARTPTONCUC,PARTPTONCI,PARTPTONWI,PARTPTONP,PARTPTONC,PARTPTONO,PARTPTONTOTAL,PARTPTOFFCPB,PARTPTOFFCPC,PARTPTOFFCUB,PARTPTOFFCUC,PARTPTOFFCI,PARTPTOFFWI,PARTPTOFFP,PARTPTOFFC,PARTPTOFFO,PARTPTOFFTOTAL,PARTPTCPBTOTAL,PARTPTCPCTOTAL,PARTPTCUBTOTAL,PARTPTCUCTOTAL,PARTPTCITOTAL,PARTPTWICTOTAL,PARTPTPTOTAL,PARTPTCTOTAL,PARTPTOTOTAL,PARTPTTOTAL,PARTPGONTACPB,PARTPGONTACPC,PARTPGONTACUB,PARTPGONTACUC,PARTPGONTACI,PARTPGONTAWI,PARTPGONTAP,PARTPGONTAC,PARTPGONTAO,PARTPGONATOTAL,PARTPGONTBCPB,PARTPGONTBCPC,PARTPGONTBCUB,PARTPGONTBCUC,PARTPGONTBCI,PARTPGONTBWI,PARTPGONTBP,PARTPGONTBC,PARTPGONTBO,PARTPGONBTOTAL,PARTPGOFFCPB,PARTPGOFFCPC,PARTPGOFFCUB,PARTPGOFFCUC,PARTPGOFFCI,PARTPGOFFWI,PARTPGOFFP,PARTPGOFFC,PARTPGOFFO,PARTPGOFFTOTAL,PARTPGCPBTOTAL,PARTPGCPCTOTAL,PARTPGCUBTOTAL,PARTPGCUCTOTAL,PARTPGCITOTAL,PARTPGWITOTAL,PARTPGPTOTAL,PARTPGCTOTAL,PARTPGOTOTAL,PARTPGTOTAL,PARTPCPBTOTAL,PARTPCPCTOTAL,PARTPCUBTOTAL,PARTPCUCTOTAL,PARTPCITOTAL,PARTPWITOTAL,PARTPPTOTAL,PARTPCTOTAL,PARTPOTOTAL,PARTPTOTALMILES,PARTPOTHERMATERIALS,PARTPGOTHERMATERIALS
3/1/2022,2018,20191009,36373,180,SPIRE ALABAMA INC.,Natural Gas,INTRASTATE,ALABAMA,0,225.87,0,0,0,0,0,0,0,225.87,0,0,0,0,0,0,0,0,0,0,0,225.87,0,0,0,0,0,0,0,225.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.87,0,0,0,0,0,0,0,225.87,,
3/1/2022,2018,20190687,36036,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,ALABAMA,0,236.305,0,0,0,0,0,0,1.64,237.945,0,0,0,0,0,0,0,0,0,0,0,236.305,0,0,0,0,0,0,1.64,237.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.305,0,0,0,0,0,0,1.64,237.945,,
3/1/2022,2018,20190687,36036,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,MISSISSIPPI,0,34.59,0,0,0,0,0,0,0,34.59,0,0,0,0,0,0,0,0,0,0,0,34.59,0,0,0,0,0,0,0,34.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.59,0,0,0,0,0,0,0,34.59,,
3/1/2022,2018,20190687,36036,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,TENNESSEE,0,22.365,0,0,0,0,0,0,0,22.365,0,0,0,0,0,0,0,0,0,0,0,22.365,0,0,0,0,0,0,0,22.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.365,0,0,0,0,0,0,0,22.365,,
3/1/2022,2018,20190414,35750,207,ALASKA PIPELINE CO,Natural Gas,INTRASTATE,ALASKA,0,388.72,0,0,0,0,0,0,0,388.72,0,0,0,0,0,0,0,0,0,0,0,388.72,0,0,0,0,0,0,0,388.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.72,0,0,0,0,0,0,0,388.72,,
3/1/2022,2018,20190692,36535,270,"ALEXANDRIA MUNICIPLE GAS SYSTEM, CITY OF",Natural Gas,INTRASTATE,LOUISIANA,0,0.11,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0.11,,
3/1/2022,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,CONNECTICUT,0,386.99,0,0,0,0,0,0,0,386.99,0,0,0,0,0,0,0,0,0,0,0,386.99,0,0,0,0,0,0,0,386.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386.99,0,0,0,0,0,0,0,386.99,,
3/1/2022,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,MASSACHUSETTS,0,414.84,0,0,0,0,0,0,0,414.84,0,41.87,0,0,0,0,0,0,0,41.87,0,456.71,0,0,0,0,0,0,0,456.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.71,0,0,0,0,0,0,0,456.71,,
3/1/2022,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW JERSEY,0,135.88,0,0,0,0,0,0,0,135.88,0,0,0,0,0,0,0,0,0,0,0,135.88,0,0,0,0,0,0,0,135.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.88,0,0,0,0,0,0,0,135.88,,
3/1/2022,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW YORK,0,87.43,0,0,0,0,0,0,0,87.43,0,0,0,0,0,0,0,0,0,0,0,87.43,0,0,0,0,0,0,0,87.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.43,0,0,0,0,0,0,0,87.43,,
3/1/2022,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,OCS-Atlantic,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,3.57,0,3.57,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,3.57,,
3/1/2022,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,RHODE ISLAND,0,60.05,0,0,0,0,0,0,0,60.05,0,0,0,0,0,0,0,0,0,0,0,60.05,0,0,0,0,0,0,0,60.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.05,0,0,0,0,0,0,0,60.05,,
3/1/2022,2018,20190375,36618,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0,0,1.72,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,1.72,,
3/1/2022,2018,20190375,36618,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,TEXAS,0,14.23,0,0,0,0,0,0,0,14.23,0,0,0,0,0,0,0,0,0,0,0,14.23,0,0,0,0,0,0,0,14.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.23,0,0,0,0,0,0,0,14.23,,
3/1/2022,2018,20190580,35924,402,"MARKWEST ENERGY EAST TEXAS GAS COMPANY, L.L.C.",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.79,0,0,0,0,0,0,0,20.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.79,0,0,0,0,0,0,0,20.79,0,20.79,0,0,0,0,0,0,0,20.79,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ARKANSAS,0,64.383,0,0,0,0,0,0,0,64.383,0,0,0,0,0,0,0,0,0,0,0,64.383,0,0,0,0,0,0,0,64.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.383,0,0,0,0,0,0,0,64.383,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ILLINOIS,0,636.28,0,0,0,0,0,0,0,636.28,0,0,0,0,0,0,0,0,0,0,0,636.28,0,0,0,0,0,0,0,636.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636.28,0,0,0,0,0,0,0,636.28,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,INDIANA,0,976.208,0,0,0,0,0,0,0,976.208,0,0,0,0,0,0,0,0,0,0,0,976.208,0,0,0,0,0,0,0,976.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976.208,0,0,0,0,0,0,0,976.208,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,IOWA,0,601.546,0,0,0,0,0,0,0,601.546,0,0,0,0,0,0,0,0,0,0,0,601.546,0,0,0,0,0,0,0,601.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601.546,0,0,0,0,0,0,0,601.546,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KANSAS,0,832.098,0,0,0,0,0,0,0,832.098,0,0,0,0,0,0,0,0,0,0,0,832.098,0,0,0,0,0,0,0,832.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832.098,0,0,0,0,0,0,0,832.098,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KENTUCKY,0,278.123,0,0,0,0,0,0,0,278.123,0,0,0,0,0,0,0,0,0,0,0,278.123,0,0,0,0,0,0,0,278.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.123,0,0,0,0,0,0,0,278.123,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,LOUISIANA,0,952.407,0,0,0,0,0,0,0,952.407,0,0,0,0,0,0,0,0,0,0,0,952.407,0,0,0,0,0,0,0,952.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952.407,0,0,0,0,0,0,0,952.407,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MICHIGAN,0,1312.068,0,0,0,0,0,0,0,1312.068,0,0,0,0,0,0,0,0,0,0,0,1312.068,0,0,0,0,0,0,0,1312.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312.068,0,0,0,0,0,0,0,1312.068,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSISSIPPI,0,372.96,0,0,0,0,0,0,0,372.96,0,0,0,0,0,0,0,0,0,0,0,372.96,0,0,0,0,0,0,0,372.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.96,0,0,0,0,0,0,0,372.96,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSOURI,0,272.212,0,0,0,0,0,0,0,272.212,0,0,0,0,0,0,0,0,0,0,0,272.212,0,0,0,0,0,0,0,272.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.212,0,0,0,0,0,0,0,272.212,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,NEBRASKA,0,8.638,0,0,0,0,0,0,0,8.638,0,0,0,0,0,0,0,0,0,0,0,8.638,0,0,0,0,0,0,0,8.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.638,0,0,0,0,0,0,0,8.638,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OHIO,0,316.312,0,0,0,0,0,0,0,316.312,0,0,0,0,0,0,0,0,0,0,0,316.312,0,0,0,0,0,0,0,316.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.312,0,0,0,0,0,0,0,316.312,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OKLAHOMA,0,346.165,0,0,0,0,0,0,0,346.165,0,0,0,0,0,0,0,0,0,0,0,346.165,0,0,0,0,0,0,0,346.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.165,0,0,0,0,0,0,0,346.165,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TENNESSEE,0,328.869,0,0,0,0,0,0,0,328.869,0,0,0,0,0,0,0,0,0,0,0,328.869,0,0,0,0,0,0,0,328.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.869,0,0,0,0,0,0,0,328.869,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TEXAS,0,137.062,0,0,0,0,0,0,0,137.062,0,0,0,0,0,0,0,0,0,0,0,137.062,0,0,0,0,0,0,0,137.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.062,0,0,0,0,0,0,0,137.062,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,WISCONSIN,0,1814.816,0,0,0,0,0,0,0,1814.816,0,0,0,0,0,0,0,0,0,0,0,1814.816,0,0,0,0,0,0,0,1814.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1814.816,0,0,0,0,0,0,0,1814.816,,
3/1/2022,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTRASTATE,MICHIGAN,0,2.929,0,0,0,0,0,0,0,2.929,0,0,0,0,0,0,0,0,0,0,0,2.929,0,0,0,0,0,0,0,2.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.929,0,0,0,0,0,0,0,2.929,,
3/1/2022,2018,20190987,36977,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,NEW MEXICO,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,,
3/1/2022,2018,20190987,36977,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,TEXAS,0,15.2,0,0,0,0,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,0,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,0,0,0,0,15.2,,
3/1/2022,2018,20190987,36977,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,WYOMING,0,242.28,0,0,0,0,0,0,0,242.28,0,0,0,0,0,0,0,0,0,0,0,242.28,0,0,0,0,0,0,0,242.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.28,0,0,0,0,0,0,0,242.28,,
3/1/2022,2018,20190987,36977,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,COLORADO,0,3.4,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,3.4,0,403.9,0,0,0,0,24.2,0,2.3,430.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.9,0,0,0,0,24.2,0,2.3,430.4,0,407.3,0,0,0,0,24.2,0,2.3,433.8,,fiberglass
3/1/2022,2018,20190987,36977,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,UTAH,0,3.53,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0,0,3.53,,
3/1/2022,2018,20190987,36977,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,WYOMING,0,70.02,0,0,0,0,0,0,0,70.02,0,0,0,0,0,0,0,0,0,0,0,70.02,0,0,0,0,0,0,0,70.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.02,0,0,0,0,0,0,0,70.02,,
3/1/2022,2018,20190237,35552,515,DAKOTA GASIFICATION COMPANY,Synthetic Gas,INTRASTATE,NORTH DAKOTA,0,39.38,0,0.39,0,0,0,0,0,39.77,0,0,0,0,0,0,0,0,0,0,0,39.38,0,0.39,0,0,0,0,0,39.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.38,0,0.39,0,0,0,0,0,39.77,,
