DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTJTONUNKWN,PARTJTONPRE1940,PARTJTON194049,PARTJTON195059,PARTJTON196069,PARTJTON197079,PARTJTON198089,PARTJTON199099,PARTJTON200009,PARTJTON201019,PARTJTON202029,PARTJTONTOTAL,PARTJTOFFUNKWN,PARTJTOFFPRE1940,PARTJTOFF194049,PARTJTOFF195059,PARTJTOFF196069,PARTJTOFF197079,PARTJTOFF198089,PARTJTOFF199099,PARTJTOFF200009,PARTJTOFF201019,PARTJTOFF202029,PARTJTOFFTOTAL,PARTJTUNKWNTOT,PARTJTPRE1940TOT,PARTJT194049TOT,PARTJT195059TOT,PARTJT196069TOT,PARTJT197079TOT,PARTJT198089TOT,PARTJT199099TOT,PARTJT200009TOT,PARTJT201019TOT,PARTJT202029TOT,PARTJTTOTAL,PARTJGONAUNKWN,PARTJGONAPRE1940,PARTJGONA194049,PARTJGONA195059,PARTJGONA196069,PARTJGONA197079,PARTJGONA198089,PARTJGONA199099,PARTJGONA200009,PARTJGONA201019,PARTJGONA202029,PARTJGONATOTAL,PARTJGONBUNKWN,PARTJGONBPRE1940,PARTJGONB194049,PARTJGONB195059,PARTJGONB196069,PARTJGONB197079,PARTJGONB198089,PARTJGONB199099,PARTJGONB200009,PARTJGONB201019,PARTJGONB202029,PARTJGONBTOTAL,PARTJGOFFUNKWN,PARTJGOFFPRE1940,PARTJGOFF194049,PARTJGOFF195059,PARTJGOFF196069,PARTJGOFF197079,PARTJGOFF198089,PARTJGOFF199099,PARTJGOFF200009,PARTJGOFF201019,PARTJGOFF202029,PARTJGOFFTOTAL,PARTJGUNKWNTOT,PARTJGPRE1940TOT,PARTJG194049TOT,PARTJG195059TOT,PARTJG196069TOT,PARTJG197079TOT,PARTJG198089TOT,PARTJG199099TOT,PARTJG200009TOT,PARTJG201019TOT,PARTJG202029TOT,PARTJGTOTAL,PARTJUNKWNTOT,PARTJPRE1940TOT,PARTJ194049TOT,PARTJ195059TOT,PARTJ196069TOT,PARTJ197079TOT,PARTJ198089TOT,PARTJ199099TOT,PARTJ200009TOT,PARTJ201019TOT,PARTJ202029TOT,PARTJTOTAL
03/01/22,2019,20200865,37945,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,ALABAMA,0,0,0,139,75,10,2,12,0,0,,238,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,139,75,10,2,12,0,0,,238,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,139,75,10,2,12,0,0,,238
03/01/22,2019,20200865,37945,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,27.85,6.65,0,0,0,0,0,,34.5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,27.85,6.65,0,0,0,0,0,,34.5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,27.85,6.65,0,0,0,0,0,,34.5
03/01/22,2019,20200865,37945,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,TENNESSEE,0,0,0,16.41,5.96,0,0,0,0,0,,22.37,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,16.41,5.96,0,0,0,0,0,,22.37,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,16.41,5.96,0,0,0,0,0,,22.37
03/01/22,2019,20200733,37419,207,ALASKA PIPELINE CO,Natural Gas,INTRASTATE,ALASKA,0,0,0,0,98.831,108.004,120.182,10.268,7.571,42.753,,387.609,,,,,,,,,,,,,0,0,0,0,98.831,108.004,120.182,10.268,7.571,42.753,,387.609,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,98.831,108.004,120.182,10.268,7.571,42.753,,387.609
03/01/22,2019,20200939,37636,270,"ALEXANDRIA MUNICIPLE GAS SYSTEM, CITY OF",Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0.11,,0.11,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.11,,0.11,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.11,,0.11
03/01/22,2019,20201085,39792,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,CONNECTICUT,0,0,0,157.56,141.5,3.68,15.26,41.14,5.17,22.74,,387.05,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,157.56,141.5,3.68,15.26,41.14,5.17,22.74,,387.05,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,157.56,141.5,3.68,15.26,41.14,5.17,22.74,,387.05
03/01/22,2019,20201085,39792,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,MASSACHUSETTS,0,0,0,147.51,146.15,17.32,26.61,49.03,19.24,7.92,0,413.78,0,0,0,0.06,0,0,0,0.23,42.34,0.54,0,43.17,0,0,0,147.57,146.15,17.32,26.61,49.26,61.58,8.46,0,456.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.57,146.15,17.32,26.61,49.26,61.58,8.46,0,456.95
03/01/22,2019,20201085,39792,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW JERSEY,0,0,0,51.88,29.07,0.35,45.62,8.15,0.65,0.15,,135.87,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,51.88,29.07,0.35,45.62,8.15,0.65,0.15,,135.87,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,51.88,29.07,0.35,45.62,8.15,0.65,0.15,,135.87
03/01/22,2019,20201085,39792,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW YORK,0,0,0,19.04,42.1,0.01,0.52,0.85,4.99,19.89,,87.4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,19.04,42.1,0.01,0.52,0.85,4.99,19.89,,87.4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,19.04,42.1,0.01,0.52,0.85,4.99,19.89,,87.4
03/01/22,2019,20201085,39792,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,OCS-Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3.57,0,,3.57,0,0,0,0,0,0,0,0,3.57,0,,3.57,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3.57,0,,3.57
03/01/22,2019,20201085,39792,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,RHODE ISLAND,0,0,0,27.77,14.87,2.34,5.32,7.4,0.52,0.15,,58.37,0,0,0,1.05,0.16,0,0,0.54,0,0,,1.75,0,0,0,28.82,15.03,2.34,5.32,7.94,0.52,0.15,,60.12,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,28.82,15.03,2.34,5.32,7.94,0.52,0.15,,60.12
03/01/22,2019,20200442,37116,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,1.72,0,,1.72,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1.72,0,,1.72,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1.72,0,,1.72
03/01/22,2019,20200442,37116,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,TEXAS,0,0,0,10.256,1.05,0,0.114,2.21,0,0.6,,14.23,,,,,,,,,,,,,0,0,0,10.256,1.05,0,0.114,2.21,0,0.6,,14.23,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10.256,1.05,0,0.114,2.21,0,0.6,,14.23
03/01/22,2019,20200507,37182,402,"MARKWEST ENERGY EAST TEXAS GAS COMPANY, L.L.C.",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7.35,9.35,6.86,,23.56,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,7.35,9.35,6.86,,23.56,0,0,0,0,0,0,0,7.35,9.35,6.86,,23.56
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ARKANSAS,0,0,0,24.204,20.326,19.784,0.069,0,0,0,,64.383,,,,,,,,,,,,,0,0,0,24.204,20.326,19.784,0.069,0,0,0,,64.383,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,24.204,20.326,19.784,0.069,0,0,0,,64.383
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ILLINOIS,0,0,237.094,113.831,209.309,31.804,15.505,15.231,10.624,2.88,,636.278,,,,,,,,,,,,,0,0,237.094,113.831,209.309,31.804,15.505,15.231,10.624,2.88,,636.278,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,237.094,113.831,209.309,31.804,15.505,15.231,10.624,2.88,,636.278
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,INDIANA,0,0,30.337,307.114,345.622,164.65,33.678,85.163,4.311,5.41,,976.285,,,,,,,,,,,,,0,0,30.337,307.114,345.622,164.65,33.678,85.163,4.311,5.41,,976.285,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,30.337,307.114,345.622,164.65,33.678,85.163,4.311,5.41,,976.285
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,IOWA,0,0,200.559,145.629,222.311,5.829,1.484,19.338,3.863,2.539,,601.552,,,,,,,,,,,,,0,0,200.559,145.629,222.311,5.829,1.484,19.338,3.863,2.539,,601.552,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,200.559,145.629,222.311,5.829,1.484,19.338,3.863,2.539,,601.552
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KANSAS,0,0,350.609,146,242.102,2.201,29.984,52.843,8.229,0.126,,832.094,,,,,,,,,,,,,0,0,350.609,146,242.102,2.201,29.984,52.843,8.229,0.126,,832.094,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,350.609,146,242.102,2.201,29.984,52.843,8.229,0.126,,832.094
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KENTUCKY,0,0,0,115.616,115.188,43.48,0.029,3.8,0.007,0.003,,278.123,,,,,,,,,,,,,0,0,0,115.616,115.188,43.48,0.029,3.8,0.007,0.003,,278.123,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,115.616,115.188,43.48,0.029,3.8,0.007,0.003,,278.123
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,LOUISIANA,0,0,0,321.273,486.844,107.846,22.869,7.918,0.818,4.838,,952.406,,,,,,,,,,,,,0,0,0,321.273,486.844,107.846,22.869,7.918,0.818,4.838,,952.406,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,321.273,486.844,107.846,22.869,7.918,0.818,4.838,,952.406
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MICHIGAN,0,0,167.854,261.944,393.024,288.803,111.912,79.715,8.804,2.033,,1314.089,,,,,,,,,,,,,0,0,167.854,261.944,393.024,288.803,111.912,79.715,8.804,2.033,,1314.089,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,167.854,261.944,393.024,288.803,111.912,79.715,8.804,2.033,,1314.089
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,155.515,135.569,75.446,0.094,0.564,5.476,0.296,,372.96,,,,,,,,,,,,,0,0,0,155.515,135.569,75.446,0.094,0.564,5.476,0.296,,372.96,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,155.515,135.569,75.446,0.094,0.564,5.476,0.296,,372.96
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSOURI,0,0,94.39,78.644,72.521,5.091,0.243,20.373,0,0.951,,272.213,,,,,,,,,,,,,0,0,94.39,78.644,72.521,5.091,0.243,20.373,0,0.951,,272.213,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,94.39,78.644,72.521,5.091,0.243,20.373,0,0.951,,272.213
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,NEBRASKA,0,0,3.626,4.114,0,0.544,0.36,0,0,0,,8.644,,,,,,,,,,,,,0,0,3.626,4.114,0,0.544,0.36,0,0,0,,8.644,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,3.626,4.114,0,0.544,0.36,0,0,0,,8.644
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OHIO,0,0,0,95.837,77.577,84.124,6.73,45.804,4.204,2.032,,316.308,,,,,,,,,,,,,0,0,0,95.837,77.577,84.124,6.73,45.804,4.204,2.032,,316.308,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,95.837,77.577,84.124,6.73,45.804,4.204,2.032,,316.308
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OKLAHOMA,0,0,57.734,31.085,96.762,94.262,65.992,0,0.109,0.22,,346.164,,,,,,,,,,,,,0,0,57.734,31.085,96.762,94.262,65.992,0,0.109,0.22,,346.164,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,57.734,31.085,96.762,94.262,65.992,0,0.109,0.22,,346.164
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TENNESSEE,0,0,0,125.501,125.29,73.694,0,0.196,0,4.187,,328.868,,,,,,,,,,,,,0,0,0,125.501,125.29,73.694,0,0.196,0,4.187,,328.868,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,125.501,125.29,73.694,0,0.196,0,4.187,,328.868
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TEXAS,0,0,1.716,0,89.04,20.682,25.614,0,0.01,0,,137.062,,,,,,,,,,,,,0,0,1.716,0,89.04,20.682,25.614,0,0.01,0,,137.062,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1.716,0,89.04,20.682,25.614,0,0.01,0,,137.062
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,WISCONSIN,0,0,109.478,369.858,948.993,236.101,3.523,76.455,63.684,6.728,,1814.82,,,,,,,,,,,,,0,0,109.478,369.858,948.993,236.101,3.523,76.455,63.684,6.728,,1814.82,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,109.478,369.858,948.993,236.101,3.523,76.455,63.684,6.728,,1814.82
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,0,0,2.881,0,0.048,,2.929,,,,,,,,,,,,,0,0,0,0,0,0,0,2.881,0,0.048,,2.929,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2.881,0,0.048,,2.929
03/01/22,2019,20200311,38164,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,NEW MEXICO,0,0,0,0,0,0,0,0,0,3,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3,,3
03/01/22,2019,20200311,38164,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,0,15.2,,15.2,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,15.2,,15.2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,15.2,,15.2
