DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTLTONC1,PARTLTONC2,PARTLTONC3,PARTLTONC4,PARTLTONTOT,PARTLTOFFC1,PARTLTOFFTOT,PARTLTC1TOT,PARTLTC2TOT,PARTLTC3TOT,PARTLTC4TOT,PARTLTTOTAL,PARTLGONAC2,PARTLGONAC3,PARTLGONAC4,PARTLGONATOT,PARTLGONBC2,PARTLGONBC3,PARTLGONBC4,PARTLGONBTOT,PARTLGOFFC1,PARTLGOFFTOT,PARTLGC1TOT,PARTLGC2TOT,PARTLGC3TOT,PARTLGC4TOT,PARTLGTOTAL,PARTLC1TOT,PARTLC2TOT,PARTLC3TOT,PARTLC4TOT,PARTLTOTAL,PARTLTONIMP,PARTLTOFFIMP,PARTLTOTALIMP
03/01/22,2020,20210888,39196,18152,SEA ROBIN PIPELINE CO,Natural Gas,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,546.6,546.6,546.6,0,0,0,546.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.6,0,0,0,546.6,0,0,0
03/01/22,2020,20210588,38872,18156,SEADRIFT PIPELINE CORP,Natural Gas,INTRASTATE,TEXAS,74.79,0,0.22,0,75.01,0,0,74.79,0,0.22,0,75.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.79,0,0.22,0,75.01,0.22,,0.22
03/01/22,2020,20210591,38875,18156,SEADRIFT PIPELINE CORP,Other Gas-Ethylene,INTRASTATE,TEXAS,262.67,2.01,3.85,0,268.53,0,0,262.67,2.01,3.85,0,268.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.67,2.01,3.85,0,268.53,4.58,,4.58
03/01/22,2020,20211057,39372,18201,"SENECA RESOURCES COMPANY, LLC",Natural Gas,INTRASTATE,CALIFORNIA,1.85,1.85,0,0,3.7,0,0,1.85,1.85,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,1.85,0,0,3.7,0,,0
03/01/22,2020,20210651,38944,18273,SHELL PIPELINE CORP,Natural Gas,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.15,357.15,357.15,0,0,0,357.15,357.15,0,0,0,357.15,,,
03/01/22,2020,20211000,39313,18273,SHELL PIPELINE CORP,Other Gas-Dry Gas,INTRASTATE,LOUISIANA,57.76,2.49,1.22,0,61.47,0,0,57.76,2.49,1.22,0,61.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.76,2.49,1.22,0,61.47,2.54,,2.54
03/01/22,2020,20211000,39313,18273,SHELL PIPELINE CORP,Other Gas-Dry Gas,INTRASTATE,TEXAS,8.28,5.13,31.57,0,44.98,0,0,8.28,5.13,31.57,0,44.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28,5.13,31.57,0,44.98,32.13,,32.13
03/01/22,2020,20211176,39496,18308,NV Energy,Natural Gas,INTRASTATE,NEVADA,1.272,0.043,7.02,0,8.335,0,0,1.272,0.043,7.02,0,8.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.272,0.043,7.02,0,8.335,8.12,,8.12
03/01/22,2020,20210005,38229,18336,SIOUX CENTER MUNICIPAL GAS UTILITY,Natural Gas,INTRASTATE,IOWA,4.72,0,0,0,4.72,0,0,4.72,0,0,0,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,0,0,0,4.72,,,
03/01/22,2020,20210500,38779,18380,SOCORRO NATURAL GAS CO,Natural Gas,INTRASTATE,NEW MEXICO,38,0,0,0,38,0,0,38,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,38,0,,0
03/01/22,2020,20210303,38569,18388,SOMERSET GAS SERVICE,Natural Gas,INTRASTATE,KENTUCKY,31.26,8.85,13.67,0,53.78,0,0,31.26,8.85,13.67,0,53.78,0,92.69,0,92.69,0,0,0,0,0,0,0,0,92.69,0,92.69,31.26,8.85,106.36,0,146.47,1.07,,1.07
03/01/22,2020,20210348,38617,18408,"DOMINION ENERGY SOUTH CAROLINA, INC.",Natural Gas,INTRASTATE,SOUTH CAROLINA,250.5,79.3,103.8,0,433.6,0,0,250.5,79.3,103.8,0,433.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.5,79.3,103.8,0,433.6,33.2,,33.2
03/01/22,2020,20210131,38372,18440,SOUTH JERSEY GAS CO,Natural Gas,INTRASTATE,NEW JERSEY,0,0,16.2,130.5,146.7,0,0,0,0,16.2,130.5,146.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,130.5,146.7,23.9,,23.9
03/01/22,2020,20210864,39167,18456,SOUTHEAST GAS,Natural Gas,INTRASTATE,ALABAMA,204.416,253.409,142.46,0,600.285,0,0,204.416,253.409,142.46,0,600.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.416,253.409,142.46,0,600.285,22.983,,22.983
03/01/22,2020,20211090,39409,18472,SEMCO ENERGY GAS COMPANY,Natural Gas,INTRASTATE,MICHIGAN,82.626,57.699,7.684,0,148.009,0,0,82.626,57.699,7.684,0,148.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.626,57.699,7.684,0,148.009,0.61,,0.61
03/01/22,2020,20211037,39350,18473,SEMCO PIPELINE CO,Natural Gas,INTRASTATE,MICHIGAN,28.197,21.205,0.784,0,50.186,0,0,28.197,21.205,0.784,0,50.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.197,21.205,0.784,0,50.186,0.48,,0.48
03/01/22,2020,20210821,39121,18484,SOUTHERN CALIFORNIA GAS CO,Natural Gas,INTRASTATE,CALIFORNIA,2099,130,1048,64,3341,0,0,2099,130,1048,64,3341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099,130,1048,64,3341,1116,,1116
03/01/22,2020,20210620,38905,18508,SOUTHERN INDIANA GAS & ELECTRIC CO,Natural Gas,INTRASTATE,INDIANA,83.57,13.362,34.916,0,131.848,0,0,83.57,13.362,34.916,0,131.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.57,13.362,34.916,0,131.848,6.92,,6.92
03/01/22,2020,20210648,38937,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,ALABAMA,1338.36,345.89,312.02,0,1996.27,0,0,1338.36,345.89,312.02,0,1996.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338.36,345.89,312.02,0,1996.27,114.83,,114.83
03/01/22,2020,20210648,38937,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,FLORIDA,169.96,32.47,10.42,0,212.85,0,0,169.96,32.47,10.42,0,212.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.96,32.47,10.42,0,212.85,1.93,,1.93
03/01/22,2020,20210648,38937,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,GEORGIA,1917.08,351.38,278.77,0,2547.23,0,0,1917.08,351.38,278.77,0,2547.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1917.08,351.38,278.77,0,2547.23,123.14,,123.14
03/01/22,2020,20210648,38937,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,LOUISIANA,780.23,129.33,37.2,0,946.76,0,0,780.23,129.33,37.2,0,946.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780.23,129.33,37.2,0,946.76,30.28,,30.28
03/01/22,2020,20210648,38937,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,MISSISSIPPI,1073.19,145.73,12.87,0,1231.79,0,0,1073.19,145.73,12.87,0,1231.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073.19,145.73,12.87,0,1231.79,10.41,,10.41
03/01/22,2020,20210648,38937,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,SOUTH CAROLINA,30.36,11.01,14.17,0,55.54,0,0,30.36,11.01,14.17,0,55.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.36,11.01,14.17,0,55.54,1.38,,1.38
03/01/22,2020,20210648,38937,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,TENNESSEE,3.29,10.18,0.47,0,13.94,0,0,3.29,10.18,0.47,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,10.18,0.47,0,13.94,0.17,,0.17
03/01/22,2020,20210648,38937,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTRASTATE,ALABAMA,0,0.01,0.82,0,0.83,,0,0,0.01,0.82,0,0.83,,,,0,,,,0,,0,0,0,0,0,0,0,0.01,0.82,0,0.83,0.13,,0.13
03/01/22,2020,20210551,38833,18532,"TEXAS GAS SERVICE COMPANY, A DIVISION OF ONE GAS, INC.",Natural Gas,INTRASTATE,TEXAS,141.58,21.84,145.12,0.65,309.19,0,0,141.58,21.84,145.12,0.65,309.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.58,21.84,145.12,0.65,309.19,145.95,,145.95
03/01/22,2020,20210865,39168,18536,SOUTHWEST GAS CORP,Natural Gas,INTRASTATE,ARIZONA,70.831,5.288,137.954,3.414,217.487,0,0,70.831,5.288,137.954,3.414,217.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.831,5.288,137.954,3.414,217.487,46.627,,46.627
03/01/22,2020,20210865,39168,18536,SOUTHWEST GAS CORP,Natural Gas,INTRASTATE,CALIFORNIA,0.104,0,0.019,0,0.123,0,0,0.104,0,0.019,0,0.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0.019,0,0.123,0,,0
03/01/22,2020,20210865,39168,18536,SOUTHWEST GAS CORP,Natural Gas,INTRASTATE,NEVADA,172.574,1.865,108.612,3.435,286.486,0,0,172.574,1.865,108.612,3.435,286.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.574,1.865,108.612,3.435,286.486,64.274,,64.274
03/01/22,2020,20211376,39767,18542,"WOODWARD APPLE SPRINGS, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,3.79,1.53,0,5.32,0,0,0,0,0,0,0,3.79,1.53,0,5.32,0,3.79,1.53,0,5.32,,,
03/01/22,2020,20211059,39375,18555,SOUTHWESTERN PUBLIC SERVICE CO,Natural Gas,INTRASTATE,TEXAS,19.3,0,0.4,0,19.7,0,0,19.3,0,0.4,0,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3,0,0.4,0,19.7,0.3,,0.3
03/01/22,2020,20210607,38892,18560,SOUTHWESTERN VIRGINIA GAS CO,Natural Gas,INTRASTATE,VIRGINIA,17.905,13.014,1.319,0,32.238,0,0,17.905,13.014,1.319,0,32.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.905,13.014,1.319,0,32.238,0,,0
03/01/22,2020,20210639,38926,18584,"SPRINGFIELD, CITY UTILITIES OF",Natural Gas,INTRASTATE,MISSOURI,25.55,18.06,5.53,0,49.14,0,0,25.55,18.06,5.53,0,49.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.55,18.06,5.53,0,49.14,6.99,,6.99
03/01/22,2020,20210562,38844,18608,STANDARD PACIFIC GAS LINE INC,Natural Gas,INTRASTATE,CALIFORNIA,20.37,2.43,30.14,0,52.94,0,0,20.37,2.43,30.14,0,52.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.37,2.43,30.14,0,52.94,31.7,,31.7
03/01/22,2020,20210052,38278,18636,"STEPHEN, CITY OF",Natural Gas,INTRASTATE,MINNESOTA,1.2,0,0,0,1.2,0,0,1.2,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,1.2,,,
03/01/22,2020,20210754,39052,18667,FREEPORT-MCMORAN OIL & GAS,Natural Gas,INTERSTATE,CALIFORNIA,17.42,0,0,0,17.42,4.17,4.17,21.59,0,0,0,21.59,0,0,0,0,0,0,0,0,7.67,7.67,7.67,0,0,0,7.67,29.26,0,0,0,29.26,,,
03/01/22,2020,20210754,39052,18667,FREEPORT-MCMORAN OIL & GAS,Natural Gas,INTERSTATE,OCS-Pacific,0,0,0,0,0,6.23,6.23,6.23,0,0,0,6.23,0,0,0,0,0,0,0,0,2.13,2.13,2.13,0,0,0,2.13,8.36,0,0,0,8.36,,,
03/01/22,2020,20210754,39052,18667,FREEPORT-MCMORAN OIL & GAS,Natural Gas,INTRASTATE,CALIFORNIA,7.4,0,0,0,7.4,0,0,7.4,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,7.4,,,
03/01/22,2020,20210889,39197,18718,SUNOCO PIPELINE L.P.,Natural Gas,INTRASTATE,NEW JERSEY,0.5,0,3.5,0,4,0,0,0.5,0,3.5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,3.5,0,4,0.5,,0.5
03/01/22,2020,20210589,38873,18752,SUPERIOR WATER LIGHT & POWER CO,Natural Gas,INTRASTATE,WISCONSIN,8,0,0,0,8,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,,,
03/01/22,2020,20210032,38257,18784,SYLACAUGA GAS SYSTEM,Natural Gas,INTRASTATE,ALABAMA,0,18,2,0,20,0,0,0,18,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,20,1,,1
03/01/22,2020,20210142,38385,19125,TEAVEE OIL & GAS INC,Natural Gas,INTRASTATE,WEST VIRGINIA,4.1,0,0.15,0,4.25,0,0,4.1,0,0.15,0,4.25,0,13.67,0,13.67,0,0,0,0,0,0,0,0,13.67,0,13.67,4.1,0,13.82,0,17.92,0.15,,0.15
03/01/22,2020,20210875,39180,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,ALABAMA,197.93,25.54,0.64,0,224.11,0,0,197.93,25.54,0.64,0,224.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.93,25.54,0.64,0,224.11,3.81,,3.81
03/01/22,2020,20210875,39180,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,ARKANSAS,131.47,0,0.17,0,131.64,0,0,131.47,0,0.17,0,131.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.47,0,0.17,0,131.64,1.69,,1.69
03/01/22,2020,20210875,39180,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,CONNECTICUT,32.02,15.69,92.98,0,140.69,0,0,32.02,15.69,92.98,0,140.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.02,15.69,92.98,0,140.69,21.58,,21.58
03/01/22,2020,20210875,39180,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,KENTUCKY,1220.01,353,41.33,0,1614.34,0,0,1220.01,353,41.33,0,1614.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220.01,353,41.33,0,1614.34,40.8,,40.8
03/01/22,2020,20210875,39180,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,LOUISIANA,1411.16,172.02,62.12,0,1645.3,0,0,1411.16,172.02,62.12,0,1645.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.16,172.02,62.12,0,1645.3,36.22,,36.22
03/01/22,2020,20210875,39180,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,MASSACHUSETTS,189.05,131.44,279.03,1.88,601.4,0,0,189.05,131.44,279.03,1.88,601.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.05,131.44,279.03,1.88,601.4,114.94,,114.94
03/01/22,2020,20210875,39180,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,MISSISSIPPI,1366.87,187.29,49.53,0,1603.69,0,0,1366.87,187.29,49.53,0,1603.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1366.87,187.29,49.53,0,1603.69,40.64,,40.64
03/01/22,2020,20210875,39180,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,NEW HAMPSHIRE,8.01,3.13,69.67,0,80.81,0,0,8.01,3.13,69.67,0,80.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.01,3.13,69.67,0,80.81,18.02,,18.02
03/01/22,2020,20210875,39180,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,NEW JERSEY,41.8,15.86,33.52,0,91.18,0,0,41.8,15.86,33.52,0,91.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.8,15.86,33.52,0,91.18,32.88,,32.88
03/01/22,2020,20210875,39180,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,NEW YORK,630.47,180.11,43.4,1.27,855.25,0,0,630.47,180.11,43.4,1.27,855.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630.47,180.11,43.4,1.27,855.25,42.62,,42.62
03/01/22,2020,20210875,39180,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,OHIO,667.38,189.75,19.31,0,876.44,0,0,667.38,189.75,19.31,0,876.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667.38,189.75,19.31,0,876.44,15.89,,15.89
03/01/22,2020,20210875,39180,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,PENNSYLVANIA,742.2,175.45,15.39,0,933.04,0,0,742.2,175.45,15.39,0,933.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742.2,175.45,15.39,0,933.04,18.24,,18.24
03/01/22,2020,20210875,39180,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,RHODE ISLAND,9.72,13.47,10.8,0.37,34.36,0,0,9.72,13.47,10.8,0.37,34.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72,13.47,10.8,0.37,34.36,5.72,,5.72
03/01/22,2020,20210875,39180,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,TENNESSEE,861.06,289.3,62.29,0,1212.65,0,0,861.06,289.3,62.29,0,1212.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861.06,289.3,62.29,0,1212.65,50.43,,50.43
03/01/22,2020,20210875,39180,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,TEXAS,1338.28,78.45,118.97,0,1535.7,0,0,1338.28,78.45,118.97,0,1535.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338.28,78.45,118.97,0,1535.7,96.94,,96.94
03/01/22,2020,20210875,39180,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,WEST VIRGINIA,108.98,44.64,23.28,0,176.9,0,0,108.98,44.64,23.28,0,176.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.98,44.64,23.28,0,176.9,12.57,,12.57
03/01/22,2020,20211086,39724,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,ALABAMA,137.53,9.09,12.97,0,159.59,0,0,137.53,9.09,12.97,0,159.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.53,9.09,12.97,0,159.59,15.82,0,15.82
03/01/22,2020,20211086,39724,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,ARKANSAS,307.75,23.91,13.79,0,345.45,0,0,307.75,23.91,13.79,0,345.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.75,23.91,13.79,0,345.45,9.58,0,9.58
03/01/22,2020,20211086,39724,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,DELAWARE,0,0,0.02,0,0.02,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.01,0,0.01
03/01/22,2020,20211086,39724,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,ILLINOIS,108.59,5.38,4.66,0,118.63,0,0,108.59,5.38,4.66,0,118.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.59,5.38,4.66,0,118.63,1.81,0,1.81
03/01/22,2020,20211086,39724,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,INDIANA,219.53,27.52,5.86,0,252.91,0,0,219.53,27.52,5.86,0,252.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.53,27.52,5.86,0,252.91,8.6,0,8.6
03/01/22,2020,20211086,39724,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,KENTUCKY,634.71,45.71,9.9,0,690.32,0,0,634.71,45.71,9.9,0,690.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634.71,45.71,9.9,0,690.32,14.02,0,14.02
03/01/22,2020,20211086,39724,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,LOUISIANA,743.62,42.31,4.42,0,790.35,7.92,7.92,751.54,42.31,4.42,0,798.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751.54,42.31,4.42,0,798.27,14.94,0,14.94
03/01/22,2020,20211086,39724,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,MARYLAND,38.99,1.78,0.48,0,41.25,0,0,38.99,1.78,0.48,0,41.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.99,1.78,0.48,0,41.25,1.19,0,1.19
03/01/22,2020,20211086,39724,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,MISSISSIPPI,960.24,51.77,5.21,0,1017.22,0,0,960.24,51.77,5.21,0,1017.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960.24,51.77,5.21,0,1017.22,22.33,0,22.33
03/01/22,2020,20211086,39724,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,MISSOURI,70.5,2.26,0,0,72.76,0,0,70.5,2.26,0,0,72.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.5,2.26,0,0,72.76,0,0,0
03/01/22,2020,20211086,39724,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW JERSEY,81.32,28.71,144.22,2.51,256.76,0,0,81.32,28.71,144.22,2.51,256.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.32,28.71,144.22,2.51,256.76,133.43,0,133.43
03/01/22,2020,20211086,39724,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW YORK,3.24,0.63,1.56,0.15,5.58,0,0,3.24,0.63,1.56,0.15,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,0.63,1.56,0.15,5.58,3.86,0,3.86
03/01/22,2020,20211086,39724,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,150.13,150.13,150.13,0,0,0,150.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.13,0,0,0,150.13,0,,0
03/01/22,2020,20211086,39724,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,OHIO,855.43,120.58,18.79,0,994.8,0,0,855.43,120.58,18.79,0,994.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855.43,120.58,18.79,0,994.8,41.96,0,41.96
03/01/22,2020,20211086,39724,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,PENNSYLVANIA,1261.18,442.48,325.3,0,2028.96,0,0,1261.18,442.48,325.3,0,2028.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261.18,442.48,325.3,0,2028.96,370.16,0,370.16
03/01/22,2020,20211086,39724,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,TENNESSEE,324.87,70.14,53.79,0,448.8,0,0,324.87,70.14,53.79,0,448.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.87,70.14,53.79,0,448.8,68.68,0,68.68
03/01/22,2020,20211086,39724,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,TEXAS,991.92,72.14,63.85,0,1127.91,0,0,991.92,72.14,63.85,0,1127.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991.92,72.14,63.85,0,1127.91,61.62,0,61.62
03/01/22,2020,20211086,39724,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,WEST VIRGINIA,68.4,1.88,0,0,70.28,0,0,68.4,1.88,0,0,70.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.4,1.88,0,0,70.28,0,0,0
03/01/22,2020,20210274,38540,19269,TGG PIPELINE LTD,Natural Gas,INTRASTATE,LOUISIANA,6.065,0,0,0,6.065,0,0,6.065,0,0,0,6.065,15.095,2.77,0,17.865,0,0,0,0,0,0,0,15.095,2.77,0,17.865,6.065,15.095,2.77,0,23.93,0.1,,0.1
03/01/22,2020,20210725,39019,19270,"TEXAS GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,ARKANSAS,390.7,2.2,0,0,392.9,0,0,390.7,2.2,0,0,392.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.7,2.2,0,0,392.9,0.5,,0.5
03/01/22,2020,20210725,39019,19270,"TEXAS GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,ILLINOIS,53.4,1.8,0.9,0,56.1,0,0,53.4,1.8,0.9,0,56.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.4,1.8,0.9,0,56.1,0,,0
03/01/22,2020,20210725,39019,19270,"TEXAS GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,INDIANA,679,69,21.9,0,769.9,0,0,679,69,21.9,0,769.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,69,21.9,0,769.9,8.4,,8.4
03/01/22,2020,20210725,39019,19270,"TEXAS GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,KENTUCKY,1206,143.2,122.9,0,1472.1,0,0,1206,143.2,122.9,0,1472.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206,143.2,122.9,0,1472.1,71.9,,71.9
03/01/22,2020,20210725,39019,19270,"TEXAS GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,LOUISIANA,1464.3,110.3,80,0,1654.6,0,0,1464.3,110.3,80,0,1654.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464.3,110.3,80,0,1654.6,46.8,,46.8
