DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTLTONC1,PARTLTONC2,PARTLTONC3,PARTLTONC4,PARTLTONTOT,PARTLTOFFC1,PARTLTOFFTOT,PARTLTC1TOT,PARTLTC2TOT,PARTLTC3TOT,PARTLTC4TOT,PARTLTTOTAL,PARTLGONAC2,PARTLGONAC3,PARTLGONAC4,PARTLGONATOT,PARTLGONBC2,PARTLGONBC3,PARTLGONBC4,PARTLGONBTOT,PARTLGOFFC1,PARTLGOFFTOT,PARTLGC1TOT,PARTLGC2TOT,PARTLGC3TOT,PARTLGC4TOT,PARTLGTOTAL,PARTLC1TOT,PARTLC2TOT,PARTLC3TOT,PARTLC4TOT,PARTLTOTAL,PARTLTONIMP,PARTLTOFFIMP,PARTLTOTALIMP
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TEXAS,137.062,0,0,0,137.062,0,0,137.062,0,0,0,137.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.062,0,0,0,137.062,0,,0
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,WISCONSIN,1353.635,270.059,191.126,0,1814.82,0,0,1353.635,270.059,191.126,0,1814.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1353.635,270.059,191.126,0,1814.82,141.525,,141.525
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTRASTATE,MICHIGAN,2.434,0.495,0,0,2.929,0,0,2.434,0.495,0,0,2.929,,,,,,,,,,,,,,,,2.434,0.495,0,0,2.929,,,
03/01/22,2020,20211210,39649,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTERSTATE,NEW MEXICO,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,,,
03/01/22,2020,20211210,39649,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTERSTATE,TEXAS,15.2,0,0,0,15.2,0,0,15.2,0,0,0,15.2,,,,,,,,,,,,,,,,15.2,0,0,0,15.2,,,
03/01/22,2020,20211210,39649,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTERSTATE,WYOMING,237.852,4.43,0,0,242.282,0,0,237.852,4.43,0,0,242.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.852,4.43,0,0,242.282,,,
03/01/22,2020,20211210,39649,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTRASTATE,COLORADO,3.92,0,0,0,3.92,0,0,3.92,0,0,0,3.92,131.74,117.68,0,249.42,0,0,0,0,0,0,0,131.74,117.68,0,249.42,3.92,131.74,117.68,0,253.34,0,,0
03/01/22,2020,20211210,39649,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTRASTATE,UTAH,2.13,0,0,0,2.13,0,0,2.13,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,2.13,0,,0
03/01/22,2020,20211210,39649,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTRASTATE,WYOMING,49.66,0,0,0,49.66,0,0,49.66,0,0,0,49.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.66,0,0,0,49.66,,,
03/01/22,2020,20211213,39534,515,DAKOTA GASIFICATION COMPANY,Synthetic Gas,INTRASTATE,NORTH DAKOTA,39.77,0,0,0,39.77,0,0,39.77,0,0,0,39.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.77,0,0,0,39.77,0,,0
03/01/22,2020,20210509,38788,570,FERNDALE PIPELINE SYSTEM,Natural Gas,INTRASTATE,WASHINGTON,24.3,9.5,2.4,0,36.2,0,0,24.3,9.5,2.4,0,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,9.5,2.4,0,36.2,1.97,,1.97
03/01/22,2020,20210162,38405,585,ARGYLE MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,MINNESOTA,2.1,0,0,0,2.1,0,0,2.1,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,2.1,0,,0
03/01/22,2020,20210844,39144,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,ARKANSAS,2220.04,496.23,205.84,0.46,2922.57,0,0,2220.04,496.23,205.84,0.46,2922.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220.04,496.23,205.84,0.46,2922.57,50.47,,50.47
03/01/22,2020,20210844,39144,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,KANSAS,26.71,1.94,4.4,0,33.05,0,0,26.71,1.94,4.4,0,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.71,1.94,4.4,0,33.05,1.32,,1.32
03/01/22,2020,20210844,39144,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,LOUISIANA,739.99,124.78,69.46,0,934.23,0,0,739.99,124.78,69.46,0,934.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739.99,124.78,69.46,0,934.23,12.32,,12.32
03/01/22,2020,20210844,39144,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,MISSISSIPPI,0.71,0.71,1.86,0,3.28,0,0,0.71,0.71,1.86,0,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.71,1.86,0,3.28,0,,0
03/01/22,2020,20210844,39144,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,MISSOURI,2.28,0,0,0,2.28,0,0,2.28,0,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,0,0,2.28,0,,0
03/01/22,2020,20210844,39144,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,OKLAHOMA,1349.61,74.3,59.45,0,1483.36,0,0,1349.61,74.3,59.45,0,1483.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349.61,74.3,59.45,0,1483.36,13.17,,13.17
03/01/22,2020,20210844,39144,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,TENNESSEE,7.16,0.32,0,0,7.48,0,0,7.16,0.32,0,0,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16,0.32,0,0,7.48,0,,0
03/01/22,2020,20210844,39144,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,TEXAS,341.98,101.13,44.85,0,487.96,0,0,341.98,101.13,44.85,0,487.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.98,101.13,44.85,0,487.96,7.7,,7.7
03/01/22,2020,20210614,38899,603,CENTERPOINT ENERGY RESOURCES CORP.,Natural Gas,INTRASTATE,ARKANSAS,18.234,24.642,35.61,0,78.486,0,0,18.234,24.642,35.61,0,78.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.234,24.642,35.61,0,78.486,8.94,,8.94
03/01/22,2020,20210614,38899,603,CENTERPOINT ENERGY RESOURCES CORP.,Natural Gas,INTRASTATE,OKLAHOMA,0.056,0,1.82,0,1.876,0,0,0.056,0,1.82,0,1.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,1.82,0,1.876,0,,0
03/01/22,2020,20211261,39584,621,ARKANSAS OKLAHOMA GAS CORP,Natural Gas,INTRASTATE,ARKANSAS,31.48,17.14,6.95,0,55.57,0,0,31.48,17.14,6.95,0,55.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.48,17.14,6.95,0,55.57,0.431,,0.431
03/01/22,2020,20211261,39584,621,ARKANSAS OKLAHOMA GAS CORP,Natural Gas,INTRASTATE,OKLAHOMA,38.24,18.11,8.43,0,64.78,0,0,38.24,18.11,8.43,0,64.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.24,18.11,8.43,0,64.78,0.957,,0.957
03/01/22,2020,20210233,38479,660,"ARLINGTON ENERGY GROUP, LLC",Natural Gas,INTRASTATE,MISSISSIPPI,12,5,5,0,22,0,0,12,5,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5,0,22,0,,0
03/01/22,2020,20211061,39377,792,ATLANTA GAS LIGHT CO,Landfill Gas,INTRASTATE,GEORGIA,0.4,0.7,5.4,0,6.5,0,0,0.4,0.7,5.4,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.7,5.4,0,6.5,6.4,,6.4
03/01/22,2020,20211157,39477,792,ATLANTA GAS LIGHT CO,Natural Gas,INTRASTATE,GEORGIA,388.6,196.8,453.2,2.2,1040.8,0,0,388.6,196.8,453.2,2.2,1040.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.6,196.8,453.2,2.2,1040.8,459.7,,459.7
03/01/22,2020,20210546,38828,840,MOJAVE PIPELINE OPERATING COMPANY,Natural Gas,INTERSTATE,ARIZONA,1.51,0.45,0,0,1.96,0,0,1.51,0.45,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0.45,0,0,1.96,0.45,,0.45
03/01/22,2020,20210546,38828,840,MOJAVE PIPELINE OPERATING COMPANY,Natural Gas,INTERSTATE,CALIFORNIA,545.4,13.13,1.47,0,560,0,0,545.4,13.13,1.47,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.4,13.13,1.47,0,560,11.55,,11.55
03/01/22,2020,20211083,39402,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Hydrogen Gas,INTRASTATE,LOUISIANA,1.28,0,0,0,1.28,0,0,1.28,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,1.28,,,
03/01/22,2020,20211083,39402,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Hydrogen Gas,INTRASTATE,TEXAS,242.42,56.05,59.97,0.3,358.74,0,0,242.42,56.05,59.97,0.3,358.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.42,56.05,59.97,0.3,358.74,6.22,,6.22
03/01/22,2020,20211077,39394,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Natural Gas,INTRASTATE,TEXAS,0.82,0,0.16,0,0.98,0,0,0.82,0,0.16,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0.16,0,0.98,,,
03/01/22,2020,20211079,39396,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Synthetic Gas,INTRASTATE,TEXAS,40.75,2,0.1,0,42.85,0,0,40.75,2,0.1,0,42.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.75,2,0.1,0,42.85,0,,0
03/01/22,2020,20210841,39141,844,KERN RIVER GAS TRANSMISSION CO,Natural Gas,INTERSTATE,CALIFORNIA,246.838,0,0.031,0,246.869,0,0,246.838,0,0.031,0,246.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.838,0,0.031,0,246.869,0.606,,0.606
03/01/22,2020,20210841,39141,844,KERN RIVER GAS TRANSMISSION CO,Natural Gas,INTERSTATE,NEVADA,247.837,0.913,26.836,0,275.586,0,0,247.837,0.913,26.836,0,275.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.837,0.913,26.836,0,275.586,29.378,,29.378
03/01/22,2020,20210841,39141,844,KERN RIVER GAS TRANSMISSION CO,Natural Gas,INTERSTATE,UTAH,683.719,6.129,51.043,0,740.891,0,0,683.719,6.129,51.043,0,740.891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683.719,6.129,51.043,0,740.891,73.811,,73.811
03/01/22,2020,20210841,39141,844,KERN RIVER GAS TRANSMISSION CO,Natural Gas,INTERSTATE,WYOMING,154.046,0,0,0,154.046,0,0,154.046,0,0,0,154.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.046,0,0,0,154.046,0,,0
03/01/22,2020,20210310,38576,860,"FAIRBANK, CITY OF",Natural Gas,INTRASTATE,IOWA,8.074,0,0,0,8.074,0,0,8.074,0,0,0,8.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.074,0,0,0,8.074,,,
03/01/22,2020,20210737,39031,872,LAFITTE GAS PIPELINE,Hydrogen Gas,INTRASTATE,LOUISIANA,1.496,2.307,2.086,0,5.889,0,0,1.496,2.307,2.086,0,5.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.496,2.307,2.086,0,5.889,0,,0
03/01/22,2020,20210735,39029,872,LAFITTE GAS PIPELINE,Natural Gas,INTRASTATE,LOUISIANA,0,4.406,1.317,0,5.723,0,0,0,4.406,1.317,0,5.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.406,1.317,0,5.723,1.105,,1.105
03/01/22,2020,20211303,39636,878,"JEFFERSON GAS, LLC",Natural Gas,INTRASTATE,KENTUCKY,43,1,0,0,44,0,0,43,1,0,0,44,0,0,0,0,15,2,1,18,0,0,0,15,2,1,18,43,16,2,1,62,,,
03/01/22,2020,20210602,38887,899,5P GAS PIPELINE COMPANY,Natural Gas,INTRASTATE,TEXAS,7,1,0,0,8,0,0,7,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,8,,,
03/01/22,2020,20211379,39770,920,NATGAS INC.,Natural Gas,INTRASTATE,TEXAS,2.96,0,0,0,2.96,0,0,2.96,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,0,0,0,2.96,2.96,,2.96
03/01/22,2020,20210979,39291,929,"SEBRING GAS SYSTEM, INC",Natural Gas,INTRASTATE,FLORIDA,0.089,0,0.09,0,0.179,0,0,0.089,0,0.09,0,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0,0.09,0,0.179,0,,0
03/01/22,2020,20210292,38558,952,ENERFIN RESOURCES II-92 LIMITED PARTNERSHIP,Natural Gas,INTRASTATE,TEXAS,10,0,0,0,10,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,,,
03/01/22,2020,20210122,38363,967,"PINEDALE NATURAL GAS, INC",Natural Gas,INTRASTATE,WYOMING,6.4,0.64,0,0,7.04,0,0,6.4,0.64,0,0,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0.64,0,0,7.04,,,
03/01/22,2020,20210250,38496,978,LAWRENCE PAPER CO,Natural Gas,INTRASTATE,KANSAS,0.794,0,0,0,0.794,0,0,0.794,0,0,0,0.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794,0,0,0,0.794,0,,0
