DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTPTONCPB,PARTPTONCPC,PARTPTONCUB,PARTPTONCUC,PARTPTONCI,PARTPTONWI,PARTPTONP,PARTPTONC,PARTPTONO,PARTPTONTOTAL,PARTPTOFFCPB,PARTPTOFFCPC,PARTPTOFFCUB,PARTPTOFFCUC,PARTPTOFFCI,PARTPTOFFWI,PARTPTOFFP,PARTPTOFFC,PARTPTOFFO,PARTPTOFFTOTAL,PARTPTCPBTOTAL,PARTPTCPCTOTAL,PARTPTCUBTOTAL,PARTPTCUCTOTAL,PARTPTCITOTAL,PARTPTWICTOTAL,PARTPTPTOTAL,PARTPTCTOTAL,PARTPTOTOTAL,PARTPTTOTAL,PARTPGONTACPB,PARTPGONTACPC,PARTPGONTACUB,PARTPGONTACUC,PARTPGONTACI,PARTPGONTAWI,PARTPGONTAP,PARTPGONTAC,PARTPGONTAO,PARTPGONATOTAL,PARTPGONTBCPB,PARTPGONTBCPC,PARTPGONTBCUB,PARTPGONTBCUC,PARTPGONTBCI,PARTPGONTBWI,PARTPGONTBP,PARTPGONTBC,PARTPGONTBO,PARTPGONBTOTAL,PARTPGOFFCPB,PARTPGOFFCPC,PARTPGOFFCUB,PARTPGOFFCUC,PARTPGOFFCI,PARTPGOFFWI,PARTPGOFFP,PARTPGOFFC,PARTPGOFFO,PARTPGOFFTOTAL,PARTPGCPBTOTAL,PARTPGCPCTOTAL,PARTPGCUBTOTAL,PARTPGCUCTOTAL,PARTPGCITOTAL,PARTPGWITOTAL,PARTPGPTOTAL,PARTPGCTOTAL,PARTPGOTOTAL,PARTPGTOTAL,PARTPCPBTOTAL,PARTPCPCTOTAL,PARTPCUBTOTAL,PARTPCUCTOTAL,PARTPCITOTAL,PARTPWITOTAL,PARTPPTOTAL,PARTPCTOTAL,PARTPOTOTAL,PARTPTOTALMILES,PARTPOTHERMATERIALS,PARTPGOTHERMATERIALS
3/1/2022,2020,20210710,39791,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,RHODE ISLAND,0,60.12,0,0,0,0,0,0,0,60.12,0,0,0,0,0,0,0,0,0,0,0,60.12,0,0,0,0,0,0,0,60.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.12,0,0,0,0,0,0,0,60.12,,
3/1/2022,2020,20210418,38689,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0,0,1.72,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,1.72,,
3/1/2022,2020,20210418,38689,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,TEXAS,0,14.23,0,0,0,0,0,0,0,14.23,0,0,0,0,0,0,0,0,0,0,0,14.23,0,0,0,0,0,0,0,14.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.23,0,0,0,0,0,0,0,14.23,,
3/1/2022,2020,20210470,38746,402,"MARKWEST ENERGY EAST TEXAS GAS COMPANY, L.L.C.",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.56,0,0,0,0,0,0,0,23.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.56,0,0,0,0,0,0,0,23.56,0,23.56,0,0,0,0,0,0,0,23.56,,
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ARKANSAS,0,64.383,0,0,0,0,0,0,0,64.383,0,0,0,0,0,0,0,0,0,0,0,64.383,0,0,0,0,0,0,0,64.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.383,0,0,0,0,0,0,0,64.383,,
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ILLINOIS,0,636.278,0,0,0,0,0,0,0,636.278,0,0,0,0,0,0,0,0,0,0,0,636.278,0,0,0,0,0,0,0,636.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636.278,0,0,0,0,0,0,0,636.278,,
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,INDIANA,0,976.302,0,0,0,0,0,0,0,976.302,0,0,0,0,0,0,0,0,0,0,0,976.302,0,0,0,0,0,0,0,976.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976.302,0,0,0,0,0,0,0,976.302,,
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,IOWA,0,601.557,0,0,0,0,0,0,0,601.557,0,0,0,0,0,0,0,0,0,0,0,601.557,0,0,0,0,0,0,0,601.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601.557,0,0,0,0,0,0,0,601.557,,
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KANSAS,0,832.102,0,0,0,0,0,0,0,832.102,0,0,0,0,0,0,0,0,0,0,0,832.102,0,0,0,0,0,0,0,832.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832.102,0,0,0,0,0,0,0,832.102,,
3/1/2022,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KENTUCKY,0,278.123,0,0,0,0,0,0,0,278.123,0,0,0,0,0,0,0,0,0,0,0,278.123,0,0,0,0,0,0,0,278.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.123,0,0,0,0,0,0,0,278.123,,
