DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTJTONUNKWN,PARTJTONPRE1940,PARTJTON194049,PARTJTON195059,PARTJTON196069,PARTJTON197079,PARTJTON198089,PARTJTON199099,PARTJTON200009,PARTJTON201019,PARTJTON202029,PARTJTONTOTAL,PARTJTOFFUNKWN,PARTJTOFFPRE1940,PARTJTOFF194049,PARTJTOFF195059,PARTJTOFF196069,PARTJTOFF197079,PARTJTOFF198089,PARTJTOFF199099,PARTJTOFF200009,PARTJTOFF201019,PARTJTOFF202029,PARTJTOFFTOTAL,PARTJTUNKWNTOT,PARTJTPRE1940TOT,PARTJT194049TOT,PARTJT195059TOT,PARTJT196069TOT,PARTJT197079TOT,PARTJT198089TOT,PARTJT199099TOT,PARTJT200009TOT,PARTJT201019TOT,PARTJT202029TOT,PARTJTTOTAL,PARTJGONAUNKWN,PARTJGONAPRE1940,PARTJGONA194049,PARTJGONA195059,PARTJGONA196069,PARTJGONA197079,PARTJGONA198089,PARTJGONA199099,PARTJGONA200009,PARTJGONA201019,PARTJGONA202029,PARTJGONATOTAL,PARTJGONBUNKWN,PARTJGONBPRE1940,PARTJGONB194049,PARTJGONB195059,PARTJGONB196069,PARTJGONB197079,PARTJGONB198089,PARTJGONB199099,PARTJGONB200009,PARTJGONB201019,PARTJGONB202029,PARTJGONBTOTAL,PARTJGOFFUNKWN,PARTJGOFFPRE1940,PARTJGOFF194049,PARTJGOFF195059,PARTJGOFF196069,PARTJGOFF197079,PARTJGOFF198089,PARTJGOFF199099,PARTJGOFF200009,PARTJGOFF201019,PARTJGOFF202029,PARTJGOFFTOTAL,PARTJGUNKWNTOT,PARTJGPRE1940TOT,PARTJG194049TOT,PARTJG195059TOT,PARTJG196069TOT,PARTJG197079TOT,PARTJG198089TOT,PARTJG199099TOT,PARTJG200009TOT,PARTJG201019TOT,PARTJG202029TOT,PARTJGTOTAL,PARTJUNKWNTOT,PARTJPRE1940TOT,PARTJ194049TOT,PARTJ195059TOT,PARTJ196069TOT,PARTJ197079TOT,PARTJ198089TOT,PARTJ199099TOT,PARTJ200009TOT,PARTJ201019TOT,PARTJ202029TOT,PARTJTOTAL
03/01/22,2017,20187366,34602,180,SPIRE ALABAMA INC.,Natural Gas,INTRASTATE,ALABAMA,0,0,2.54,11,33.32,30.9,114.23,8.79,24.18,1.57,,226.53,,,,,,,,,,,,,0,0,2.54,11,33.32,30.9,114.23,8.79,24.18,1.57,,226.53,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2.54,11,33.32,30.9,114.23,8.79,24.18,1.57,,226.53
03/01/22,2017,20186704,33893,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,ALABAMA,0,0,0,139,75,10,2,12,0,0,,238,,,,,,,,,,,,,0,0,0,139,75,10,2,12,0,0,,238,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,139,75,10,2,12,0,0,,238
03/01/22,2017,20186704,33893,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,27.85,6.65,0,0,0,0,0,,34.5,,,,,,,,,,,,,0,0,0,27.85,6.65,0,0,0,0,0,,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,27.85,6.65,0,0,0,0,0,,34.5
03/01/22,2017,20186704,33893,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,TENNESSEE,0,0,0,16.41,5.96,0,0,0,0,0,,22.37,,,,,,,,,,,,,0,0,0,16.41,5.96,0,0,0,0,0,,22.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,16.41,5.96,0,0,0,0,0,,22.37
03/01/22,2017,20187119,34336,207,ALASKA PIPELINE CO,Natural Gas,INTRASTATE,ALASKA,0,0,0,0,100.25,108.006,122.577,10.39,7.571,39.926,,388.72,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,100.25,108.006,122.577,10.39,7.571,39.926,,388.72,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,100.25,108.006,122.577,10.39,7.571,39.926,,388.72
03/01/22,2017,20187131,34950,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,CONNECTICUT,0,0,0,156.91,141.62,3.7,15.38,41.29,5.19,22.4,,386.49,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,156.91,141.62,3.7,15.38,41.29,5.19,22.4,,386.49,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,156.91,141.62,3.7,15.38,41.29,5.19,22.4,,386.49
03/01/22,2017,20187131,34950,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,MASSACHUSETTS,0,0,0,147.7,145.99,17.32,26.61,49.3,19.75,8.01,,414.68,0,0,0,0,0,0,0,0,45.44,0,,45.44,0,0,0,147.7,145.99,17.32,26.61,49.3,65.19,8.01,,460.12,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,147.7,145.99,17.32,26.61,49.3,65.19,8.01,,460.12
03/01/22,2017,20187131,34950,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW JERSEY,0,0,0,51.84,29.06,0.35,45.72,8.15,0.65,0.11,,135.88,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,51.84,29.06,0.35,45.72,8.15,0.65,0.11,,135.88,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,51.84,29.06,0.35,45.72,8.15,0.65,0.11,,135.88
03/01/22,2017,20187131,34950,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW YORK,0,0,0,20.08,42.21,0.01,0.52,1.09,5.6,17.82,,87.33,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,20.08,42.21,0.01,0.52,1.09,5.6,17.82,,87.33,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,20.08,42.21,0.01,0.52,1.09,5.6,17.82,,87.33
03/01/22,2017,20187131,34950,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,RHODE ISLAND,0,0,0,28.77,15.03,2.34,5.32,7.98,0.52,0.15,,60.11,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,28.77,15.03,2.34,5.32,7.98,0.52,0.15,,60.11,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,28.77,15.03,2.34,5.32,7.98,0.52,0.15,,60.11
03/01/22,2017,20187146,34365,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0,0,1.75,2,0,0,,3.75,,,,,,,,,,,,,0,0,0,0,0,0,1.75,2,0,0,,3.75,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1.75,2,0,0,,3.75
03/01/22,2017,20187146,34365,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,TEXAS,0,0,0,2.6,9,0,0,2.32,0,0.59,,14.51,,,,,,,,,,,,,0,0,0,2.6,9,0,0,2.32,0,0.59,,14.51,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2.6,9,0,0,2.32,0,0.59,,14.51
03/01/22,2017,20187010,34225,402,"MARKWEST EAST TEXAS PNG UTILITY, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7.35,9.35,4.09,,20.79,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,7.35,9.35,4.09,,20.79,0,0,0,0,0,0,0,7.35,9.35,4.09,,20.79
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ARKANSAS,0,0,0,24.204,20.326,19.784,0.069,0,0,0,,64.383,,,,,,,,,,,,,0,0,0,24.204,20.326,19.784,0.069,0,0,0,,64.383,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,24.204,20.326,19.784,0.069,0,0,0,,64.383
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ILLINOIS,0,0,237.307,113.831,209.353,31.804,15.505,15.788,10.624,2.068,,636.28,,,,,,,,,,,,,0,0,237.307,113.831,209.353,31.804,15.505,15.788,10.624,2.068,,636.28,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,237.307,113.831,209.353,31.804,15.505,15.788,10.624,2.068,,636.28
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,INDIANA,0,0,31.44,307.118,346.468,164.65,33.678,85.163,4.253,3.439,,976.209,,,,,,,,,,,,,0,0,31.44,307.118,346.468,164.65,33.678,85.163,4.253,3.439,,976.209,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,31.44,307.118,346.468,164.65,33.678,85.163,4.253,3.439,,976.209
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,IOWA,0,0,200.853,145.683,223.134,5.834,1.484,19.338,3.863,1.344,,601.533,,,,,,,,,,,,,0,0,200.853,145.683,223.134,5.834,1.484,19.338,3.863,1.344,,601.533,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,200.853,145.683,223.134,5.834,1.484,19.338,3.863,1.344,,601.533
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KANSAS,0,0,350.674,146,242.102,2.201,29.984,52.843,8.229,0.066,,832.099,,,,,,,,,,,,,0,0,350.674,146,242.102,2.201,29.984,52.843,8.229,0.066,,832.099,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,350.674,146,242.102,2.201,29.984,52.843,8.229,0.066,,832.099
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KENTUCKY,0,0,0,115.616,115.188,43.48,0.029,3.8,0.007,0.003,,278.123,,,,,,,,,,,,,0,0,0,115.616,115.188,43.48,0.029,3.8,0.007,0.003,,278.123,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,115.616,115.188,43.48,0.029,3.8,0.007,0.003,,278.123
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,LOUISIANA,0,0,0,319.927,486.844,107.868,22.869,9.317,0.818,4.763,,952.406,,,,,,,,,,,,,0,0,0,319.927,486.844,107.868,22.869,9.317,0.818,4.763,,952.406,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,319.927,486.844,107.868,22.869,9.317,0.818,4.763,,952.406
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MICHIGAN,0,0,166.832,257.211,394.624,295.666,109.795,77.176,8.804,1.404,,1311.512,,,,,,,,,,,,,0,0,166.832,257.211,394.624,295.666,109.795,77.176,8.804,1.404,,1311.512,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,166.832,257.211,394.624,295.666,109.795,77.176,8.804,1.404,,1311.512
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,155.516,135.569,75.446,0.094,0.563,5.476,0.296,,372.96,,,,,,,,,,,,,0,0,0,155.516,135.569,75.446,0.094,0.563,5.476,0.296,,372.96,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,155.516,135.569,75.446,0.094,0.563,5.476,0.296,,372.96
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSOURI,0,0,94.39,78.644,72.521,5.091,0.243,20.373,0,0.951,,272.213,,,,,,,,,,,,,0,0,94.39,78.644,72.521,5.091,0.243,20.373,0,0.951,,272.213,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,94.39,78.644,72.521,5.091,0.243,20.373,0,0.951,,272.213
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,NEBRASKA,0,0,3.621,4.114,0,0.544,0.36,0,0,0,,8.639,,,,,,,,,,,,,0,0,3.621,4.114,0,0.544,0.36,0,0,0,,8.639,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,3.621,4.114,0,0.544,0.36,0,0,0,,8.639
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OHIO,0,0,0,95.947,77.577,84.124,6.73,45.808,4.204,1.921,,316.311,,,,,,,,,,,,,0,0,0,95.947,77.577,84.124,6.73,45.808,4.204,1.921,,316.311,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,95.947,77.577,84.124,6.73,45.808,4.204,1.921,,316.311
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OKLAHOMA,0,0,57.734,31.085,96.762,94.268,65.992,0,0.109,0.214,,346.164,,,,,,,,,,,,,0,0,57.734,31.085,96.762,94.268,65.992,0,0.109,0.214,,346.164,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,57.734,31.085,96.762,94.268,65.992,0,0.109,0.214,,346.164
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TENNESSEE,0,0,0,125.501,125.29,73.694,0,0.196,0,4.187,,328.868,,,,,,,,,,,,,0,0,0,125.501,125.29,73.694,0,0.196,0,4.187,,328.868,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,125.501,125.29,73.694,0,0.196,0,4.187,,328.868
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TEXAS,0,0,1.716,0,89.04,20.682,25.614,0,0.01,0,,137.062,,,,,,,,,,,,,0,0,1.716,0,89.04,20.682,25.614,0,0.01,0,,137.062,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1.716,0,89.04,20.682,25.614,0,0.01,0,,137.062
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,WISCONSIN,0,0,110.501,369.881,949.482,236.101,3.523,76.409,63.684,5.039,,1814.62,,,,,,,,,,,,,0,0,110.501,369.881,949.482,236.101,3.523,76.409,63.684,5.039,,1814.62,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,110.501,369.881,949.482,236.101,3.523,76.409,63.684,5.039,,1814.62
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,0,0,2.881,0,0.048,,2.929,,,,,,,,,,,,,0,0,0,0,0,0,0,2.881,0,0.048,,2.929,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2.881,0,0.048,,2.929
03/01/22,2017,20187281,35157,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,NEW MEXICO,0,0,0,0,0,0,0,0,0,3,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3,,3
03/01/22,2017,20187281,35157,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,0,15.2,,15.2,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,15.2,,15.2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,15.2,,15.2
03/01/22,2017,20187281,35157,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,WYOMING,0,0,0,0,47.36,111.56,16.53,61.57,2.23,0,,239.25,,,,,,,,,,,,,0,0,0,0,47.36,111.56,16.53,61.57,2.23,0,,239.25,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,47.36,111.56,16.53,61.57,2.23,0,,239.25
03/01/22,2017,20187281,35157,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,COLORADO,0,0,0,0,0,0,0,0,12,0,,12,,,,,,,,,,,,,0,0,0,0,0,0,0,0,12,0,,12,326.18,0,0,0,0,84,80.5,22.25,16.25,57.52,,586.7,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,326.18,0,0,0,0,84,80.5,22.25,16.25,57.52,,586.7,326.18,0,0,0,0,84,80.5,22.25,28.25,57.52,,598.7
