DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTK20LESSC1,PARTK20LESSC2,PARTK20LESSC3,PARTK20LESSC4,PARTK20LESSTOT,PARTK2029C1,PARTK2029C2,PARTK2029C3,PARTK2029C4,PARTK2029TOT,PARTK3040C1,PARTK3040C2,PARTK3040C3,PARTK3040C4,PARTK3040TOT,PARTK4150C1,PARTK4150C2,PARTK4150C3,PARTK4150C4,PARTK4150TOT,PARTK5160C1,PARTK5160C2,PARTK5160C3,PARTK5160C4,PARTK5160TOT,PARTK6172C1,PARTK6172C2,PARTK6172C3,PARTK6172C4,PARTK6172TOT,PARTK7380C1,PARTK7380C2,PARTK7380C3,PARTK7380C4,PARTK7380TOT,PARTK80MOREC1,PARTK80MOREC2,PARTK80MOREC3,PARTK80MOREC4,PARTK80MORETOT,PARTKUNKNOWNC1,PARTKUNKNOWNC2,PARTKUNKNOWNC3,PARTKUNKNOWNC4,PARTKUNKNOWNTOT,PARTKNONSTEELC1,PARTKNONSTEELC2,PARTKNONSTEELC3,PARTKNONSTEELC4,PARTKNONSTEELTOT,PARTKONC1TOT,PARTKONC2TOT,PARTKONC3TOT,PARTKONC4TOT,PARTKONTOTAL,PARTKOFFLESS50,PARTKOFF5172,PARTKOFF72MORE,PARTKOFFUNKNOWN,PARTKOFFNONSTEEL,PARTKOFFTOTAL,PARTKC1TOT,PARTKC2TOT,PARTKC3TOT,PARTKC4TOT,PARTKTOTAL
03/01/22,2017,20187146,34365,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74,0,0.01,0,3.75,3.74,0,0.01,0,3.75,0,0,0,0,0,0,3.74,0,0.01,0,3.75
03/01/22,2017,20187146,34365,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,TEXAS,12.62,0.87,1.02,0,14.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.62,0.87,1.02,0,14.51,0,0,0,0,0,0,12.62,0.87,1.02,0,14.51
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ARKANSAS,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0.003,6.224,0.17,0.476,0,6.87,1.382,0.594,0.956,0,2.932,53.562,1.016,0,0,54.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.171,1.78,1.432,0,64.383,0,0,0,0,0,0,61.171,1.78,1.432,0,64.383
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ILLINOIS,0,0,0,0,0,7.808,0.843,0.618,0,9.269,2.585,1.384,1.847,0,5.816,9.529,5.74,12.596,0,27.865,52.115,7.526,4.989,0,64.63,486.711,40.307,1.682,0,528.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558.748,55.8,21.732,0,636.28,0,0,0,0,0,0,558.748,55.8,21.732,0,636.28
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,INDIANA,1.957,0.307,0,0,2.264,51.43,1.551,0,0,52.981,3.296,0.548,4.908,0,8.752,8.299,12.905,34.12,0,55.324,74.199,31.449,5.081,0,110.729,629.713,115.291,1.155,0,746.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768.894,162.051,45.264,0,976.209,0,0,0,0,0,0,768.894,162.051,45.264,0,976.209
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,IOWA,0.091,0,0.004,0,0.095,95.533,4.634,2.741,0,102.908,80.028,5.9,3.789,0,89.717,73.169,1.086,0,0,74.255,17.626,0,0,0,17.626,316.935,0,0,0,316.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583.382,11.62,6.534,0,601.536,0,0,0,0,0,0,583.382,11.62,6.534,0,601.536
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KANSAS,0,0,0,0,0,2.678,0,0,0,2.678,8.142,0,0,0,8.142,1.676,0.251,0,0,1.927,27.194,0.052,0,0,27.246,787.873,4.232,0,0,792.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827.563,4.535,0,0,832.098,0,0,0,0,0,0,827.563,4.535,0,0,832.098
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KENTUCKY,0,0,0,0,0,3.8,0,0,0,3.8,0.002,0,0,0,0.002,1.886,0.057,0,0,1.943,12.284,3.853,0,0,16.137,245.701,10.538,0,0,256.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.673,14.448,0,0,278.121,0,0,0,0,0,0,263.673,14.448,0,0,278.121
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,LOUISIANA,0,0,0,0,0,0.597,0,0,0,0.597,12.179,1.269,1.099,0,14.547,36.436,5.148,4.069,0,45.653,50.657,11.921,6.161,0,68.739,752.92,69.876,0.075,0,822.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852.789,88.214,11.404,0,952.407,0,0,0,0,0,0,852.789,88.214,11.404,0,952.407
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MICHIGAN,6.304,0.031,0,0,6.335,105.916,13.206,3.65,0,122.772,90.782,24.723,8.756,0,124.261,137.637,24.788,35.313,0,197.738,163.45,76.574,24.275,0,264.299,482.515,113.063,0.094,0,595.672,0.003,0,0,0,0.003,0.433,0,0,0,0.433,0,0,0,0,0,0,0,0,0,0,987.04,252.385,72.088,0,1311.513,0,0,0,0,0,0,987.04,252.385,72.088,0,1311.513
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,0,0,0,0,1.545,0.805,1.233,0,3.583,7.941,3.991,6.373,0,18.305,8.088,3.508,2.469,0,14.065,303.603,33.404,0,0,337.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.177,41.708,10.075,0,372.96,0,0,0,0,0,0,321.177,41.708,10.075,0,372.96
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSOURI,1.798,0,0,0,1.798,50.661,0.856,0.135,0,51.652,4.276,0.325,0.451,0,5.052,6.185,0.775,0.998,0,7.958,4.252,0,0.514,0,4.766,200.986,0,0,0,200.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.158,1.956,2.098,0,272.212,0,0,0,0,0,0,268.158,1.956,2.098,0,272.212
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,NEBRASKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236,0,0,0,0.236,0.538,0,0,0,0.538,7.864,0,0,0,7.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.638,0,0,0,8.638,0,0,0,0,0,0,8.638,0,0,0,8.638
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OHIO,0.074,0,0,0,0.074,16.864,0.335,0.316,0,17.515,0.454,0.336,2.368,0,3.158,19.254,13.315,15.312,0,47.881,13.463,5.251,2.72,0,21.434,213.662,12.431,0.155,0,226.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.771,31.668,20.871,0,316.31,0,0,0,0,0,0,263.771,31.668,20.871,0,316.31
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OKLAHOMA,0,0,0,0,0,0.266,0,0,0,0.266,0.779,0,0,0,0.779,12.918,0,0,0,12.918,30.955,0,0,0,30.955,301.248,0,0,0,301.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.166,0,0,0,346.166,0,0,0,0,0,0,346.166,0,0,0,346.166
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TENNESSEE,0,0,0,0,0,0.196,0,0,0,0.196,0.925,0.237,2.301,0,3.463,2.534,0.157,0,0,2.691,7.638,1.008,0,0,8.646,286.879,26.994,0,0,313.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.172,28.396,2.301,0,328.869,0,0,0,0,0,0,298.172,28.396,2.301,0,328.869
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,0.456,0,0,0,0.456,3.585,0,0,0,3.585,1.415,0,0,0,1.415,16.383,0,0,0,16.383,115.223,0,0,0,115.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.062,0,0,0,137.062,0,0,0,0,0,0,137.062,0,0,0,137.062
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,WISCONSIN,0.002,0,0,0,0.002,150.507,23.024,7.084,0,180.615,320.466,61.482,22.932,0,404.88,181.289,57.831,93.44,0,332.56,356.523,67.385,56.698,0,480.606,352.313,62.803,0.837,0,415.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361.1,272.525,180.991,0,1814.616,0,0,0,0,0,0,1361.1,272.525,180.991,0,1814.616
03/01/22,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,0,0,0,0,0,0.158,0,0,0,0.158,2.297,0.475,0,0,2.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.455,0.475,0,0,2.93,0,0,0,0,0,0,2.455,0.475,0,0,2.93
03/01/22,2017,20187281,35157,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,NEW MEXICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,,,,,,,3,0,0,0,3
03/01/22,2017,20187281,35157,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,15.2,0,0,0,0,0,0,15.2,0,0,0,15.2
03/01/22,2017,20187281,35157,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,WYOMING,0,0,0,0,0,0,0,0,0,0,36.79,0.97,0,0,37.76,35.79,0,0,0,35.79,32.74,1.5,0,0,34.24,131.46,0,0,0,131.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.78,2.47,0,0,239.25,0,0,0,0,0,0,236.78,2.47,0,0,239.25
03/01/22,2017,20187281,35157,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,COLORADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,12,0,0,12
03/01/22,2017,20187281,35157,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,UTAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0.13,3.5,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63,0,0,0,3.63,0,0,0,0,0,0,3.63,0,0,0,3.63
03/01/22,2017,20187281,35157,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,WYOMING,0,0,0,0,0,0,0,0,0,0,52.22,0,0,0,52.22,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,72.22,0,0,0,72.22,0,0,0,0,0,0,72.22,0,0,0,72.22
03/01/22,2017,20186682,33871,515,DAKOTA GASIFICATION COMPANY,Synthetic Gas,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0,0,3.28,0,0,0,3.28,0,0,0,0,0,1.11,0,0,0,1.11,35.38,0,0,0,35.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.77,0,0,0,39.77,0,0,0,0,0,0,39.77,0,0,0,39.77
03/01/22,2017,20186677,33860,570,FERNDALE PIPELINE SYSTEM,Natural Gas,INTRASTATE,WASHINGTON,0,0,0,0,0,0,0,0,0,0,25.2,8.9,2.1,0,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2,8.9,2.1,0,36.2,0,0,0,0,0,0,25.2,8.9,2.1,0,36.2
03/01/22,2017,20186495,33662,585,ARGYLE MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,MINNESOTA,2.1,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,2.1,0,0,0,0,0,0,2.1,0,0,0,2.1
03/01/22,2017,20186994,34204,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,ARKANSAS,336.581,136.768,53.869,0,527.218,224.534,61.337,29.804,0.099,315.774,216.608,36.752,38.682,0,292.042,415.898,95.073,65.323,0.355,576.649,181.927,68.939,19.378,0,270.244,837.337,89.82,1.504,0,928.661,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.002,12.463,4.48,0,0,16.943,2225.348,493.171,208.56,0.454,2927.533,0,0,0,0,0,0,2225.348,493.171,208.56,0.454,2927.533
03/01/22,2017,20186994,34204,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,KANSAS,8.387,1.937,4.402,0,14.726,9.777,0,0,0,9.777,4.083,0,0,0,4.083,1.609,0,0,0,1.609,2.835,0,0,0,2.835,0.018,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.709,1.937,4.402,0,33.048,0,0,0,0,0,0,26.709,1.937,4.402,0,33.048
03/01/22,2017,20186994,34204,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,LOUISIANA,158.218,37.33,29.665,0,225.213,106.927,22.262,13.025,0,142.214,42.658,17.675,4.221,0,64.554,91.272,24.762,16.427,0,132.461,47.784,16.224,3.164,0,67.172,172.428,9.743,0,0,182.171,137.011,0,0,0,137.011,0,0,0,0,0,0.013,0,0,0,0.013,0,0,0,0,0,756.311,127.996,66.502,0,950.809,0,0,0,0,0,0,756.311,127.996,66.502,0,950.809
03/01/22,2017,20186994,34204,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,MISSISSIPPI,0,0.078,0,0,0.078,0,0.034,0,0,0.034,0.708,0.599,1.864,0,3.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708,0.711,1.864,0,3.283,0,0,0,0,0,0,0.708,0.711,1.864,0,3.283
