DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTHON4LESS,PARTHON6,PARTHON8,PARTHON10,PARTHON12,PARTHON14,PARTHON16,PARTHON18,PARTHON20,PARTHON22,PARTHON24,PARTHON26,PARTHON28,PARTHON30,PARTHON32,PARTHON34,PARTHON36,PARTHON38,PARTHON40,PARTHON42,PARTHON44,PARTHON46,PARTHON48,PARTHON50,PARTHON52,PARTHON54,PARTHON56,PARTHON58OVER,PARTHON_OTHER_PIPE_DETAIL,PARTHON_OTHER_PIPE_MILE_TOTAL,PARTHONTOTAL,PARTHOFF4LESS,PARTHOFF6,PARTHOFF8,PARTHOFF10,PARTHOFF12,PARTHOFF14,PARTHOFF16,PARTHOFF18,PARTHOFF20,PARTHOFF22,PARTHOFF24,PARTHOFF26,PARTHOFF28,PARTHOFF30,PARTHOFF32,PARTHOFF34,PARTHOFF36,PARTHOFF38,PARTHOFF40,PARTHOFF42,PARTHOFF44,PARTHOFF46,PARTHOFF48,PARTHOFF50,PARTHOFF52,PARTHOFF54,PARTHOFF56,PARTHOFF58OVER,PARTHOFF_OTHER_PIPE_DETAIL,PARTHOFF_OTHER_PIPE_MILE_TOTAL,PARTHOFFTOTAL
03/01/22,2018,20191009,36373,180,SPIRE ALABAMA INC.,Natural Gas,INTRASTATE,ALABAMA,3.855,19.094,29.659,19.233,78.098,11.89,56.162,0,7.775,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,225.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190687,36036,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,ALABAMA,14.827,38.055,47.765,52.659,72.74,0,11.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,237.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190687,36036,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,MISSISSIPPI,0,6.65,0,27.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190687,36036,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,TENNESSEE,0,5.96,0,16.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190414,35750,207,ALASKA PIPELINE CO,Natural Gas,INTRASTATE,ALASKA,16.9,26.738,59.97,2.418,134.199,0,46.263,0,102.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,388.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190692,36535,270,"ALEXANDRIA MUNICIPLE GAS SYSTEM, CITY OF",Natural Gas,INTRASTATE,LOUISIANA,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,CONNECTICUT,24.65,30.38,14.25,42.25,12.6,0.01,32.43,0.01,9.45,0,52.25,43.97,0,102.33,0,0,15.67,0,0,6.74,0,0,0,0,0,0,0,0,,,386.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,MASSACHUSETTS,14.41,15.52,61.74,28.92,41.52,5.45,55.9,7.2,76.88,1.82,76.11,7.07,0.02,20.27,0,0.01,2,0,0,0,0,0,0,0,0,0,0,0,,,414.84,0,0,0,0,0,0,0,0,0.03,0,12.46,0,0,29.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,41.87
03/01/22,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW JERSEY,0,0,0,0.01,0.06,0,0,0,0,0,0.01,67.42,0,68.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,135.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW YORK,0.39,0,0,0,0,0,0,0,0,0,2.14,18.16,0,42.15,0,0,0.01,0,0,24.57,0,0,0.01,0,0,0,0,0,,,87.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,OCS-Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.57
03/01/22,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,RHODE ISLAND,0.07,9.43,6.56,2.92,5.36,0,9.06,0.72,6.59,0,11.4,0,0,7.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,60.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190375,36618,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,KANSAS,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190375,36618,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,TEXAS,14.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,14.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ARKANSAS,0,0,0,0,0,0,0,0,0,0,3.885,0,0,40.65,0,0,19.848,0,0,0,0,0,0,0,0,0,0,0,,,64.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ILLINOIS,8.902,0,0,5.613,18.933,0,0.871,0,4.121,120.23,321.523,0,0,126.41,0,0,0,0,0,29.678,0,0,0,0,0,0,0,0,,,636.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,INDIANA,29.604,28.221,0,0,18.963,0,0.417,0,5,108.397,62.012,0.01,0,581.531,0,0,114.081,0,0,27.973,0,0,0,0,0,0,0,0,,,976.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,IOWA,102.3,107.625,22.767,12.967,22.007,0,5.478,0,0,0,309.064,0,0,19.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,601.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KANSAS,2.678,0,0,0,0,0,1.863,0,71.035,0,704.006,0,0,52.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,832.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KENTUCKY,3.8,0,0,0,0,0,0,0,0,0,0.919,0.053,0,229.495,0,0,43.856,0,0,0,0,0,0,0,0,0,0,0,,,278.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,LOUISIANA,0.597,11.742,29.737,0.617,55.657,0,53.151,0,83.315,0,59.266,56.331,0,535.631,0,0,66.361,0,0,0,0,0,0,0,0,0,0,0,,,952.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MICHIGAN,121.573,130.528,58.326,50.359,73.627,0,30.49,0.13,64.588,188.238,172.552,0.322,0,274.553,0,0,55.76,0,0,91.023,0,0,0,0,0,0,0,0,,,1312.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,0,0,0,0,4.038,0,0,293.331,0,0,75.59,0,0,0,0,0,0,0,0,0,0,0,,,372.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSOURI,56.965,5.14,0,0.377,0,0,0,0,0,0,189.734,0,0,19.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,272.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,NEBRASKA,0,0,0,0,0,0,0,0,0,0,8.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OHIO,7.145,10.121,0,0,44.51,0,0,0,36.372,24.921,24.927,0,0,148.886,0,0,19.43,0,0,0,0,0,0,0,0,0,0,0,,,316.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OKLAHOMA,0,0.482,9.138,27.462,0.179,0,148.781,0,101.841,0,58.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,346.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TENNESSEE,0,0,0,0,0.196,0,0,0,0,0,0,0,0,254.726,0,0,73.946,0,0,0,0,0,0,0,0,0,0,0,,,328.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TEXAS,0.432,0.004,0,20.25,0,0,25.614,0,89.046,0,1.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,137.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,WISCONSIN,183.014,294.17,193.976,172.426,223.55,36.172,212.788,1.44,48.837,39.102,132.178,0,0,277.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1814.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTRASTATE,MICHIGAN,0.721,0.158,0,0,2.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190987,36977,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,NEW MEXICO,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190987,36977,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,0,9.4,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190987,36977,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,WYOMING,24.25,86.28,17.28,0,43.04,0,71.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,242.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190987,36977,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,COLORADO,0,0,0,0.25,0,0,0,0,1.96,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190987,36977,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,UTAH,0,0,0,0,0,0,0,0,3.4,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190987,36977,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,WYOMING,0.02,0,12.2,28.1,29.1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,70.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190237,35552,515,DAKOTA GASIFICATION COMPANY,Synthetic Gas,INTRASTATE,NORTH DAKOTA,0,0,0.05,3.28,0.29,0,0,0,1.15,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,39.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190443,35780,570,FERNDALE PIPELINE SYSTEM,Natural Gas,INTRASTATE,WASHINGTON,0,0,4.5,0,0,0,31.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190592,36593,585,ARGYLE MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,MINNESOTA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190641,35987,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,ARKANSAS,407.3,260.11,250.64,225.64,411.11,56.97,160.69,202.86,427.78,0,300.67,0,0,69.67,0,0,75.56,0,0,78.53,0,0,0,0,0,0,0,0,,,2927.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190641,35987,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,KANSAS,0.53,10.09,15.51,1.34,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7-inch diameter: 3.62 miles, 9-inch diameter: 1.95 miles.",5.57,33.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190641,35987,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,LOUISIANA,134.01,142.65,93.19,53.78,45.68,0.87,83.69,21.77,158.5,0,21.05,0,0,37.27,0,0,0.01,0,0,157.91,0,0,0,0,0,0,0,0,,,950.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190641,35987,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,MISSISSIPPI,0,0,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190641,35987,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,MISSOURI,0,0,0,0,0,0,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190641,35987,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,OKLAHOMA,263.31,147.23,110.66,71.12,169.88,7.55,166.61,0,50.81,0,218.46,0,0,211.24,0,0,0,0,0,66.11,0,0,0,0,0,0,0,0,7-inch diameter: 2.99 miles.,2.99,1485.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190641,35987,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,TENNESSEE,0,0,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190641,35987,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,TEXAS,70.4,44.6,112.39,68.51,36.28,21.27,73.04,0,33.01,0,12.95,0,0,0,0,0,0,0,0,15.06,0,0,0,0,0,0,0,0,,,487.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190314,35647,603,CENTERPOINT ENERGY RESOURCES CORP.,Natural Gas,INTRASTATE,ARKANSAS,5.03,42.85,8.59,3.06,13.38,0,3.21,0.15,11.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,87.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190314,35647,603,CENTERPOINT ENERGY RESOURCES CORP.,Natural Gas,INTRASTATE,OKLAHOMA,0,0,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190941,36299,621,ARKANSAS OKLAHOMA GAS CORP,Natural Gas,INTRASTATE,ARKANSAS,10.05,27.28,0.1,0,24.49,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,61.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190941,36299,621,ARKANSAS OKLAHOMA GAS CORP,Natural Gas,INTRASTATE,OKLAHOMA,13.85,32.42,10.73,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,64.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190854,36207,660,"ARLINGTON ENERGY GROUP, LLC",Natural Gas,INTRASTATE,MISSISSIPPI,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/01/22,2018,20190626,35972,792,ATLANTA GAS LIGHT CO,Landfill Gas,INTRASTATE,GEORGIA,0,0.2,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
