DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTLHIGHPOPON,PARTLOTHPOPON,PARTLDWON,PARTLECRESON,PARTLCNAVWON,PARTLSEGMILESTOTALON,PARTLECRESOFF,PARTLCNAVWOFF,PARTLSEGMILESTOTALOFF
3/1/2022,2017,20183395,17994,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,NORTH DAKOTA,0,0.01,1.48,3.4,0,3.4,,,
3/1/2022,2017,20183395,17994,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,OKLAHOMA,4.29,83,34.8,70.36,0,120.78,,,
3/1/2022,2017,20183395,17994,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,TEXAS,29.87,129.47,101.13,138.67,2.01,263.42,,,
3/1/2022,2017,20183396,15929,300,"PLAINS PIPELINE, L.P.",HVL,INTERSTATE,MICHIGAN,27.99,6.28,0,40.66,4.31,48.33,,,
3/1/2022,2017,20183396,15929,300,"PLAINS PIPELINE, L.P.",HVL,INTRASTATE,CALIFORNIA,0,0,0,23.48,0,23.48,,,
3/1/2022,2017,20183396,15929,300,"PLAINS PIPELINE, L.P.",HVL,INTRASTATE,TEXAS,0,1.09,0,0,0,1.09,,,
3/1/2022,2017,20183397,15930,300,"PLAINS PIPELINE, L.P.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0,0,0,0,0,0,,,
3/1/2022,2017,20183032,15515,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,104.8,128.4,26.2,52.8,50.7,187.3,,,
3/1/2022,2017,20183032,15515,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,114.9,47.2,31.5,41.1,6.1,155.6,,,
3/1/2022,2017,20183032,15515,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,10.2,69.9,10.1,34.9,13.2,63.7,,,
3/1/2022,2017,20183032,15515,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MICHIGAN,44.8,43,12.3,36,8,79.4,,,
3/1/2022,2017,20183032,15515,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MINNESOTA,26.1,56.1,8.5,42,10.8,79.8,,,
3/1/2022,2017,20183032,15515,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,4.4,55.3,32.9,65.6,14.4,96.5,,,
3/1/2022,2017,20183332,15859,402,"MARKWEST EAST TEXAS PNG UTILITY, LLC",HVL,INTRASTATE,TEXAS,0,0.19,1.36,0,0,1.55,,,
3/1/2022,2017,20183457,15992,473,ANADARKO PETROLEUM CORP,Crude Oil,INTRASTATE,COLORADO,4.15,54.35,19.1,19.96,0,0,,,
3/1/2022,2017,20183457,15992,473,ANADARKO PETROLEUM CORP,Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,,,
3/1/2022,2017,20183457,15992,473,ANADARKO PETROLEUM CORP,Crude Oil,INTRASTATE,WYOMING,0,1,0,11,0,12,,,
3/1/2022,2017,20183456,15991,473,ANADARKO PETROLEUM CORP,HVL,INTRASTATE,COLORADO,,,5.2,,,,,,
3/1/2022,2017,20183456,15991,473,ANADARKO PETROLEUM CORP,HVL,INTRASTATE,UTAH,,,,,,,,,
3/1/2022,2017,20183456,15991,473,ANADARKO PETROLEUM CORP,HVL,INTRASTATE,WYOMING,,,,,,,,,
3/1/2022,2017,20183128,15632,515,DAKOTA GASIFICATION COMPANY,CO2,INTERSTATE,NORTH DAKOTA,0,30,0.26,2.64,0,32.9,,,
3/1/2022,2017,20183328,16311,879,CHEMOIL TERMINALS CORP.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,25.728,,,,,,,,
3/1/2022,2017,20183369,16270,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",Crude Oil,INTERSTATE,OCS-Gulf of Mexico,,,,,,,0,0,0
3/1/2022,2017,20183371,15898,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",HVL,INTRASTATE,TEXAS,16.08,6.36,0,0,1.1,20.73,,,
3/1/2022,2017,20183370,15897,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,15.29,1.67,4.39,0.26,2.18,15.32,,,
3/1/2022,2017,20183008,15482,999,"PACIFIC COAST ENERGY COMPANY, LP",Crude Oil,INTRASTATE,CALIFORNIA,1.7,0,0,0,0,1.7,,,
3/1/2022,2017,20183477,16014,1047,HESS CORPORATION,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,0,0,0,0,0,0,,,
3/1/2022,2017,20183450,15985,1248,BELLE FOURCHE PIPELINE CO,Crude Oil,INTERSTATE,MONTANA,0,4,0,0,0,4,,,
3/1/2022,2017,20183450,15985,1248,BELLE FOURCHE PIPELINE CO,Crude Oil,INTERSTATE,NORTH DAKOTA,0,1,0,56,0,57,,,
3/1/2022,2017,20183450,15985,1248,BELLE FOURCHE PIPELINE CO,Crude Oil,INTERSTATE,WYOMING,0,6,0,0,0,6,,,
3/1/2022,2017,20183451,15986,1248,BELLE FOURCHE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WYOMING,0,0,0,0,0,0,,,
3/1/2022,2017,20183125,15625,1541,"BP PIPELINES (ALASKA), INC",Crude Oil,INTRASTATE,ALASKA,0,34.4,34.4,25.7,0,34.4,,,
3/1/2022,2017,20183604,16145,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTERSTATE,INDIANA,1.396,0,0,0,0,1.396,,,
3/1/2022,2017,20183604,16145,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTERSTATE,OHIO,1.168,0,0,0,0,1.168,,,
3/1/2022,2017,20183604,16145,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTRASTATE,INDIANA,1.641,0,0,0,0,1.641,,,
3/1/2022,2017,20183604,16145,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTRASTATE,TEXAS,3.542,2.594,0,2.83,0,3.921,,,
3/1/2022,2017,20183608,16149,1845,"BUCKEYE PARTNERS, LP",HVL,INTERSTATE,ILLINOIS,13.079,13.079,0,0.214,0,13.079,,,
3/1/2022,2017,20183608,16149,1845,"BUCKEYE PARTNERS, LP",HVL,INTERSTATE,INDIANA,1.011,0.606,0.202,0.606,0,1.617,,,
3/1/2022,2017,20183608,16149,1845,"BUCKEYE PARTNERS, LP",HVL,INTERSTATE,OHIO,0.928,0,0,0,0,0.928,,,
3/1/2022,2017,20183608,16149,1845,"BUCKEYE PARTNERS, LP",HVL,INTRASTATE,TEXAS,16.496,13.023,4.76,6.464,10.579,16.761,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,CONNECTICUT,87.561,21.122,24.326,54.62,25.6,90.636,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,FLORIDA,37.557,0.468,37.557,1.421,0.759,37.557,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,220.097,187.044,236.943,93.027,16.979,448.064,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,271.21,198.494,91.022,148.638,10.189,486.566,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,14.623,51.117,21.804,26.568,20.581,83.091,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MAINE,25.736,28.336,6.629,2.652,0.947,47.539,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MASSACHUSETTS,20.961,0.102,6.235,8.9,2.279,20.96,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MICHIGAN,274.752,63.701,23.084,140.096,23.995,316.707,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,40.032,54.953,60.194,25.276,8.081,107.526,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEVADA,3.035,0.082,1.515,0,0,3.035,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,115.275,10.572,94.217,8.569,11.216,130.687,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,243.626,131.75,185.348,25.486,102.209,386.268,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,OHIO,354.354,454.288,617.601,98.913,11.703,883.004,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,PENNSYLVANIA,532.219,156.149,544.364,403.872,32.271,920.14,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,TENNESSEE,10.331,3.004,0,0,1.8,10.804,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,ALABAMA,1.98,0,0,0,0,1.98,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,4.265,0,0,4.265,0,4.265,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,IOWA,0.073,0,0.073,0.073,0,0.073,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,0.234,0,0,0,0,0.234,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,7.606,5.215,0,6.343,0,7.606,,,
3/1/2022,2017,20183452,15987,1960,BUTTE PIPELINE CO,Crude Oil,INTERSTATE,MONTANA,0,1,0,18,0,19,,,
3/1/2022,2017,20183452,15987,1960,BUTTE PIPELINE CO,Crude Oil,INTERSTATE,WYOMING,0,8,0,0,0,8,,,
3/1/2022,2017,20183048,15532,2162,DOW PIPELINE CO - CAYUSE,HVL,INTERSTATE,LOUISIANA,17.24,19.51,0,0,5.14,38.88,,,
3/1/2022,2017,20183048,15532,2162,DOW PIPELINE CO - CAYUSE,HVL,INTERSTATE,TEXAS,10.06,15.04,0,3.07,1,24.4,,,
3/1/2022,2017,20183569,16109,2170,CENEX PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MONTANA,20.26,147.57,142.62,142.62,0,148.58,,,
3/1/2022,2017,20183569,16109,2170,CENEX PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NORTH DAKOTA,8.62,160.63,112.15,34.61,0,162.12,,,
3/1/2022,2017,20183074,15559,2190,CENTRAL FLORIDA PIPELINE CORP,Refined and/or Petroleum Product (non-HVL),INTRASTATE,FLORIDA,131.27,86.23,66.62,77.29,26.05,187.68,,,
3/1/2022,2017,20183623,16166,2371,"WESTERN REFINING SOUTHWEST, INC",Crude Oil,INTERSTATE,TEXAS,0,0,0,0,0,0,,,
3/1/2022,2017,20183275,15795,2387,CITGO PIPELINE CO,Crude Oil,INTERSTATE,LOUISIANA,5.883,3.98,6.359,3.146,1.252,12.031,,,
3/1/2022,2017,20183275,15795,2387,CITGO PIPELINE CO,Crude Oil,INTERSTATE,TEXAS,24.047,32.414,18.507,13.467,0.48,47.169,,,
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ALABAMA,58.29,250.59,111.6,317.24,129.3,376.71,,,
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,DELAWARE,2.3,0,0.29,0.29,1.38,2.89,,,
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,GEORGIA,667.83,522.06,485.28,668.31,66.01,850.05,,,
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,LOUISIANA,160.45,287.32,233.4,201.76,281.83,363.76,,,
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MARYLAND,219.95,140.75,137.44,155.79,90.59,239.87,,,
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSISSIPPI,77.42,285.18,119.25,354.88,31.72,399.32,,,
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,150.47,56.64,96.81,64.81,85.99,154.74,,,
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,5.78,0,1.65,0,3.52,5.78,,,
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NORTH CAROLINA,371.84,379.05,452.34,335.57,62.92,558.2,,,
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,PENNSYLVANIA,35.05,14.45,26.16,25.38,27.69,35.2,,,
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,SOUTH CAROLINA,67.32,121.74,133.94,175.61,6.98,246.39,,,
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TENNESSEE,170.32,187.45,244.88,285.38,138.51,354.02,,,
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,150.47,167.24,210.66,27.39,132.9,222.2,,,
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,VIRGINIA,334.37,369.01,535.78,472.73,216.3,672.72,,,
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON DC,0,0,0,0,0,0,,,
3/1/2022,2017,20183037,15520,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTERSTATE,PENNSYLVANIA,,52.267,52.267,52.267,52.267,52.267,,,
3/1/2022,2017,20183037,15520,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTERSTATE,WEST VIRGINIA,0,18.705,18.705,18.705,18.705,18.705,,,
3/1/2022,2017,20183037,15520,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTRASTATE,WEST VIRGINIA,0,7.614,7.614,7.614,7.614,7.614,,,
3/1/2022,2017,20183036,15519,2714,"DOMINION ENERGY TRANSMISSION, INC.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,WEST VIRGINIA,0,29.119,29.119,29.119,29.119,29.119,,,
3/1/2022,2017,20183019,15499,2730,CHEVRON PRODUCTS COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,OREGON,,,,,,,,,
3/1/2022,2017,20183337,15864,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,COLORADO,0,0,0,0,0,0,,,
3/1/2022,2017,20183337,15864,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,UTAH,0,0,0,0.5,0,0.5,,,
3/1/2022,2017,20183337,15864,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,WYOMING,0,0,0,0,0,0,,,
3/1/2022,2017,20183172,17088,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,COLORADO,0,0,0,0,0,0,0,0,0
3/1/2022,2017,20183172,17088,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,LOUISIANA,0,8.1,0,5.3,24.9,38.3,0,0,0
3/1/2022,2017,20183172,17088,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,MISSISSIPPI,0,0,0,40.9,0,40.9,0,0,0
3/1/2022,2017,20183172,17088,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,0,11.2,0,11.2
3/1/2022,2017,20183172,17088,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,UTAH,17.8,83.4,144,56.8,0,165.5,0,0,0
3/1/2022,2017,20183172,17088,2731,CHEVRON PIPE LINE CO,Crude Oil,INTRASTATE,CALIFORNIA,30,2.1,9.6,3.4,0,45.1,0,0,0
3/1/2022,2017,20183225,15744,2731,CHEVRON PIPE LINE CO,HVL,INTRASTATE,LOUISIANA,0,2.3,0,0,0.4,2.3,,,
3/1/2022,2017,20183225,15744,2731,CHEVRON PIPE LINE CO,HVL,INTRASTATE,TEXAS,266,121.1,72.2,23.2,24.8,415.6,,,
3/1/2022,2017,20183182,15693,2731,CHEVRON PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,218.8,7,107.2,103.7,4.2,286.2,,,
3/1/2022,2017,20183182,15693,2731,CHEVRON PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,UTAH,0,0,2.7,0,0,2.7,,,
3/1/2022,2017,20183614,16323,2767,"HARVEST ALASKA, LLC",Crude Oil,INTERSTATE,ALASKA,,33.4,30.89,30.63,2.59,43.94,5.96,10.56,10.71
3/1/2022,2017,20183614,16323,2767,"HARVEST ALASKA, LLC",Crude Oil,INTRASTATE,ALASKA,0,11.31,0.42,16.15,7.21,27.49,,,
3/1/2022,2017,20183279,15800,3345,DEVON ENERGY PRODUCTION CO. LP,CO2,INTRASTATE,WYOMING,,,,2.2,,2.2,,,
3/1/2022,2017,20183322,15848,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,ALABAMA,22.6,67.655,0,116.018,3.012,144.391,,,
3/1/2022,2017,20183322,15848,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,GEORGIA,17.623,73.83,0,76.019,0.596,131.234,,,
3/1/2022,2017,20183322,15848,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,LOUISIANA,32.439,45.112,0,37.104,23.125,98.345,,,
3/1/2022,2017,20183322,15848,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,MISSISSIPPI,19.656,18.412,0,66.724,0,67.609,,,
3/1/2022,2017,20183322,15848,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,NORTH CAROLINA,1.924,52.217,0,47.263,0,73.898,,,
3/1/2022,2017,20183322,15848,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,SOUTH CAROLINA,52.756,22.825,0,58.344,0,102.151,,,
3/1/2022,2017,20183322,15848,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,TEXAS,16.867,29.895,0,11.033,2.643,38.536,,,
3/1/2022,2017,20183049,16275,3527,DOW PIPELINE CO,HVL,INTRASTATE,TEXAS,77.03,117.94,0,70.9,18.55,232.44,,,
3/1/2022,2017,20183050,16276,3535,DOW PIPELINE CO,HVL,INTRASTATE,LOUISIANA,25.96,25.96,0,8.27,1.25,39.47,,,
3/1/2022,2017,20183304,15826,4280,EL PASO NATURAL GAS CO,Crude Oil,INTRASTATE,CALIFORNIA,0,0,0,0,0,0,,,
3/1/2022,2017,20183406,16374,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTERSTATE,ILLINOIS,0,0.627,0,0,0,0.627,,,
3/1/2022,2017,20183406,16374,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTERSTATE,TENNESSEE,0.146,0.227,0,0.133,0,0.24,,,
3/1/2022,2017,20183406,16374,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTERSTATE,TEXAS,0,0,0,0,0,0,,,
3/1/2022,2017,20183406,16374,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTRASTATE,TEXAS,0.987,3.052,2.476,1.275,1.291,4.438,,,
3/1/2022,2017,20183391,15923,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,HVL,INTERSTATE,TEXAS,0,0,0,0,0,0,,,
3/1/2022,2017,20183391,15923,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,HVL,INTRASTATE,TEXAS,2.455,19.398,4.582,0,1.136,24.609,,,
3/1/2022,2017,20183401,16325,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,10.684,0.289,2.772,0.707,1.776,10.684,,,
3/1/2022,2017,20183401,16325,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,3.163,0,0.89,0,0,3.163,,,
3/1/2022,2017,20183401,16325,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TENNESSEE,0.451,0.261,0,0.261,0.261,0.451,,,
3/1/2022,2017,20183087,15572,4461,"EOG RESOURCES, INC",Crude Oil,INTRASTATE,TEXAS,0,0,9.5,0,0,9.5,,,
3/1/2022,2017,20183077,15562,4472,CYPRESS INTERSTATE PIPELINE LLC,HVL,INTERSTATE,LOUISIANA,2.97,8.91,5.42,0.12,18.03,21,,,
3/1/2022,2017,20183077,15562,4472,CYPRESS INTERSTATE PIPELINE LLC,HVL,INTERSTATE,TEXAS,10.8,24.84,29.15,2.85,13.54,40.12,,,
3/1/2022,2017,20183200,15717,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,5.2,115.88,91.74,42.34,37.9,158.59,,,
3/1/2022,2017,20183200,15717,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,27.28,3.74,24.91,0,22.6,41.06,,,
3/1/2022,2017,20183200,15717,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,11.21,94.01,30.38,192.89,73.18,223.84,,,
