DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTF1A,PARTF1B,PARTF1C,PARTF1D,PARTF1DOTH,PARTF1E,PARTF2A1,PARTF2A2,PARTF2A,PARTF2B,PARTF2BHCAOUTSIDE,PARTF2B1,PARTF2B2,PARTF2C1,PARTF2C2,PARTF2C3,PARTF2C4,PARTF2CTOT,PARTF3A,PARTF3B,PARTF3BHCAOUTSIDE,PARTF3C,PARTF3D,PARTF4A,PARTF4A1TOT,PARTF4A11,PARTF4A12,PARTF4B,PARTF4BHCAOUTSIDE,PARTF4B1,PARTF4B2,PARTF4C1,PARTF4C2,PARTF4C3,PARTF4C4,PARTF4CTOT,PARTF5A,PARTF5AOTH,PARTF5A11,PARTF5A12,PARTF5A1TOT,PARTF5B,PARTF5BHCAOUTSIDE,PARTF5B1,PARTF5B2,PARTF5C1,PARTF5C2,PARTF5C3,PARTF5C4,PARTF5CTOT,PARTF6A,PARTF6B,PARTF6BHCAOUTSIDE,PARTF6C,PARTF6D,PARTF6E,PARTF6F,PARTF6G,PARTGMBA,PARTGMRC,PARTGTOTMILES,PARTG1A,PARTG1B,PARTG1TOTMILES
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,,1360,1422.9,378.3,0,,3161.2,,,504,471,,,,16,13,74,,103,255.4,1,,1,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,3416.6,472,,104,51,0,,,48.7,1140.2,1188.9,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,ALABAMA,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,IOWA,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0.18,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0.18,0,,0,0,0,,,0.18,0,0.18,,,
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,2.7,0,0,,2.7,,,0,0,,,,0,0,0,,0,1.7,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,4.4,0,,0,0,0,,,0,1.7,1.7,,,
3/1/2022,2017,20183452,15987,1960,BUTTE PIPELINE CO,Crude Oil,INTERSTATE,,23.5,23.5,23.5,0,,70.5,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,70.5,0,,0,0,0,,,0,0,0,,,
3/1/2022,2017,20183048,15532,2162,DOW PIPELINE CO - CAYUSE,HVL,INTERSTATE,,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2017,20183569,16109,2170,CENEX PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,,,346.1,,,,346.1,,,0,0,,,,1,0,7,,8,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,346.1,0,,8,,,,,0,0,0,,,
3/1/2022,2017,20183074,15559,2190,CENTRAL FLORIDA PIPELINE CORP,Refined and/or Petroleum Product (non-HVL),INTRASTATE,FLORIDA,2.33,2.33,0,0,,4.66,,,3,1,,,,0,0,0,,0,4.6,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,9.26,1,,0,0,0,,,0,2.33,2.33,,,
3/1/2022,2017,20183623,16166,2371,"WESTERN REFINING SOUTHWEST, INC",Crude Oil,INTERSTATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2017,20183275,15795,2387,CITGO PIPELINE CO,Crude Oil,INTERSTATE,,64.055,64.055,,,,128.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.11,,,,,,,,,49.781,49.781,,,
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,,1384.1,1384.1,1190.06,0,,3958.26,,,1277,1028,,,,4,26,319,,349,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,3958.26,1028,,349,0,0,,,0,0,0,,,
3/1/2022,2017,20183037,15520,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTERSTATE,,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2017,20183037,15520,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTRASTATE,WEST VIRGINIA,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,1.871,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,1.871,0,,0,0,0,,,0,1.871,1.871,,,
3/1/2022,2017,20183036,15519,2714,"DOMINION ENERGY TRANSMISSION, INC.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,WEST VIRGINIA,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2017,20183337,15864,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0.5,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0.5,0,,0,0,0,,,0,0.5,0.5,,,
3/1/2022,2017,20183172,17088,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,,149.3,149.3,0,0,,298.6,,,3,3,,,,0,0,0,,0,4.1,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,302.7,3,,0,0,0,,,0,78.8,78.8,,,
3/1/2022,2017,20183172,17088,2731,CHEVRON PIPE LINE CO,Crude Oil,INTRASTATE,CALIFORNIA,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2017,20183225,15744,2731,CHEVRON PIPE LINE CO,HVL,INTRASTATE,LOUISIANA,17.6,17.6,0,0,,35.2,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,35.2,0,,0,0,0,,,0,2.4,2.4,,,
3/1/2022,2017,20183225,15744,2731,CHEVRON PIPE LINE CO,HVL,INTRASTATE,TEXAS,213,213,0,0,,426,,,8,0,,,,0,0,0,,0,8.5,0,,0,0,0.9,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,435.4,0,,0,0,0,,,0,75,75,,,
3/1/2022,2017,20183182,15693,2731,CHEVRON PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0,0,0,0,,0,,,43,28,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,28,,0,16,0,,,,,,,,
3/1/2022,2017,20183182,15693,2731,CHEVRON PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,UTAH,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2017,20183614,16323,2767,"HARVEST ALASKA, LLC",Crude Oil,INTERSTATE,,54.65,54.65,0,0,,109.3,,,3,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,automated tangetal radiography testing,,,,0,,,,0,0,0,,0,109.3,0,,0,0,0,,,0,54.65,54.65,,,
3/1/2022,2017,20183614,16323,2767,"HARVEST ALASKA, LLC",Crude Oil,INTRASTATE,ALASKA,0,0,0,11.2,leak detection tool,11.2,,,13,13,,,,0,0,5,,5,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,11.2,13,,5,0,0,,,0,0,0,,,
3/1/2022,2017,20183279,15800,3345,DEVON ENERGY PRODUCTION CO. LP,CO2,INTRASTATE,WYOMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2017,20183322,15848,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,,85.27,85.27,82.92,0,,253.46,,,2,0,,,,0,0,0,,0,104.37,3,,0,1,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,357.83,3,,1,0,0,,,0,123.6,123.6,,,
3/1/2022,2017,20183049,16275,3527,DOW PIPELINE CO,HVL,INTRASTATE,TEXAS,41.72,41.72,0,0,,83.44,,,6,0,,,,0,0,0,,0,0.81,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,84.25,0,,0,0,0,,,0,83.44,83.44,,,
3/1/2022,2017,20183050,16276,3535,DOW PIPELINE CO,HVL,INTRASTATE,LOUISIANA,29.28,29.28,0,0,,58.56,,,3,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,58.56,0,,0,0,0,,,0,58.56,58.56,,,
3/1/2022,2017,20183304,15826,4280,EL PASO NATURAL GAS CO,Crude Oil,INTRASTATE,CALIFORNIA,0,0,0,0,,0,,,0,0,,,,,,,,,0,0,,,,0,,,,0,,,,,,,,,0,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,
3/1/2022,2017,20183406,16374,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTERSTATE,,0.203,0.203,0,0,,0.406,,,0,0,,,,0,0,0,,0,0.24,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0.646,0,,0,0,0,,,0.24,2.226,2.466,,,
3/1/2022,2017,20183406,16374,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTRASTATE,TEXAS,1.635,1.635,0,0,,3.27,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,3.27,0,,0,0,0,,,0,0,0,,,
3/1/2022,2017,20183391,15923,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,HVL,INTERSTATE,,0,0,0,0,,0,,,0,0,,,,,,,,,52.12,0,,,,0,,,,0,,,,,,,,,0,,,,,0,,,,,,,,,52.12,0,,,,,,,,,,,,
3/1/2022,2017,20183391,15923,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,HVL,INTRASTATE,TEXAS,4.108,4.108,0,0,,8.216,,,1,1,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,8.216,1,,0,,,,,,0.592,0.592,,,
3/1/2022,2017,20183401,16325,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,,0,0,0,0,,0,,,28,28,,,,0,0,3,,3,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,28,,3,0,0,,,0,0,0,,,
3/1/2022,2017,20183401,16325,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TENNESSEE,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2017,20183087,15572,4461,"EOG RESOURCES, INC",Crude Oil,INTRASTATE,TEXAS,52.084,52.084,,,,104.168,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,104.168,0,,0,0,0,,,0,0,0,,,
3/1/2022,2017,20183077,15562,4472,CYPRESS INTERSTATE PIPELINE LLC,HVL,INTERSTATE,,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2017,20183200,15717,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,,557.31,557.31,3.19,0,,1117.81,,,50,530,,,,0,6,18,,24,1,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,1118.81,530,,24,0,0,,,0,389,389,,,
3/1/2022,2017,20183440,16252,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTERSTATE,,123.3,123.3,143.5,0,,390.1,,,131,119,,,,11,9,39,,59,0.49,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,390.59,119,,59,11,0,,,0,410.7,410.7,,,
3/1/2022,2017,20183440,16252,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTRASTATE,MONTANA,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2017,20183440,16252,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTRASTATE,TEXAS,105.8,105.8,41.2,0,,252.8,,,46,46,,,,28,1,15,,44,0.08,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,252.88,46,,44,0,0,,,0.08,151.4,151.48,,,
3/1/2022,2017,20183442,15977,4906,EXXONMOBIL PIPELINE CO,HVL,INTRASTATE,LOUISIANA,113.6,113.6,0,0,,227.2,,,85,36,,,,2,0,20,,22,123.6,0,,0,0,9.7,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,360.5,36,,22,0,0,,,1.26,246.3,247.56,,,
3/1/2022,2017,20183442,15977,4906,EXXONMOBIL PIPELINE CO,HVL,INTRASTATE,TEXAS,154.2,164.3,75.2,0,,393.7,,,97,65,,,,0,0,3,,3,67.2,0,,0,0,15.16,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,476.06,65,,3,0,0,,,0,414.6,414.6,,,
3/1/2022,2017,20183441,15976,4906,EXXONMOBIL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
