DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTKSTNR20MOREON,PARTKSTR20MOREON,PARTKST20MOREOFF,PARTKST20MORETOT,PARTKST20MOREHCA,PARTKSTNR20LESSON,PARTKST20LESSOFF,PARTKST20LESSTOT,PARTKST20LESSHCA,PARTKNSTNR125MOREON,PARTKNSTR125MOREON,PARTKNST125MOREOFF,PARTKNST125MORETOT,PARTKNST125MOREHCA,PARTKNSTNR125LESSON,PARTKNST125LESSOFF,PARTKNST125LESSTOT,PARTKNST125LESSHCA,PARTKNONRURALONTOTAL,PARTKRURALONTOTAL,PARTKOFFTOTAL,PARTKTOTAL,PARTKHCATOTAL,PARTK1STNR20MOREUNK,PARTK1STNR20MORE4LESS,PARTK1STNR20MORE4_10,PARTK1STNR20MORE10_20,PARTK1STNR20MORE20_28,PARTK1STNR20MORE28OVER,PARTK1STNR20MORETOT,PARTK1STNR20LESSUNK,PARTK1STNR20LESS4LESS,PARTK1STNR20LESS4_10,PARTK1STNR20LESS10_20,PARTK1STNR20LESS20_28,PARTK1STNR20LESS28OVER,PARTK1STNR20LESSTOT,PARTK1NONSTUNK,PARTK1NONST4LESS,PARTK1NONST4_10,PARTK1NONST10_20,PARTK1NONST20_28,PARTK1NONST28OVER,PARTK1NONSTTOT,PARTK1STGATH20MOREUNK,PARTK1STGATH20MORE4LESS,PARTK1STGATH20MORE4_10,PARTK1STGATH20MORE10_20,PARTK1STGATH20MORE20_28,PARTK1STGATH20MORE28OVER,PARTK1STGATH20MORETOT,PARTK1STGATH20LESSUNK,PARTK1STGATH20LESS4LESS,PARTK1STGATH20LESS4_10,PARTK1STGATH20LESS10_20,PARTK1STGATH20LESS20_28,PARTK1STGATH20LESS28OVER,PARTK1STGATH20LESSTOT,PARTK1NONSTGATHUNK,PARTK1NONSTGATH4LESS,PARTK1NONSTGATH4_10,PARTK1NONSTGATH10_20,PARTK1NONSTGATH20_28,PARTK1NONSTGATH28OVER,PARTK1NONSTGATHTOT,PARTK1OFFSHOREUNK,PARTK1OFFSHORE4LESS,PARTK1OFFSHORE4_10,PARTK1OFFSHORE10_20,PARTK1OFFSHORE20_28,PARTK1OFFSHORE28OVER,PARTK1OFFSHORETOT,PARTK1UNKTOTAL,PARTK14LESSTOTAL,PARTK14_10TOTAL,PARTK110_20TOTAL,PARTK120_28TOTAL,PARTK128OVERTOTAL,PARTK1TOTAL,PARTK2ST20MOREUNK,PARTK2STMORE6LESS,PARTK2STMORE6_8,PARTK2STMORETOT,PARTK2ST20LESSUNK,PARTK2STLESS6LESS,PARTK2STLESS6_8,PARTK2STLESSTOT,PARTK2NONSTUNK,PARTK2NONST6LESS,PARTK2NONST6_8,PARTK2NONSTTOT,PARTK2OFFSHOREUNK,PARTK2OFFSHORE6LESS,PARTK2OFFSHORE6_8,PARTK2OFFSHORETOT,PARTK2UNKTOTAL,PARTK26LESSTOTAL,PARTK26_8TOTAL,PARTK2TOTAL
3/1/2022,2020,20210682,18799,26054,KEY WEST PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,FLORIDA,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210407,18507,26061,"DELEK CRUDE LOGISTICS, LLC.",Crude Oil,INTERSTATE,OKLAHOMA,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3/1/2022,2020,20210407,18507,26061,"DELEK CRUDE LOGISTICS, LLC.",Crude Oil,INTERSTATE,TEXAS,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3/1/2022,2020,20210407,18507,26061,"DELEK CRUDE LOGISTICS, LLC.",Crude Oil,INTRASTATE,TEXAS,0,,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,4.38,9.94,14.32,0,0,0,0,0,0,0,0,,,,,0,4.38,9.94,14.32
3/1/2022,2020,20210408,18508,26061,"DELEK CRUDE LOGISTICS, LLC.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210613,18722,26065,CHS MCPHERSON REFINERY INC.,Crude Oil,INTERSTATE,KANSAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210669,18780,26065,CHS MCPHERSON REFINERY INC.,HVL,INTRASTATE,KANSAS,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210668,18779,26065,CHS MCPHERSON REFINERY INC.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,KANSAS,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210608,18848,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTERSTATE,ALABAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210608,18848,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,ALABAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.27,50.27,,,,,,,,,,,,,,,50.27,50.27
3/1/2022,2020,20210608,18848,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,CALIFORNIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.39,21.69,29.08,,,,,,,,,,,,,,7.39,21.69,29.08
3/1/2022,2020,20210608,18848,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,LOUISIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39,22.04,41.43,,,,,,,,,,,,,,19.39,22.04,41.43
3/1/2022,2020,20210608,18848,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,NEW MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,23.47,26.68,,,,,,,3.71,3.71,,,,,,3.21,27.18,30.39
3/1/2022,2020,20210608,18848,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.57,214.58,620.15,,,,,,73.41,0.99,74.4,,,,,,478.98,215.57,694.55
3/1/2022,2020,20210609,18717,26085,"PLAINS MARKETING, L.P.",HVL,INTERSTATE,MICHIGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210609,18717,26085,"PLAINS MARKETING, L.P.",HVL,INTRASTATE,ARIZONA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210054,18109,26086,SEADRIFT PIPELINE CORP,HVL,INTRASTATE,TEXAS,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MARYLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,OREGON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,VIRGINIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210155,18227,26099,TAMPA BAY PIPELINE CO.,HVL,INTRASTATE,FLORIDA,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210425,18526,26103,"TEXAS EASTMAN DIVISION, EASTMAN CHEMICAL CO",HVL,INTRASTATE,TEXAS,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3/1/2022,2020,20210603,18711,26112,"VALERO REFINING-TEXAS, L.P.",Crude Oil,INTRASTATE,TEXAS,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210604,18712,26112,"VALERO REFINING-TEXAS, L.P.",HVL,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210602,18710,26112,"VALERO REFINING-TEXAS, L.P.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210616,18725,26120,COLLINS PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,LOUISIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210616,18725,26120,COLLINS PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSISSIPPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210310,18407,26125,CALNEV PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,CALIFORNIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210310,18407,26125,CALNEV PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEVADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210310,18407,26125,CALNEV PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210310,18407,26125,CALNEV PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEVADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210630,18740,26136,PARAMOUNT PETROLEUM CORP,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210044,18099,26149,ALYESKA PIPELINE SERVICE CO,Crude Oil,INTERSTATE,ALASKA,0,,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210426,18527,26302,MUSTANG PIPELINE CO,HVL,INTRASTATE,TEXAS,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3/1/2022,2020,20210267,18364,26303,UNOCAL PIPELINE CO - EASTERN REGION,Crude Oil,INTRASTATE,TEXAS,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210394,18493,26330,"ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC",HVL,INTRASTATE,OKLAHOMA,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210681,18798,30003,HOUSTON REFINING LP.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210053,18108,30020,W & T OFFSHORE INC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,ALABAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210135,18205,30544,OCCIDENTAL CHEMICAL CORP,HVL,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210184,18813,30626,TARGA NGL PIPE LINE CO,HVL,INTERSTATE,LOUISIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210184,18813,30626,TARGA NGL PIPE LINE CO,HVL,INTERSTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210184,18813,30626,TARGA NGL PIPE LINE CO,HVL,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210134,18204,30657,BRAVO PIPELINE COMPANY,CO2,INTERSTATE,COLORADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210134,18204,30657,BRAVO PIPELINE COMPANY,CO2,INTERSTATE,NEW MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210134,18204,30657,BRAVO PIPELINE COMPANY,CO2,INTERSTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210134,18204,30657,BRAVO PIPELINE COMPANY,CO2,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210197,18983,30658,KERN OIL & REFINING CO.,Crude Oil,INTRASTATE,CALIFORNIA,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210333,18430,30666,"ENMARK ENERGY, INC",CO2,INTRASTATE,MISSISSIPPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210151,18223,30683,WESTLAKE PETROCHEMICALS LLC,HVL,INTRASTATE,LOUISIANA,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210150,18222,30683,WESTLAKE PETROCHEMICALS LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210385,18484,30711,HILCORP ENERGY COMPANY,Crude Oil,INTRASTATE,LOUISIANA,0,0,1.967,1.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.967,1.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210642,18752,30755,CITGO PRODUCTS PIPELINE CO,HVL,INTERSTATE,LOUISIANA,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210642,18752,30755,CITGO PRODUCTS PIPELINE CO,HVL,INTERSTATE,TEXAS,0,,,0,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210643,18753,30755,CITGO PRODUCTS PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210224,18320,30756,WYOMING REFINING CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,WYOMING,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210650,18760,30777,MOTIVA ENTERPRISE LLC,Crude Oil,INTRASTATE,TEXAS,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210652,18762,30777,MOTIVA ENTERPRISE LLC,HVL,INTRASTATE,TEXAS,0,35.2,,35.2,,0,,0,,0,0,,0,,0,,0,,0,35.2,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210649,18759,30777,MOTIVA ENTERPRISE LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210257,18354,30781,OLYMPIC PIPE LINE COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,OREGON,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210257,18354,30781,OLYMPIC PIPE LINE COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210257,18354,30781,OLYMPIC PIPE LINE COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,WASHINGTON,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210399,18912,30782,HARVEST MIDSTREAM COMPANY,Crude Oil,INTERSTATE,LOUISIANA,0,0,,0,,0,,0,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210399,18912,30782,HARVEST MIDSTREAM COMPANY,Crude Oil,INTERSTATE,OCS-Gulf of Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210399,18912,30782,HARVEST MIDSTREAM COMPANY,Crude Oil,INTERSTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
