DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTQUNKWNHF,PARTQPRE40HF,PARTQ1940HF,PARTQ1950HF,PARTQ1960HF,PARTQ1970HF,PARTQ1980HF,PARTQ1990HF,PARTQ2000HF,PARTQ2010HF,PARTQ2020HF,PARTQTOTALHF,PARTQUNKWNLF,PARTQPRE40LF,PARTQ1940LF,PARTQ1950LF,PARTQ1960LF,PARTQ1970LF,PARTQ1980LF,PARTQ1990LF,PARTQ2000LF,PARTQ2010LF,PARTQ2020LF,PARTQTOTALLF,PARTQUNKWNTOTAL,PARTQPRE40TOTAL,PARTQ1940TOTAL,PARTQ1950TOTAL,PARTQ1960TOTAL,PARTQ1970TOTAL,PARTQ1980TOTAL,PARTQ1990TOTAL,PARTQ2000TOTAL,PARTQ2010TOTAL,PARTQ2020TOTAL,PARTQTOTAL
3/1/2022,2019,20200158,17381,32688,WEST COAST TERMINAL PIPELINE  (WCTP),Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0,0,0,0,0,1.67,0.68,6.63,0.28,0.49,,9.75,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1.67,0.68,6.63,0.28,0.49,,9.75
3/1/2022,2019,20200115,17346,38887,IMTT EPIC LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW MEXICO,0,0,0,0,0,0,0,0,0.04,0,,0.04,0,0,0,0,68.31,0,0,0,0,0,,68.31,0,0,0,0,68.31,0,0,0,0.04,0,,68.35
3/1/2022,2019,20200115,17346,38887,IMTT EPIC LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4.62,0,0,0,0,0,,4.62,0,0,0,0,4.62,0,0,0,0,0,,4.62
3/1/2022,2019,20200115,17346,38887,IMTT EPIC LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,GEORGIA,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2019,20200533,17777,38893,PTE PIPELINE LLC,Crude Oil,INTERSTATE,ALASKA,,,,,,,,,,22.14,,22.14,,,,,,,,,,,,0,,,,,,,,,,22.14,,22.14
3/1/2022,2019,20200331,17560,38894,"THUNDER BASIN PIPELINE, LLC",Crude Oil,INTRASTATE,WYOMING,0,0,0,0,0,0,0,0,0,10.2,,10.2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,10.2,,10.2
3/1/2022,2019,20200153,17376,38895,KINDER MORGAN SOUTHEAST TERMINALS,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NORTH CAROLINA,0,0,0,0,0,0,0,0,0,3.8,,3.8,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3.8,,3.8
3/1/2022,2019,20200069,17280,38919,LEGACY RESERVES OPERATING LP,Crude Oil,INTRASTATE,WYOMING,,,,,,,,,,,,0,,,,,11.4,,,,,,,11.4,,,,,11.4,,,,,,,11.4
3/1/2022,2019,20200430,17669,38922,MIPC LLC,HVL,INTRASTATE,PENNSYLVANIA,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200444,17998,38922,MIPC LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,,,,,,,,0.16,,1.24,,1.4,,,,2.7,1.84,,,,,,,4.54,,,,2.7,1.84,,,0.16,,1.24,,5.94
3/1/2022,2019,20200444,17998,38922,MIPC LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,PENNSYLVANIA,,,,,,2.24,0.16,0.06,,0.64,,3.1,,,32.27,8.81,1.45,,,,,,,42.53,,,32.27,8.81,1.45,2.24,0.16,0.06,,0.64,,45.63
3/1/2022,2019,20200444,17998,38922,MIPC LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,PENNSYLVANIA,,,,,,,0.163,0.054,0,0.006,,0.223,,,26.266,0.8,0.632,0,,,,,,27.698,,,26.266,0.8,0.632,0,0.163,0.054,0,0.006,,27.921
3/1/2022,2019,20200550,18007,38924,NGL CRUDE TERMINALS,Crude Oil,INTRASTATE,COLORADO,,,,,,,,,,19,,19,,,,,,,,,,,,0,,,,,,,,,,19,,19
3/1/2022,2019,20200550,18007,38924,NGL CRUDE TERMINALS,Crude Oil,INTRASTATE,LOUISIANA,,,,,,,,,,2.78,,2.78,,,,,,,,,,,,0,,,,,,,,,,2.78,,2.78
3/1/2022,2019,20200550,18007,38924,NGL CRUDE TERMINALS,Crude Oil,INTRASTATE,OKLAHOMA,,,,,,,,,,11.5,,11.5,,,,,,,,,,0,,0,,,,,,,,,,11.5,,11.5
3/1/2022,2019,20200333,17562,38926,BLACK BEAR MIDSTREAM LLC,HVL,INTRASTATE,LOUISIANA,,,,,,,,,,40.1,,40.1,,,,,,,,,,,,0,,,,,,,,,,40.1,,40.1
3/1/2022,2019,20200421,17660,38927,UGI ENERGY SERVICES,HVL,INTRASTATE,OHIO,,,,,,,,,,36.25,,36.25,,,,,,,,,,,,0,,,,,,,,,,36.25,,36.25
3/1/2022,2019,20200101,18895,38930,"PATOKA TERMINAL COMPANY, LLC",Crude Oil,INTRASTATE,ILLINOIS,,,,,,,,,,0.45,,0.45,,,,,,,,,,,,0,,,,,,,,,,0.45,,0.45
3/1/2022,2019,20200520,17764,38931,TABULA RASA ENERGY LLC,CO2,INTRASTATE,COLORADO,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200520,17764,38931,TABULA RASA ENERGY LLC,CO2,INTRASTATE,TEXAS,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200193,17930,38933,MARATHON PIPE LINE (WEST),Crude Oil,INTERSTATE,COLORADO,,,,,,0.1,,,,0.2,,0.3,,,,,,,,,,,,0,,,,,,0.1,,,,0.2,,0.3
3/1/2022,2019,20200193,17930,38933,MARATHON PIPE LINE (WEST),Crude Oil,INTERSTATE,MONTANA,,,,,11.6,2.2,,,,0.1,,13.9,,,,,,,,,,,,0,,,,,11.6,2.2,,,,0.1,,13.9
3/1/2022,2019,20200193,17930,38933,MARATHON PIPE LINE (WEST),Crude Oil,INTERSTATE,NORTH DAKOTA,,,,,,40.2,55.8,52.7,0.3,99.1,,248.1,,,,23.4,9,,,,,,,32.4,,,,23.4,9,40.2,55.8,52.7,0.3,99.1,,280.5
3/1/2022,2019,20200193,17930,38933,MARATHON PIPE LINE (WEST),Crude Oil,INTERSTATE,UTAH,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200193,17930,38933,MARATHON PIPE LINE (WEST),Crude Oil,INTERSTATE,WYOMING,,,,,,,0.2,3.4,,4.8,,8.4,,,,,,,,,,,,0,,,,,,,0.2,3.4,,4.8,,8.4
3/1/2022,2019,20200193,17930,38933,MARATHON PIPE LINE (WEST),Crude Oil,INTRASTATE,ALASKA,,,,,,,,,,,,0,,,,,4.1,,,,,,,4.1,,,,,4.1,,,,,,,4.1
3/1/2022,2019,20200193,17930,38933,MARATHON PIPE LINE (WEST),Crude Oil,INTRASTATE,CALIFORNIA,,,,,,0.1,,6.1,8.2,,,14.4,,,,2.6,5.6,,,,,,,8.2,,,,2.6,5.6,0.1,,6.1,8.2,,,22.6
3/1/2022,2019,20200193,17930,38933,MARATHON PIPE LINE (WEST),Crude Oil,INTRASTATE,UTAH,,,,,,,,1.9,2.3,,,4.2,,,,,1,,,,,,,1,,,,,1,,,1.9,2.3,,,5.2
3/1/2022,2019,20200305,17534,38933,MARATHON PIPE LINE (WEST),HVL,INTRASTATE,CALIFORNIA,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200305,17534,38933,MARATHON PIPE LINE (WEST),HVL,INTRASTATE,NORTH DAKOTA,,,,,,,,,,44,,44,,,,,,,,,,,,0,,,,,,,,,,44,,44
3/1/2022,2019,20200195,17418,38933,MARATHON PIPE LINE (WEST),Refined and/or Petroleum Product (non-HVL),INTERSTATE,IDAHO,,,,,,5.7,,,13.9,0.4,,20,18.6,,65.9,150.3,56,,,,,,,290.8,18.6,,65.9,150.3,56,5.7,,,13.9,0.4,,310.8
3/1/2022,2019,20200195,17418,38933,MARATHON PIPE LINE (WEST),Refined and/or Petroleum Product (non-HVL),INTERSTATE,OREGON,,,,,,,0.5,,0.2,0.1,,0.8,4.8,,,0.3,,,,,,,,5.1,4.8,,,0.3,,,0.5,,0.2,0.1,,5.9
3/1/2022,2019,20200195,17418,38933,MARATHON PIPE LINE (WEST),Refined and/or Petroleum Product (non-HVL),INTERSTATE,UTAH,,,,,,1.4,,,0.3,0.6,,2.3,4.3,,0,0,3.8,,,,,,,8.1,4.3,,0,0,3.8,1.4,,,0.3,0.6,,10.4
3/1/2022,2019,20200195,17418,38933,MARATHON PIPE LINE (WEST),Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON,,,,,,,,0.1,,,,0.1,,,,12.6,,,,,,,,12.6,,,,12.6,,,,0.1,,,,12.7
3/1/2022,2019,20200195,17418,38933,MARATHON PIPE LINE (WEST),Refined and/or Petroleum Product (non-HVL),INTRASTATE,ALASKA,,,,,,53.8,,,,,,53.8,,,,,,,,,,,,0,,,,,,53.8,,,,,,53.8
3/1/2022,2019,20200195,17418,38933,MARATHON PIPE LINE (WEST),Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,,,,,,8.5,2.5,7.5,4.8,0.1,,23.4,0.3,,,15.7,6.7,,,,,,,22.7,0.3,,,15.7,6.7,8.5,2.5,7.5,4.8,0.1,,46.1
3/1/2022,2019,20200195,17418,38933,MARATHON PIPE LINE (WEST),Refined and/or Petroleum Product (non-HVL),INTRASTATE,MINNESOTA,,,,,,,,,0.1,,,0.1,,,,,8.5,,,,,,,8.5,,,,,8.5,,,,0.1,,,8.6
3/1/2022,2019,20200195,17418,38933,MARATHON PIPE LINE (WEST),Refined and/or Petroleum Product (non-HVL),INTRASTATE,UTAH,,,,,,,,2,,0.6,,2.6,,2.4,2.5,1,,5.9,,,,,,11.8,,2.4,2.5,1,,5.9,,2,,0.6,,14.4
3/1/2022,2019,20200368,17603,38937,"MIDCOAST ENERGY, LLC",HVL,INTRASTATE,TEXAS,,,,,,,,,16.26,138.26,,154.52,,,,,,,,,,,,0,,,,,,,,,16.26,138.26,,154.52
3/1/2022,2019,20200083,17298,38938,"WTG NGL PIPELINE COMPANY, LLC",HVL,INTRASTATE,TEXAS,,,,,22.013,,,,,20.156,,42.169,,,,,,,,,,,,0,,,,,22.013,,,,,20.156,,42.169
3/1/2022,2019,20200316,17545,38945,BAKKEN PIPELINE COMPANY LP,Crude Oil,INTERSTATE,NORTH DAKOTA,0,0,0,0,0,0,0,7.8,0,10.83,,18.63,0,0,0,0,56.55,0,0,0,0,0,,56.55,0,0,0,0,56.55,0,0,7.8,0,10.83,,75.18
3/1/2022,2019,20200037,17247,38949,"NAVARRO MIDSTREAM SERVICES, LLC.",Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200085,17301,38957,"CALUMET SAN ANTONIO REFINING, LLC",Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,13.45,,13.45,,,,,,,,,,,,0,,,,,,,,,,13.45,,13.45
3/1/2022,2019,20200203,18237,38964,"PHILADELPHIA ENERGY SOLUTIONS REFINING AND MARKETING, LLC",HVL,INTRASTATE,PENNSYLVANIA,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200204,18236,38964,"PHILADELPHIA ENERGY SOLUTIONS REFINING AND MARKETING, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,PENNSYLVANIA,0,0,0,0,0,0,0,2.55,0,0,,2.55,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2.55,0,0,,2.55
3/1/2022,2019,20200121,17343,38968,OASIS PETROLEUM NORTH AMERICA,Crude Oil,INTRASTATE,NORTH DAKOTA,,,,,,,,,,20.83,,20.83,,,,,,,,,,,,0,,,,,,,,,,20.83,,20.83
3/1/2022,2019,20200502,17746,38989,EMERALD GATHERING AND TRANSMISSION,Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200335,18048,39010,"BLUE RACER MIDSTREAM, LLC",HVL,INTRASTATE,OHIO,,,,,,,,,,14.12,0,14.12,,,,,,,,,,,0,0,,,,,,,,,,14.12,0,14.12
3/1/2022,2019,20200335,18048,39010,"BLUE RACER MIDSTREAM, LLC",HVL,INTRASTATE,WEST VIRGINIA,,,,,,,,,,74.43,0,74.43,,,,,,,,,,,0,0,,,,,,,,,,74.43,0,74.43
3/1/2022,2019,20200442,17681,39012,"SUMMIT MIDSTREAM PARTNERS, LLC",Crude Oil,INTRASTATE,NORTH DAKOTA,,,,,,,,,,72,,72,,,,,,,,,,,,0,,,,,,,,,,72,,72
3/1/2022,2019,20200445,17684,39012,"SUMMIT MIDSTREAM PARTNERS, LLC",HVL,INTRASTATE,COLORADO,,,,,,,,,,10.93,,10.93,,,,,,,,,,,,0,,,,,,,,,,10.93,,10.93
3/1/2022,2019,20200150,17373,39023,DOUBLE EAGLE PIPELINE LLC,Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,10.32,158.07,,168.39,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10.32,158.07,,168.39
3/1/2022,2019,20200671,17936,39038,E&T LLC,Crude Oil,INTRASTATE,CALIFORNIA,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200380,17618,39043,"TALLGRASS PONY EXPRESS PIPELINE, LLC",Crude Oil,INTERSTATE,COLORADO,0,0,0,0,0,0,0,0.299,0,130.111,,130.41,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.299,0,130.111,,130.41
3/1/2022,2019,20200380,17618,39043,"TALLGRASS PONY EXPRESS PIPELINE, LLC",Crude Oil,INTERSTATE,KANSAS,0,0,0,0,0,0,0,0.008,0,209.555,,209.563,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.008,0,209.555,,209.563
3/1/2022,2019,20200380,17618,39043,"TALLGRASS PONY EXPRESS PIPELINE, LLC",Crude Oil,INTERSTATE,NEBRASKA,0,0,0,0,0,0,0,0.023,0.003,4.826,,4.852,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.023,0.003,4.826,,4.852
3/1/2022,2019,20200380,17618,39043,"TALLGRASS PONY EXPRESS PIPELINE, LLC",Crude Oil,INTERSTATE,OKLAHOMA,0,0,0,0,0,0,0,0,0,82.522,,82.522,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,82.522,,82.522
3/1/2022,2019,20200380,17618,39043,"TALLGRASS PONY EXPRESS PIPELINE, LLC",Crude Oil,INTERSTATE,WYOMING,0,0,0,0,0,0,0,0.433,0,22.023,,22.456,0,0,0,7.567,0.016,0,0,0,0,0,,7.583,0,0,0,7.567,0.016,0,0,0.433,0,22.023,,30.039
3/1/2022,2019,20200030,17236,39046,"BRIDGER SWAN RANCH, LLC",Crude Oil,INTRASTATE,WYOMING,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200249,17473,39047,"GEL OFFSHORE PIPELINE, LLC",Crude Oil,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2019,20200079,17291,39050,"CASPER CRUDE TO RAIL, LLC",Crude Oil,INTERSTATE,WYOMING,,,,,,,,,,12.45,,12.45,,,,,,,,,,,,0,,,,,,,,,,12.45,,12.45
3/1/2022,2019,20200141,17364,39065,HESS ND,Crude Oil,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0.35,112.04,,112.39,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.35,112.04,,112.39
3/1/2022,2019,20200127,17350,39065,HESS ND,HVL,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,11.01,0,24.01,,35.02,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11.01,0,24.01,,35.02
3/1/2022,2019,20200126,17349,39065,HESS ND,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0,3.8,,3.8,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3.8,,3.8
3/1/2022,2019,20200456,17696,39068,"FIELDWOOD ENERGY, LLC",Crude Oil,INTERSTATE,LOUISIANA,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200456,17696,39068,"FIELDWOOD ENERGY, LLC",Crude Oil,INTRASTATE,LOUISIANA,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200456,17696,39068,"FIELDWOOD ENERGY, LLC",Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200207,17430,39069,"EMPIRE PIPELINE, LLC",Crude Oil,INTERSTATE,OCS-Gulf of Mexico,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200207,17430,39069,"EMPIRE PIPELINE, LLC",Crude Oil,INTRASTATE,LOUISIANA,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200702,18032,39073,OCI BEAUMONT LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,0,0,4.63,0,0,0,,4.63,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.63,0,0,0,,4.63
3/1/2022,2019,20200223,17447,39084,"CRIMSON GULF, LLC",Crude Oil,INTERSTATE,LOUISIANA,,,,,,3.074,19.68,9.277,0.49,0.003,,32.524,,,,140.099,99.518,,,,,,,239.617,,,,140.099,99.518,3.074,19.68,9.277,0.49,0.003,,272.141
3/1/2022,2019,20200223,17447,39084,"CRIMSON GULF, LLC",Crude Oil,INTERSTATE,OCS-Gulf of Mexico,,,,,,24.8,10.87,,9.728,,,45.398,,,,,24.53,,,,,,,24.53,,,,,24.53,24.8,10.87,,9.728,,,69.928
3/1/2022,2019,20200144,18292,39090,"NUTAAQ PIPELINE, LLC",Crude Oil,INTRASTATE,ALASKA,0,0,0,0,0,0,0,25.04,0,0.01,,25.05,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,25.04,0,0.01,,25.05
3/1/2022,2019,20200086,17302,39098,"TEXSTAR MIDSTREAM LOGISTICS, LP",Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,36.45,,36.45,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,36.45,,36.45
3/1/2022,2019,20200215,17439,39099,CALIBER NORTH DAKOTA LLC,Crude Oil,INTRASTATE,NORTH DAKOTA,,,,,,,,,,23.15,,23.15,,,,,,,,,,,,0,,,,,,,,,,23.15,,23.15
3/1/2022,2019,20200214,17438,39099,CALIBER NORTH DAKOTA LLC,HVL,INTRASTATE,NORTH DAKOTA,,,,,,,,,,4.3,,4.3,,,,,,,,,,,,0,,,,,,,,,,4.3,,4.3
3/1/2022,2019,20200570,17816,39105,VALERO PARTNERS OPERATING CO. LLC,Crude Oil,INTERSTATE,MISSISSIPPI,,,,,,,18.519,19.193,0.197,,,37.909,,,,,,,,,,,,0,,,,,,,18.519,19.193,0.197,,,37.909
3/1/2022,2019,20200570,17816,39105,VALERO PARTNERS OPERATING CO. LLC,Crude Oil,INTERSTATE,OKLAHOMA,,,,,,,,,2.137,0.035,,2.172,,,,37.843,,,,,,,,37.843,,,,37.843,,,,,2.137,0.035,,40.015
3/1/2022,2019,20200570,17816,39105,VALERO PARTNERS OPERATING CO. LLC,Crude Oil,INTERSTATE,TENNESSEE,,,,,,,0.377,0.23,13.384,,,13.991,,,,,,,,,,,,0,,,,,,,0.377,0.23,13.384,,,13.991
3/1/2022,2019,20200570,17816,39105,VALERO PARTNERS OPERATING CO. LLC,Crude Oil,INTERSTATE,TEXAS,,,,,,,,,0.083,18.473,,18.556,,,,46.49,40.25,,,,,,,86.74,,,,46.49,40.25,,,,0.083,18.473,,105.296
3/1/2022,2019,20200570,17816,39105,VALERO PARTNERS OPERATING CO. LLC,Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,14.183,,14.183,,,,,,,,,,,,0,,,,,,,,,,14.183,,14.183
3/1/2022,2019,20200573,17820,39105,VALERO PARTNERS OPERATING CO. LLC,HVL,INTRASTATE,TEXAS,,,,,,,,,2.21,,,2.21,,,,,,,,,,,,0,,,,,,,,,2.21,,,2.21
3/1/2022,2019,20200571,17817,39105,VALERO PARTNERS OPERATING CO. LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ARKANSAS,,,,,,,,,0.793,,,0.793,,,,,,,,,,,,0,,,,,,,,,0.793,,,0.793
3/1/2022,2019,20200571,17817,39105,VALERO PARTNERS OPERATING CO. LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,LOUISIANA,,,,,,,,,,87.429,,87.429,,,,,,,,,,,,0,,,,,,,,,,87.429,,87.429
3/1/2022,2019,20200571,17817,39105,VALERO PARTNERS OPERATING CO. LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSISSIPPI,,,,,,,,,,55.195,,55.195,,,,,,,,,,,,0,,,,,,,,,,55.195,,55.195
3/1/2022,2019,20200571,17817,39105,VALERO PARTNERS OPERATING CO. LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,OKLAHOMA,0,0,0,0,0,22.693,0,0,0,7.378,,30.071,,,,,,,,,,,,0,0,0,0,0,0,22.693,0,0,0,7.378,,30.071
3/1/2022,2019,20200571,17817,39105,VALERO PARTNERS OPERATING CO. LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TENNESSEE,,,,,,,,,8.058,,,8.058,,,,,,,,,,,,0,,,,,,,,,8.058,,,8.058
3/1/2022,2019,20200571,17817,39105,VALERO PARTNERS OPERATING CO. LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TENNESSEE,,,,,,,10.627,,0.515,,,11.142,,,,,,,,,,,,0,,,,,,,10.627,,0.515,,,11.142
3/1/2022,2019,20200571,17817,39105,VALERO PARTNERS OPERATING CO. LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,0.032,,,7.328,1.496,,8.856,,,,,2.848,,,,,,,2.848,,,,,2.848,0.032,,,7.328,1.496,,11.704
3/1/2022,2019,20200128,17351,39106,BOE MIDSTREAM,Crude Oil,INTRASTATE,NORTH DAKOTA,,,,,,,,,,38.7,,38.7,,,,,,,,,,,,0,,,,,,,,,,38.7,,38.7
3/1/2022,2019,20200696,17988,39107,SWEPI LP,Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,54,,54,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,54,,54
3/1/2022,2019,20200233,17955,39108,BLUEFISH PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW MEXICO,,,,,,,,,,4.01,,4.01,,,,,,,,,,,,0,,,,,,,,,,4.01,,4.01
3/1/2022,2019,20200233,17955,39108,BLUEFISH PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,0.35,1.67,,,1.51,,3.53,,,,9.91,,,,,,,,9.91,,,,9.91,,0.35,1.67,,,1.51,,13.44
3/1/2022,2019,20200545,17789,39112,"ENLINK MIDSTREAM SERVICES, LLC",Crude Oil,INTRASTATE,OKLAHOMA,,,,,,,,,,39.38,,39.38,,,,,,,,,,,,0,,,,,,,,,,39.38,,39.38
3/1/2022,2019,20200546,17790,39112,"ENLINK MIDSTREAM SERVICES, LLC",HVL,INTRASTATE,OKLAHOMA,,,,,,,,,,13.135,,13.135,,,,,,,,,,,,0,,,,,,,,,,13.135,,13.135
3/1/2022,2019,20200546,17790,39112,"ENLINK MIDSTREAM SERVICES, LLC",HVL,INTRASTATE,TEXAS,,,,,,24.416,8.726,,74.128,,,107.27,,,,,,,,,,,,0,,,,,,24.416,8.726,,74.128,,,107.27
3/1/2022,2019,20200440,17679,39122,UTICA EAST OHIO MIDSTREAM LLC,HVL,INTRASTATE,OHIO,0,0,0,0,0,0,0,0,0,62.73,,62.73,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,62.73,,62.73
3/1/2022,2019,20200691,17972,39123,CINNABAR ENERGY LTD.,Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,5.27,,5.27,,,,,,,,,,,,0,,,,,,,,,,5.27,,5.27
3/1/2022,2019,20200568,17813,39124,EQUINOR PIPELINES LLC,Crude Oil,INTRASTATE,NORTH DAKOTA,,,,,,,,,,69.06,,69.06,,,,,,,,,,,,0,,,,,,,,,,69.06,,69.06
3/1/2022,2019,20200403,17641,39131,PERMIAN EXPRESS TERMINAL LLC,Crude Oil,INTERSTATE,TEXAS,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200354,17585,39138,"BOARDWALK LOUISIANA MIDSTREAM, LLC",HVL,INTRASTATE,LOUISIANA,2.8,,,,105.2,12.9,6.4,24.6,45,53.7,,250.6,,,,,,,,,,,,0,2.8,,,,105.2,12.9,6.4,24.6,45,53.7,,250.6
3/1/2022,2019,20200354,17585,39138,"BOARDWALK LOUISIANA MIDSTREAM, LLC",HVL,INTRASTATE,TEXAS,,,,,,,,,,1.1,,1.1,,,,,,,,,,,,0,,,,,,,,,,1.1,,1.1
3/1/2022,2019,20200420,17659,39147,"ENABLE GAS GATHERING, LLC",Crude Oil,INTRASTATE,OKLAHOMA,,,,,,,,,,129.4,,129.4,,,,,,,,,,,,0,,,,,,,,,,129.4,,129.4
3/1/2022,2019,20200228,17452,39149,IMTT-BAYONNE,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,,,,,,,,,,0.32,,0.32,,,,,,,,,,,,0,,,,,,,,,,0.32,,0.32
3/1/2022,2019,20200609,17857,39156,"FRIO LASALLE PIPELINE, LP",HVL,INTRASTATE,TEXAS,,,,,,,38.83,,,10.28,,49.11,,,,,,,,,,,,0,,,,,,,38.83,,,10.28,,49.11
3/1/2022,2019,20200290,17518,39179,"AMPLIFY ENERGY OPERATING, LLC",CO2,INTRASTATE,WYOMING,,,,,,,20,,,,,20,,,,,,,,,,,,0,,,,,,,20,,,,,20
3/1/2022,2019,20200425,17664,39183,"MEDALLION OPERATING COMPANY, LLC",Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,657.64,,657.64,,,,,,,,,,,,0,,,,,,,,,,657.64,,657.64
3/1/2022,2019,20200307,17536,39183,"MEDALLION OPERATING COMPANY, LLC",HVL,INTRASTATE,TEXAS,,,,,,,,,,6.52,,6.52,,,,,,,,,,,,0,,,,,,,,,,6.52,,6.52
