DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTLHIGHPOPON,PARTLOTHPOPON,PARTLDWON,PARTLECRESON,PARTLCNAVWON,PARTLSEGMILESTOTALON,PARTLECRESOFF,PARTLCNAVWOFF,PARTLSEGMILESTOTALOFF
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,ALABAMA,20.14,14.02,22.67,25.52,11.42,31.71,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,ARKANSAS,0.16,73.23,70.7,74.05,40.58,119.49,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,COLORADO,0,0,0,2.94,0,2.94,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,ILLINOIS,11.18,13.19,18.69,9.5,4.08,27.18,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,KANSAS,0,1.61,6.81,13.14,0,19.71,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,LOUISIANA,11.16,4.64,10.33,0.32,0.6,15,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,MISSISSIPPI,6.85,41.86,6.68,170.42,10.64,174.55,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,MONTANA,11.91,21.27,24.42,13.73,0,31.29,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,NEW MEXICO,0,0.621,0,10.121,0,10.741,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,NORTH DAKOTA,0,1.41,8.98,15.98,0,18.93,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,OKLAHOMA,35.49,288.01,272.8,201.43,59.65,455.73,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,TENNESSEE,1.24,6.28,0,1.56,2.22,6.59,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,TEXAS,38.59,116.42,127.23,60.78,0,249.85,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,WYOMING,12.4,75.25,69.49,25.33,0,142.76,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,ALABAMA,10.05,8.92,8.68,13.44,2.87,19.21,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,CALIFORNIA,132.19,27.08,70.37,164.11,5.28,266.36,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,COLORADO,0,0,0,0,0,0,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,KANSAS,0,0,0,0,0,0,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,LOUISIANA,0,2.48,1.31,6.98,0.15,9.92,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,MISSISSIPPI,0,0.44,0,3.4,0,3.6,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,MONTANA,0,0,0,0,0,0,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,NEW MEXICO,0,6.96,0,4.52,0,11.48,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,NORTH DAKOTA,0,0,0,0.38,0,0.38,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,OKLAHOMA,0,34.44,39.91,33.09,0,66.64,,,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,TEXAS,29.46,129.84,106.59,144.41,1.15,261.92,,,
3/1/2022,2018,20190339,16762,300,"PLAINS PIPELINE, L.P.",HVL,INTERSTATE,MICHIGAN,28.79,5.8,0,24.59,10.63,28.79,,,
3/1/2022,2018,20190339,16762,300,"PLAINS PIPELINE, L.P.",HVL,INTRASTATE,CALIFORNIA,0,0,0,0,0,0,,,
3/1/2022,2018,20190339,16762,300,"PLAINS PIPELINE, L.P.",HVL,INTRASTATE,TEXAS,0,0.26,0,0,0,0.26,,,
3/1/2022,2018,20190340,16763,300,"PLAINS PIPELINE, L.P.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0,0,0,0,0,0,,,
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,104.8,128.4,26.2,52.8,50.7,187.3,,,
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,114.9,47.2,31.5,41.1,6.1,155.6,,,
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,10.2,69.9,10.1,34.9,13.2,63.7,,,
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MICHIGAN,44.8,43,12.3,36,8,79.4,,,
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MINNESOTA,26.1,56.1,8.5,42,10.8,79.8,,,
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,4.4,55.3,32.9,65.6,14.4,96.5,,,
3/1/2022,2018,20190418,17232,473,ANADARKO PETROLEUM CORP,Crude Oil,INTRASTATE,COLORADO,6.23,39.25,42.12,7.68,0,82.55,,,
3/1/2022,2018,20190418,17232,473,ANADARKO PETROLEUM CORP,Crude Oil,INTRASTATE,TEXAS,1.8,0,0,3.58,0,5.38,,,
3/1/2022,2018,20190418,17232,473,ANADARKO PETROLEUM CORP,Crude Oil,INTRASTATE,WYOMING,0,1,0,11,0,12,,,
3/1/2022,2018,20190419,16850,473,ANADARKO PETROLEUM CORP,HVL,INTRASTATE,COLORADO,,,5.2,,,5.2,,,
3/1/2022,2018,20190419,16850,473,ANADARKO PETROLEUM CORP,HVL,INTRASTATE,TEXAS,,,,,,,,,
3/1/2022,2018,20190419,16850,473,ANADARKO PETROLEUM CORP,HVL,INTRASTATE,UTAH,,,,,,,,,
3/1/2022,2018,20190419,16850,473,ANADARKO PETROLEUM CORP,HVL,INTRASTATE,WYOMING,,,,,,,,,
3/1/2022,2018,20190092,16486,515,DAKOTA GASIFICATION COMPANY,CO2,INTERSTATE,NORTH DAKOTA,0,30,0.26,2.64,0,32.9,,,
3/1/2022,2018,20190580,17174,879,CHEMOIL TERMINALS CORP.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,11.9,,,,,11.9,,,
3/1/2022,2018,20190281,16699,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",Crude Oil,INTERSTATE,OCS-Gulf of Mexico,,,,,,,0,0,0
3/1/2022,2018,20190282,16700,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",HVL,INTRASTATE,TEXAS,16.08,6.36,0,0,1.1,20.73,,,
3/1/2022,2018,20190283,16701,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,15.29,1.67,4.39,0.27,2.18,15.32,,,
3/1/2022,2018,20190297,16717,999,"PACIFIC COAST ENERGY COMPANY, LP",Crude Oil,INTRASTATE,CALIFORNIA,1.7,0,0,0,0,1.7,,,
3/1/2022,2018,20190284,16702,1047,HESS CORPORATION,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,0,0,0,0,0,0,,,
3/1/2022,2018,20190567,16998,1248,BELLE FOURCHE PIPELINE CO,Crude Oil,INTERSTATE,MONTANA,0,4,0,0,0,4,,,
3/1/2022,2018,20190567,16998,1248,BELLE FOURCHE PIPELINE CO,Crude Oil,INTERSTATE,NORTH DAKOTA,0,1,0,28,0,28,,,
3/1/2022,2018,20190567,16998,1248,BELLE FOURCHE PIPELINE CO,Crude Oil,INTERSTATE,WYOMING,0,6,0,0,0,6,,,
3/1/2022,2018,20190566,16997,1248,BELLE FOURCHE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WYOMING,0,0,0,0,0,0,,,
3/1/2022,2018,20190262,16679,1541,"BP PIPELINES (ALASKA), INC",Crude Oil,INTRASTATE,ALASKA,0,34.4,34.4,25.7,0,34.4,,,
3/1/2022,2018,20190414,16845,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTERSTATE,INDIANA,1.396,0,0.135,0,0,1.396,,,
3/1/2022,2018,20190414,16845,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTERSTATE,OHIO,1.168,0,0,0,0,1.168,,,
3/1/2022,2018,20190414,16845,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTRASTATE,INDIANA,1.641,0,0,0,0,1.641,,,
3/1/2022,2018,20190414,16845,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTRASTATE,TEXAS,3.894,1.848,0.488,0.621,0.016,4.382,,,
3/1/2022,2018,20190399,16826,1845,"BUCKEYE PARTNERS, LP",HVL,INTERSTATE,ILLINOIS,6.916,7.067,0.46,0,0,9.575,,,
3/1/2022,2018,20190399,16826,1845,"BUCKEYE PARTNERS, LP",HVL,INTERSTATE,INDIANA,1.011,0.61,0.202,0.61,0,1.621,,,
3/1/2022,2018,20190399,16826,1845,"BUCKEYE PARTNERS, LP",HVL,INTERSTATE,OHIO,0.928,0,0,0,0,0.928,,,
3/1/2022,2018,20190399,16826,1845,"BUCKEYE PARTNERS, LP",HVL,INTRASTATE,TEXAS,16.542,7.752,3.377,6.596,7.624,16.735,,,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,CONNECTICUT,86.938,15.045,15.264,45.479,19.717,89.536,,,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,FLORIDA,3.455,1.161,0,0,0,3.455,,,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,198.892,184.771,208.607,91.851,17.12,399.595,,,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,346.348,369.161,251.098,266.924,3.843,621.02,,,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,20.364,61.334,24.115,25.961,2.245,98.546,,,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MAINE,26.117,35.718,11.159,9.591,4.54,51.222,,,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MASSACHUSETTS,20.949,0.958,4.778,6.727,1.854,20.949,,,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MICHIGAN,273.151,65.533,11.813,150.196,19.544,325.293,,,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,38.267,59.028,46.758,16.332,4.546,104.923,,,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,134.198,47.143,91.283,13.792,27.715,141.137,,,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,239.258,144.608,156.819,19.232,72.021,371.787,,,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,OHIO,361.623,351.325,495.092,110.967,25.424,764.307,,,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,PENNSYLVANIA,593.177,291.191,540.047,242.927,48.807,837.779,,,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,ALABAMA,1.98,0,0,0,0,1.98,,,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,IOWA,0.073,0,0.073,0.073,0,0.073,,,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,0.234,0,0,0,0,0.234,,,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,6.067,1.379,0,2.607,0,6.067,,,
3/1/2022,2018,20190568,16999,1960,BUTTE PIPELINE CO,Crude Oil,INTERSTATE,MONTANA,0,1,0,18,0,19,,,
3/1/2022,2018,20190568,16999,1960,BUTTE PIPELINE CO,Crude Oil,INTERSTATE,WYOMING,0,8,0,0,0,8,,,
3/1/2022,2018,20190080,16474,2162,DOW PIPELINE CO - CAYUSE,HVL,INTERSTATE,LOUISIANA,17.23,19.87,0,0,5.38,39.07,,,
3/1/2022,2018,20190080,16474,2162,DOW PIPELINE CO - CAYUSE,HVL,INTERSTATE,TEXAS,10.04,16.44,0,3.08,1,25.07,,,
3/1/2022,2018,20190569,17000,2170,CENEX PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MONTANA,20.26,147.57,142.62,142.62,0,148.58,,,
3/1/2022,2018,20190569,17000,2170,CENEX PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NORTH DAKOTA,8.62,160.63,112.15,34.61,0,162.12,,,
3/1/2022,2018,20190265,16682,2190,CENTRAL FLORIDA PIPELINE CORP,Refined and/or Petroleum Product (non-HVL),INTRASTATE,FLORIDA,138.47,92.43,71.88,78.35,32.87,187.16,,,
3/1/2022,2018,20190158,16563,2387,CITGO PIPELINE CO,Crude Oil,INTERSTATE,LOUISIANA,5.883,3.98,6.359,3.146,1.252,12.031,,,
3/1/2022,2018,20190158,16563,2387,CITGO PIPELINE CO,Crude Oil,INTERSTATE,TEXAS,23.996,32.362,18.456,13.467,0.48,47.118,,,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ALABAMA,58.29,250.59,111.6,317.24,129.3,376.71,,,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,DELAWARE,2.3,0,0.29,0.29,1.38,2.89,,,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,GEORGIA,667.83,522.06,485.28,668.31,66.01,850.05,,,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,LOUISIANA,160.45,287.32,233.4,201.76,281.83,363.76,,,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MARYLAND,219.95,140.75,137.44,155.79,90.59,239.87,,,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSISSIPPI,77.42,285.18,119.25,354.88,31.72,399.32,,,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,150.47,56.64,96.81,64.81,85.99,154.74,,,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,5.78,0,1.65,0,3.52,5.78,,,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NORTH CAROLINA,371.84,379.05,452.34,335.57,62.92,558.2,,,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,PENNSYLVANIA,35.05,14.45,26.16,25.38,27.69,35.2,,,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,SOUTH CAROLINA,67.32,121.74,133.94,175.61,6.98,246.39,,,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TENNESSEE,167.94,186.29,243.72,283,136.13,351.64,,,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,151.5,168.34,212.18,27.39,134.42,223.72,,,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,VIRGINIA,318,293.91,456.54,409.99,191.94,590.16,,,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON DC,0,0,0,0,0,0,,,
3/1/2022,2018,20190026,16396,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTERSTATE,PENNSYLVANIA,0,52.268,52.268,52.268,52.268,52.268,,,
3/1/2022,2018,20190026,16396,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTERSTATE,WEST VIRGINIA,0,18.707,18.707,18.707,18.707,18.707,,,
3/1/2022,2018,20190026,16396,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTRASTATE,WEST VIRGINIA,0,7.614,7.614,7.614,7.614,7.614,,,
3/1/2022,2018,20190025,16395,2714,"DOMINION ENERGY TRANSMISSION, INC.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,WEST VIRGINIA,0,29.119,29.119,29.119,29.119,29.119,,,
3/1/2022,2018,20190189,16600,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,COLORADO,0,0,0,0,0,0,,,
3/1/2022,2018,20190189,16600,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,UTAH,0,0,0,0.5,0,0.5,,,
3/1/2022,2018,20190189,16600,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,WYOMING,0,0,0,0,0,0,,,
3/1/2022,2018,20190362,17087,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,COLORADO,0,0,0,0,0,0,0,0,0
3/1/2022,2018,20190362,17087,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,LOUISIANA,0,8.1,0,35.5,4.5,44,0,0,0
3/1/2022,2018,20190362,17087,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,MISSISSIPPI,0,0,0,40.9,0,40.9,,0,0
3/1/2022,2018,20190362,17087,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,0,11.2,0,11.2
3/1/2022,2018,20190362,17087,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,UTAH,17.8,83.4,144,56.8,0,165.5,0,0,0
3/1/2022,2018,20190362,17087,2731,CHEVRON PIPE LINE CO,Crude Oil,INTRASTATE,CALIFORNIA,37.8,2.1,10.1,3.4,0,42.3,0,0,0
3/1/2022,2018,20190366,16793,2731,CHEVRON PIPE LINE CO,HVL,INTRASTATE,LOUISIANA,0,2.3,0,0,0.4,2.3,,,
3/1/2022,2018,20190366,16793,2731,CHEVRON PIPE LINE CO,HVL,INTRASTATE,TEXAS,266,121.1,72.2,23.2,24.8,415.6,,,
3/1/2022,2018,20190324,16747,2731,CHEVRON PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,222.2,16.9,107.2,73.4,7.2,280.4,,,
3/1/2022,2018,20190324,16747,2731,CHEVRON PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,UTAH,2.7,0,2.7,0,0,2.7,,,
3/1/2022,2018,20190035,16410,2767,"HARVEST ALASKA, LLC",Crude Oil,INTERSTATE,ALASKA,,35.88,30.11,30.77,2.71,44.09,5.96,10.71,10.71
3/1/2022,2018,20190035,16410,2767,"HARVEST ALASKA, LLC",Crude Oil,INTRASTATE,ALASKA,0,19.13,0.42,37.63,28.7,56.8,,,
3/1/2022,2018,20190220,16632,3345,DEVON ENERGY PRODUCTION CO. LP,CO2,INTRASTATE,WYOMING,,,,2.2,,2.2,,,
3/1/2022,2018,20190155,16558,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,ALABAMA,22.653,67.708,0,116.017,3.012,144.443,,,
3/1/2022,2018,20190155,16558,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,GEORGIA,17.623,73.83,0,76.019,0.596,131.234,,,
3/1/2022,2018,20190155,16558,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,LOUISIANA,32.439,45.112,0,37.104,23.125,98.345,,,
3/1/2022,2018,20190155,16558,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,MISSISSIPPI,19.656,18.412,0,66.724,0,67.609,,,
3/1/2022,2018,20190155,16558,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,NORTH CAROLINA,1.924,52.217,0,47.263,0,73.898,,,
3/1/2022,2018,20190155,16558,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,SOUTH CAROLINA,52.756,22.825,0,58.344,0,102.151,,,
3/1/2022,2018,20190155,16558,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,TEXAS,16.867,29.895,0,11.033,2.643,38.536,,,
3/1/2022,2018,20190081,16475,3527,DOW PIPELINE CO,HVL,INTRASTATE,TEXAS,108.21,144.72,0,74.15,21.16,283.96,,,
3/1/2022,2018,20190082,16476,3535,DOW PIPELINE CO,HVL,INTRASTATE,LOUISIANA,25.96,6.48,0,8.32,1.25,39.51,,,
3/1/2022,2018,20190127,16527,4280,EL PASO NATURAL GAS CO,Crude Oil,INTRASTATE,CALIFORNIA,0,0,0,0,0,0,,,
3/1/2022,2018,20190421,16852,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTERSTATE,ILLINOIS,0,0.627,0,0,0,0.627,,,
3/1/2022,2018,20190421,16852,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTERSTATE,TENNESSEE,0.146,0.227,0,0.133,0,0.24,,,
3/1/2022,2018,20190421,16852,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTERSTATE,TEXAS,0,0,0,0,0,0,,,
3/1/2022,2018,20190421,16852,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTRASTATE,TEXAS,0.987,3.052,2.476,1.275,1.291,4.438,,,
3/1/2022,2018,20190422,16853,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,HVL,INTERSTATE,TEXAS,0,0,0,0,0,0,,,
3/1/2022,2018,20190422,16853,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,HVL,INTRASTATE,TEXAS,2.455,19.398,4.582,0,1.136,24.609,,,
3/1/2022,2018,20190424,16855,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,10.684,0.289,2.772,0.707,1.776,10.684,,,
3/1/2022,2018,20190424,16855,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,3.164,0,0.89,0,0,3.164,,,
3/1/2022,2018,20190424,16855,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TENNESSEE,0.451,0.261,0,0.261,0.261,0.451,,,
3/1/2022,2018,20190131,16531,4461,"EOG RESOURCES, INC",Crude Oil,INTRASTATE,TEXAS,0,0,9.5,0,0,9.5,,,
3/1/2022,2018,20190268,16685,4472,CYPRESS INTERSTATE PIPELINE LLC,HVL,INTERSTATE,LOUISIANA,6.05,9.5,10.73,4.99,19.34,23.06,,,
3/1/2022,2018,20190268,16685,4472,CYPRESS INTERSTATE PIPELINE LLC,HVL,INTERSTATE,TEXAS,29.08,49.18,32.45,6.66,15.94,53.47,,,
3/1/2022,2018,20190161,16566,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,5.2,115.88,91.74,42.34,37.9,158.59,,,
3/1/2022,2018,20190161,16566,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,27.28,3.74,24.91,0,22.6,41.06,,,
3/1/2022,2018,20190161,16566,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,11.21,94.01,30.38,192.89,73.18,223.84,,,
3/1/2022,2018,20190161,16566,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,OKLAHOMA,20.08,135.49,111.3,123.6,19.44,241.68,,,
3/1/2022,2018,20190161,16566,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,249.55,322.5,316.44,189.34,78.21,681.14,,,
3/1/2022,2018,20190240,17131,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTERSTATE,LOUISIANA,60.79,68.81,86.65,56.19,42.31,167.74,0,0,0
3/1/2022,2018,20190240,17131,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,0,,,
3/1/2022,2018,20190240,17131,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTERSTATE,TEXAS,49.48,45.59,60.57,41.53,25.39,101.06,0,8.9,8.9
3/1/2022,2018,20190240,17131,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTRASTATE,MONTANA,24.41,40.59,40.85,21.38,0,63.22,0,0,0
3/1/2022,2018,20190240,17131,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTRASTATE,TEXAS,4,16.8,1.07,14.44,0.06,32.81,0,0,0
3/1/2022,2018,20190241,16654,4906,EXXONMOBIL PIPELINE CO,HVL,INTRASTATE,LOUISIANA,294.33,205.13,117.76,71.99,74.25,462.45,,,
3/1/2022,2018,20190241,16654,4906,EXXONMOBIL PIPELINE CO,HVL,INTRASTATE,TEXAS,324.14,291.23,279.19,127.54,66.56,603.14,,,
