DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTQUNKWNHF,PARTQPRE40HF,PARTQ1940HF,PARTQ1950HF,PARTQ1960HF,PARTQ1970HF,PARTQ1980HF,PARTQ1990HF,PARTQ2000HF,PARTQ2010HF,PARTQ2020HF,PARTQTOTALHF,PARTQUNKWNLF,PARTQPRE40LF,PARTQ1940LF,PARTQ1950LF,PARTQ1960LF,PARTQ1970LF,PARTQ1980LF,PARTQ1990LF,PARTQ2000LF,PARTQ2010LF,PARTQ2020LF,PARTQTOTALLF,PARTQUNKWNTOTAL,PARTQPRE40TOTAL,PARTQ1940TOTAL,PARTQ1950TOTAL,PARTQ1960TOTAL,PARTQ1970TOTAL,PARTQ1980TOTAL,PARTQ1990TOTAL,PARTQ2000TOTAL,PARTQ2010TOTAL,PARTQ2020TOTAL,PARTQTOTAL
3/1/2022,2020,20210582,18689,39105,VALERO PARTNERS OPERATING CO. LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,OKLAHOMA,0,0,0,0,0,21.13,0,0,0,7.38,1.56,30.07,,,,,,,,,,,,0,0,0,0,0,0,21.13,0,0,0,7.38,1.56,30.07
3/1/2022,2020,20210582,18689,39105,VALERO PARTNERS OPERATING CO. LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TENNESSEE,0,0,0,0,0,0,0,0,8.1,0,0,8.1,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,8.1,0,0,8.1
3/1/2022,2020,20210582,18689,39105,VALERO PARTNERS OPERATING CO. LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TENNESSEE,0,0,0,0,0,0,10.63,0,0.52,0,0,11.15,,,,,,,,,,,,0,0,0,0,0,0,0,10.63,0,0.52,0,0,11.15
3/1/2022,2020,20210582,18689,39105,VALERO PARTNERS OPERATING CO. LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,0,0.03,0,0,7.33,1.25,0,8.61,0,0,0,0,2.85,0,0,0,0,0,0,2.85,0,0,0,0,2.85,0.03,0,0,7.33,1.25,0,11.46
3/1/2022,2020,20210174,18263,39106,BOE MIDSTREAM,Crude Oil,INTRASTATE,NORTH DAKOTA,,,,,,,,,,38.7,,38.7,,,,,,,,,,,,0,,,,,,,,,,38.7,,38.7
3/1/2022,2020,20210050,18105,39107,SWEPI LP,Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,80.59,0,80.59,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,80.59,0,80.59
3/1/2022,2020,20210214,18310,39108,BLUEFISH PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW MEXICO,,,,,,,,,,4.01,,4.01,,,,,,,,,,,,0,,,,,,,,,,4.01,,4.01
3/1/2022,2020,20210214,18310,39108,BLUEFISH PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,0.35,1.67,,,1.51,,3.53,,,,9.91,,,,,,,,9.91,,,,9.91,,0.35,1.67,,,1.51,,13.44
3/1/2022,2020,20210326,18862,39112,"ENLINK MIDSTREAM SERVICES, LLC",Crude Oil,INTRASTATE,OKLAHOMA,,,,,,,,,,41.546,,41.546,,,,,,,,,,,,0,,,,,,,,,,41.546,,41.546
3/1/2022,2020,20210327,18424,39112,"ENLINK MIDSTREAM SERVICES, LLC",HVL,INTRASTATE,OKLAHOMA,,,,,,,,,,13.135,,13.135,,,,,,,,,,,,0,,,,,,,,,,13.135,,13.135
3/1/2022,2020,20210327,18424,39112,"ENLINK MIDSTREAM SERVICES, LLC",HVL,INTRASTATE,TEXAS,,,,,,24.43,8.953,,74.147,,,107.53,,,,,,,,,,,,0,,,,,,24.43,8.953,,74.147,,,107.53
3/1/2022,2020,20210378,18475,39122,UTICA EAST OHIO MIDSTREAM LLC,HVL,INTRASTATE,OHIO,0,0,0,0,0,0,0,0,0,62.73,,62.73,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,62.73,,62.73
3/1/2022,2020,20210667,18778,39124,EQUINOR PIPELINES LLC,Crude Oil,INTRASTATE,NORTH DAKOTA,,,,,,,,,,71.02,,71.02,,,,,,,,,,,,0,,,,,,,,,,71.02,,71.02
3/1/2022,2020,20210368,18465,39131,PERMIAN EXPRESS TERMINAL LLC,Crude Oil,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210118,18188,39135,"VICTORIA EXPRESS PIPELINE, L.L.C.",Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,56.94,,56.94,,,,,,,,,,,,0,,,,,,,,,,56.94,,56.94
3/1/2022,2020,20210080,18138,39138,"BOARDWALK LOUISIANA MIDSTREAM, LLC",HVL,INTRASTATE,LOUISIANA,2.8,,,,7.9,12.9,4,1.6,44.9,35.3,0.8,110.2,,,,,,,,,,,0,0,2.8,,,,7.9,12.9,4,1.6,44.9,35.3,0.8,110.2
3/1/2022,2020,20210080,18138,39138,"BOARDWALK LOUISIANA MIDSTREAM, LLC",HVL,INTRASTATE,TEXAS,,,,,,,,,,1.1,,1.1,,,,,,,,,,,,0,,,,,,,,,,1.1,,1.1
3/1/2022,2020,20210410,18863,39147,"ENABLE GAS GATHERING, LLC",Crude Oil,INTRASTATE,OKLAHOMA,,,,,,,,,,128.93,2.93,131.86,,,,,,,,,,,,0,,,,,,,,,,128.93,2.93,131.86
3/1/2022,2020,20210173,18261,39149,IMTT-BAYONNE,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,,,,,,,,,,0.32,,0.32,,,,,,,,,,,,0,,,,,,,,,,0.32,,0.32
3/1/2022,2020,20210554,18659,39156,"FRIO LASALLE PIPELINE, LP",HVL,INTRASTATE,TEXAS,,,,,,,38.825,,,9.834,0.398,49.057,,,,,,,,,,,,0,,,,,,,38.825,,,9.834,0.398,49.057
3/1/2022,2020,20210137,18207,39179,"AMPLIFY ENERGY OPERATING, LLC",CO2,INTRASTATE,WYOMING,,,,,,,20,,,,,20,,,,,,,,,,,,0,,,,,,,20,,,,,20
3/1/2022,2020,20210653,18763,39183,"MEDALLION OPERATING COMPANY, LLC",Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,632.29,0.03,632.32,,,,,,,,,,,,0,,,,,,,,,,632.29,0.03,632.32
3/1/2022,2020,20210656,18766,39183,"MEDALLION OPERATING COMPANY, LLC",HVL,INTRASTATE,TEXAS,,,,,,,,,,6.52,,6.52,,,,,,,,,,,,0,,,,,,,,,,6.52,,6.52
3/1/2022,2020,20210268,18365,39187,"THUNDER CREEK NGL PIPELINE, LLC",HVL,INTRASTATE,WYOMING,,,,,,81.36,,,,38.13,,119.49,,,,,,,,,,,,0,,,,,,81.36,,,,38.13,,119.49
3/1/2022,2020,20210709,18960,39189,"NORTHSTAR OFFSHORE VENTURES, LLC",Crude Oil,INTERSTATE,LOUISIANA,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210709,18960,39189,"NORTHSTAR OFFSHORE VENTURES, LLC",Crude Oil,INTERSTATE,OCS-Gulf of Mexico,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210111,18178,39191,CONSOLIDATED EDISON CO OF NY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW YORK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210008,18055,39196,CHEYENNE RAIL HUB,Crude Oil,INTRASTATE,WYOMING,,,,,,,,,,1.8,0,1.8,,,,,,,,,,0,0,0,,,,,,,,,,1.8,0,1.8
3/1/2022,2020,20210369,18466,39205,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",Crude Oil,INTERSTATE,ARKANSAS,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210369,18466,39205,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",Crude Oil,INTERSTATE,ILLINOIS,,,,,,,,,,0,,0,,,,,,,,,,,,0,,,,,,,,,,0,,0
3/1/2022,2020,20210369,18466,39205,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",Crude Oil,INTERSTATE,IOWA,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210369,18466,39205,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",Crude Oil,INTERSTATE,KENTUCKY,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210369,18466,39205,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",Crude Oil,INTERSTATE,LOUISIANA,,,,,,,,,,0.2,,0.2,,,,,,,,,,,,0,,,,,,,,,,0.2,,0.2
3/1/2022,2020,20210369,18466,39205,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",Crude Oil,INTERSTATE,MISSISSIPPI,,,,,,0.1,,,,,,0.1,,,,,,,,,,,,0,,,,,,0.1,,,,,,0.1
3/1/2022,2020,20210369,18466,39205,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",Crude Oil,INTERSTATE,NORTH DAKOTA,,,,,,,,,,128.9,,128.9,,,,,,,,,,,,0,,,,,,,,,,128.9,,128.9
3/1/2022,2020,20210369,18466,39205,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",Crude Oil,INTERSTATE,SOUTH DAKOTA,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210369,18466,39205,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",Crude Oil,INTERSTATE,TENNESSEE,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210369,18466,39205,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",Crude Oil,INTERSTATE,TEXAS,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210126,18196,39214,ENVEN ENERGY VENTURES LLC.,Crude Oil,INTERSTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2020,20210126,18196,39214,ENVEN ENERGY VENTURES LLC.,Crude Oil,INTERSTATE,OCS-Gulf of Mexico,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210215,18311,39216,TALLGRASS MIDSTREAM LLC,HVL,INTERSTATE,COLORADO,0,0,0,0,0,0,0,0,0,18.032,,18.032,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,18.032,,18.032
3/1/2022,2020,20210690,18815,39221,DAKOTA MIDSTREAM,Crude Oil,INTRASTATE,NORTH DAKOTA,,,,,,,,,,20.68,,20.68,,,,,,,,,,0,,0,,,,,,,,,,20.68,,20.68
3/1/2022,2020,20210303,18400,39227,CALIFORNIA RESOURCES VENTURA BASIN,Crude Oil,INTRASTATE,CALIFORNIA,,,,,,,,,,,,0,,,0.64,2.05,,,,,,,,2.69,,,0.64,2.05,,,,,,,,2.69
3/1/2022,2020,20210651,18834,39228,ANDEAVOR FIELD SERVICES LLC,Crude Oil,INTERSTATE,MONTANA,,,,,11.74,2.19,,,,,,13.93,,,,,,,,,,,,0,,,,,11.74,2.19,,,,,,13.93
3/1/2022,2020,20210651,18834,39228,ANDEAVOR FIELD SERVICES LLC,Crude Oil,INTERSTATE,NORTH DAKOTA,,,,129.5,16.6,40.2,66.9,57.5,1.3,106.7,0,418.7,,,,,,,,,,,,0,,,,129.5,16.6,40.2,66.9,57.5,1.3,106.7,0,418.7
3/1/2022,2020,20210651,18834,39228,ANDEAVOR FIELD SERVICES LLC,Crude Oil,INTRASTATE,NORTH DAKOTA,,,,,,,,,,7.38,,7.38,,,,,,,,,,,,0,,,,,,,,,,7.38,,7.38
3/1/2022,2020,20210651,18834,39228,ANDEAVOR FIELD SERVICES LLC,Crude Oil,INTRASTATE,WYOMING,,,,,,,,,2.14,,,2.14,,,,,,,,,,,,0,,,,,,,,,2.14,,,2.14
3/1/2022,2020,20210663,18833,39228,ANDEAVOR FIELD SERVICES LLC,HVL,INTRASTATE,NORTH DAKOTA,,,,,,,,,,103.76,,103.76,,,,,,,,,,,,0,,,,,,,,,,103.76,,103.76
3/1/2022,2020,20210663,18833,39228,ANDEAVOR FIELD SERVICES LLC,HVL,INTRASTATE,UTAH,0,0,0,0,0,0,0,0,0,26.46,,26.46,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,26.46,,26.46
3/1/2022,2020,20210663,18833,39228,ANDEAVOR FIELD SERVICES LLC,HVL,INTRASTATE,WYOMING,0,0,0,0,0,0,0,0,0,3.6,,3.6,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3.6,,3.6
3/1/2022,2020,20210312,18409,39229,CAMINO REAL GATHERING CO LLC,Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,46.69,0,46.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.69,0,46.69
3/1/2022,2020,20210481,18583,39231,INTENSITY MIDSTREAM LLC,HVL,INTRASTATE,OKLAHOMA,,,,,,,,,,2.24,,2.24,,,,,,,,,,,,0,,,,,,,,,,2.24,,2.24
3/1/2022,2020,20210547,18652,39241,ZENITH ENERGY TERMINALS JOLIET HOLDINGS LLC,Crude Oil,INTERSTATE,ILLINOIS,,,,,,,,,,4.538,,4.538,,,,,,,,,,,,0,,,,,,,,,,4.538,,4.538
3/1/2022,2020,20210251,18348,39271,EAGLECLAW MIDSTREAM VENTURES,Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,19.76,,19.76,,,,,,,,,,,,0,,,,,,,,,,19.76,,19.76
3/1/2022,2020,20210250,18347,39271,EAGLECLAW MIDSTREAM VENTURES,HVL,INTRASTATE,TEXAS,,,,,,,,,,44.49,,44.49,,,,,,,,,,,,0,,,,,,,,,,44.49,,44.49
3/1/2022,2020,20210159,18231,39272,"PARADIGM MIDSTREAM SERVICES - ND, LLC",Crude Oil,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0,23.94,,23.94,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,23.94,,23.94
3/1/2022,2020,20210010,18059,39281,BROOKS RANGE PETROLEUM CORPORATION,Crude Oil,INTRASTATE,ALASKA,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0
3/1/2022,2020,20210437,18539,39291,FDL OPERATING LLC,CO2,INTRASTATE,WYOMING,,,,,,,,,155,,,155,,,,,,,,,,,,0,,,,,,,,,155,,,155
3/1/2022,2020,20210494,18596,39292,"TWIN EAGLE MIDSTREAM ASSETS, LLC",Crude Oil,INTERSTATE,WYOMING,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210334,18431,39303,"BASA RESOURCES, INC.",Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210141,18211,39313,"MAVERICK TERMINAL THREE RIVERS, LLC",HVL,INTRASTATE,TEXAS,,,,,,,,,,1.77,,1.77,,,,,,,,,,,,0,,,,,,,,,,1.77,,1.77
3/1/2022,2020,20210199,18289,39316,"RENAISSANCE OFFSHORE, LLC",Crude Oil,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2020,20210199,18289,39316,"RENAISSANCE OFFSHORE, LLC",Crude Oil,INTERSTATE,TEXAS,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210699,18827,39317,SCOUT ENERGY MANAGEMENT LLC,Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210490,18921,39325,"TALOS ENERGY, LLC",Crude Oil,INTERSTATE,LOUISIANA,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210490,18921,39325,"TALOS ENERGY, LLC",Crude Oil,INTERSTATE,OCS-Gulf of Mexico,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210074,18132,39336,"BR PORT SERVICES, LLC",Crude Oil,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01
3/1/2022,2020,20210489,18591,39339,TINSLEY RESOURCES  LLC,Crude Oil,INTRASTATE,MISSISSIPPI,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210415,18515,39341,"CHALMETTE LOUISIANA LIQUIDS, LLC",HVL,INTRASTATE,LOUISIANA,,,,,,,,,,,,0,13.15,,,,,,,,,,,13.15,13.15,,,,,,,,,,,13.15
3/1/2022,2020,20210270,18367,39347,"ILLINOIS EXTENSION PIPELINE COMPANY, L.L.C.",Crude Oil,INTERSTATE,ILLINOIS,0,0,0,0,0,0,0,0,0,168.2,0,168.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.2,0,168.2
3/1/2022,2020,20210662,18773,39348,"NUSTAR PERMIAN TRANSPORTATION AND STORAGE, LLC",Crude Oil,INTRASTATE,TEXAS,0.5,0,0,0,0,0,0,0,0,374.4,14.7,389.6,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,374.4,14.7,389.6
3/1/2022,2020,20210208,18303,39349,"USG WHEATLAND PIPELINE, LLC",Crude Oil,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0,21.143,,21.143,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,21.143,,21.143
3/1/2022,2020,20210687,18807,39351,"MONARCH OIL PIPELINE, LLC",Crude Oil,INTERSTATE,OKLAHOMA,0,0,0,0,0,0,0,0,0,1.4,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,1.4
3/1/2022,2020,20210687,18807,39351,"MONARCH OIL PIPELINE, LLC",Crude Oil,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,0,38.3,0,38.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.3,0,38.3
3/1/2022,2020,20210687,18807,39351,"MONARCH OIL PIPELINE, LLC",Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,13.25,0,13.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.25,0,13.25
3/1/2022,2020,20210089,18149,39352,"GENESIS OFFSHORE HOLDINGS, LLC",Crude Oil,INTERSTATE,LOUISIANA,0,0,0,0,0,0,0,0,36.75,0,0,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.75,0,0,36.75
3/1/2022,2020,20210089,18149,39352,"GENESIS OFFSHORE HOLDINGS, LLC",Crude Oil,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,0,0,33.76,59.31,0,0,93.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.76,59.31,0,0,93.07
3/1/2022,2020,20210089,18149,39352,"GENESIS OFFSHORE HOLDINGS, LLC",Crude Oil,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,74.81,0,0,74.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.81,0,0,74.81
3/1/2022,2020,20210145,18216,39354,ENBRIDGE OFFSHORE FACILITIES,Crude Oil,INTERSTATE,OCS-Gulf of Mexico,,,,,,,,,25.7,88.6,,114.3,,,,,,,,,,,,0,,,,,,,,,25.7,88.6,,114.3
3/1/2022,2020,20210450,18552,39368,CRESTWOOD MIDSTREAM PARTNERS LP,Crude Oil,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0,108.38,2.15,110.53,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,108.38,2.15,110.53
3/1/2022,2020,20210210,18306,39368,CRESTWOOD MIDSTREAM PARTNERS LP,HVL,INTERSTATE,SOUTH CAROLINA,0,0,0,0,0,62.66,0,0,0,0.04,0,62.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.66,0,0,0,0.04,0,62.7
3/1/2022,2020,20210210,18306,39368,CRESTWOOD MIDSTREAM PARTNERS LP,HVL,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0,2.76,0,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,0,2.76
3/1/2022,2020,20210210,18306,39368,CRESTWOOD MIDSTREAM PARTNERS LP,HVL,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,2.28,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,2.28
3/1/2022,2020,20210223,18319,39369,ELLSJET TERMINAL,Refined and/or Petroleum Product (non-HVL),INTRASTATE,SOUTH DAKOTA,,,,6.51,,,,,,,,6.51,,,,,,,,,,,,0,,,,6.51,,,,,,,,6.51
3/1/2022,2020,20210196,18285,39376,"BLUE CUBE OPERATIONS, LLC.",HVL,INTRASTATE,TEXAS,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210496,18599,39377,"WHITNEY OIL & GAS, LLC",Crude Oil,INTRASTATE,LOUISIANA,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210075,18133,39389,"GEL TEXAS PIPELINE, LLC",Crude Oil,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,0,25.11,0,25.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.11,0,25.11
3/1/2022,2020,20210030,18085,39398,INEOS USA LLC,HVL,INTRASTATE,TEXAS,,,,,,293.25,83.52,24.65,,11.41,1.25,414.08,,,,,,,,,,,0,0,,,,,,293.25,83.52,24.65,,11.41,1.25,414.08
3/1/2022,2020,20210029,18084,39398,INEOS USA LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,43.13,,24.5,4.5,,0,72.13,,,,,,,,,,,0,0,,,,,,43.13,,24.5,4.5,,0,72.13
3/1/2022,2020,20210485,18587,39401,GREAT SALT PLAINS PIPELINE LLC,Crude Oil,INTRASTATE,OKLAHOMA,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210566,18673,39401,GREAT SALT PLAINS PIPELINE LLC,HVL,INTRASTATE,OKLAHOMA,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0
3/1/2022,2020,20210620,18730,39409,"CHALMETTE REFINING, L.L.C.",Crude Oil,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,2.1,0,,2.1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2.1,0,,2.1
3/1/2022,2020,20210621,18731,39409,"CHALMETTE REFINING, L.L.C.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,1.31,0,0,,1.31,0,0,0,0,0.02,0,0,0,0,0,,0.02,0,0,0,0,0.02,0,0,1.31,0,0,,1.33
3/1/2022,2020,20210180,18879,39414,NST EXPRESS LLC,Crude Oil,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210041,18096,39424,"MAGNUM OPERATING, LLC",Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0
3/1/2022,2020,20210512,18615,39433,"MAGELLAN OPERATING COMPANY, LLC",Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,24.87,,24.87,,,,,,,,,,,,0,,,,,,,,,,24.87,,24.87
3/1/2022,2020,20210515,18618,39433,"MAGELLAN OPERATING COMPANY, LLC",HVL,INTRASTATE,TEXAS,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210517,18620,39433,"MAGELLAN OPERATING COMPANY, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,,,,,1.83,4.58,6.41,,,,,,,,,,,,0,,,,,,,,,,1.83,4.58,6.41
3/1/2022,2020,20210195,18284,39436,INDORAMA VENTURES OLEFINS LLC,HVL,INTERSTATE,LOUISIANA,,,,,,,,,,,,0,,,,32.5,,,,,,,,32.5,,,,32.5,,,,,,,,32.5
3/1/2022,2020,20210195,18284,39436,INDORAMA VENTURES OLEFINS LLC,HVL,INTERSTATE,TEXAS,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210195,18284,39436,INDORAMA VENTURES OLEFINS LLC,HVL,INTRASTATE,LOUISIANA,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210318,18415,39440,DOUBLE H,Crude Oil,INTERSTATE,MONTANA,0,0,0,0,0,0,0,0,0,266.65,,266.65,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,266.65,,266.65
3/1/2022,2020,20210318,18415,39440,DOUBLE H,Crude Oil,INTERSTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0,0.88,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0.88
3/1/2022,2020,20210318,18415,39440,DOUBLE H,Crude Oil,INTERSTATE,WYOMING,0,0,0,0,0,0,0,0,0,244.67,0,244.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.67,0,244.67
3/1/2022,2020,20210218,18314,39442,JAMES LAKE MIDSTREAM,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,4.84,,4.84,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4.84,,4.84
3/1/2022,2020,20210047,18102,39443,"NAVITAS MDSTR MIDLAND BASIN, LLC",HVL,INTRASTATE,TEXAS,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0
3/1/2022,2020,20210370,18467,39462,"BAYOU BRIDGE PIPELINE, LLC",Crude Oil,INTERSTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,163.1,0,163.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.1,0,163.1
3/1/2022,2020,20210370,18467,39462,"BAYOU BRIDGE PIPELINE, LLC",Crude Oil,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210190,18279,39467,"KURARAY AMERICA, INC.",HVL,INTRASTATE,TEXAS,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
