DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTIUNKWN,PARTIPRE20,PARTI192029,PARTI193039,PARTI194049,PARTI195059,PARTI196069,PARTI197079,PARTI198089,PARTI199099,PARTI200009,PARTI201019,PARTI202029,PARTITOTAL
3/1/2022,2019,20200387,18056,18718,SUNOCO PIPELINE L.P.,HVL,INTERSTATE,NEW JERSEY,,,,,,,9.2,,,2.8,,,,12
3/1/2022,2019,20200387,18056,18718,SUNOCO PIPELINE L.P.,HVL,INTERSTATE,OHIO,9.5,,,4.8,10.7,121.2,61.2,6.2,15.2,1.6,1.1,30.8,,262.3
3/1/2022,2019,20200387,18056,18718,SUNOCO PIPELINE L.P.,HVL,INTERSTATE,PENNSYLVANIA,7,0,0,221.9,1.7,7,22.1,3.6,1.4,15.7,9.7,419.2,,709.3
3/1/2022,2019,20200387,18056,18718,SUNOCO PIPELINE L.P.,HVL,INTERSTATE,WEST VIRGINIA,,,,,,,,,,,,10.2,,10.2
3/1/2022,2019,20200387,18056,18718,SUNOCO PIPELINE L.P.,HVL,INTRASTATE,TEXAS,9.1,,,,44.2,,0.2,0.7,2,4.1,0.7,1.6,,62.6
3/1/2022,2019,20200389,17627,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,DELAWARE,1.1,,0,0,0,0,2.2,0,0,0.4,0,0,,3.7
3/1/2022,2019,20200389,17627,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MICHIGAN,15.4,0,0,0,7.3,40.2,0,0.3,2.9,0.8,0.6,0.2,,67.7
3/1/2022,2019,20200389,17627,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,5.3,0,0,0,0,42.5,20.4,0.5,19.3,11.3,0.4,0.5,,100.2
3/1/2022,2019,20200389,17627,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,88.6,0,0,135.5,0.1,11.3,0.7,2.5,0.1,9.6,0.7,0,,249.1
3/1/2022,2019,20200389,17627,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,OHIO,85.7,0,0,9.5,4.2,23.8,9.4,23.8,,0.1,0.3,141.3,,298.1
3/1/2022,2019,20200389,17627,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,PENNSYLVANIA,161,0,0,202.9,17,100.1,122,9.9,6.6,30.2,5.7,24.9,,680.3
3/1/2022,2019,20200389,17627,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,MASSACHUSETTS,0,,0,0,0,0,0,0.4,0,0,0,0.4,,0.8
3/1/2022,2019,20200389,17627,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,362.5,,,,285.3,18.6,0.3,175.1,35.3,0.3,0,3,,880.4
3/1/2022,2019,20200506,17750,19319,"TPC GROUP, LLC",HVL,INTRASTATE,LOUISIANA,0,0,0,0,0,1.871,0,0,0,0,0,0,,1.871
3/1/2022,2019,20200506,17750,19319,"TPC GROUP, LLC",HVL,INTRASTATE,TEXAS,0,0,0,19.768,0.824,0,42.513,33.681,0.603,11.039,6.483,1.83,,116.741
3/1/2022,2019,20200507,17751,19319,"TPC GROUP, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,0,0,0,0,0,0.684,0,0,0,0,0,0,,0.684
3/1/2022,2019,20200507,17751,19319,"TPC GROUP, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,12.541,0,3.561,0,0.597,3.314,0,0.608,,20.621
3/1/2022,2019,20200236,17460,19410,THUMS LONG BEACH CO,Crude Oil,INTRASTATE,CALIFORNIA,,,,,,,10.85,0.11,1.6,1.81,,0.27,,14.64
3/1/2022,2019,20200483,17725,19481,T & M TERMINAL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,0,1.46,0,0,0,0,,1.46
3/1/2022,2019,20200289,17517,19585,TRANS MOUNTAIN PIPELINE (PUGET SOUND) LLC,Crude Oil,INTERSTATE,WASHINGTON,0,0,0,0,0,64,0,0,0,0,0,0,,64
3/1/2022,2019,20200058,17269,19892,UCAR PIPELINE INCORPORATED,HVL,INTRASTATE,LOUISIANA,0,0,0,0,0,0,39.54,0.28,1.43,0,25.24,3.37,,69.86
3/1/2022,2019,20200010,17194,20046,UNION CARBIDE CHEMICALS & PLASTICS CO INC,HVL,INTRASTATE,WEST VIRGINIA,,,,,,,,,5.1,2,,,,7.1
3/1/2022,2019,20200136,17359,20202,ULTRAMAR INC,Crude Oil,INTRASTATE,CALIFORNIA,,,,,,,,1.93,2.31,0.06,,,,4.3
3/1/2022,2019,20200140,17363,20202,ULTRAMAR INC,HVL,INTRASTATE,CALIFORNIA,,,,,,,,,7.62,,,,,7.62
3/1/2022,2019,20200579,18038,20202,ULTRAMAR INC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,,,,,,,,13.92,9.17,1.3,1.04,,,25.43
3/1/2022,2019,20200504,17748,21359,SASOL CHEMICALS USA LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,0,0,0,0,0,0,5.924,1.92,4.857,0,0,0,,12.701
3/1/2022,2019,20200584,17831,22430,WEST SHORE PIPELINE CO,Crude Oil,INTERSTATE,ILLINOIS,0,0,0,0,0,3.483,0.01,0,0,0,0,0.089,,3.582
3/1/2022,2019,20200585,17832,22430,WEST SHORE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,0,0,0,0,0,139.756,168.529,68.987,2.656,3.035,0.226,0.774,,383.963
3/1/2022,2019,20200585,17832,22430,WEST SHORE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,0,0,0,0,0,4.732,11.867,0.437,0,0.171,0.001,0,,17.208
3/1/2022,2019,20200585,17832,22430,WEST SHORE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WISCONSIN,0,0,0,0,0,40.674,161.45,0.518,0.897,0.336,0,0.779,,204.654
3/1/2022,2019,20200390,17628,22442,WEST TEXAS GULF PIPELINE CO,Crude Oil,INTERSTATE,TEXAS,266,,0,0,0,289.8,22.8,4.1,0,0.3,0.3,0.4,,583.7
3/1/2022,2019,20200593,17840,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTERSTATE,COLORADO,,,,,,,,,,,,210.91,,210.91
3/1/2022,2019,20200593,17840,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTERSTATE,KANSAS,,,,,,,56.5,1.68,0,19.92,0,285.08,,363.18
3/1/2022,2019,20200593,17840,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTERSTATE,OKLAHOMA,0.01,,,,,,74.69,56.36,0.57,0.23,2.02,99.59,,233.47
3/1/2022,2019,20200593,17840,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTERSTATE,TEXAS,,,,,,,,,,,,408.37,,408.37
3/1/2022,2019,20200593,17840,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTERSTATE,WYOMING,,,,,,,,,,,,9.94,,9.94
3/1/2022,2019,20200593,17840,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTRASTATE,OKLAHOMA,,,,,21.65,45.36,,,,0.66,0.3,0.7,,68.67
3/1/2022,2019,20200592,17839,22610,"MAGELLAN PIPELINE COMPANY, LP",HVL,INTERSTATE,ILLINOIS,,,,,,62.46,0.01,0.25,0.05,0.13,0.1,0.12,,63.12
3/1/2022,2019,20200592,17839,22610,"MAGELLAN PIPELINE COMPANY, LP",HVL,INTERSTATE,IOWA,,,,91.9,74.69,138.71,124.48,0.77,0.56,6.8,0.68,0.59,,439.18
3/1/2022,2019,20200592,17839,22610,"MAGELLAN PIPELINE COMPANY, LP",HVL,INTERSTATE,KANSAS,,,,,,2.43,0.38,0.71,0.12,,0.39,0.77,,4.8
3/1/2022,2019,20200592,17839,22610,"MAGELLAN PIPELINE COMPANY, LP",HVL,INTERSTATE,MINNESOTA,,,,,,,,,,,,0.04,,0.04
3/1/2022,2019,20200592,17839,22610,"MAGELLAN PIPELINE COMPANY, LP",HVL,INTERSTATE,MISSOURI,,,,,,101.11,0.44,3.36,0.48,2.91,17.05,0.55,,125.9
3/1/2022,2019,20200592,17839,22610,"MAGELLAN PIPELINE COMPANY, LP",HVL,INTERSTATE,SOUTH DAKOTA,,,,,19.95,,,,0.57,0.11,0.09,,,20.72
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,ARKANSAS,,,,,,2.28,,,128.94,34.48,,57.21,,222.91
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,COLORADO,,,,,77.37,,83.8,160.12,0.78,21.28,5.4,9.77,,358.52
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,,,,39.86,87.16,131.53,0.18,2.19,0.67,1.24,1.04,0.36,,264.23
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,,,,24.65,0.34,400.16,247.53,162.69,2.03,14.62,1.85,1.06,,854.93
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,KANSAS,3.89,,36.85,14.45,276.95,612.88,233.63,623.2,9.86,66.39,44.88,18.41,,1941.39
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MINNESOTA,,,,1.34,210.1,541.13,149.22,100.71,18.19,7.87,7.04,2.86,,1038.46
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,,,27.04,62.98,66.34,103.02,207.2,65.4,0.53,7.15,3.38,2.05,,545.09
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEBRASKA,,,,9.71,64.6,264.55,4.75,16.62,0.65,3.49,2.82,0.79,,367.98
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW MEXICO,,,,,,220.29,4.6,1.17,4.14,,,17.46,,247.66
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NORTH DAKOTA,0,,0,0,75.11,4.11,1.76,2.5,0.67,1.28,0.51,1.36,,87.3
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,OKLAHOMA,4.98,,66.7,44.88,34.35,609.32,26.95,69.68,16.25,105.59,34.63,2.83,,1016.16
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,SOUTH DAKOTA,,,,,57.86,2.12,97.53,19.37,0.15,5.4,2.13,0.12,,184.68
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,,,,30.74,284.91,769.58,22.44,6.6,44.1,287.49,135.84,116.69,,1698.39
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,WISCONSIN,,,,,,89.67,79.2,0.07,0.44,2.59,,,,171.97
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,WYOMING,,,,,178.36,,93.14,0.02,0.08,0.06,,,,271.66
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,2.92,,,,,,,,0.98,,8.28,157.71,,169.89
3/1/2022,2019,20200611,17859,22830,WOLVERINE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,0,,0,0,0,0,34.226,56.731,0,0.861,0.222,0.598,,92.638
3/1/2022,2019,20200611,17859,22830,WOLVERINE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,0,,0,0,0,56.317,15.484,79.263,2.618,0.047,4.344,5.437,,163.51
3/1/2022,2019,20200611,17859,22830,WOLVERINE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MICHIGAN,0,0,0,79.935,9.977,181.486,95.617,166.795,77.615,6.266,34.685,36.287,,688.663
3/1/2022,2019,20200658,17912,22855,"FLINT HILLS RESOURCES, LC",Crude Oil,INTERSTATE,ILLINOIS,0,,0,0,0,0,0,0,4.73,0,0.31,0,,5.04
3/1/2022,2019,20200658,17912,22855,"FLINT HILLS RESOURCES, LC",Crude Oil,INTERSTATE,IOWA,0,,0,0,0,0,0,0,192,0,0,0,,192
3/1/2022,2019,20200658,17912,22855,"FLINT HILLS RESOURCES, LC",Crude Oil,INTERSTATE,MINNESOTA,0,,0,0,0,257.54,0,112.82,312.13,0,304.54,0,,987.03
3/1/2022,2019,20200658,17912,22855,"FLINT HILLS RESOURCES, LC",Crude Oil,INTERSTATE,MISSOURI,0,,0,0,0,0,0,0,236.2,13.82,0,0,,250.02
3/1/2022,2019,20200658,17912,22855,"FLINT HILLS RESOURCES, LC",Crude Oil,INTRASTATE,TEXAS,0,,0,17,107.6,52.84,0,28.45,207.99,62.89,12.29,153.94,,643
3/1/2022,2019,20200660,17914,22855,"FLINT HILLS RESOURCES, LC",HVL,INTERSTATE,MINNESOTA,,,,,,,16.47,,,,,,,16.47
3/1/2022,2019,20200660,17914,22855,"FLINT HILLS RESOURCES, LC",HVL,INTERSTATE,WISCONSIN,,,,,,,153.98,,,,,,,153.98
3/1/2022,2019,20200660,17914,22855,"FLINT HILLS RESOURCES, LC",HVL,INTRASTATE,TEXAS,,0,0,171.1,1.98,5.94,9.62,16.58,140.57,48.26,10.06,15.23,,419.34
3/1/2022,2019,20200659,17913,22855,"FLINT HILLS RESOURCES, LC",Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,,,,,,,,25.34,,,,,,25.34
3/1/2022,2019,20200659,17913,22855,"FLINT HILLS RESOURCES, LC",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MINNESOTA,,,,,,,,97.75,15.98,,,,,113.73
3/1/2022,2019,20200659,17913,22855,"FLINT HILLS RESOURCES, LC",Refined and/or Petroleum Product (non-HVL),INTERSTATE,WISCONSIN,,,,,,,,,351.26,11.61,,,,362.87
3/1/2022,2019,20200659,17913,22855,"FLINT HILLS RESOURCES, LC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,MINNESOTA,,,,,,,,,12.91,,,,,12.91
3/1/2022,2019,20200659,17913,22855,"FLINT HILLS RESOURCES, LC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,,0,6.26,1.38,12.1,0,1.42,446.49,334.24,4.58,2.05,,808.52
3/1/2022,2019,20200220,17444,25146,"EQUISTAR CHEMICALS, L.P.",Crude Oil,INTRASTATE,TEXAS,,,,,,0.1,,33.67,,,,,,33.77
3/1/2022,2019,20200222,17446,25146,"EQUISTAR CHEMICALS, L.P.",HVL,INTERSTATE,LOUISIANA,0,0,0,0,0,0,0,0,26.83,0,5.64,0,,32.47
3/1/2022,2019,20200222,17446,25146,"EQUISTAR CHEMICALS, L.P.",HVL,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,3.33,0,,3.33
3/1/2022,2019,20200222,17446,25146,"EQUISTAR CHEMICALS, L.P.",HVL,INTRASTATE,TEXAS,0,0,0,0,0,48.53,166.67,761.105,158.03,153.937,5.987,2.1,,1296.359
3/1/2022,2019,20200221,17445,25146,"EQUISTAR CHEMICALS, L.P.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,0,0.01,0,41.71,0,72.18,0,0,,113.9
3/1/2022,2019,20200435,17674,26026,"MARKWEST RANGER PIPELINE COMPANY, L.L.C.",HVL,INTERSTATE,KENTUCKY,,,,,,37.04,,,,,4.17,36.69,,77.9
3/1/2022,2019,20200435,17674,26026,"MARKWEST RANGER PIPELINE COMPANY, L.L.C.",HVL,INTERSTATE,WEST VIRGINIA,,,,,,,,39.74,,,22.11,,,61.85
3/1/2022,2019,20200224,17448,26039,FLORIDA POWER & LIGHT CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,FLORIDA,,,,,,,,52.334,,,,,,52.334
3/1/2022,2019,20200379,17617,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",HVL,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0.72,0,,0.72
3/1/2022,2019,20200377,17615,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,,,,,,7.1,,,,,2.32,0.02,,9.44
3/1/2022,2019,20200377,17615,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,10.54,0,2.11,,12.65
3/1/2022,2019,20200377,17615,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,0,0,0,0,0,3.28,0,1.15,2.1,0,1.85,0.75,,9.13
3/1/2022,2019,20200377,17615,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,NORTH CAROLINA,0,0,0,0,0,0,0,28.59,0,0.08,0,0,,28.67
3/1/2022,2019,20200377,17615,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,0,0,0,7.04,6.75,3.36,8.48,8.8,,34.43
3/1/2022,2019,20200078,17290,26045,"PAR HAWAII REFINING, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,HAWAII,,,,,,,,24,,,,,,24
3/1/2022,2019,20200194,17417,26048,HUNT REFINING CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,ALABAMA,0,0,0,0,0,0,0,0,23.72,0,23.72,0,,47.44
3/1/2022,2019,20200433,17672,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Crude Oil,INTERSTATE,ILLINOIS,0,0,0,0,12.91,0,0,0.04,0.1,22,60.8,51.59,,147.44
3/1/2022,2019,20200433,17672,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Crude Oil,INTERSTATE,INDIANA,0,0,0,0,10,8.8,0,1.1,0.2,12.7,4.2,1.5,,38.5
3/1/2022,2019,20200433,17672,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Crude Oil,INTERSTATE,KENTUCKY,0,0,0,0,0,0,0,0,0,0.5,0,0,,0.5
3/1/2022,2019,20200433,17672,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Crude Oil,INTRASTATE,ILLINOIS,,,,,,,,,,,,0.06,,0.06
3/1/2022,2019,20200433,17672,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Crude Oil,INTRASTATE,INDIANA,0,0,0,0,0,0,0,26,0,0.2,0.5,1.6,,28.3
3/1/2022,2019,20200434,17861,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,INDIANA,0,0,0,0,0,216.12,0.2,0,17.6,3,6.6,3.58,,247.1
3/1/2022,2019,20200471,17712,26054,KEY WEST PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,FLORIDA,0,0,0,0,0,0,5.8,0,0,1,0,0.2,,7
3/1/2022,2019,20200303,17532,26061,"DELEK CRUDE LOGISTICS, LLC.",Crude Oil,INTERSTATE,OKLAHOMA,,,,,,,39.66,,,,,,,39.66
3/1/2022,2019,20200303,17532,26061,"DELEK CRUDE LOGISTICS, LLC.",Crude Oil,INTERSTATE,TEXAS,,,,,,,103.07,,,,,,,103.07
3/1/2022,2019,20200303,17532,26061,"DELEK CRUDE LOGISTICS, LLC.",Crude Oil,INTRASTATE,TEXAS,,,,149.77,67.84,0.53,32.54,11.31,10.37,13.08,1.23,2.5,,289.17
3/1/2022,2019,20200304,17533,26061,"DELEK CRUDE LOGISTICS, LLC.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,13.4,85.26,,19.3,,,,,117.96
3/1/2022,2019,20200653,17907,26065,CHS MCPHERSON REFINERY INC.,HVL,INTRASTATE,KANSAS,0,,0,0,0,12.8,0,0,0,0,0,0.2,,13
3/1/2022,2019,20200654,17908,26065,CHS MCPHERSON REFINERY INC.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,KANSAS,0,,0,0,0,0,7,0,0,0,13.7,0,,20.7
3/1/2022,2019,20200339,17965,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTERSTATE,ALABAMA,,,,,,,,2.11,,,0.03,0.18,,2.32
3/1/2022,2019,20200339,17965,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,ALABAMA,,,,,,0.41,,5.36,,,11.05,,,16.82
3/1/2022,2019,20200339,17965,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,CALIFORNIA,,,,,10.52,34.03,65.28,7.74,77.64,64.89,3.64,16.66,,280.4
3/1/2022,2019,20200339,17965,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,LOUISIANA,,,,,3.9,21.42,11.63,2.9,,0.59,,,,40.44
3/1/2022,2019,20200339,17965,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,NEW MEXICO,0,0,0,0,0,0,0,0,0,0,0,21.46,,21.46
3/1/2022,2019,20200339,17965,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,OKLAHOMA,,,,,,,,,16.46,,1.98,,,18.44
3/1/2022,2019,20200339,17965,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,TEXAS,,,12.34,0.99,,3.39,3.42,22.9,,1.68,9.48,0.45,,54.65
3/1/2022,2019,20200340,17570,26085,"PLAINS MARKETING, L.P.",HVL,INTERSTATE,MICHIGAN,0,0,0,0,0,0,0,0.55,0,0,0,0,,0.55
3/1/2022,2019,20200340,17570,26085,"PLAINS MARKETING, L.P.",HVL,INTERSTATE,SOUTH CAROLINA,0,0,0,0,0,0,0,62.64,0,0,0,0.04,,62.68
3/1/2022,2019,20200340,17570,26085,"PLAINS MARKETING, L.P.",HVL,INTRASTATE,ARIZONA,0,0,0,0,0,0,0,3.87,0,0,0,7.71,,11.58
3/1/2022,2019,20200061,17272,26086,SEADRIFT PIPELINE CORP,HVL,INTRASTATE,TEXAS,65.76,0,0,0,0,137.95,539.52,175.31,11.1,5.08,51.11,5.11,,990.94
3/1/2022,2019,20200635,18037,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MARYLAND,0,0,0,0,0,0,7.4,0,0,0,0,1.1,,8.5
3/1/2022,2019,20200635,18037,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,,,,,,,,1.6,,,,,,1.6
3/1/2022,2019,20200635,18037,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,0,,0,0,0,0,0,0.15,0,0,0,0,,0.15
3/1/2022,2019,20200635,18037,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON DC,0,0,0,0,0,0,2.8,0,0,0,0,0,,2.8
3/1/2022,2019,20200635,18037,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0,,0,0,0,6.5,0,0,1,0,0,0,,7.5
3/1/2022,2019,20200635,18037,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,0,0,0,0,0,0,0,0,1.1,0,4.2,0,,5.3
3/1/2022,2019,20200635,18037,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,OREGON,0,0,0,0,0,0,0.2,0.3,0,0,0,0.2,,0.7
3/1/2022,2019,20200635,18037,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,VIRGINIA,6.42,0,0,0,0,0,0,0,0,2.73,0.02,0.01,,9.18
3/1/2022,2019,20200463,17703,26099,TAMPA BAY PIPELINE CO.,HVL,INTRASTATE,FLORIDA,,,0,0,0,0,0,37.7,27.86,1.17,19.21,3.16,,89.1
3/1/2022,2019,20200244,17468,26103,"TEXAS EASTMAN DIVISION, EASTMAN CHEMICAL CO",HVL,INTRASTATE,TEXAS,0,0,0,0,0,0,250,0,218.1,0,0.8,1.6,,470.5
3/1/2022,2019,20200422,17661,26112,VALERO REFINING-TEXAS L.P.,Crude Oil,INTRASTATE,TEXAS,,,,,,,,,2.54,,3.07,,,5.61
3/1/2022,2019,20200423,17662,26112,VALERO REFINING-TEXAS L.P.,HVL,INTRASTATE,TEXAS,,,,,,,,1.57,7.65,,4.07,,,13.29
3/1/2022,2019,20200424,17663,26112,VALERO REFINING-TEXAS L.P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,,,3.36,5.26,,22.98,,,31.6
3/1/2022,2019,20200484,17726,26120,COLLINS PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,LOUISIANA,0,0,0,0,0,0,0,48.01,0.002,0,0,0,,48.012
3/1/2022,2019,20200484,17726,26120,COLLINS PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,0,76.5,0,0,0,0,,76.5
3/1/2022,2019,20200145,17368,26125,CALNEV PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,CALIFORNIA,0,0,0,0,0,0,187.41,191.05,7.01,0,3.01,0.66,,389.14
3/1/2022,2019,20200145,17368,26125,CALNEV PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEVADA,0,0,0,0,0,0,51.65,41.88,0.46,15.66,6.08,0.02,,115.75
3/1/2022,2019,20200145,17368,26125,CALNEV PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0,0,0,0,0,0,0.11,2.37,50.93,3.09,3.92,0.03,,60.45
3/1/2022,2019,20200145,17368,26125,CALNEV PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEVADA,0,0,0,0,0,0,0.62,0,0,0,0,0,,0.62
