DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTF1A,PARTF1B,PARTF1C,PARTF1D,PARTF1DOTH,PARTF1E,PARTF2A1,PARTF2A2,PARTF2A,PARTF2B,PARTF2BHCAOUTSIDE,PARTF2B1,PARTF2B2,PARTF2C1,PARTF2C2,PARTF2C3,PARTF2C4,PARTF2CTOT,PARTF3A,PARTF3B,PARTF3BHCAOUTSIDE,PARTF3C,PARTF3D,PARTF4A,PARTF4A1TOT,PARTF4A11,PARTF4A12,PARTF4B,PARTF4BHCAOUTSIDE,PARTF4B1,PARTF4B2,PARTF4C1,PARTF4C2,PARTF4C3,PARTF4C4,PARTF4CTOT,PARTF5A,PARTF5AOTH,PARTF5A11,PARTF5A12,PARTF5A1TOT,PARTF5B,PARTF5BHCAOUTSIDE,PARTF5B1,PARTF5B2,PARTF5C1,PARTF5C2,PARTF5C3,PARTF5C4,PARTF5CTOT,PARTF6A,PARTF6B,PARTF6BHCAOUTSIDE,PARTF6C,PARTF6D,PARTF6E,PARTF6F,PARTF6G,PARTGMBA,PARTGMRC,PARTGTOTMILES,PARTG1A,PARTG1B,PARTG1TOTMILES
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,ALABAMA,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,IOWA,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0.07,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0.07,0,,0,0,0,,,0.07,0,0.07,,,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,0.234,0.234,0,0.234,XYZ Mapping,0.702,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0.702,0,,0,0,0,,,0,0.234,0.234,,,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,1.723,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,1.723,0,,0,0,0,,,0,1.723,1.723,,,
3/1/2022,2018,20190568,16999,1960,BUTTE PIPELINE CO,Crude Oil,INTERSTATE,,346.6,346.6,0,0,,693.2,,,26,15,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,693.2,15,,0,0,0,,,0,16.91,16.91,,,
3/1/2022,2018,20190080,16474,2162,DOW PIPELINE CO - CAYUSE,HVL,INTERSTATE,,104.06,104.06,0,0,,208.12,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,208.12,0,,0,0,0,,,0,60.42,60.42,,,
3/1/2022,2018,20190569,17000,2170,CENEX PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,,,,,341,,341,,,118,107,,,,0,1,26,,27,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,341,107,,27,0,0,,,0,0,0,,,
3/1/2022,2018,20190265,16682,2190,CENTRAL FLORIDA PIPELINE CORP,Refined and/or Petroleum Product (non-HVL),INTRASTATE,FLORIDA,84.44,84.44,0,0,,168.88,,,6,2,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,168.88,2,,0,0,0,,,0,83.69,83.69,,,
3/1/2022,2018,20190158,16563,2387,CITGO PIPELINE CO,Crude Oil,INTERSTATE,,,,,,,,,,1,0,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,,1644,1644,146,0,,3434,,,724,420,,,,1,8,174,,183,0.16,0,,0,0,0.093,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,3434.253,420,,183,0,0,,,0,1789.42,1789.42,,,
3/1/2022,2018,20190026,16396,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTERSTATE,,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2018,20190026,16396,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTRASTATE,WEST VIRGINIA,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2018,20190025,16395,2714,"DOMINION ENERGY TRANSMISSION, INC.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,WEST VIRGINIA,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,27.252,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,27.252,0,,0,0,0,,,0,27.252,27.252,,,
3/1/2022,2018,20190189,16600,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2018,20190362,17087,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,,108.5,108.5,0,0,,217,,,1,1,,,,0,1,0,,1,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,217,1,,1,0,0,,,0,9.4,9.4,,,
3/1/2022,2018,20190362,17087,2731,CHEVRON PIPE LINE CO,Crude Oil,INTRASTATE,CALIFORNIA,9.3,9.3,0,0,,18.6,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,,0,,0,0,,,,,0,,,,0,0,0,,0,18.6,0,,0,0,0,,,0,0.6,0.6,,,
3/1/2022,2018,20190366,16793,2731,CHEVRON PIPE LINE CO,HVL,INTRASTATE,LOUISIANA,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0.9,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0.9,0,,0,0,0,,,0,0.9,0.9,,,
3/1/2022,2018,20190366,16793,2731,CHEVRON PIPE LINE CO,HVL,INTRASTATE,TEXAS,257.2,257.2,0,0,,514.4,,,21,13,,,,0,0,1,,1,4.1,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,518.5,13,,1,0,0,,,0,121.2,121.2,,,
3/1/2022,2018,20190324,16747,2731,CHEVRON PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,71,71,0,0,,142,,,19,19,,,,0,1,0,,1,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,142,19,,1,0,0,,,0,46,46,,,
3/1/2022,2018,20190324,16747,2731,CHEVRON PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,UTAH,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2018,20190035,16410,2767,"HARVEST ALASKA, LLC",Crude Oil,INTERSTATE,,,,,,,,,,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
3/1/2022,2018,20190035,16410,2767,"HARVEST ALASKA, LLC",Crude Oil,INTRASTATE,ALASKA,26.1,26.1,,37.3,Smartball and Inertial Mapping Unit,89.5,,,5,5,,,,,,1,,1,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.8,5,,1,,,,,3.95,,3.95,,,
3/1/2022,2018,20190220,16632,3345,DEVON ENERGY PRODUCTION CO. LP,CO2,INTRASTATE,WYOMING,46.51,,,,,46.51,,,0,0,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,0,0,,0,46.51,0,,0,0,0,,,,,,,,
3/1/2022,2018,20190155,16558,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,,105.04,105.04,92.49,,,302.57,,,16,7,,,,1,0,5,,6,264.23,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.8,12,,8,,,,,0,75.11,75.11,,,
3/1/2022,2018,20190081,16475,3527,DOW PIPELINE CO,HVL,INTRASTATE,TEXAS,112.01,112.01,0,0,,224.02,,,10,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,224.02,0,,0,0,0,,,,66.01,66.01,,,
3/1/2022,2018,20190082,16476,3535,DOW PIPELINE CO,HVL,INTRASTATE,LOUISIANA,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2018,20190421,16852,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTERSTATE,,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2018,20190422,16853,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,HVL,INTRASTATE,TEXAS,18.36,18.36,0,0,,36.72,,,2,1,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.72,1,,0,0,0,,,0,9.89,9.89,,,
3/1/2022,2018,20190424,16855,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,,13.655,13.655,0,0,,27.31,,,5,5,,,,0,0,0,,0,0.193,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.503,5,,0,0,0,,,0,13.655,13.655,,,
3/1/2022,2018,20190424,16855,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TENNESSEE,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0.451,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.451,0,,0,0,0,,,0,0.451,0.451,,,
3/1/2022,2018,20190131,16531,4461,"EOG RESOURCES, INC",Crude Oil,INTRASTATE,TEXAS,0.314,0.314,,,,0.628,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0.628,0,,0,0,0,,,0,0,0,,,
3/1/2022,2018,20190268,16685,4472,CYPRESS INTERSTATE PIPELINE LLC,HVL,INTERSTATE,,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2018,20190161,16566,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,,105.56,17.11,0,0,,122.67,,,75,543,,,,1,10,22,,33,0.17,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,122.84,543,,33,0,0,,,0,105.73,105.73,,,
3/1/2022,2018,20190240,17131,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTERSTATE,,46,46,93,0,,185,,,180,150,,,,1,5,100,,106,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,185,150,,106,0,0,,,0,46,46,,,
3/1/2022,2018,20190240,17131,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTRASTATE,MONTANA,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2018,20190240,17131,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTRASTATE,TEXAS,57,57,0,0,,114,,,155,155,,,,4,19,96,,119,32,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,146,155,,119,0,0,,,0,57,57,,,
3/1/2022,2018,20190241,16654,4906,EXXONMOBIL PIPELINE CO,HVL,INTRASTATE,LOUISIANA,211,252,41,0,,504,,,48,39,,,,2,1,30,,33,11,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,515,39,,33,0,0,,,0,165,165,,,
3/1/2022,2018,20190241,16654,4906,EXXONMOBIL PIPELINE CO,HVL,INTRASTATE,TEXAS,243,348,20,0,,611,,,132,96,,,,7,1,39,,47,18,1,,0,1,24.7,,,,4,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,653.7,101,,48,4,0,,,0.2,318,318.2,,,
3/1/2022,2018,20190242,16655,4906,EXXONMOBIL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2018,20190242,16655,4906,EXXONMOBIL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2018,20190242,16655,4906,EXXONMOBIL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,142,129,39,52,,362,,,57,48,,,,2,0,10,,12,49,1,,0,1,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,411,49,,13,1,0,,,0,91,91,,,
3/1/2022,2018,20190147,16549,4908,"EXXONMOBIL PRODUCTION COMPANY, A DIVISION OF EXXON MOBIL CORPORATION",CO2,INTRASTATE,WYOMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2018,20190146,16547,4908,"EXXONMOBIL PRODUCTION COMPANY, A DIVISION OF EXXON MOBIL CORPORATION",Crude Oil,INTERSTATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2018,20190146,16547,4908,"EXXONMOBIL PRODUCTION COMPANY, A DIVISION OF EXXON MOBIL CORPORATION",Crude Oil,INTRASTATE,ALABAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2018,20190604,17242,5081,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC",Crude Oil,INTERSTATE,,146.97,271.24,124.27,0,,542.48,,,67,67,,,,9,8,17,,34,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,542.48,67,,34,0,0,,,0,329.94,329.94,,,
3/1/2022,2018,20190604,17242,5081,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC",Crude Oil,INTRASTATE,KANSAS,0,0,0,0,,0,,,180,180,,,,4,1,24,,29,10.15,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,10.15,180,,29,0,0,,,0,0,0,,,
3/1/2022,2018,20190604,17242,5081,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC",Crude Oil,INTRASTATE,OKLAHOMA,102.32,102.32,102.32,,,306.96,,,29,29,,,,11,4,11,,26,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,306.96,29,,26,1,0,,,0,132.81,132.81,,,
3/1/2022,2018,20190203,16614,5524,FOUR STAR OIL & GAS CO,Crude Oil,INTRASTATE,TEXAS,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2018,20190174,16584,6911,GULF STATE PIPELINE CO INC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2018,20190318,16741,7063,HARBOR PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,,0,0,0,0,,0,,,0,0,,,,0,0,0,,0,0,0,,0,0,0,,,,0,,,,0,0,0,,0,0,,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,,0,0,0,,,
3/1/2022,2018,20190523,16954,7660,HUNT CRUDE OIL SUPPLY CO,Crude Oil,INTERSTATE,,,,,,,,,,17,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,
3/1/2022,2018,20190523,16954,7660,HUNT CRUDE OIL SUPPLY CO,Crude Oil,INTRASTATE,ALABAMA,20.6,20.6,,,,41.2,,,,,,,,,,,,,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.4,,,,,,,,,3.37,3.37,,,
