DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTIUNKWN,PARTIPRE20,PARTI192029,PARTI193039,PARTI194049,PARTI195059,PARTI196069,PARTI197079,PARTI198089,PARTI199099,PARTI200009,PARTI201019,PARTI202029,PARTITOTAL
3/1/2022,2017,20183477,16014,1047,HESS CORPORATION,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,0,,0,0,0,0,0,16,0,0,0,0,,16
3/1/2022,2017,20183450,15985,1248,BELLE FOURCHE PIPELINE CO,Crude Oil,INTERSTATE,MONTANA,0,0,0,0,0,0,29,65,0,0,0,0,,94
3/1/2022,2017,20183450,15985,1248,BELLE FOURCHE PIPELINE CO,Crude Oil,INTERSTATE,NORTH DAKOTA,0,,0,0,0,0,0,66,62,19,32,16,,195
3/1/2022,2017,20183450,15985,1248,BELLE FOURCHE PIPELINE CO,Crude Oil,INTERSTATE,WYOMING,,,,,,,351,15,,1,3,47,,417
3/1/2022,2017,20183451,15986,1248,BELLE FOURCHE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WYOMING,,,,,,,49,,,27,,,,76
3/1/2022,2017,20183125,15625,1541,"BP PIPELINES (ALASKA), INC",Crude Oil,INTRASTATE,ALASKA,0,0,0,0,0,0,0,4.6,12.7,0,17.1,0,,34.4
3/1/2022,2017,20183604,16145,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTERSTATE,INDIANA,0,0,0,0,0,0,0,0,0,0.478,0,0.918,,1.396
3/1/2022,2017,20183604,16145,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTERSTATE,OHIO,,0,0,0,1.168,0,0,0,0,0,0,,,1.168
3/1/2022,2017,20183604,16145,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTRASTATE,INDIANA,0,0,0,0,0,0,0,0,0,0,0,1.641,,1.641
3/1/2022,2017,20183604,16145,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,7.196,,7.196
3/1/2022,2017,20183608,16149,1845,"BUCKEYE PARTNERS, LP",HVL,INTERSTATE,ILLINOIS,0,0,0,0,0,0,0,0,0,0,13.079,0,,13.079
3/1/2022,2017,20183608,16149,1845,"BUCKEYE PARTNERS, LP",HVL,INTERSTATE,INDIANA,0,0,0,0,0,0,1.011,0,0,0,0.61,0,,1.621
3/1/2022,2017,20183608,16149,1845,"BUCKEYE PARTNERS, LP",HVL,INTERSTATE,OHIO,0,0,0,0,0,0.928,0,0,0,0,0,0,,0.928
3/1/2022,2017,20183608,16149,1845,"BUCKEYE PARTNERS, LP",HVL,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,5.465,4.791,6.506,,16.762
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,CONNECTICUT,0,0,0,0,0,0,69.532,9.103,1.745,2.96,7.189,0.107,,90.636
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,FLORIDA,0,0,0,0,0,30.871,0,0.355,1.895,0.18,1.05,3.206,,37.557
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,0,0,2.555,255.768,20.88,520.649,165.182,43.518,8.64,16.663,3.688,3.653,,1041.196
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,0,29.249,44.786,87.998,168.127,164.764,378.724,9.928,0.69,8.875,36.667,1.266,,931.074
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,0,0,0,52.986,92.441,175.023,1.18,2.49,0.69,1.004,0.869,1.406,,328.089
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MAINE,0,0,0,0,97.62,0,0,0.64,0.475,0.517,24.992,0,,124.244
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MASSACHUSETTS,0,0,0,0,0.673,0,19.433,0,0.002,0.554,0.049,0.249,,20.96
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MICHIGAN,0,0,0,0,0.104,148.884,174.688,45.041,8.312,8.417,4.381,2.473,,392.3
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,0,0,11.748,105.602,12.75,131.797,0.399,2.217,5.116,7.962,2.795,2.097,,282.483
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEVADA,0,0,0,0,0,0,0,0,0,3.035,0,0,,3.035
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,0,0,0,0,0,53.791,24.648,58.359,0.099,0.361,1.279,7.562,,146.099
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,0,0,0,0,246.39,236.448,123.725,6.399,8.284,3.92,4.435,6.128,,635.729
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,OHIO,0,0,0,0.821,166.2,127.301,508.773,223.16,28.998,4.171,19.555,7.488,,1086.467
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,PENNSYLVANIA,0,0,0,0,244.545,570.315,216.531,44.667,2.69,12.053,30.253,0.89,,1121.944
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,TENNESSEE,0,0,0,0,0,0,0,0,0,0,11.023,0,,11.023
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,ALABAMA,0,0,0,0,0,0,1.959,0,0,0,0,0.021,,1.98
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0,0,0,0,0,0,0,0,0,0,4.265,0,,4.265
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,IOWA,0,0,0,0,0,0.073,0,0,0,0,0,0,,0.073
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,0,0,0,0,0,0,0,0,0,0,0.234,0,,0.234
3/1/2022,2017,20183605,16423,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,1.723,6.574,,8.297
3/1/2022,2017,20183452,15987,1960,BUTTE PIPELINE CO,Crude Oil,INTERSTATE,MONTANA,,,,,,124,,,,,,98,,222
3/1/2022,2017,20183452,15987,1960,BUTTE PIPELINE CO,Crude Oil,INTERSTATE,WYOMING,,,,,,214,,,,,,23,,237
3/1/2022,2017,20183048,15532,2162,DOW PIPELINE CO - CAYUSE,HVL,INTERSTATE,LOUISIANA,0,0,0,0,0,0,0,165.58,0,0,0.02,0.51,,166.11
3/1/2022,2017,20183048,15532,2162,DOW PIPELINE CO - CAYUSE,HVL,INTERSTATE,TEXAS,0,0,0,0,0,0,0,82.33,0.09,0,0,0.22,,82.64
3/1/2022,2017,20183569,16109,2170,CENEX PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MONTANA,,,,,,2.1,11.34,18.3,0,43,79,145,,298.74
3/1/2022,2017,20183569,16109,2170,CENEX PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NORTH DAKOTA,,,,,,,130.39,,,255.5,1,,,386.89
3/1/2022,2017,20183074,15559,2190,CENTRAL FLORIDA PIPELINE CORP,Refined and/or Petroleum Product (non-HVL),INTRASTATE,FLORIDA,0,0,0,0,0,0,3.95,86,1.66,112.47,1.27,0.32,,205.67
3/1/2022,2017,20183623,16166,2371,"WESTERN REFINING SOUTHWEST, INC",Crude Oil,INTERSTATE,TEXAS,0,,0,0,0,0,0,,0,,0,148.7,,148.7
3/1/2022,2017,20183275,15795,2387,CITGO PIPELINE CO,Crude Oil,INTERSTATE,LOUISIANA,,,,,,22.232,,,,,,,,22.232
3/1/2022,2017,20183275,15795,2387,CITGO PIPELINE CO,Crude Oil,INTERSTATE,TEXAS,18.058,,,,,41.193,,0.015,,0.174,0.44,,,59.88
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ALABAMA,0.66,0,0,0,0,0,172.8,201.75,3.09,16.04,19.42,0.03,,413.79
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,DELAWARE,0,,0,0,0,0,4.22,0,0,0,0.03,0,,4.25
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,GEORGIA,12.79,0,0,0,0,14.09,368.21,528.4,118,23.3,12.26,1.38,,1078.43
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,LOUISIANA,0,0,0,0,0,0,217.12,240.6,0,14.68,0.4,6.95,,479.75
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MARYLAND,16.25,0,0,17.36,0,0,204.03,0.28,68.48,1.26,0.52,0,,308.18
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSISSIPPI,0.48,0,0,0,0,2.33,157.98,285.78,0,2.52,23.87,1.17,,474.13
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,2.59,0,0,0,0,4.9,141.11,0.07,2.03,1.79,4.6,12.56,,169.65
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,0,0,0,0,0,0.39,5.09,0,0,0.62,0.76,0.07,,6.93
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NORTH CAROLINA,15.98,0,0,0,0,0,373.44,250.52,17.81,3.2,42.5,4.02,,707.47
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,PENNSYLVANIA,1.53,,0,0,0,0,36.75,0,0,0,0.06,0.01,,38.35
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,SOUTH CAROLINA,8.99,0,0,0,0,0,179.71,145.57,0,33.21,9.53,0.03,,377.04
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TENNESSEE,10.02,0,0,0,0,0,234.73,137.46,38.48,19.06,44.35,0.16,,484.26
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,10.94,0,0,0,0,9.73,121.3,112.92,0,10.31,0.12,0.03,,265.35
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,VIRGINIA,11.18,0,0,0,0,0,501.08,263.62,7.43,2.06,5.43,0.49,,791.29
3/1/2022,2017,20183645,16334,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON DC,0,,0,0.82,0,0,0,0,0,0,0,0,,0.82
3/1/2022,2017,20183037,15520,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTERSTATE,PENNSYLVANIA,0,0,0,0,0,0,0,10.061,41.31,0.473,0.398,0.026,,52.268
3/1/2022,2017,20183037,15520,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTERSTATE,WEST VIRGINIA,0,0,0,0,0,0,1.112,2.983,14.221,0.119,0.27,0,,18.705
3/1/2022,2017,20183037,15520,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTRASTATE,WEST VIRGINIA,0,0,0,0,0,0,4.976,0,0.717,0,1.643,0.277,,7.613
3/1/2022,2017,20183036,15519,2714,"DOMINION ENERGY TRANSMISSION, INC.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,WEST VIRGINIA,0,0,0,0,0,0,0,0,0,27.187,0.052,1.88,,29.119
3/1/2022,2017,20183019,15499,2730,CHEVRON PRODUCTS COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,OREGON,,,,,,,,,,,,,,
3/1/2022,2017,20183337,15864,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,COLORADO,,,,,,,,,12.1,,,,,12.1
3/1/2022,2017,20183337,15864,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,UTAH,,,,,,,,,73.8,,,,,73.8
3/1/2022,2017,20183337,15864,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,WYOMING,,,,,,,,,43.1,,,,,43.1
3/1/2022,2017,20183172,17088,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,COLORADO,,,,,10.9,4.7,,,,,0.1,,,15.7
3/1/2022,2017,20183172,17088,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,LOUISIANA,2.4,0,0,0,0,0,154.1,4.8,0,0.6,11.8,18.4,,192.1
3/1/2022,2017,20183172,17088,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,MISSISSIPPI,0,,0,0,0,0,38.2,0,0,0,0,2.7,,40.9
3/1/2022,2017,20183172,17088,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,OCS-Gulf of Mexico,11.1,0,0,0,0,0,0,25.1,0,0,0,151.5,,187.7
3/1/2022,2017,20183172,17088,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,UTAH,0,,0,0,160.3,172.4,0,0,0,0,11.6,0.1,,344.4
3/1/2022,2017,20183172,17088,2731,CHEVRON PIPE LINE CO,Crude Oil,INTRASTATE,CALIFORNIA,55,0,0,5.3,2.9,10.3,9.3,6.3,0,8,1.1,3.6,,101.8
3/1/2022,2017,20183225,15744,2731,CHEVRON PIPE LINE CO,HVL,INTRASTATE,LOUISIANA,,,,,,,0,18.3,,,,0.1,,18.4
3/1/2022,2017,20183225,15744,2731,CHEVRON PIPE LINE CO,HVL,INTRASTATE,TEXAS,0,56.5,0.2,0,0.5,176.6,226.6,140.2,129.7,140.8,54.4,139.1,,1064.6
3/1/2022,2017,20183182,15693,2731,CHEVRON PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,52.7,0,0,1,49.5,7.2,117,63.8,2,13.4,10.2,3.1,,319.9
3/1/2022,2017,20183182,15693,2731,CHEVRON PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,UTAH,0,2.7,0,0,0,0,0,0,0,0,0,0,,2.7
3/1/2022,2017,20183614,16323,2767,"HARVEST ALASKA, LLC",Crude Oil,INTERSTATE,ALASKA,,,,,,,,,37.06,17.48,0.12,,,54.66
3/1/2022,2017,20183614,16323,2767,"HARVEST ALASKA, LLC",Crude Oil,INTRASTATE,ALASKA,,,,,,,52.08,,0.25,0.66,0.37,2.04,,55.4
3/1/2022,2017,20183279,15800,3345,DEVON ENERGY PRODUCTION CO. LP,CO2,INTRASTATE,WYOMING,,,,,,,,,,,46,0.51,,46.51
3/1/2022,2017,20183322,15848,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,ALABAMA,0.192,0,0,0,0,0,249.51,0,0.187,0.988,2.046,0.214,,253.137
3/1/2022,2017,20183322,15848,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,GEORGIA,0,0,0,0,0,0,355.293,4.89,0.023,0.681,1.071,0.109,,362.067
3/1/2022,2017,20183322,15848,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,LOUISIANA,0,0,0,0,0,0,223.102,0.837,2.887,1.941,4.905,1.266,,234.938
3/1/2022,2017,20183322,15848,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,120.596,0,1.159,0.448,0.935,0.192,,123.33
3/1/2022,2017,20183322,15848,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,NORTH CAROLINA,0.113,0,0,0,0,0,75.248,0.662,12.488,0.032,0.741,0.169,,89.453
3/1/2022,2017,20183322,15848,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,SOUTH CAROLINA,0.036,0,0,0,0,0,161.254,0.832,0.316,0.54,0.448,0.618,,164.044
