DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTPONCPB,PARTPONCPC,PARTPONCUB,PARTPONCUC,PARTPONCUP,PARTPONCUO,PARTPONTOTAL,PARTPOFFCPB,PARTPOFFCPC,PARTPOFFCUB,PARTPOFFCUC,PARTPOFFCUP,PARTPOFFCUO,PARTPOFFTOTAL,PARTPCPBTOTAL,PARTPCPCTOTAL,PARTPCUBTOTAL,PARTPCUCTOTAL,PARTPCUPTOTAL,PARTPCUOTOTAL,PARTPTOTMILES,PARTPOTHER
3/1/2022,2020,20210355,18452,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,OHIO,0,387.1,0,0,0,0,387.1,0,0,0,0,0,0,0,0,387.1,0,0,0,0,387.1,
3/1/2022,2020,20210355,18452,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,PENNSYLVANIA,0,1148.9,0,0,0,0,1148.9,0,0,0,0,0,0,0,0,1148.9,0,0,0,0,1148.9,
3/1/2022,2020,20210355,18452,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,MASSACHUSETTS,0,0.8,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0.8,
3/1/2022,2020,20210355,18452,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,880.5,0,0,0,0,880.5,0,0,0,0,0,0,0,0,880.5,0,0,0,0,880.5,
3/1/2022,2020,20210315,18412,19319,"TPC GROUP, LLC",HVL,INTRASTATE,LOUISIANA,0,1.871,0,0,0,0,1.871,0,0,0,0,0,0,0,0,1.871,0,0,0,0,1.871,
3/1/2022,2020,20210315,18412,19319,"TPC GROUP, LLC",HVL,INTRASTATE,TEXAS,0,116.741,0,0,0,0,116.741,0,0,0,0,0,0,0,0,116.741,0,0,0,0,116.741,
3/1/2022,2020,20210316,18413,19319,"TPC GROUP, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,0,0.684,0,0,0,0,0.684,0,0,0,0,0,0,0,0,0.684,0,0,0,0,0.684,
3/1/2022,2020,20210316,18413,19319,"TPC GROUP, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,20.622,0,0,0,0,20.622,0,0,0,0,0,0,0,0,20.622,0,0,0,0,20.622,
3/1/2022,2020,20210306,18403,19410,THUMS LONG BEACH CO,Crude Oil,INTRASTATE,CALIFORNIA,0,4.47,0,0,0,0,4.47,0,10.19,0,0,0,0,10.19,0,14.66,0,0,0,0,14.66,
3/1/2022,2020,20210614,18723,19481,T & M TERMINAL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSISSIPPI,0,1.46,0,0,0,0,1.46,0,0,0,0,0,0,0,0,1.46,0,0,0,0,1.46,
3/1/2022,2020,20210535,18638,19585,TRANS MOUNTAIN PIPELINE (PUGET SOUND) LLC,Crude Oil,INTERSTATE,WASHINGTON,0,64,0,0,0,0,64,0,0,0,0,0,0,0,0,64,0,0,0,0,64,
3/1/2022,2020,20210035,18090,19892,UCAR PIPELINE INCORPORATED,HVL,INTRASTATE,LOUISIANA,0,69.87,0,0,0,0,69.87,0,0,0,0,0,0,0,0,69.87,0,0,0,0,69.87,
3/1/2022,2020,20210095,18157,20046,UNION CARBIDE CHEMICALS & PLASTICS CO INC,HVL,INTRASTATE,WEST VIRGINIA,0,7.1,0,0,0,0,7.1,0,0,0,0,0,0,0,0,7.1,0,0,0,0,7.1,
3/1/2022,2020,20210470,18572,20202,ULTRAMAR INC.,Crude Oil,INTRASTATE,CALIFORNIA,0,4.29,0,0,0,0,4.29,0,0,0,0,0,0,0,0,4.29,0,0,0,0,4.29,
3/1/2022,2020,20210471,18573,20202,ULTRAMAR INC.,HVL,INTRASTATE,CALIFORNIA,0,7.63,0,0,0,0,7.63,0,0,0,0,0,0,0,0,7.63,0,0,0,0,7.63,
3/1/2022,2020,20210472,18574,20202,ULTRAMAR INC.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0,19.41,0,4.4,0,0,23.81,0,0,0,0,0,0,0,0,19.41,0,4.4,0,0,23.81,
3/1/2022,2020,20210221,18317,21359,SASOL CHEMICALS USA LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,0,0,0,12.7,0,0,12.7,0,0,0,0,0,0,0,0,0,0,12.7,0,0,12.7,
3/1/2022,2020,20210531,18634,22430,WEST SHORE PIPELINE CO,Crude Oil,INTERSTATE,ILLINOIS,0,3.582,0,0,0,0,3.582,0,0,0,0,0,0,0,0,3.582,0,0,0,0,3.582,
3/1/2022,2020,20210532,18635,22430,WEST SHORE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,0,384.059,0,0,0,0,384.059,0,0,0,0,0,0,0,0,384.059,0,0,0,0,384.059,
3/1/2022,2020,20210532,18635,22430,WEST SHORE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,0,17.208,0,0,0,0,17.208,0,0,0,0,0,0,0,0,17.208,0,0,0,0,17.208,
3/1/2022,2020,20210532,18635,22430,WEST SHORE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WISCONSIN,0,204.67,0,0,0,0,204.67,0,0,0,0,0,0,0,0,204.67,0,0,0,0,204.67,
3/1/2022,2020,20210356,18453,22442,WEST TEXAS GULF PIPELINE CO,Crude Oil,INTERSTATE,TEXAS,0,583.5,0,0,0,0,583.5,0,0,0,0,0,0,0,0,583.5,0,0,0,0,583.5,
3/1/2022,2020,20210504,18607,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTERSTATE,COLORADO,0,210.91,0,0,0,0,210.91,0,0,0,0,0,0,0,0,210.91,0,0,0,0,210.91,
3/1/2022,2020,20210504,18607,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTERSTATE,KANSAS,0,363.18,0,0,0,0,363.18,0,0,0,0,0,0,0,0,363.18,0,0,0,0,363.18,
3/1/2022,2020,20210504,18607,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTERSTATE,OKLAHOMA,0,233.45,0,0,0,0,233.45,0,0,0,0,0,0,0,0,233.45,0,0,0,0,233.45,
3/1/2022,2020,20210504,18607,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTERSTATE,TEXAS,0,408.37,0,0,0,0,408.37,0,0,0,0,0,0,0,0,408.37,0,0,0,0,408.37,
3/1/2022,2020,20210504,18607,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTERSTATE,WYOMING,0,9.94,0,0,0,0,9.94,0,0,0,0,0,0,0,0,9.94,0,0,0,0,9.94,
3/1/2022,2020,20210504,18607,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTRASTATE,OKLAHOMA,0,68.67,0,0,0,0,68.67,0,0,0,0,0,0,0,0,68.67,0,0,0,0,68.67,
3/1/2022,2020,20210505,18608,22610,"MAGELLAN PIPELINE COMPANY, LP",HVL,INTERSTATE,ILLINOIS,0,63.12,0,0,0,0,63.12,0,0,0,0,0,0,0,0,63.12,0,0,0,0,63.12,
3/1/2022,2020,20210505,18608,22610,"MAGELLAN PIPELINE COMPANY, LP",HVL,INTERSTATE,IOWA,0,362.83,0,0,0,0,362.83,0,0,0,0,0,0,0,0,362.83,0,0,0,0,362.83,
3/1/2022,2020,20210505,18608,22610,"MAGELLAN PIPELINE COMPANY, LP",HVL,INTERSTATE,KANSAS,0,4.8,0,0,0,0,4.8,0,0,0,0,0,0,0,0,4.8,0,0,0,0,4.8,
3/1/2022,2020,20210505,18608,22610,"MAGELLAN PIPELINE COMPANY, LP",HVL,INTERSTATE,MINNESOTA,0,0.04,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.04,
3/1/2022,2020,20210505,18608,22610,"MAGELLAN PIPELINE COMPANY, LP",HVL,INTERSTATE,MISSOURI,0,125.9,0,0,0,0,125.9,0,0,0,0,0,0,0,0,125.9,0,0,0,0,125.9,
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,ARKANSAS,0,222.91,0,0,0,0,222.91,0,0,0,0,0,0,0,0,222.91,0,0,0,0,222.91,
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,COLORADO,0,358.52,0,0,0,0,358.52,0,0,0,0,0,0,0,0,358.52,0,0,0,0,358.52,
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,0,261.1,0,0,0,0,261.1,0,0,0,0,0,0,0,0,261.1,0,0,0,0,261.1,
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,23.13,831.8,0,0,0,0,854.93,0,0,0,0,0,0,0,23.13,831.8,0,0,0,0,854.93,
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,KANSAS,0.67,1940.73,0,0,0,0,1941.4,0,0,0,0,0,0,0,0.67,1940.73,0,0,0,0,1941.4,
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MINNESOTA,1.23,1037.23,0,0,0,0,1038.46,0,0,0,0,0,0,0,1.23,1037.23,0,0,0,0,1038.46,
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,0,545.09,0,0,0,0,545.09,0,0,0,0,0,0,0,0,545.09,0,0,0,0,545.09,
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEBRASKA,0,368.81,0,0,0,0,368.81,0,0,0,0,0,0,0,0,368.81,0,0,0,0,368.81,
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW MEXICO,0,248.56,0,0,0,0,248.56,0,0,0,0,0,0,0,0,248.56,0,0,0,0,248.56,
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NORTH DAKOTA,0,87.3,0,0,0,0,87.3,0,0,0,0,0,0,0,0,87.3,0,0,0,0,87.3,
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,OKLAHOMA,43.89,972.28,0,0,0,0,1016.17,0,0,0,0,0,0,0,43.89,972.28,0,0,0,0,1016.17,
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,SOUTH DAKOTA,0,184.68,0,0,0,0,184.68,0,0,0,0,0,0,0,0,184.68,0,0,0,0,184.68,
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,0,1855.46,0,0,0,0,1855.46,0,0,0,0,0,0,0,0,1855.46,0,0,0,0,1855.46,
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,WISCONSIN,0,171.97,0,0,0,0,171.97,0,0,0,0,0,0,0,0,171.97,0,0,0,0,171.97,
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,WYOMING,0,271.71,0,0,0,0,271.71,0,0,0,0,0,0,0,0,271.71,0,0,0,0,271.71,
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,167.58,0,0,0,0,167.58,0,0,0,0,0,0,0,0,167.58,0,0,0,0,167.58,
3/1/2022,2020,20210395,18496,22830,WOLVERINE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,14.56,78.076,0,0,0,0,92.636,0,0,0,0,0,0,0,14.56,78.076,0,0,0,0,92.636,
3/1/2022,2020,20210395,18496,22830,WOLVERINE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,38.845,124.664,0,0,0,0,163.509,0,0,0,0,0,0,0,38.845,124.664,0,0,0,0,163.509,
3/1/2022,2020,20210395,18496,22830,WOLVERINE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MICHIGAN,202.848,485.815,0,0,0,0,688.663,0,0,0,0,0,0,0,202.848,485.815,0,0,0,0,688.663,
3/1/2022,2020,20210296,18393,22855,"FLINT HILLS RESOURCES, LC",Crude Oil,INTERSTATE,ILLINOIS,0,5.04,0,0,0,0,5.04,0,0,0,0,0,0,0,0,5.04,0,0,0,0,5.04,
3/1/2022,2020,20210296,18393,22855,"FLINT HILLS RESOURCES, LC",Crude Oil,INTERSTATE,IOWA,0,78.71,0,0,0,0,78.71,0,0,0,0,0,0,0,0,78.71,0,0,0,0,78.71,
3/1/2022,2020,20210296,18393,22855,"FLINT HILLS RESOURCES, LC",Crude Oil,INTERSTATE,MINNESOTA,0,987.03,0,0,0,0,987.03,0,0,0,0,0,0,0,0,987.03,0,0,0,0,987.03,
3/1/2022,2020,20210296,18393,22855,"FLINT HILLS RESOURCES, LC",Crude Oil,INTERSTATE,MISSOURI,0,250.02,0,0,0,0,250.02,0,0,0,0,0,0,0,0,250.02,0,0,0,0,250.02,
3/1/2022,2020,20210296,18393,22855,"FLINT HILLS RESOURCES, LC",Crude Oil,INTRASTATE,TEXAS,0,645.21,0,0,0,0,645.21,0,0,0,0,0,0,0,0,645.21,0,0,0,0,645.21,
3/1/2022,2020,20210294,18391,22855,"FLINT HILLS RESOURCES, LC",HVL,INTERSTATE,MINNESOTA,0,21.79,0,0,0,0,21.79,0,0,0,0,0,0,0,0,21.79,0,0,0,0,21.79,
3/1/2022,2020,20210294,18391,22855,"FLINT HILLS RESOURCES, LC",HVL,INTERSTATE,WISCONSIN,0,153.98,0,0,0,0,153.98,0,0,0,0,0,0,0,0,153.98,0,0,0,0,153.98,
3/1/2022,2020,20210294,18391,22855,"FLINT HILLS RESOURCES, LC",HVL,INTRASTATE,TEXAS,0,433.6,0,0,0,0,433.6,0,0,0,0,0,0,0,0,433.6,0,0,0,0,433.6,
3/1/2022,2020,20210295,18392,22855,"FLINT HILLS RESOURCES, LC",Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,0,138.74,0,0,0,0,138.74,0,0,0,0,0,0,0,0,138.74,0,0,0,0,138.74,
3/1/2022,2020,20210295,18392,22855,"FLINT HILLS RESOURCES, LC",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MINNESOTA,0,113.97,0,0,0,0,113.97,0,0,0,0,0,0,0,0,113.97,0,0,0,0,113.97,
3/1/2022,2020,20210295,18392,22855,"FLINT HILLS RESOURCES, LC",Refined and/or Petroleum Product (non-HVL),INTERSTATE,WISCONSIN,0,362.96,0,0,0,0,362.96,0,0,0,0,0,0,0,0,362.96,0,0,0,0,362.96,
3/1/2022,2020,20210295,18392,22855,"FLINT HILLS RESOURCES, LC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,MINNESOTA,0,12.91,0,0,0,0,12.91,0,0,0,0,0,0,0,0,12.91,0,0,0,0,12.91,
3/1/2022,2020,20210295,18392,22855,"FLINT HILLS RESOURCES, LC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,808.98,0,0,0,0,808.98,0,0,0,0,0,0,0,0,808.98,0,0,0,0,808.98,
3/1/2022,2020,20210398,18498,25146,"EQUISTAR CHEMICALS, L.P.",Crude Oil,INTRASTATE,TEXAS,0,34.34,0,0,0,0,34.34,0,0,0,0,0,0,0,0,34.34,0,0,0,0,34.34,
3/1/2022,2020,20210459,18561,25146,"EQUISTAR CHEMICALS, L.P.",HVL,INTERSTATE,LOUISIANA,0,32.46,0,0,0,0,32.46,0,0,0,0,0,0,0,0,32.46,0,0,0,0,32.46,
3/1/2022,2020,20210459,18561,25146,"EQUISTAR CHEMICALS, L.P.",HVL,INTERSTATE,TEXAS,0,3.33,0,0,0,0,3.33,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,
3/1/2022,2020,20210459,18561,25146,"EQUISTAR CHEMICALS, L.P.",HVL,INTRASTATE,TEXAS,0,1295.008,0,0,0,0,1295.008,0,0,0,0,0,0,0,0,1295.008,0,0,0,0,1295.008,
3/1/2022,2020,20210400,18500,25146,"EQUISTAR CHEMICALS, L.P.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,112.9,0,0,0,0,112.9,0,0,0,0,0,0,0,0,112.9,0,0,0,0,112.9,
3/1/2022,2020,20210516,18619,26026,"MARKWEST RANGER PIPELINE COMPANY, L.L.C.",HVL,INTERSTATE,KENTUCKY,0,77.9,0,0,0,0,77.9,0,0,0,0,0,0,0,0,77.9,0,0,0,0,77.9,
3/1/2022,2020,20210516,18619,26026,"MARKWEST RANGER PIPELINE COMPANY, L.L.C.",HVL,INTERSTATE,WEST VIRGINIA,0,61.85,0,0,0,0,61.85,0,0,0,0,0,0,0,0,61.85,0,0,0,0,61.85,
3/1/2022,2020,20210211,18307,26039,FLORIDA POWER & LIGHT CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,FLORIDA,0,52.334,0,0,0,0,52.334,0,0,0,0,0,0,0,0,52.334,0,0,0,0,52.334,
3/1/2022,2020,20210647,18757,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",HVL,INTRASTATE,TEXAS,0,0.72,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0.72,
3/1/2022,2020,20210665,18877,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,0,9.44,0,0,0,0,9.44,0,0,0,0,0,0,0,0,9.44,0,0,0,0,9.44,
3/1/2022,2020,20210665,18877,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,
3/1/2022,2020,20210665,18877,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,0,9.15,0,0,0,0,9.15,0,0,0,0,0,0,0,0,9.15,0,0,0,0,9.15,
3/1/2022,2020,20210665,18877,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,NORTH CAROLINA,0,28.67,0,0,0,0,28.67,0,0,0,0,0,0,0,0,28.67,0,0,0,0,28.67,
3/1/2022,2020,20210665,18877,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,37.71,0,0,0,0,37.71,0,0,0,0,0,0,0,0,37.71,0,0,0,0,37.71,
3/1/2022,2020,20210024,18079,26045,"PAR HAWAII REFINING, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,HAWAII,0,24,0,0,0,0,24,0,0,0,0,0,0,0,0,24,0,0,0,0,24,
3/1/2022,2020,20210247,18343,26048,HUNT REFINING CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,ALABAMA,0,47.44,0,0,0,0,47.44,0,0,0,0,0,0,0,0,47.44,0,0,0,0,47.44,
3/1/2022,2020,20210503,18606,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Crude Oil,INTERSTATE,ILLINOIS,0,140.6,0,0,0,0,140.6,0,0,0,0,0,0,0,0,140.6,0,0,0,0,140.6,
3/1/2022,2020,20210503,18606,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Crude Oil,INTERSTATE,INDIANA,0.3,12.6,0,0,0,0,12.9,0,0,0,0,0,0,0,0.3,12.6,0,0,0,0,12.9,
3/1/2022,2020,20210503,18606,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Crude Oil,INTERSTATE,KENTUCKY,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,
3/1/2022,2020,20210503,18606,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Crude Oil,INTRASTATE,ILLINOIS,0,0.11,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0.11,
3/1/2022,2020,20210503,18606,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Crude Oil,INTRASTATE,INDIANA,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,
3/1/2022,2020,20210241,18337,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,INDIANA,0,247.1,0,0,0,0,247.1,0,0,0,0,0,0,0,0,247.1,0,0,0,0,247.1,
3/1/2022,2020,20210682,18799,26054,KEY WEST PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,FLORIDA,0,3,0,0,0,0,3,0,4,0,0,0,0,4,0,7,0,0,0,0,7,
3/1/2022,2020,20210407,18507,26061,"DELEK CRUDE LOGISTICS, LLC.",Crude Oil,INTERSTATE,OKLAHOMA,0,39.66,0,0,0,0,39.66,0,0,0,0,0,0,0,0,39.66,0,0,0,0,39.66,
3/1/2022,2020,20210407,18507,26061,"DELEK CRUDE LOGISTICS, LLC.",Crude Oil,INTERSTATE,TEXAS,0,103.07,0,0,0,0,103.07,0,0,0,0,0,0,0,0,103.07,0,0,0,0,103.07,
3/1/2022,2020,20210407,18507,26061,"DELEK CRUDE LOGISTICS, LLC.",Crude Oil,INTRASTATE,TEXAS,31.27,257.9,0,0,0,0,289.17,0,0,0,0,0,0,0,31.27,257.9,0,0,0,0,289.17,
3/1/2022,2020,20210408,18508,26061,"DELEK CRUDE LOGISTICS, LLC.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,117.96,0,0,0,0,117.96,0,0,0,0,0,0,0,0,117.96,0,0,0,0,117.96,
3/1/2022,2020,20210669,18780,26065,CHS MCPHERSON REFINERY INC.,HVL,INTRASTATE,KANSAS,0,12.79,0,0,0,0,12.79,0,0,0,0,0,0,0,0,12.79,0,0,0,0,12.79,
3/1/2022,2020,20210668,18779,26065,CHS MCPHERSON REFINERY INC.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,KANSAS,0,20.82,0,0,0,0,20.82,0,0,0,0,0,0,0,0,20.82,0,0,0,0,20.82,
3/1/2022,2020,20210608,18848,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTERSTATE,ALABAMA,0,0.77,0,0,0,1.56,2.33,0,0,0,0,0,0,0,0,0.77,0,0,0,1.56,2.33,Undetermined
3/1/2022,2020,20210608,18848,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTERSTATE,OKLAHOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3/1/2022,2020,20210608,18848,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3/1/2022,2020,20210608,18848,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,ALABAMA,0,5.37,0,0,0,11.46,16.83,0,0,0,0,0,0,0,0,5.37,0,0,0,11.46,16.83,Undetermined
3/1/2022,2020,20210608,18848,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,CALIFORNIA,0.32,137.44,0,0,0,10.33,148.09,0,0,0,0,0,0,0,0.32,137.44,0,0,0,10.33,148.09,
3/1/2022,2020,20210608,18848,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,LOUISIANA,0,12.95,0,0,0,27.5,40.45,0,0,0,0,0,0,0,0,12.95,0,0,0,27.5,40.45,Undetermined
3/1/2022,2020,20210608,18848,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,TEXAS,14.13,9.73,0,0,0,30.81,54.67,0,0,0,0,0,0,0,14.13,9.73,0,0,0,30.81,54.67,Undetermined
3/1/2022,2020,20210609,18717,26085,"PLAINS MARKETING, L.P.",HVL,INTERSTATE,MICHIGAN,0,0,0,0,0,0.54,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.54,Undetermined
3/1/2022,2020,20210609,18717,26085,"PLAINS MARKETING, L.P.",HVL,INTRASTATE,ARIZONA,0,11.58,0,0,0,0,11.58,0,0,0,0,0,0,0,0,11.58,0,0,0,0,11.58,
3/1/2022,2020,20210054,18109,26086,SEADRIFT PIPELINE CORP,HVL,INTRASTATE,TEXAS,0,844.9,0,0,0,0,844.9,0,0,0,0,0,0,0,0,844.9,0,0,0,0,844.9,
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MARYLAND,0,8.51,0,0,0,0,8.51,0,0,0,0,0,0,0,0,8.51,0,0,0,0,8.51,
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,0,1.7,0,0,0,0,1.7,0,0,0,0,0,0,0,0,1.7,0,0,0,0,1.7,
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,0,0.14,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0.14,
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON DC,0,2.8,0,0,0,0,2.8,0,0,0,0,0,0,0,0,2.8,0,0,0,0,2.8,
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0,7.5,0,0,0,0,7.5,0,0,0,0,0,0,0,0,7.5,0,0,0,0,7.5,
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,0,5.6,0,0,0,0,5.6,0,0,0,0,0,0,0,0,5.6,0,0,0,0,5.6,
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,OREGON,0,0.7,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.7,
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,VIRGINIA,0,9.2,0,0,0,0,9.2,0,0,0,0,0,0,0,0,9.2,0,0,0,0,9.2,
