DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTLHIGHPOPON,PARTLOTHPOPON,PARTLDWON,PARTLECRESON,PARTLCNAVWON,PARTLSEGMILESTOTALON,PARTLECRESOFF,PARTLCNAVWOFF,PARTLSEGMILESTOTALOFF
3/1/2022,2020,20210605,18847,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,KANSAS,,,,,,,,,
3/1/2022,2020,20210605,18847,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,LOUISIANA,0,10.43,3.7,2.9,0.13,13.47,,,
3/1/2022,2020,20210605,18847,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,MISSISSIPPI,0,5.89,0.04,5.71,0,5.89,,,
3/1/2022,2020,20210605,18847,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,MONTANA,,,,,,,,,
3/1/2022,2020,20210605,18847,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,NEW MEXICO,0,12.81,7.77,2.34,0,19.19,,,
3/1/2022,2020,20210605,18847,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,OKLAHOMA,0,74.32,30.14,65.53,0,99.48,,,
3/1/2022,2020,20210605,18847,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,TEXAS,72.04,271.96,271.98,263.4,7.1,477.41,,,
3/1/2022,2020,20210607,18715,300,"PLAINS PIPELINE, L.P.",HVL,INTERSTATE,MICHIGAN,36.9,8.28,1.77,13.3,8.3,39.36,,,
3/1/2022,2020,20210607,18715,300,"PLAINS PIPELINE, L.P.",HVL,INTRASTATE,CALIFORNIA,0,0,6.35,8.03,0,10.09,,,
3/1/2022,2020,20210607,18715,300,"PLAINS PIPELINE, L.P.",HVL,INTRASTATE,TEXAS,0,2.58,0,0,0,2.58,,,
3/1/2022,2020,20210299,18396,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,98.9,100.5,9.3,38.2,22.6,176.3,,,
3/1/2022,2020,20210299,18396,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,159.3,148.8,132.3,100.7,4.4,239,,,
3/1/2022,2020,20210299,18396,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,5.4,43.2,0,4.7,4,44.3,,,
3/1/2022,2020,20210299,18396,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MICHIGAN,46.1,49.4,5.5,35.2,1.4,89.1,,,
3/1/2022,2020,20210299,18396,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MINNESOTA,26.5,42.1,7.3,27.7,4.7,73.6,,,
3/1/2022,2020,20210299,18396,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,0.7,33.4,18.8,36.4,9.5,62.2,,,
3/1/2022,2020,20210428,18530,473,"WESTERN MIDSTREAM PARTNERS, LP",Crude Oil,INTRASTATE,COLORADO,5.52,68.79,0,0,0,69.67,,,
3/1/2022,2020,20210428,18530,473,"WESTERN MIDSTREAM PARTNERS, LP",Crude Oil,INTRASTATE,TEXAS,0,2.78,0,0,0,2.78,,,
3/1/2022,2020,20210428,18530,473,"WESTERN MIDSTREAM PARTNERS, LP",Crude Oil,INTRASTATE,WYOMING,0,0,0,0,0,0,,,
3/1/2022,2020,20210429,18531,473,"WESTERN MIDSTREAM PARTNERS, LP",HVL,INTRASTATE,COLORADO,3.44,11.8,5.29,0,0,15.91,,,
3/1/2022,2020,20210429,18531,473,"WESTERN MIDSTREAM PARTNERS, LP",HVL,INTRASTATE,TEXAS,0,0,0,0,0,0,,,
3/1/2022,2020,20210429,18531,473,"WESTERN MIDSTREAM PARTNERS, LP",HVL,INTRASTATE,UTAH,0,0.67,0.04,16.12,0,16.21,,,
3/1/2022,2020,20210429,18531,473,"WESTERN MIDSTREAM PARTNERS, LP",HVL,INTRASTATE,WYOMING,0,0.66,0,1.18,0,1.18,,,
3/1/2022,2020,20210297,18394,515,DAKOTA GASIFICATION COMPANY,CO2,INTERSTATE,NORTH DAKOTA,0,30,0.26,2.64,0,32.9,,,
3/1/2022,2020,20210336,18433,879,CHEMOIL TERMINALS LLC,Crude Oil,INTRASTATE,CALIFORNIA,3.87,,,,3.87,3.87,,,
3/1/2022,2020,20210335,18432,879,CHEMOIL TERMINALS LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,8.2,,,,8.2,8.2,,,
3/1/2022,2020,20210375,18472,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",Crude Oil,INTERSTATE,OCS-Gulf of Mexico,,,,,,,0,0,0
3/1/2022,2020,20210143,18214,999,"PACIFIC COAST ENERGY COMPANY, LP",Crude Oil,INTRASTATE,CALIFORNIA,1.7,,,,,1.7,,,
3/1/2022,2020,20210706,18846,1047,HESS CORPORATION,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,0,0,0,0,0,0,,,
3/1/2022,2020,20210084,18143,1248,BELLE FOURCHE PIPELINE CO,Crude Oil,INTERSTATE,MONTANA,0,3,0,0,0,3,,,
3/1/2022,2020,20210084,18143,1248,BELLE FOURCHE PIPELINE CO,Crude Oil,INTERSTATE,NORTH DAKOTA,0,0.8,0,0,0,0.8,,,
3/1/2022,2020,20210084,18143,1248,BELLE FOURCHE PIPELINE CO,Crude Oil,INTERSTATE,WYOMING,0,9,4,20,0,32,,,
3/1/2022,2020,20210083,18142,1248,BELLE FOURCHE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WYOMING,0,0,0,0,0,0,,,
3/1/2022,2020,20210648,18850,1541,"HILCORP NORTH SLOPE, LLC",Crude Oil,INTRASTATE,ALASKA,0,34.4,34.4,25.7,0,34.4,,,
3/1/2022,2020,20210527,18630,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTERSTATE,INDIANA,1.641,0,0,0,0,1.641,,,
3/1/2022,2020,20210527,18630,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTERSTATE,OHIO,1.168,0,0,0,0,1.168,,,
3/1/2022,2020,20210527,18630,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTRASTATE,TEXAS,0,0.298,0.488,0,0,0.785,,,
3/1/2022,2020,20210529,18632,1845,"BUCKEYE PARTNERS, LP",Fuel Grade Ethanol (dedicated system),INTRASTATE,FLORIDA,1.722,0.341,0,0,0,1.722,,,
3/1/2022,2020,20210530,18633,1845,"BUCKEYE PARTNERS, LP",HVL,INTERSTATE,ILLINOIS,6.407,6.184,0.46,0.129,0,8.945,,,
3/1/2022,2020,20210530,18633,1845,"BUCKEYE PARTNERS, LP",HVL,INTERSTATE,INDIANA,1.209,0.61,0.4,1.004,0,1.819,,,
3/1/2022,2020,20210530,18633,1845,"BUCKEYE PARTNERS, LP",HVL,INTERSTATE,OHIO,0.928,0,0,0,0,0.928,,,
3/1/2022,2020,20210530,18633,1845,"BUCKEYE PARTNERS, LP",HVL,INTRASTATE,FLORIDA,1.733,0.82,0,0,0,1.733,,,
3/1/2022,2020,20210530,18633,1845,"BUCKEYE PARTNERS, LP",HVL,INTRASTATE,TEXAS,13.44,5.181,1.242,2.893,5.678,13.634,,,
3/1/2022,2020,20210526,18629,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,CONNECTICUT,89.767,15.045,15.264,46.135,20.158,92.365,,,
3/1/2022,2020,20210526,18629,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,DELAWARE,3.079,0,0,0.212,0.401,3.079,,,
3/1/2022,2020,20210526,18629,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,190.653,167.539,145.727,69.788,14.492,355.595,,,
3/1/2022,2020,20210526,18629,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,337.109,328.852,213.735,219.627,1.579,573.726,,,
3/1/2022,2020,20210526,18629,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,20.1,60.597,26.809,25.913,2.198,97.809,,,
3/1/2022,2020,20210526,18629,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MAINE,26.117,35.718,11.159,9.591,4.54,51.222,,,
3/1/2022,2020,20210526,18629,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MASSACHUSETTS,20.984,0.958,4.778,6.727,1.854,20.984,,,
3/1/2022,2020,20210526,18629,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MICHIGAN,258.123,35.768,11.259,80.633,5.56,298.136,,,
3/1/2022,2020,20210526,18629,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,38.23,58.885,46.67,15.921,4.546,104.798,,,
3/1/2022,2020,20210526,18629,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,133.997,46.176,91.154,33.664,26.332,148.268,,,
3/1/2022,2020,20210526,18629,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,235.55,138.022,147.738,17.723,66.599,358.763,,,
3/1/2022,2020,20210526,18629,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,OHIO,323.145,288.722,419.076,57.87,3.93,693.991,,,
3/1/2022,2020,20210526,18629,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,PENNSYLVANIA,536.41,286.726,520.8,272.203,47.169,809.201,,,
3/1/2022,2020,20210526,18629,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,ALABAMA,1.98,0,0,0,0,1.98,,,
3/1/2022,2020,20210526,18629,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,IOWA,0.073,0,0.073,0.073,0,0.073,,,
3/1/2022,2020,20210526,18629,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,0.234,0,0,0,0,0.234,,,
3/1/2022,2020,20210526,18629,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,1.617,0.095,0,1.42,0,1.617,,,
3/1/2022,2020,20210082,18141,1960,BUTTE PIPELINE CO,Crude Oil,INTERSTATE,MONTANA,0,1,0,0,0,1,,,
3/1/2022,2020,20210082,18141,1960,BUTTE PIPELINE CO,Crude Oil,INTERSTATE,WYOMING,0,13,10,3,0,16,,,
3/1/2022,2020,20210046,18101,2162,DOW PIPELINE CO - CAYUSE,HVL,INTERSTATE,LOUISIANA,17.23,19.87,0,0,5.37,39.07,,,
3/1/2022,2020,20210046,18101,2162,DOW PIPELINE CO - CAYUSE,HVL,INTERSTATE,TEXAS,9.99,16.44,0,3.01,1.07,25.07,,,
3/1/2022,2020,20210671,18782,2170,CENEX PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MONTANA,19.29,85.16,132.57,133.8,0,164.89,,,
3/1/2022,2020,20210671,18782,2170,CENEX PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NORTH DAKOTA,2.22,32.75,31.09,21.74,0,46.26,,,
3/1/2022,2020,20210313,18410,2190,CENTRAL FLORIDA PIPELINE CORP,Refined and/or Petroleum Product (non-HVL),INTRASTATE,FLORIDA,137.39,90.46,70.54,76.96,31.41,186.86,,,
3/1/2022,2020,20210641,18751,2387,CITGO PIPELINE CO,Crude Oil,INTERSTATE,LOUISIANA,5.883,3.98,6.359,3.146,1.252,12.031,,,
3/1/2022,2020,20210641,18751,2387,CITGO PIPELINE CO,Crude Oil,INTERSTATE,TEXAS,16.499,27.991,12.448,13.511,0.48,37.753,,,
3/1/2022,2020,20210664,18775,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ALABAMA,58.29,250.59,111.6,317.24,129.3,376.71,,,
3/1/2022,2020,20210664,18775,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,DELAWARE,2.3,0,0.54,0.72,1.81,2.89,,,
3/1/2022,2020,20210664,18775,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,GEORGIA,667.8,522.06,485.28,668.31,66.01,850.01,,,
3/1/2022,2020,20210664,18775,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,LOUISIANA,160.45,287.32,233.4,201.76,281.83,363.76,,,
3/1/2022,2020,20210664,18775,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MARYLAND,219.95,140.75,137.44,155.79,90.59,239.87,,,
3/1/2022,2020,20210664,18775,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSISSIPPI,77.42,285.18,119.25,354.88,31.72,399.32,,,
3/1/2022,2020,20210664,18775,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,150.47,56.64,96.81,64.81,85.99,154.74,,,
3/1/2022,2020,20210664,18775,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,5.78,0,1.65,0,3.52,5.78,,,
3/1/2022,2020,20210664,18775,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NORTH CAROLINA,371.84,379.05,452.34,335.57,62.92,558.2,,,
3/1/2022,2020,20210664,18775,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,PENNSYLVANIA,35.05,14.45,26.16,25.38,27.69,35.2,,,
3/1/2022,2020,20210664,18775,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,SOUTH CAROLINA,67.32,121.74,133.94,175.61,6.98,246.39,,,
3/1/2022,2020,20210664,18775,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TENNESSEE,167.94,186.29,243.72,283,136.13,351.64,,,
3/1/2022,2020,20210664,18775,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,153.29,168.34,213.47,27.39,134.42,225.01,,,
3/1/2022,2020,20210664,18775,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,VIRGINIA,315.92,293.49,456.12,408.5,189.94,587.75,,,
3/1/2022,2020,20210664,18775,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON DC,0,0,0,0,0,0,,,
3/1/2022,2020,20210096,18158,2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.",HVL,INTERSTATE,PENNSYLVANIA,0,52.331,52.331,52.331,52.331,52.331,,,
3/1/2022,2020,20210096,18158,2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.",HVL,INTERSTATE,WEST VIRGINIA,0,18.455,18.455,18.455,18.455,18.455,,,
3/1/2022,2020,20210096,18158,2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.",HVL,INTRASTATE,WEST VIRGINIA,0,7.614,7.614,7.614,7.614,7.614,,,
3/1/2022,2020,20210097,18159,2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,WEST VIRGINIA,0,29.117,29.117,29.117,29.117,29.117,,,
3/1/2022,2020,20210265,18362,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,COLORADO,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210265,18362,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,UTAH,0,0,0,6.62,0,6.62,,,
3/1/2022,2020,20210265,18362,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,WYOMING,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210233,18948,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,COLORADO,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210233,18948,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,LOUISIANA,0,8,0,35.9,4.1,43.9,0,0,0
3/1/2022,2020,20210233,18948,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,MISSISSIPPI,0,0,0,40.9,0,40.9,,0,0
3/1/2022,2020,20210233,18948,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,0,11.1,0,11.1
3/1/2022,2020,20210233,18948,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,UTAH,18,83.9,144.2,56.4,0,165.1,0,0,0
3/1/2022,2020,20210233,18948,2731,CHEVRON PIPE LINE CO,Crude Oil,INTRASTATE,CALIFORNIA,37.8,2.1,10.1,3.4,0,37.8,0,0,0
3/1/2022,2020,20210249,18346,2731,CHEVRON PIPE LINE CO,HVL,INTRASTATE,LOUISIANA,0,3,0,0.9,0.02,3.92,0,0,0
3/1/2022,2020,20210249,18346,2731,CHEVRON PIPE LINE CO,HVL,INTRASTATE,TEXAS,242,290.1,46.8,105.8,37,628.5,,,
3/1/2022,2020,20210266,18970,2731,CHEVRON PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,175,30.54,129.9,134.5,8.76,220.582,,,
3/1/2022,2020,20210266,18970,2731,CHEVRON PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,UTAH,2.7,0,2.7,0,0,2.7,,0,0
3/1/2022,2020,20210525,18628,2767,"HARVEST ALASKA, LLC",Crude Oil,INTERSTATE,ALASKA,,35.77,30.92,30.65,2.71,43.98,5.96,10.71,10.71
3/1/2022,2020,20210525,18628,2767,"HARVEST ALASKA, LLC",Crude Oil,INTRASTATE,ALASKA,,19.53,0.95,11.56,2.72,29.45,20.92,20.92,20.92
3/1/2022,2020,20210704,18837,3345,DEVON ENERGY PRODUCTION CO. LP,CO2,INTRASTATE,WYOMING,,,,2.2,,2.2,,,
3/1/2022,2020,20210436,18538,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,ALABAMA,23.29,69.063,0,116.021,2.988,144.421,,,
3/1/2022,2020,20210436,18538,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,GEORGIA,17.623,80.387,0,74.775,0.596,136.508,,,
3/1/2022,2020,20210436,18538,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,LOUISIANA,32.592,46.803,0,37.104,23.13,99.048,,,
3/1/2022,2020,20210436,18538,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,MISSISSIPPI,19.656,18.412,0,66.724,0,67.609,,,
3/1/2022,2020,20210436,18538,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,NORTH CAROLINA,1.924,52.525,0,47.263,0,74.214,,,
3/1/2022,2020,20210436,18538,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,SOUTH CAROLINA,54.971,24.585,0,58.344,0,102.151,,,
3/1/2022,2020,20210436,18538,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,TEXAS,16.868,33.771,0,11.033,2.643,39.948,,,
3/1/2022,2020,20210031,18086,3527,DOW PIPELINE CO,HVL,INTRASTATE,TEXAS,108,145.32,0,74.15,21.33,283.85,,,
3/1/2022,2020,20210034,18089,3535,DOW PIPELINE CO,HVL,INTRASTATE,LOUISIANA,25.96,6.48,0,8.32,1.25,39.51,,,
3/1/2022,2020,20210311,18408,4280,EL PASO NATURAL GAS CO,Crude Oil,INTRASTATE,CALIFORNIA,0,0,0,0,0,0,,,
3/1/2022,2020,20210557,18932,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTERSTATE,ILLINOIS,0,0.63,0,0,0,0.63,,,
3/1/2022,2020,20210557,18932,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTERSTATE,TENNESSEE,0.15,0.23,0,0.13,0,0.24,,,
3/1/2022,2020,20210557,18932,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTRASTATE,TEXAS,0.99,3.05,2.48,1.28,1.29,4.44,,,
3/1/2022,2020,20210576,18683,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,HVL,INTERSTATE,TEXAS,0,0,0,0,0,0,,,
3/1/2022,2020,20210576,18683,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,HVL,INTRASTATE,TEXAS,0.08,25.2,5.28,0,0.8,31.09,,,
3/1/2022,2020,20210574,18681,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,10.68,0.29,3.35,1.01,1.78,10.68,,,
3/1/2022,2020,20210574,18681,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,3.16,0,0.89,0,0,3.16,,,
3/1/2022,2020,20210574,18681,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TENNESSEE,0.45,0.26,0,0.26,0.26,0.45,,,
3/1/2022,2020,20210574,18681,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,5.17,0,0.47,0,5.38,,,
3/1/2022,2020,20210186,18275,4461,"EOG RESOURCES, INC",Crude Oil,INTRASTATE,TEXAS,0,3.3,1.63,1.7,0,5.25,,,
3/1/2022,2020,20210439,18541,4472,CYPRESS INTERSTATE PIPELINE LLC,HVL,INTERSTATE,LOUISIANA,6.01,5.86,0,0,14.3,18.63,,,
3/1/2022,2020,20210439,18541,4472,CYPRESS INTERSTATE PIPELINE LLC,HVL,INTERSTATE,TEXAS,22.92,43.07,0,4.86,9.26,47.9,,,
3/1/2022,2020,20210374,18471,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,150.46,221.61,217.88,125.56,110.12,280.11,,,
3/1/2022,2020,20210374,18471,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,41.04,26.68,26.68,39.07,41.04,41.1,,,
3/1/2022,2020,20210374,18471,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,78.62,151.91,115.62,247.34,75.42,288.81,,,
3/1/2022,2020,20210374,18471,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,OKLAHOMA,49.33,192.22,160.11,66.22,65.05,235.34,,,
3/1/2022,2020,20210374,18471,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,462.8,611.46,521.08,542.43,151.74,819.6,,,
3/1/2022,2020,20210637,18930,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTERSTATE,LOUISIANA,58.23,66.82,82.24,49.56,39.94,148.6,0,0,0
3/1/2022,2020,20210637,18930,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTERSTATE,NEW MEXICO,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210637,18930,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210637,18930,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTERSTATE,TEXAS,49.35,45.22,60.36,37.42,25.39,93.16,4.14,14.43,14.43
3/1/2022,2020,20210637,18930,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTRASTATE,MONTANA,24.52,40.69,40.83,21.49,0,63.2,0,0,0
