DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTPONCPB,PARTPONCPC,PARTPONCUB,PARTPONCUC,PARTPONCUP,PARTPONCUO,PARTPONTOTAL,PARTPOFFCPB,PARTPOFFCPC,PARTPOFFCUB,PARTPOFFCUC,PARTPOFFCUP,PARTPOFFCUO,PARTPOFFTOTAL,PARTPCPBTOTAL,PARTPCPCTOTAL,PARTPCUBTOTAL,PARTPCUCTOTAL,PARTPCUPTOTAL,PARTPCUOTOTAL,PARTPTOTMILES,PARTPOTHER
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,ALABAMA,0,45.72,0,0,0,7.22,52.94,0,0,0,0,0,0,0,0,45.72,0,0,0,7.22,52.94,Undetermined
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,ARKANSAS,0,282.18,0,0,0,0,282.18,0,0,0,0,0,0,0,0,282.18,0,0,0,0,282.18,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,COLORADO,0,16.95,0,0,0,0,16.95,0,0,0,0,0,0,0,0,16.95,0,0,0,0,16.95,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,ILLINOIS,0,58.54,0,0,0,0,58.54,0,0,0,0,0,0,0,0,58.54,0,0,0,0,58.54,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,KANSAS,0,84.71,0,0,0,0,84.71,0,0,0,0,0,0,0,0,84.71,0,0,0,0,84.71,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,LOUISIANA,0,76.2,0,0,0,77.56,153.76,0,0,0,0,0,0,0,0,76.2,0,0,0,77.56,153.76,Undetermined
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,MISSISSIPPI,0,370,0,0,0,122.7,492.7,0,0,0,0,0,0,0,0,370,0,0,0,122.7,492.7,Undetermined
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,MONTANA,0,127.88,0,0,0,0.13,128.01,0,0,0,0,0,0,0,0,127.88,0,0,0,0.13,128.01,Undetermined
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,NEW MEXICO,0,261.13,0,0,0,12.08,273.21,0,0,0,0,0,0,0,0,261.13,0,0,0,12.08,273.21,Undetermined
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,NORTH DAKOTA,0.1,71.73,0,0,0,0.49,72.32,0,0,0,0,0,0,0,0.1,71.73,0,0,0,0.49,72.32,Undetermined
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,OKLAHOMA,2.91,1070.82,0,0,0,105.58,1179.31,0,0,0,0,0,0,0,2.91,1070.82,0,0,0,105.58,1179.31,Undetermined
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,TENNESSEE,0,6.57,0,0,0,0,6.57,0,0,0,0,0,0,0,0,6.57,0,0,0,0,6.57,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,TEXAS,0,1443.83,0,0,0,49.7,1493.53,0,0,0,0,0,0,0,0,1443.83,0,0,0,49.7,1493.53,Undetermined
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,WYOMING,0,541.34,0,0,0,10.2,551.54,0,0,0,0,0,0,0,0,541.34,0,0,0,10.2,551.54,Undetermined
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,ALABAMA,0,24.2,0,0,0,0,24.2,0,0,0,0,0,0,0,0,24.2,0,0,0,0,24.2,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,CALIFORNIA,3.21,502.43,0,0,0,132.66,638.3,0,0,0,0,0,0,0,3.21,502.43,0,0,0,132.66,638.3,Undetermined
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,COLORADO,0,2.39,0,0,0,0,2.39,0,0,0,0,0,0,0,0,2.39,0,0,0,0,2.39,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,KANSAS,0,15.85,0,0,0,0,15.85,0,0,0,0,0,0,0,0,15.85,0,0,0,0,15.85,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,LOUISIANA,0,92.29,0,0,0,4.26,96.55,0,0,0,0,0,0,0,0,92.29,0,0,0,4.26,96.55,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,MISSISSIPPI,0,44.59,0,0,0,9.24,53.83,0,0,0,0,0,0,0,0,44.59,0,0,0,9.24,53.83,Undetermined
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,MONTANA,0,4.07,0,0,0,0,4.07,0,0,0,0,0,0,0,0,4.07,0,0,0,0,4.07,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,NEW MEXICO,0,146.13,0,0,0,42.16,188.29,0,0,0,0,0,0,0,0,146.13,0,0,0,42.16,188.29,Undetermined
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,NORTH DAKOTA,0,4.26,0,0,0,0,4.26,0,0,0,0,0,0,0,0,4.26,0,0,0,0,4.26,
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,OKLAHOMA,50.99,510.02,0,0,0,120.85,681.86,0,0,0,0,0,0,0,50.99,510.02,0,0,0,120.85,681.86,Undetermined
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,TEXAS,177.28,1908.14,0,0,0,748.24,2833.66,0,0,0,0,0,0,0,177.28,1908.14,0,0,0,748.24,2833.66,Undetermined
3/1/2022,2018,20190339,16762,300,"PLAINS PIPELINE, L.P.",HVL,INTERSTATE,MICHIGAN,0,65.73,0,0,0,6.81,72.54,0,0,0,0,0,0,0,0,65.73,0,0,0,6.81,72.54,Undetermined
3/1/2022,2018,20190339,16762,300,"PLAINS PIPELINE, L.P.",HVL,INTRASTATE,CALIFORNIA,0,43.04,0,0,0,0,43.04,0,0,0,0,0,0,0,0,43.04,0,0,0,0,43.04,
3/1/2022,2018,20190339,16762,300,"PLAINS PIPELINE, L.P.",HVL,INTRASTATE,TEXAS,0,9.15,0,0,0,0,9.15,0,0,0,0,0,0,0,0,9.15,0,0,0,0,9.15,
3/1/2022,2018,20190340,16763,300,"PLAINS PIPELINE, L.P.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0,3.72,0,0,0,0,3.72,0,0,0,0,0,0,0,0,3.72,0,0,0,0,3.72,
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,0,272.7,0,0,0,0,272.7,0,0,0,0,0,0,0,0,272.7,0,0,0,0,272.7,
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,0,257.9,0,0,0,0,257.9,0,0,0,0,0,0,0,0,257.9,0,0,0,0,257.9,
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,0,121.3,0,0,0,0,121.3,0,0,0,0,0,0,0,0,121.3,0,0,0,0,121.3,
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MICHIGAN,0,162.5,0,0,0,0,162.5,0,0,0,0,0,0,0,0,162.5,0,0,0,0,162.5,
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MINNESOTA,0,126.2,0,0,0,0,126.2,0,0,0,0,0,0,0,0,126.2,0,0,0,0,126.2,
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,0,211.6,0,0,0,0,211.6,0,0,0,0,0,0,0,0,211.6,0,0,0,0,211.6,
3/1/2022,2018,20190418,17232,473,ANADARKO PETROLEUM CORP,Crude Oil,INTRASTATE,COLORADO,0,101.5,0,0,0,0,101.5,0,0,0,0,0,0,0,0,101.5,0,0,0,0,101.5,
3/1/2022,2018,20190418,17232,473,ANADARKO PETROLEUM CORP,Crude Oil,INTRASTATE,TEXAS,0,60.45,0,0,0,0,60.45,0,0,0,0,0,0,0,0,60.45,0,0,0,0,60.45,
3/1/2022,2018,20190418,17232,473,ANADARKO PETROLEUM CORP,Crude Oil,INTRASTATE,WYOMING,0,30.5,0,0,0,0,30.5,0,0,0,0,0,0,0,0,30.5,0,0,0,0,30.5,
3/1/2022,2018,20190419,16850,473,ANADARKO PETROLEUM CORP,HVL,INTRASTATE,COLORADO,0,11.9,0,0,0,0,11.9,0,0,0,0,0,0,0,0,11.9,0,0,0,0,11.9,
3/1/2022,2018,20190419,16850,473,ANADARKO PETROLEUM CORP,HVL,INTRASTATE,TEXAS,0,10.85,0,0,0,0,10.85,0,0,0,0,0,0,0,0,10.85,0,0,0,0,10.85,
3/1/2022,2018,20190419,16850,473,ANADARKO PETROLEUM CORP,HVL,INTRASTATE,UTAH,0,31.3,0,0,0,0,31.3,0,0,0,0,0,0,0,0,31.3,0,0,0,0,31.3,
3/1/2022,2018,20190419,16850,473,ANADARKO PETROLEUM CORP,HVL,INTRASTATE,WYOMING,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,
3/1/2022,2018,20190092,16486,515,DAKOTA GASIFICATION COMPANY,CO2,INTERSTATE,NORTH DAKOTA,0,167.04,0,0,0,0,167.04,0,0,0,0,0,0,0,0,167.04,0,0,0,0,167.04,
3/1/2022,2018,20190580,17174,879,CHEMOIL TERMINALS CORP.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0,11.9,0,0,0,0,11.9,0,0,0,0,0,0,0,0,11.9,0,0,0,0,11.9,
3/1/2022,2018,20190281,16699,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",Crude Oil,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,0,0,0,23.19,0,0,0,0,23.19,0,23.19,0,0,0,0,23.19,
3/1/2022,2018,20190282,16700,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",HVL,INTRASTATE,TEXAS,0,29.16,0,0,0,0,29.16,0,0,0,0,0,0,0,0,29.16,0,0,0,0,29.16,
3/1/2022,2018,20190283,16701,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,15.32,0,0,0,0,15.32,0,0,0,0,0,0,0,0,15.32,0,0,0,0,15.32,
3/1/2022,2018,20190297,16717,999,"PACIFIC COAST ENERGY COMPANY, LP",Crude Oil,INTRASTATE,CALIFORNIA,0,1.7,0,0,0,0,1.7,0,0,0,0,0,0,0,0,1.7,0,0,0,0,1.7,
3/1/2022,2018,20190284,16702,1047,HESS CORPORATION,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,16,
3/1/2022,2018,20190567,16998,1248,BELLE FOURCHE PIPELINE CO,Crude Oil,INTERSTATE,MONTANA,0,94,0,0,0,0,94,0,0,0,0,0,0,0,0,94,0,0,0,0,94,
3/1/2022,2018,20190567,16998,1248,BELLE FOURCHE PIPELINE CO,Crude Oil,INTERSTATE,NORTH DAKOTA,0,171,0,0,0,0,171,0,0,0,0,0,0,0,0,171,0,0,0,0,171,
3/1/2022,2018,20190567,16998,1248,BELLE FOURCHE PIPELINE CO,Crude Oil,INTERSTATE,WYOMING,0,417,0,0,0,0,417,0,0,0,0,0,0,0,0,417,0,0,0,0,417,
3/1/2022,2018,20190566,16997,1248,BELLE FOURCHE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WYOMING,0,76,0,0,0,0,76,0,0,0,0,0,0,0,0,76,0,0,0,0,76,
3/1/2022,2018,20190262,16679,1541,"BP PIPELINES (ALASKA), INC",Crude Oil,INTRASTATE,ALASKA,0,0,17.3,17.1,0,0,34.4,0,0,0,0,0,0,0,0,0,17.3,17.1,0,0,34.4,
3/1/2022,2018,20190414,16845,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTERSTATE,INDIANA,0,1.396,0,0,0,0,1.396,0,0,0,0,0,0,0,0,1.396,0,0,0,0,1.396,
3/1/2022,2018,20190414,16845,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTERSTATE,OHIO,0,1.168,0,0,0,0,1.168,0,0,0,0,0,0,0,0,1.168,0,0,0,0,1.168,
3/1/2022,2018,20190414,16845,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTRASTATE,INDIANA,0,1.641,0,0,0,0,1.641,0,0,0,0,0,0,0,0,1.641,0,0,0,0,1.641,
3/1/2022,2018,20190414,16845,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTRASTATE,TEXAS,0,7.926,0,0,0,0,7.926,0,0,0,0,0,0,0,0,7.926,0,0,0,0,7.926,
3/1/2022,2018,20190399,16826,1845,"BUCKEYE PARTNERS, LP",HVL,INTERSTATE,ILLINOIS,0,13.54,0,0,0,0,13.54,0,0,0,0,0,0,0,0,13.54,0,0,0,0,13.54,
3/1/2022,2018,20190399,16826,1845,"BUCKEYE PARTNERS, LP",HVL,INTERSTATE,INDIANA,0,1.621,0,0,0,0,1.621,0,0,0,0,0,0,0,0,1.621,0,0,0,0,1.621,
3/1/2022,2018,20190399,16826,1845,"BUCKEYE PARTNERS, LP",HVL,INTERSTATE,OHIO,0,0.928,0,0,0,0,0.928,0,0,0,0,0,0,0,0,0.928,0,0,0,0,0.928,
3/1/2022,2018,20190399,16826,1845,"BUCKEYE PARTNERS, LP",HVL,INTRASTATE,TEXAS,0,16.735,0,0,0,0,16.735,0,0,0,0,0,0,0,0,16.735,0,0,0,0,16.735,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,CONNECTICUT,0,90.647,0,0,0,0,90.647,0,0,0,0,0,0,0,0,90.647,0,0,0,0,90.647,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,FLORIDA,0,3.455,0,0,0,0,3.455,0,0,0,0,0,0,0,0,3.455,0,0,0,0,3.455,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,240.336,799.751,0,0,0,0,1040.087,0,0,0,0,0,0,0,240.336,799.751,0,0,0,0,1040.087,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,12.652,919.94,0,0,0,0,932.592,0,0,0,0,0,0,0,12.652,919.94,0,0,0,0,932.592,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,0,328.091,0,0,0,0,328.091,0,0,0,0,0,0,0,0,328.091,0,0,0,0,328.091,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MAINE,0,124.244,0,0,0,0,124.244,0,0,0,0,0,0,0,0,124.244,0,0,0,0,124.244,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MASSACHUSETTS,0,20.949,0,0,0,0,20.949,0,0,0,0,0,0,0,0,20.949,0,0,0,0,20.949,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MICHIGAN,0,392.912,0,0,0,0,392.912,0,0,0,0,0,0,0,0,392.912,0,0,0,0,392.912,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,0,282.977,0,0,0,0,282.977,0,0,0,0,0,0,0,0,282.977,0,0,0,0,282.977,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,0,149.013,0,0,0,0,149.013,0,0,0,0,0,0,0,0,149.013,0,0,0,0,149.013,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,0,637.15,0,0,0,0,637.15,0,0,0,0,0,0,0,0,637.15,0,0,0,0,637.15,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,OHIO,0,1086.739,0,0,0,0,1086.739,0,0,0,0,0,0,0,0,1086.739,0,0,0,0,1086.739,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,PENNSYLVANIA,0,1123.803,0,0,0,0,1123.803,0,0,0,0,0,0,0,0,1123.803,0,0,0,0,1123.803,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,ALABAMA,0,1.98,0,0,0,0,1.98,0,0,0,0,0,0,0,0,1.98,0,0,0,0,1.98,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,IOWA,0,0.073,0,0,0,0,0.073,0,0,0,0,0,0,0,0,0.073,0,0,0,0,0.073,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,0,0.234,0,0,0,0,0.234,0,0,0,0,0,0,0,0,0.234,0,0,0,0,0.234,
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,7.379,0,0,0,0,7.379,0,0,0,0,0,0,0,0,7.379,0,0,0,0,7.379,
3/1/2022,2018,20190568,16999,1960,BUTTE PIPELINE CO,Crude Oil,INTERSTATE,MONTANA,0,222,0,0,0,0,222,0,0,0,0,0,0,0,0,222,0,0,0,0,222,
3/1/2022,2018,20190568,16999,1960,BUTTE PIPELINE CO,Crude Oil,INTERSTATE,WYOMING,0,237,0,0,0,0,237,0,0,0,0,0,0,0,0,237,0,0,0,0,237,
3/1/2022,2018,20190080,16474,2162,DOW PIPELINE CO - CAYUSE,HVL,INTERSTATE,LOUISIANA,0,166.11,0,0,0,0,166.11,0,0,0,0,0,0,0,0,166.11,0,0,0,0,166.11,
3/1/2022,2018,20190080,16474,2162,DOW PIPELINE CO - CAYUSE,HVL,INTERSTATE,TEXAS,0,82.63,0,0,0,0,82.63,0,0,0,0,0,0,0,0,82.63,0,0,0,0,82.63,
3/1/2022,2018,20190569,17000,2170,CENEX PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MONTANA,0,298.74,0,0,0,0,298.74,0,0,0,0,0,0,0,0,298.74,0,0,0,0,298.74,
3/1/2022,2018,20190569,17000,2170,CENEX PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NORTH DAKOTA,0,386.89,0,0,0,0,386.89,0,0,0,0,0,0,0,0,386.89,0,0,0,0,386.89,
3/1/2022,2018,20190265,16682,2190,CENTRAL FLORIDA PIPELINE CORP,Refined and/or Petroleum Product (non-HVL),INTRASTATE,FLORIDA,0,205.67,0,0,0,0,205.67,0,0,0,0,0,0,0,0,205.67,0,0,0,0,205.67,
3/1/2022,2018,20190158,16563,2387,CITGO PIPELINE CO,Crude Oil,INTERSTATE,LOUISIANA,0,22.096,0,0.136,0,0,22.232,0,0,0,0,0,0,0,0,22.096,0,0.136,0,0,22.232,
3/1/2022,2018,20190158,16563,2387,CITGO PIPELINE CO,Crude Oil,INTERSTATE,TEXAS,0,59.529,0,0.301,0,0,59.83,0,0,0,0,0,0,0,0,59.529,0,0.301,0,0,59.83,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ALABAMA,0,413.79,0,0,0,0,413.79,0,0,0,0,0,0,0,0,413.79,0,0,0,0,413.79,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,DELAWARE,0,4.25,0,0,0,0,4.25,0,0,0,0,0,0,0,0,4.25,0,0,0,0,4.25,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,GEORGIA,82.1,996.33,0,0,0,0,1078.43,0,0,0,0,0,0,0,82.1,996.33,0,0,0,0,1078.43,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,LOUISIANA,0,479.75,0,0,0,0,479.75,0,0,0,0,0,0,0,0,479.75,0,0,0,0,479.75,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MARYLAND,0,308.18,0,0,0,0,308.18,0,0,0,0,0,0,0,0,308.18,0,0,0,0,308.18,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSISSIPPI,0,474.13,0,0,0,0,474.13,0,0,0,0,0,0,0,0,474.13,0,0,0,0,474.13,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,0,169.65,0,0,0,0,169.65,0,0,0,0,0,0,0,0,169.65,0,0,0,0,169.65,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,0,6.93,0,0,0,0,6.93,0,0,0,0,0,0,0,0,6.93,0,0,0,0,6.93,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NORTH CAROLINA,0,707.47,0,0,0,0,707.47,0,0,0,0,0,0,0,0,707.47,0,0,0,0,707.47,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,PENNSYLVANIA,0,38.35,0,0,0,0,38.35,0,0,0,0,0,0,0,0,38.35,0,0,0,0,38.35,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,SOUTH CAROLINA,0,377.04,0,0,0,0,377.04,0,0,0,0,0,0,0,0,377.04,0,0,0,0,377.04,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TENNESSEE,0,481.88,0,0,0,0,481.88,0,0,0,0,0,0,0,0,481.88,0,0,0,0,481.88,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,0,266.86,0,0,0,0,266.86,0,0,0,0,0,0,0,0,266.86,0,0,0,0,266.86,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,VIRGINIA,0,792.14,0,0,0,0,792.14,0,0,0,0,0,0,0,0,792.14,0,0,0,0,792.14,
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON DC,0,0.82,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0.82,
3/1/2022,2018,20190026,16396,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTERSTATE,PENNSYLVANIA,0,52.268,0,0,0,0,52.268,0,0,0,0,0,0,0,0,52.268,0,0,0,0,52.268,
3/1/2022,2018,20190026,16396,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTERSTATE,WEST VIRGINIA,0,18.707,0,0,0,0,18.707,0,0,0,0,0,0,0,0,18.707,0,0,0,0,18.707,
3/1/2022,2018,20190026,16396,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTRASTATE,WEST VIRGINIA,0,7.614,0,0,0,0,7.614,0,0,0,0,0,0,0,0,7.614,0,0,0,0,7.614,
3/1/2022,2018,20190025,16395,2714,"DOMINION ENERGY TRANSMISSION, INC.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,WEST VIRGINIA,0,29.119,0,0,0,0,29.119,0,0,0,0,0,0,0,0,29.119,0,0,0,0,29.119,
3/1/2022,2018,20190189,16600,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,COLORADO,0,10.8,0,0,0,0,10.8,0,0,0,0,0,0,0,0,10.8,0,0,0,0,10.8,
3/1/2022,2018,20190189,16600,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,UTAH,0,73.8,0,0,0,0,73.8,0,0,0,0,0,0,0,0,73.8,0,0,0,0,73.8,
3/1/2022,2018,20190189,16600,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,WYOMING,0,44.4,0,0,0,0,44.4,0,0,0,0,0,0,0,0,44.4,0,0,0,0,44.4,
3/1/2022,2018,20190362,17087,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,COLORADO,0,15.7,0,0,0,0,15.7,0,0,0,0,0,0,0,0,15.7,0,0,0,0,15.7,
3/1/2022,2018,20190362,17087,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,LOUISIANA,0,192.1,0,0,0,0,192.1,0,0,0,0,0,0,0,0,192.1,0,0,0,0,192.1,
3/1/2022,2018,20190362,17087,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,MISSISSIPPI,0,40.9,0,0,0,0,40.9,0,0,0,0,0,0,0,0,40.9,0,0,0,0,40.9,
3/1/2022,2018,20190362,17087,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,0,0,0,187.7,0,0,0,0,187.7,0,187.7,0,0,0,0,187.7,
3/1/2022,2018,20190362,17087,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,UTAH,0,344.4,0,0,0,0,344.4,0,0,0,0,0,0,0,0,344.4,0,0,0,0,344.4,
3/1/2022,2018,20190362,17087,2731,CHEVRON PIPE LINE CO,Crude Oil,INTRASTATE,CALIFORNIA,0,93.3,0,0,0,0,93.3,0,0,0,0,0,0,0,0,93.3,0,0,0,0,93.3,
3/1/2022,2018,20190366,16793,2731,CHEVRON PIPE LINE CO,HVL,INTRASTATE,LOUISIANA,0,18.4,0,0,0,0,18.4,0,0,0,0,0,0,0,0,18.4,0,0,0,0,18.4,
