DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTIUNKWN,PARTIPRE20,PARTI192029,PARTI193039,PARTI194049,PARTI195059,PARTI196069,PARTI197079,PARTI198089,PARTI199099,PARTI200009,PARTI201019,PARTI202029,PARTITOTAL
3/1/2022,2020,20210433,18977,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTRASTATE,TEXAS,31.73,0,0,0,37.324,271.02,439.875,361.613,1094.825,1062.882,404.606,1230.714,13.683,4948.272
3/1/2022,2020,20210433,18977,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTRASTATE,WYOMING,0,0,0,0,0,0,0,0,0,0,3.351,0,0,3.351
3/1/2022,2020,20210434,18536,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ARKANSAS,0,0,0,0,0,0,0,0,0,36.015,1.681,0,0,37.696
3/1/2022,2020,20210434,18536,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,0.106,0,0,0,0,2.377,7.63,5.662,2.801,0.006,0,15.823,0,34.405
3/1/2022,2020,20210434,18536,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,0,0,0,0,0,0,5.775,18.264,0,0.409,5.518,0,0,29.966
3/1/2022,2020,20210434,18536,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,KANSAS,0,0,0,0,0,0,0,0,0.558,0,0,0.001,0,0.559
3/1/2022,2020,20210434,18536,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,KENTUCKY,0,0,0,0,0,0,0,0,0,9.11,0.245,0,0,9.355
3/1/2022,2020,20210434,18536,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,LOUISIANA,36.881,0,0.927,0,0.011,10.042,1.943,0.44,0.146,23.226,2.92,0.04,0,76.576
3/1/2022,2020,20210434,18536,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,OHIO,0,0,0,0,0,0,33.296,0,0,4.879,0.081,0,0,38.256
3/1/2022,2020,20210434,18536,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TENNESSEE,0,0,0,0,0,0,0,0,0,0,6.832,0,0,6.832
3/1/2022,2020,20210434,18536,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,0.521,0,0,0,58.587,0,0,0.949,0,0.23,10.001,15.46,0.045,85.793
3/1/2022,2020,20210434,18536,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,0,,0,0,0,0,0,0,0,0,19.284,62.861,0,82.145
3/1/2022,2020,20210434,18536,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW MEXICO,0,0,0,0,0,0,0,301.583,0.004,29.56,3.445,0.329,0,334.921
3/1/2022,2020,20210434,18536,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,5.413,0,0,0,20.136,31.112,5.732,66.722,12.449,23.694,122.1,6.65,0,294.008
3/1/2022,2020,20210676,18787,31627,"DENBURY ONSHORE, LLC",CO2,INTERSTATE,LOUISIANA,0,0,0,0,0,0,0,0,68.35,0,5.92,,,74.27
3/1/2022,2020,20210676,18787,31627,"DENBURY ONSHORE, LLC",CO2,INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,0,0,163.26,4.16,41.91,40.04,,249.37
3/1/2022,2020,20210676,18787,31627,"DENBURY ONSHORE, LLC",CO2,INTRASTATE,MISSISSIPPI,0,0,0,0,0,0,0,0,0,0,94.99,0.01,,95
3/1/2022,2020,20220013,18966,31632,NORTHWESTERN CORPORATION,Crude Oil,INTRASTATE,MONTANA,,,,,,,17.46,12.26,,,8.38,,,38.1
3/1/2022,2020,20210454,18556,31663,NAVAJO NATION OIL AND GAS COMPANY,Crude Oil,INTERSTATE,COLORADO,,,,,,12.1,,,,,,,,12.1
3/1/2022,2020,20210454,18556,31663,NAVAJO NATION OIL AND GAS COMPANY,Crude Oil,INTERSTATE,NEW MEXICO,,0,0,0,0,55.958,2.176,0,0,0,0,0.153,0.015,58.302
3/1/2022,2020,20210454,18556,31663,NAVAJO NATION OIL AND GAS COMPANY,Crude Oil,INTERSTATE,UTAH,0,0,0,0,0,17.253,0,0,0,0,0,0.067,0,17.32
3/1/2022,2020,20210464,18566,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTERSTATE,ILLINOIS,2.2,,,,,,,,,,0.63,,,2.83
3/1/2022,2020,20210464,18566,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTERSTATE,LOUISIANA,0,0,0,0,0,6.64,0,0,3.88,0.87,0,0.01,,11.4
3/1/2022,2020,20210464,18566,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTERSTATE,MONTANA,0,0,0,0,0,0,680.81,50.19,0.41,48.08,11.47,6.51,0.01,797.48
3/1/2022,2020,20210464,18566,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTERSTATE,NEW MEXICO,0,0,0,0,5.91,0,1.02,2.1,1.09,10.83,1.8,0,,22.75
3/1/2022,2020,20210464,18566,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTERSTATE,NORTH DAKOTA,,,,,,,,,,,,94.42,,94.42
3/1/2022,2020,20210464,18566,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTERSTATE,OKLAHOMA,3.03,0,0,0,0,360.61,6.96,7.06,5.65,63.41,7.86,1.05,,455.63
3/1/2022,2020,20210464,18566,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTERSTATE,TEXAS,,,,,452.76,149.94,1,6.45,1.86,6.75,12.45,845.73,0.01,1476.95
3/1/2022,2020,20210464,18566,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTERSTATE,WYOMING,0,0,0,0,0,0,14.97,0,0,0.49,0.01,0,,15.47
3/1/2022,2020,20210464,18566,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTRASTATE,CALIFORNIA,30.28,0.85,0,0,8.66,296.36,7.41,18.61,32.07,48.64,8.59,16.01,,467.48
3/1/2022,2020,20210464,18566,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTRASTATE,LOUISIANA,0,0,0,41.61,0,21.63,12.03,0,0.07,0.15,3.61,0.14,,79.24
3/1/2022,2020,20210464,18566,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTRASTATE,NORTH DAKOTA,,,,,,,,,,,,0.66,,0.66
3/1/2022,2020,20210464,18566,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTRASTATE,OKLAHOMA,0,0,0,0,0,0,0,0,0,0,0,1.64,,1.64
3/1/2022,2020,20210464,18566,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTRASTATE,TEXAS,0,0,0,1.84,23.34,52.46,21.45,26.12,7.85,4.3,16.65,32.78,,186.79
3/1/2022,2020,20210466,18568,31684,PHILLIPS 66 PIPELINE LLC,HVL,INTERSTATE,COLORADO,0,0,0,0,78.88,137.84,0.42,103.1,1.34,23.09,7.82,14.13,,366.62
3/1/2022,2020,20210466,18568,31684,PHILLIPS 66 PIPELINE LLC,HVL,INTERSTATE,ILLINOIS,0,0,0,0,0,0,0,6.06,0.55,5,0,0,,11.61
3/1/2022,2020,20210466,18568,31684,PHILLIPS 66 PIPELINE LLC,HVL,INTERSTATE,KANSAS,0,0,0,0,12.9,183.97,72.94,7.4,101.24,57.76,0.6,1.07,,437.88
3/1/2022,2020,20210466,18568,31684,PHILLIPS 66 PIPELINE LLC,HVL,INTERSTATE,LOUISIANA,0,0,0,0,0,0,28.67,0,0.67,1.55,0.56,0.03,,31.48
3/1/2022,2020,20210466,18568,31684,PHILLIPS 66 PIPELINE LLC,HVL,INTERSTATE,MISSOURI,0,0,0,0,46.43,5.19,1.95,99.22,1.11,0.77,0.17,58.67,29.28,242.79
3/1/2022,2020,20210466,18568,31684,PHILLIPS 66 PIPELINE LLC,HVL,INTERSTATE,NEW MEXICO,0,0,0,0,17.02,1.04,44.24,37.87,1.18,13.99,0,0.08,,115.42
3/1/2022,2020,20210466,18568,31684,PHILLIPS 66 PIPELINE LLC,HVL,INTERSTATE,OKLAHOMA,0,0,0,0,33.27,46.64,245.73,0,34.89,3.39,4.98,2.63,,371.53
3/1/2022,2020,20210466,18568,31684,PHILLIPS 66 PIPELINE LLC,HVL,INTERSTATE,TEXAS,0.28,0,0,0,81.31,203.93,282.86,88.59,36.19,603.2,0.96,267.33,24.15,1588.8
3/1/2022,2020,20210466,18568,31684,PHILLIPS 66 PIPELINE LLC,HVL,INTERSTATE,WYOMING,0,0,0,0,0,0,0,138.5,0.01,0.01,0,0.05,,138.57
3/1/2022,2020,20210466,18568,31684,PHILLIPS 66 PIPELINE LLC,HVL,INTRASTATE,LOUISIANA,0,0,0,0,1.17,12.62,250.37,37.31,17.96,155.46,4.35,0.42,,479.66
3/1/2022,2020,20210466,18568,31684,PHILLIPS 66 PIPELINE LLC,HVL,INTRASTATE,TEXAS,0.14,0,0,0.04,16.73,72.64,193.35,212.05,91.71,49.73,4.56,1.3,,642.25
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,COLORADO,0,0,0,0,0,3.62,2.07,184.19,28.59,1.4,4.04,33.72,,257.63
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,IDAHO,0,0,0,0,0,61.09,0,0,0,1.38,6.39,10.7,,79.56
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,0,0,0,2.2,0,0.2,0,0,7.71,0,4.61,0.23,,14.95
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,KANSAS,0,0,0,0,50.52,10.48,63.16,6.97,305.99,122.88,8.18,0.7,,568.88
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,LOUISIANA,0,0,0,0,0,0,9.35,0.64,0.15,0.05,0,1.28,,11.47
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,0,0,0,0,0,210.27,2.05,10.24,1.27,14.49,1.66,55.21,,295.19
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MONTANA,2.93,0,0,0,0,351.88,143.92,4.42,15.71,25.4,20.16,14.14,,578.56
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,0,0,0,0,0,2.03,0,0,0,0,0,0,,2.03
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,OKLAHOMA,0,0,0,33.07,0,80.76,76.02,46.38,87.2,134.25,57.38,103.26,8.34,626.66
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,0,0,0,0,0,99.46,48.18,71.9,133.53,70.43,1.2,13.3,,438
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,UTAH,0,0,0,0,0,73.79,2.21,0,0,2.04,34.66,1.5,,114.2
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON,0,0,0,0,0,39.28,83.39,0,5.06,2.73,1.23,1.04,,132.73
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WYOMING,0,0,0,0,0,213.98,207.49,0,45.88,3.22,230.84,5.97,,707.38
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,8.29,0,0,0,35.6,85.29,46.26,15.73,17.58,45.15,11.1,5.48,,270.48
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,0,0,0,0,0,5.9,0,0,0,12.92,0,0.27,,19.09
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,4.2,0,12.17,12.2,16.52,56.53,6.76,40.79,,149.17
3/1/2022,2020,20210121,18191,31687,"HILL-LAKE GAS STORAGE, LLC",HVL,INTRASTATE,TEXAS,,,,,,,,,,,2,,,2
3/1/2022,2020,20210445,18547,31703,"WILLIAMS MLP OPERATING, LLC",HVL,INTRASTATE,WEST VIRGINIA,,,,,,,,,,,,5.54,,5.54
3/1/2022,2020,20210528,18631,31707,CHEVRON U.S.A. INC - PERMIAN BASIN,Crude Oil,INTRASTATE,TEXAS,,,,,,9.1,,,,,,0,,9.1
3/1/2022,2020,20210386,18485,31719,HILAND PARTNERS HOLDINGS LLC,HVL,INTRASTATE,MONTANA,0,0,0,0,0,0,0,0,0,0,8.85,0,,8.85
3/1/2022,2020,20210386,18485,31719,HILAND PARTNERS HOLDINGS LLC,HVL,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0,0,0,12.95,,12.95
3/1/2022,2020,20210283,18380,31720,"EXPRESS HOLDINGS (USA), LLC",Crude Oil,INTERSTATE,ILLINOIS,0,0,0,0,0,4.79,0,0,0,0,0.01,0,0,4.8
3/1/2022,2020,20210283,18380,31720,"EXPRESS HOLDINGS (USA), LLC",Crude Oil,INTERSTATE,KANSAS,0,0,0,0,0,96.56,0.01,0.01,0,1.49,0.51,0,0,98.58
3/1/2022,2020,20210283,18380,31720,"EXPRESS HOLDINGS (USA), LLC",Crude Oil,INTERSTATE,MISSOURI,0,0,0,0,0,268.39,0,0.1,0.09,2.4,0.26,0.39,0,271.63
3/1/2022,2020,20210283,18380,31720,"EXPRESS HOLDINGS (USA), LLC",Crude Oil,INTERSTATE,MONTANA,0,0,0,0,0,0,0,0,0,304.12,0,0,,304.12
3/1/2022,2020,20210283,18380,31720,"EXPRESS HOLDINGS (USA), LLC",Crude Oil,INTERSTATE,NEBRASKA,0,0,0,0,0,405.1,0,0.1,0.07,4.07,0.14,0.41,0,409.89
3/1/2022,2020,20210283,18380,31720,"EXPRESS HOLDINGS (USA), LLC",Crude Oil,INTERSTATE,WYOMING,0,0,0,0,0,152.77,0.39,0.08,0.08,211.89,0.01,0,0,365.22
3/1/2022,2020,20210100,18179,31721,PIPELINE TECHNOLOGY,HVL,INTRASTATE,LOUISIANA,,,,,,,,,,,3.3,3,,6.3
3/1/2022,2020,20210099,18166,31721,PIPELINE TECHNOLOGY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,,,,,,,,,,,22,,,22
3/1/2022,2020,20210343,18440,31723,EXXONMOBIL FUELS AND LUBRICANTS COMPANY,Crude Oil,INTERSTATE,LOUISIANA,,,,,,,,0.428,,,,,,0.428
3/1/2022,2020,20210343,18440,31723,EXXONMOBIL FUELS AND LUBRICANTS COMPANY,Crude Oil,INTRASTATE,LOUISIANA,0,,0,0,0,2.88,0,4.22,0,3.796,0,0,,10.896
3/1/2022,2020,20210344,18441,31723,EXXONMOBIL FUELS AND LUBRICANTS COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,0,,11.363,0,11.363,0,0,0.687,0,0,0,0,,23.413
3/1/2022,2020,20210638,18748,31755,"NOBLE MIDSTREAM SERVICES, LLC",Crude Oil,INTRASTATE,COLORADO,,,,,,,,,,,,149.08,12.41,161.49
3/1/2022,2020,20210638,18748,31755,"NOBLE MIDSTREAM SERVICES, LLC",Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,,,122.89,41.19,164.08
3/1/2022,2020,20210639,18749,31755,"NOBLE MIDSTREAM SERVICES, LLC",HVL,INTRASTATE,COLORADO,0,0,0,0,0,0,0,0,0,0,0,7.571,,7.571
3/1/2022,2020,20210640,18750,31755,"NOBLE MIDSTREAM SERVICES, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,COLORADO,,,,,,,,,,,,0.92,1.26,2.18
3/1/2022,2020,20210038,18093,31779,SWISSPORT FUELING INC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,ARIZONA,,,,,,,,,12.28,,,,0,12.28
3/1/2022,2020,20210045,18100,31801,TANDEM ENERGY CORPORATION,Crude Oil,INTRASTATE,TEXAS,,,,,,,2.97,,,,,1.33,0,4.3
3/1/2022,2020,20210380,18477,31816,"MID-CONTINENT FRACTIONATION AND STORAGE, L.L.C.",HVL,INTRASTATE,KANSAS,10.35,0,0,0,0,0,0,23.19,0,20.82,3.36,1.39,,59.11
3/1/2022,2020,20210379,18476,31816,"MID-CONTINENT FRACTIONATION AND STORAGE, L.L.C.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,KANSAS,1.97,,,,,,,1.57,,,,,,3.54
3/1/2022,2020,20210119,18189,31822,SUNCOR ENERGY (USA) PIPELINE CO.,Crude Oil,INTERSTATE,COLORADO,0,0,0,0,59.7,0,0,0,0.1,0,0,45,,104.8
3/1/2022,2020,20210119,18189,31822,SUNCOR ENERGY (USA) PIPELINE CO.,Crude Oil,INTERSTATE,WYOMING,0,0,0,0,9,0,0,0,0,0,0,9,,18
3/1/2022,2020,20210119,18189,31822,SUNCOR ENERGY (USA) PIPELINE CO.,Crude Oil,INTRASTATE,COLORADO,0,0,0,0,24.1,0,0,0,0,0,0,1.6,0.18,25.88
3/1/2022,2020,20210119,18189,31822,SUNCOR ENERGY (USA) PIPELINE CO.,Crude Oil,INTRASTATE,WYOMING,0,0,0,53.9,78.9,0,0,29,57,0,0,0.2,,219
3/1/2022,2020,20210120,18190,31822,SUNCOR ENERGY (USA) PIPELINE CO.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,COLORADO,0,0,0,0,0,0,3.71,0,0,0.09,0.37,0,,4.17
3/1/2022,2020,20210444,18546,31824,"CALUMET PRINCETON REFINING, LLC",Crude Oil,INTRASTATE,LOUISIANA,0,,0,0,0,32.2,0,0,0,0,0,1.7,0.1,34
3/1/2022,2020,20210456,18558,31847,"CALUMET COTTON VALLEY REFINING, LLC.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,,,,,,,,,,6.35,,,,6.35
3/1/2022,2020,20210360,18457,31863,HFOTCO LLC,Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,10.4,0,10.2,6.9,27.5
3/1/2022,2020,20210239,18335,31864,APACHE CORPORATION,CO2,INTRASTATE,TEXAS,,,,,,,,,,41.13,,,,41.13
3/1/2022,2020,20210085,18144,31878,BRIDGER PIPELINE LLC,Crude Oil,INTERSTATE,MONTANA,0,,0,0,0,73,0,114,33,0,0,0,0,220
3/1/2022,2020,20210085,18144,31878,BRIDGER PIPELINE LLC,Crude Oil,INTERSTATE,NORTH DAKOTA,,0,0,0,0,0,0,0,44,1,15,127,0,187
3/1/2022,2020,20210085,18144,31878,BRIDGER PIPELINE LLC,Crude Oil,INTERSTATE,WYOMING,,,,,,,,,,,,,193,193
3/1/2022,2020,20210068,18126,31887,DUKE ENERGY KENTUCKY - LIQUID,HVL,INTRASTATE,KENTUCKY,0,0,0,0,0,0,1.59,1.11,0.02,0,0.42,0.34,0,3.48
3/1/2022,2020,20210595,18703,31888,CENTURION PIPELINE L.P.,Crude Oil,INTERSTATE,NEW MEXICO,196.1,0,0,0,0,37.7,0,0,0,0,0,71.7,,305.5
3/1/2022,2020,20210595,18703,31888,CENTURION PIPELINE L.P.,Crude Oil,INTERSTATE,OKLAHOMA,66,0,0,0,321.6,0.6,29.6,0,0,0,0,0,,417.8
3/1/2022,2020,20210595,18703,31888,CENTURION PIPELINE L.P.,Crude Oil,INTERSTATE,TEXAS,77.1,0,0,0,325,23.9,28.6,90.4,0,0,0,127.3,0,672.3
3/1/2022,2020,20210595,18703,31888,CENTURION PIPELINE L.P.,Crude Oil,INTRASTATE,TEXAS,646.52,0,0,0,199.6,133.8,17.1,0,0,17.7,29,109.2,54.08,1207
3/1/2022,2020,20210023,18075,31914,NGL SUPPLY TERMINAL COMPANY LLC,HVL,INTRASTATE,OKLAHOMA,,,,,,,,,,,0.057,,0,0.057
3/1/2022,2020,20210168,18256,31919,MIDSTREAM ENERGY PARTNERS (USA) LLC,HVL,INTRASTATE,CALIFORNIA,,,,,,,,,,,47.16,,0,47.16
3/1/2022,2020,20210002,18046,31933,CALCASIEU REFINING COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,,,,,,,,,5.4,,,,0,5.4
3/1/2022,2020,20210538,18642,31937,"TPCO, LLC",Crude Oil,INTRASTATE,MISSISSIPPI,,,,,,,0,,,,,10.4,,10.4
3/1/2022,2020,20210048,18103,31943,COLT MIDSTREAM LLC,HVL,INTRASTATE,TEXAS,,,,,,,,,,0.86,15.5,,0,16.36
3/1/2022,2020,20210281,18378,31947,ENBRIDGE PIPELINES (OZARK) L.L.C.,Crude Oil,INTRASTATE,KANSAS,0,0,0,0,5,0,0,0,0,0,0,0,0,5
3/1/2022,2020,20210281,18378,31947,ENBRIDGE PIPELINES (OZARK) L.L.C.,Crude Oil,INTRASTATE,OKLAHOMA,0,0,0,0,46.94,0,0,0,0,0,0.21,0,0,47.15
3/1/2022,2020,20210350,18447,31957,KINDER MORGAN WINK PIPELINE LLC,Crude Oil,INTERSTATE,TEXAS,0,0,0,0,75,348,0,0,0,0,9,1,0,433
3/1/2022,2020,20210350,18447,31957,KINDER MORGAN WINK PIPELINE LLC,Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,,2,0,0,2
3/1/2022,2020,20210476,18578,31970,"CONOCOPHILLIPS ALASKA, INC.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,ALASKA,0,0,0,0,0,0,0,0,0,34.628,0,0.116,,34.744
3/1/2022,2020,20210579,18686,31994,"PANTHER OPERATING COMPANY, LLC",Crude Oil,INTERSTATE,LOUISIANA,,,,,,,,,41.59,6.71,,,,48.3
3/1/2022,2020,20210579,18686,31994,"PANTHER OPERATING COMPANY, LLC",Crude Oil,INTERSTATE,OCS-Gulf of Mexico,,,,,,,,286.88,86.2,13.64,33.41,23.88,,444.01
3/1/2022,2020,20210579,18686,31994,"PANTHER OPERATING COMPANY, LLC",Crude Oil,INTERSTATE,TEXAS,,0,0,0,0,0,0,22.44,,,,,,22.44
3/1/2022,2020,20210320,18417,32005,"ENLINK PROCESSING SERVICES, LLC",HVL,INTERSTATE,LOUISIANA,0,0,0,0,0,0,2.544,102.082,12.252,4.544,0,125.474,,246.896
3/1/2022,2020,20210320,18417,32005,"ENLINK PROCESSING SERVICES, LLC",HVL,INTERSTATE,TEXAS,,,,,,,,,,,,64.266,,64.266
3/1/2022,2020,20210320,18417,32005,"ENLINK PROCESSING SERVICES, LLC",HVL,INTRASTATE,LOUISIANA,,,,,,,186.386,41.91,102.659,39.178,0.306,52.179,,422.618
3/1/2022,2020,20210319,18416,32005,"ENLINK PROCESSING SERVICES, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,,,,,,,2.21,,15.601,3.477,,1.753,,23.041
3/1/2022,2020,20210052,18107,32007,SUPERIOR PIPELINE COMPANY L.L.C.,HVL,INTRASTATE,OKLAHOMA,,,,,,,,,,,11.12,24.95,0,36.07
3/1/2022,2020,20210562,18668,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Crude Oil,INTERSTATE,NEW MEXICO,0,0,0,0,6.57,0,0,0,6.87,0.01,21.5,0,,34.95
3/1/2022,2020,20210562,18668,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Crude Oil,INTERSTATE,TEXAS,,,,11.23,,,,,3.97,,9.99,,,25.19
3/1/2022,2020,20210562,18668,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Crude Oil,INTERSTATE,UTAH,,,,69.49,24.55,,,,41.13,1.09,95.71,,,231.97
3/1/2022,2020,20210562,18668,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Crude Oil,INTERSTATE,WYOMING,,,,,,,,,290.18,0.23,0.25,0.01,,290.67
3/1/2022,2020,20210562,18668,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Crude Oil,INTRASTATE,KANSAS,0,,0,0,0,0,0,0,0,0,3.85,0.09,,3.94
3/1/2022,2020,20210562,18668,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Crude Oil,INTRASTATE,NEW MEXICO,,,,,,9.49,11.56,10.16,69.73,14.03,136.59,70.42,,321.98
3/1/2022,2020,20210562,18668,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Crude Oil,INTRASTATE,TEXAS,0,0,0,4.79,0,13.73,0,0,4.03,0,7.96,0,,30.51
3/1/2022,2020,20210558,18664,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEBRASKA,111.77,,,,,,,,,0.03,58.86,0.02,,170.68
3/1/2022,2020,20210558,18664,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW MEXICO,,,,,,108.46,,,,16.23,58.55,0.51,,183.75
3/1/2022,2020,20210558,18664,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Refined and/or Petroleum Product (non-HVL),INTERSTATE,OKLAHOMA,,,,,,28.27,,,,,0.35,,,28.62
3/1/2022,2020,20210558,18664,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,,,,,,63.63,,,14.42,102.99,32.11,22.53,,235.68
3/1/2022,2020,20210558,18664,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Refined and/or Petroleum Product (non-HVL),INTERSTATE,UTAH,,,,,,,,,,,3.49,1.27,,4.76
3/1/2022,2020,20210558,18664,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Refined and/or Petroleum Product (non-HVL),INTERSTATE,WYOMING,,,,,,0.19,,,,,38.79,0.02,,39
3/1/2022,2020,20210558,18664,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,IDAHO,,,,,,,13.23,,,0.07,,,,13.3
3/1/2022,2020,20210558,18664,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW MEXICO,,,,,,34.24,,,64.18,128.59,0.1,1.97,,229.08
