DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTJST20MOREON,PARTJST20MOREOFF,PARTJST20MORETOT,PARTJSTNR20LESSON,PARTJSTR20LESSON,PARTJST20LESSOFF,PARTJST20LESSLOW,PARTJST20LESSTOT,PARTJSTNR_UNK_ON,PARTJSTR_UNK_ON,PARTJST_UNK_OFF,PARTJST_UNK_LOW,PARTJST_UNK_TOT,PARTJNSNR125MOREON,PARTJNSR125MOREON,PARTJNS125MOREOFF,PARTJNSNR125MORETOT,PARTJNSNR125LESSON,PARTJNSR125LESSON,PARTJNS125LESSOFF,PARTJNS125LESSLOW,PARTJNSNR125LESSTOT,PARTJONTOTAL,PARTJOFFTOTAL,PARTJRLSTOTAL,PARTJTOTAL
3/1/2022,2017,20183395,17994,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,ALABAMA,52.63,,52.63,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,52.63,,0,52.63
3/1/2022,2017,20183395,17994,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,ARKANSAS,282.15,,282.15,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,282.15,,0,282.15
3/1/2022,2017,20183395,17994,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,CALIFORNIA,137.21,,137.21,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,137.21,,0,137.21
3/1/2022,2017,20183395,17994,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,COLORADO,168.07,,168.07,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,168.07,,0,168.07
3/1/2022,2017,20183395,17994,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,ILLINOIS,58.51,,58.51,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,58.51,,0,58.51
3/1/2022,2017,20183395,17994,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,KANSAS,84.34,,84.34,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,84.34,,0,84.34
3/1/2022,2017,20183395,17994,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,LOUISIANA,153.67,,153.67,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,153.67,,0,153.67
3/1/2022,2017,20183395,17994,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,MISSISSIPPI,492.64,,492.64,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,492.64,,0,492.64
3/1/2022,2017,20183395,17994,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,MONTANA,128,,128,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,128,,0,128
3/1/2022,2017,20183395,17994,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,NEW MEXICO,232.65,,232.65,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,232.65,,0,232.65
3/1/2022,2017,20183395,17994,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,NORTH DAKOTA,50.58,,50.58,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,50.58,,0,50.58
3/1/2022,2017,20183395,17994,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,OKLAHOMA,1280.82,,1280.82,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,1280.82,,0,1280.82
3/1/2022,2017,20183395,17994,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,TENNESSEE,6.33,,6.33,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,6.33,,0,6.33
3/1/2022,2017,20183395,17994,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,TEXAS,1112.42,,1112.42,0,1.82,,0,1.82,0,0,,0,0,0,0,,0,0,0,,0,0,1114.24,,0,1114.24
3/1/2022,2017,20183395,17994,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,UTAH,1.15,,1.15,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,1.15,,0,1.15
3/1/2022,2017,20183395,17994,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,WYOMING,1028.45,,1028.45,0,1.13,,0,1.13,0,0,,0,0,0,0,,0,0,0,,0,0,1029.58,,0,1029.58
3/1/2022,2017,20183395,17994,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,ALABAMA,23.7,,23.7,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,23.7,,0,23.7
3/1/2022,2017,20183395,17994,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,CALIFORNIA,462.18,,462.18,0,0.75,,0,0.75,0,0,,0,0,0,0,,0,0,0,,0,0,462.93,,0,462.93
3/1/2022,2017,20183395,17994,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,COLORADO,2.39,,2.39,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,2.39,,0,2.39
