DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTLHIGHPOPON,PARTLOTHPOPON,PARTLDWON,PARTLECRESON,PARTLCNAVWON,PARTLSEGMILESTOTALON,PARTLECRESOFF,PARTLCNAVWOFF,PARTLSEGMILESTOTALOFF
3/1/2022,2019,20200010,17194,20046,UNION CARBIDE CHEMICALS & PLASTICS CO INC,HVL,INTRASTATE,WEST VIRGINIA,1.61,0.5,2.25,0,0.15,4.51,,,
3/1/2022,2019,20200136,17359,20202,ULTRAMAR INC,Crude Oil,INTRASTATE,CALIFORNIA,4.3,0.35,0.35,0.35,0.35,4.3,,,
3/1/2022,2019,20200140,17363,20202,ULTRAMAR INC,HVL,INTRASTATE,CALIFORNIA,7.62,0.97,0.97,1.9,1.39,7.62,,,
3/1/2022,2019,20200579,18038,20202,ULTRAMAR INC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,25.43,7.92,7.92,8.2,7.96,25.43,,,
3/1/2022,2019,20200504,17748,21359,SASOL CHEMICALS USA LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,12.701,1.563,7.331,0,1.563,12.701,,,
3/1/2022,2019,20200584,17831,22430,WEST SHORE PIPELINE CO,Crude Oil,INTERSTATE,ILLINOIS,3.582,0.744,0.744,3.211,0.744,3.582,,,
3/1/2022,2019,20200585,17832,22430,WEST SHORE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,270.417,75.467,21.635,70.798,21.075,287.672,,,
3/1/2022,2019,20200585,17832,22430,WEST SHORE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,17.208,6.215,14.27,0.202,0.361,17.208,,,
3/1/2022,2019,20200585,17832,22430,WEST SHORE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WISCONSIN,71.69,52.488,25.089,3.575,0,92.307,,,
3/1/2022,2019,20200390,17628,22442,WEST TEXAS GULF PIPELINE CO,Crude Oil,INTERSTATE,TEXAS,29,89.7,130,30.7,0,201.6,,,
3/1/2022,2019,20200593,17840,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTERSTATE,COLORADO,0.19,3.21,16.31,,,19.35,,,
3/1/2022,2019,20200593,17840,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTERSTATE,KANSAS,0,2.31,62.28,13.52,0,66.49,,,
3/1/2022,2019,20200593,17840,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTERSTATE,OKLAHOMA,22.44,18.93,29.76,21.2,4.26,71.1,,,
3/1/2022,2019,20200593,17840,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTERSTATE,TEXAS,45.58,24.34,34.86,9.58,0,86.97,,,
3/1/2022,2019,20200593,17840,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTERSTATE,WYOMING,0,1.12,1.1,0,0,2.22,,,
3/1/2022,2019,20200593,17840,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTRASTATE,OKLAHOMA,0,14.05,3.75,1.11,0,17.1,,,
3/1/2022,2019,20200592,17839,22610,"MAGELLAN PIPELINE COMPANY, LP",HVL,INTERSTATE,ILLINOIS,1.04,11.36,4.77,7.39,1.05,20.76,,,
3/1/2022,2019,20200592,17839,22610,"MAGELLAN PIPELINE COMPANY, LP",HVL,INTERSTATE,IOWA,33.79,67.65,29.71,23.06,2.08,119.16,,,
3/1/2022,2019,20200592,17839,22610,"MAGELLAN PIPELINE COMPANY, LP",HVL,INTERSTATE,KANSAS,3.32,0.92,4.8,3.32,3.24,4.8,,,
3/1/2022,2019,20200592,17839,22610,"MAGELLAN PIPELINE COMPANY, LP",HVL,INTERSTATE,MINNESOTA,0,0.04,0.04,0,0,0.04,,,
3/1/2022,2019,20200592,17839,22610,"MAGELLAN PIPELINE COMPANY, LP",HVL,INTERSTATE,MISSOURI,13.27,15.5,44.64,31.51,5.25,70.21,,,
3/1/2022,2019,20200592,17839,22610,"MAGELLAN PIPELINE COMPANY, LP",HVL,INTERSTATE,SOUTH DAKOTA,0,0,0,0,0,0,,,
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,ARKANSAS,22.82,38.81,28.9,8.42,9.06,84.83,,,
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,COLORADO,85,84.08,74.6,29.16,0,205.3,,,
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,35.49,36.01,26.85,12.1,2.03,86.71,,,
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,62.1,96.7,61.46,66.78,7.84,212.65,,,
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,KANSAS,192.73,233.51,997.25,626.34,112.57,1187.51,,,
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MINNESOTA,142.44,227.99,91.6,125.54,14.27,446.32,,,
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,50.51,49.32,77.88,170.25,17.64,260.99,,,
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEBRASKA,50.01,28.5,13.23,87.38,31.01,143.91,,,
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW MEXICO,16.78,28.84,3.22,46.4,0,72.36,,,
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NORTH DAKOTA,20.38,6.77,14.4,0,0,29.43,,,
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,OKLAHOMA,120.97,253.21,242.77,120.99,39.12,548.95,,,
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,SOUTH DAKOTA,18.48,13.09,13.77,24.34,0,46.99,,,
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,221.97,169.37,164.44,52.66,4.48,480.33,,,
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,WISCONSIN,11.8,30.49,14.53,15.27,1.85,46.49,,,
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,WYOMING,5.71,21.66,47.73,6.57,0,70.76,,,
3/1/2022,2019,20200594,17841,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,78.34,6.34,23.68,20.37,4.48,104.51,,,
3/1/2022,2019,20200611,17859,22830,WOLVERINE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,80.524,68.79,27.376,30.779,55.198,87.586,,,
3/1/2022,2019,20200611,17859,22830,WOLVERINE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,114.646,53.214,29.29,50.932,28.057,135.233,,,
3/1/2022,2019,20200611,17859,22830,WOLVERINE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MICHIGAN,195.788,179.878,116.764,73.853,23.842,262.708,,,
3/1/2022,2019,20200658,17912,22855,"FLINT HILLS RESOURCES, LC",Crude Oil,INTERSTATE,ILLINOIS,4.2,2.14,0.47,1.08,0.21,5.04,,,
3/1/2022,2019,20200658,17912,22855,"FLINT HILLS RESOURCES, LC",Crude Oil,INTERSTATE,IOWA,4.7,12.88,1.66,3,0,19.54,,,
3/1/2022,2019,20200658,17912,22855,"FLINT HILLS RESOURCES, LC",Crude Oil,INTERSTATE,MINNESOTA,106.19,275.03,72.33,144.47,41.7,366.39,,,
3/1/2022,2019,20200658,17912,22855,"FLINT HILLS RESOURCES, LC",Crude Oil,INTERSTATE,MISSOURI,0.02,12.71,12,18.82,0.25,27.05,,,
3/1/2022,2019,20200658,17912,22855,"FLINT HILLS RESOURCES, LC",Crude Oil,INTRASTATE,TEXAS,12.17,118.1,15.56,79.55,12.17,161.71,,,
3/1/2022,2019,20200660,17914,22855,"FLINT HILLS RESOURCES, LC",HVL,INTERSTATE,MINNESOTA,0,9.06,1.52,7.11,0.57,13.33,,,
3/1/2022,2019,20200660,17914,22855,"FLINT HILLS RESOURCES, LC",HVL,INTERSTATE,WISCONSIN,0,5.67,2.71,12.25,0.73,18.28,,,
3/1/2022,2019,20200660,17914,22855,"FLINT HILLS RESOURCES, LC",HVL,INTRASTATE,TEXAS,254.74,261.03,355.03,65.03,106.32,456.72,,,
3/1/2022,2019,20200659,17913,22855,"FLINT HILLS RESOURCES, LC",Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,0,14.38,16.2,12.07,0,16.2,,,
3/1/2022,2019,20200659,17913,22855,"FLINT HILLS RESOURCES, LC",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MINNESOTA,18.78,68.66,28.77,33.71,15.26,76.53,,,
3/1/2022,2019,20200659,17913,22855,"FLINT HILLS RESOURCES, LC",Refined and/or Petroleum Product (non-HVL),INTERSTATE,WISCONSIN,51.62,156.8,67.45,129.26,47.01,188.98,,,
3/1/2022,2019,20200659,17913,22855,"FLINT HILLS RESOURCES, LC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,MINNESOTA,11.61,2.29,1.12,2.64,1.18,12.91,,,
3/1/2022,2019,20200659,17913,22855,"FLINT HILLS RESOURCES, LC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,199.14,404.19,213.78,143.8,17.76,566.35,,,
3/1/2022,2019,20200220,17444,25146,"EQUISTAR CHEMICALS, L.P.",Crude Oil,INTRASTATE,TEXAS,26.19,12.7,2.76,0,0.36,33.69,,,
3/1/2022,2019,20200222,17446,25146,"EQUISTAR CHEMICALS, L.P.",HVL,INTERSTATE,LOUISIANA,6.67,3.73,8.67,0,3.17,15.74,,,
3/1/2022,2019,20200222,17446,25146,"EQUISTAR CHEMICALS, L.P.",HVL,INTERSTATE,TEXAS,2.12,0.71,3.33,0,2.83,3.33,,,
3/1/2022,2019,20200222,17446,25146,"EQUISTAR CHEMICALS, L.P.",HVL,INTRASTATE,TEXAS,395.83,217.51,432.32,85.69,23.58,772.05,,,
3/1/2022,2019,20200221,17445,25146,"EQUISTAR CHEMICALS, L.P.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,80.63,36.43,48.79,0,4.68,102.43,,,
3/1/2022,2019,20200435,17674,26026,"MARKWEST RANGER PIPELINE COMPANY, L.L.C.",HVL,INTERSTATE,KENTUCKY,10.53,1.34,56.75,11.12,0.63,62.73,,,
3/1/2022,2019,20200435,17674,26026,"MARKWEST RANGER PIPELINE COMPANY, L.L.C.",HVL,INTERSTATE,WEST VIRGINIA,1.53,0.79,11.13,0,1.3,12.14,,,
3/1/2022,2019,20200224,17448,26039,FLORIDA POWER & LIGHT CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,FLORIDA,4.803,3.08,27.33,9.47,0.14,44.823,,,
3/1/2022,2019,20200379,17617,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",HVL,INTRASTATE,TEXAS,0.72,0.72,0.72,0,0.72,0.72,,,
3/1/2022,2019,20200377,17615,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,9.44,9.44,0,9.44,9.44,9.44,,,
3/1/2022,2019,20200377,17615,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,12.39,10.31,12.39,10.31,12.39,12.65,,,
3/1/2022,2019,20200377,17615,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,9.12,8.66,8.76,8.76,8.76,9.13,,,
3/1/2022,2019,20200377,17615,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,NORTH CAROLINA,0,0,0,0,0,0,,,
3/1/2022,2019,20200377,17615,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,33.66,32.3,32.3,32.3,33.5,34.43,,,
3/1/2022,2019,20200078,17290,26045,"PAR HAWAII REFINING, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,HAWAII,24,4,,15,,24,,,
3/1/2022,2019,20200194,17417,26048,HUNT REFINING CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,ALABAMA,40.2,35.2,0,0,40.2,40.2,,,
3/1/2022,2019,20200433,17672,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Crude Oil,INTERSTATE,ILLINOIS,0,9.24,60.9,6.48,0,76.62,,,
3/1/2022,2019,20200433,17672,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Crude Oil,INTERSTATE,INDIANA,0,1.2,0,7,0,8.2,,,
3/1/2022,2019,20200433,17672,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Crude Oil,INTERSTATE,KENTUCKY,0,0,0.5,0,0.5,0.5,,,
3/1/2022,2019,20200433,17672,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Crude Oil,INTRASTATE,ILLINOIS,,0.06,,,,0.06,,,
3/1/2022,2019,20200433,17672,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Crude Oil,INTRASTATE,INDIANA,0,0.1,0,0,0,0.1,,,
3/1/2022,2019,20200434,17861,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,INDIANA,31.1,157.9,209.6,209.6,,210.1,,,
3/1/2022,2019,20200471,17712,26054,KEY WEST PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,FLORIDA,0,3,0,1,1,3,4,4,4
3/1/2022,2019,20200303,17532,26061,"DELEK CRUDE LOGISTICS, LLC.",Crude Oil,INTERSTATE,OKLAHOMA,0,0.3,0,0,0,0.3,,,
3/1/2022,2019,20200303,17532,26061,"DELEK CRUDE LOGISTICS, LLC.",Crude Oil,INTERSTATE,TEXAS,0.18,5.57,3.08,0,0,8.81,,,
3/1/2022,2019,20200303,17532,26061,"DELEK CRUDE LOGISTICS, LLC.",Crude Oil,INTRASTATE,TEXAS,39.59,45.88,50.85,1.38,0,97.87,,,
3/1/2022,2019,20200304,17533,26061,"DELEK CRUDE LOGISTICS, LLC.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,2.63,8.28,15.86,3.24,0,21.07,,,
3/1/2022,2019,20200653,17907,26065,CHS MCPHERSON REFINERY INC.,HVL,INTRASTATE,KANSAS,0,3.6,0,3.4,0,6.9,,,
3/1/2022,2019,20200654,17908,26065,CHS MCPHERSON REFINERY INC.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,KANSAS,0,5.1,0,8,0,13.1,,,
3/1/2022,2019,20200339,17965,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTERSTATE,ALABAMA,0.77,0.11,0.56,0.77,0.77,0.77,,,
3/1/2022,2019,20200339,17965,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,ALABAMA,0,0,0,0,0,0,,,
3/1/2022,2019,20200339,17965,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,CALIFORNIA,51.36,20.61,15.57,67.18,5.46,109.23,,,
3/1/2022,2019,20200339,17965,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,LOUISIANA,0,0,0,0,0,0,,,
3/1/2022,2019,20200339,17965,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,NEW MEXICO,0,0,0,0,0,0,,,
3/1/2022,2019,20200339,17965,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,OKLAHOMA,,,,,,,,,
3/1/2022,2019,20200339,17965,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,TEXAS,,,,,,,,,
3/1/2022,2019,20200340,17570,26085,"PLAINS MARKETING, L.P.",HVL,INTERSTATE,MICHIGAN,0,0,0,0,0,0,,,
3/1/2022,2019,20200340,17570,26085,"PLAINS MARKETING, L.P.",HVL,INTERSTATE,SOUTH CAROLINA,10.97,8.83,21.78,22.69,0,42.41,,,
3/1/2022,2019,20200340,17570,26085,"PLAINS MARKETING, L.P.",HVL,INTRASTATE,ARIZONA,1.79,7.73,0,0,0,7.73,,,
3/1/2022,2019,20200061,17272,26086,SEADRIFT PIPELINE CORP,HVL,INTRASTATE,TEXAS,78.68,123.99,0,58.09,10.82,222.72,,,
3/1/2022,2019,20200635,18037,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MARYLAND,7.4,0.7,0,1.45,2.7,7.4,,,
3/1/2022,2019,20200635,18037,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,1.6,0,1.6,0,0.3,1.6,,,
3/1/2022,2019,20200635,18037,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,0.144,0,0.144,0,0.03,0.144,,,
3/1/2022,2019,20200635,18037,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON DC,2.8,0,0,0.5,0.5,2.8,,,
3/1/2022,2019,20200635,18037,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,7.5,0.25,1.2,0.25,0,7.5,,,
3/1/2022,2019,20200635,18037,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,5.2,0,4.3,0.2,0.3,5.2,,,
3/1/2022,2019,20200635,18037,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,OREGON,0.2,0.7,0,0.7,0,0.7,,,
3/1/2022,2019,20200635,18037,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,VIRGINIA,7.8,3,7.5,0,0.3,9.2,,,
3/1/2022,2019,20200463,17703,26099,TAMPA BAY PIPELINE CO.,HVL,INTRASTATE,FLORIDA,49.9,11.4,5.7,15.3,0,82.24,,,
3/1/2022,2019,20200244,17468,26103,"TEXAS EASTMAN DIVISION, EASTMAN CHEMICAL CO",HVL,INTRASTATE,TEXAS,50.2,62.46,0,3.6,0,116.26,,,
3/1/2022,2019,20200422,17661,26112,VALERO REFINING-TEXAS L.P.,Crude Oil,INTRASTATE,TEXAS,5.62,2.16,2.16,2.16,2.16,5.62,,,
3/1/2022,2019,20200423,17662,26112,VALERO REFINING-TEXAS L.P.,HVL,INTRASTATE,TEXAS,10.93,0.66,0.56,0.56,0.97,13.29,,,
3/1/2022,2019,20200424,17663,26112,VALERO REFINING-TEXAS L.P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,31.48,9.21,9.21,9.21,9.21,31.6,,,
3/1/2022,2019,20200484,17726,26120,COLLINS PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,LOUISIANA,33.66,34.02,35.44,35.81,34.01,40.2,0,0,0
3/1/2022,2019,20200484,17726,26120,COLLINS PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSISSIPPI,46.63,60.17,36.45,68.88,43.91,69.1,0,0,0
3/1/2022,2019,20200145,17368,26125,CALNEV PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,CALIFORNIA,63.27,103.98,106.04,195.43,0,266.06,,,
3/1/2022,2019,20200145,17368,26125,CALNEV PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEVADA,57.74,15.94,58.26,22.97,0,85.8,,,
3/1/2022,2019,20200145,17368,26125,CALNEV PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,2.53,9.37,9.96,33.36,0,41.06,,,
3/1/2022,2019,20200145,17368,26125,CALNEV PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEVADA,0,0,0,0,0,0,,,
3/1/2022,2019,20200051,17261,26136,PARAMOUNT PETROLEUM CORP,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0.45,0,0,0,0,0.45,,,
3/1/2022,2019,20200060,17271,26149,ALYESKA PIPELINE SERVICE CO,Crude Oil,INTERSTATE,ALASKA,14.59,281.37,134.46,26.6,71.21,386.6,,,
3/1/2022,2019,20200245,17469,26302,MUSTANG PIPELINE CO,HVL,INTRASTATE,TEXAS,15.04,12.66,0,0,0,27.7,,,
3/1/2022,2019,20200278,17504,26303,UNOCAL PIPELINE CO - EASTERN REGION,Crude Oil,INTRASTATE,TEXAS,4.7,0.1,2.8,0,0,4.7,,,
3/1/2022,2019,20200416,17655,26330,"ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC",HVL,INTRASTATE,OKLAHOMA,0,0.08,0,0,0,0.08,,,
3/1/2022,2019,20200202,17425,30003,HOUSTON REFINING LP.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,3,0,0,0,0,3,,,
3/1/2022,2019,20200038,17248,30020,W & T OFFSHORE INC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,ALABAMA,,,,4.75,4.75,4.75,,,
3/1/2022,2019,20200415,17653,30544,OCCIDENTAL CHEMICAL CORP,HVL,INTRASTATE,TEXAS,,0.202,,2.43,0.31,2.942,,,
3/1/2022,2019,20200351,17582,30626,TARGA NGL PIPE LINE CO,HVL,INTERSTATE,LOUISIANA,8.67,1.44,8.99,,0.95,9.94,,,
3/1/2022,2019,20200351,17582,30626,TARGA NGL PIPE LINE CO,HVL,INTERSTATE,TEXAS,13.33,26.53,22.81,4.87,1.17,47.83,,,
3/1/2022,2019,20200351,17582,30626,TARGA NGL PIPE LINE CO,HVL,INTRASTATE,TEXAS,123,61.19,95.33,2.8,11.4,173.16,,,
3/1/2022,2019,20200142,17714,30657,BRAVO PIPELINE COMPANY,CO2,INTERSTATE,COLORADO,0,0,0,0,0,0,,,
3/1/2022,2019,20200142,17714,30657,BRAVO PIPELINE COMPANY,CO2,INTERSTATE,NEW MEXICO,0,23.43,6.96,37.74,0,66.74,,,
3/1/2022,2019,20200142,17714,30657,BRAVO PIPELINE COMPANY,CO2,INTERSTATE,TEXAS,0,11.63,21.12,0,0,31.27,,,
3/1/2022,2019,20200142,17714,30657,BRAVO PIPELINE COMPANY,CO2,INTRASTATE,TEXAS,0,0,0,0,0,0,,,
3/1/2022,2019,20200670,17935,30658,KERN OIL & REFINING CO.,Crude Oil,INTRASTATE,CALIFORNIA,8.78,10.94,0.26,5,0,16.17,,,
3/1/2022,2019,20200665,17924,30666,"ENMARK ENERGY, INC",CO2,INTRASTATE,MISSISSIPPI,2.24,,,,,2.24,,,
3/1/2022,2019,20200274,17499,30683,WESTLAKE PETROCHEMICALS LLC,HVL,INTRASTATE,LOUISIANA,17.479,4.878,7.97,0,0,17.479,,,
3/1/2022,2019,20200276,17502,30683,WESTLAKE PETROCHEMICALS LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,4.413,3.56,0.1,0,0.6,5.696,,,
3/1/2022,2019,20200429,17668,30709,HUNTSMAN PETROCHEMICAL LLC,HVL,INTRASTATE,TEXAS,7.728,3.834,6.598,0,0,7.728,,,
3/1/2022,2019,20200427,17666,30709,HUNTSMAN PETROCHEMICAL LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,2.6,0,2.6,0,0,2.6,,,
3/1/2022,2019,20200293,17521,30711,HILCORP ENERGY COMPANY,Crude Oil,INTRASTATE,LOUISIANA,0,0,0,0,1,1,,,
3/1/2022,2019,20200266,17491,30755,CITGO PRODUCTS PIPELINE CO,HVL,INTERSTATE,LOUISIANA,4.016,4.807,3.169,1.245,0.489,7.936,,,
3/1/2022,2019,20200266,17491,30755,CITGO PRODUCTS PIPELINE CO,HVL,INTERSTATE,TEXAS,11.733,26.349,19.617,3.969,0.637,46.154,,,
3/1/2022,2019,20200265,17490,30755,CITGO PRODUCTS PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,19.297,55.516,19.845,33.642,0.821,107.727,,,
3/1/2022,2019,20200096,17315,30756,WYOMING REFINING CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,WYOMING,0,0.5,0,0,0.5,1,,,
3/1/2022,2019,20200384,17622,30777,MOTIVA ENTERPRISE LLC,Crude Oil,INTRASTATE,TEXAS,8.201,0,8.201,0,0,8.201,,,
3/1/2022,2019,20200399,17637,30777,MOTIVA ENTERPRISE LLC,HVL,INTRASTATE,TEXAS,4.02,18.3,13,0,0,35.32,,,
3/1/2022,2019,20200396,17634,30777,MOTIVA ENTERPRISE LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,62.17,0,0,0,62.17,,,
3/1/2022,2019,20200174,17397,30781,OLYMPIC PIPE LINE COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,OREGON,10.8,7.2,1.7,7.4,1.3,13.6,,,
3/1/2022,2019,20200174,17397,30781,OLYMPIC PIPE LINE COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON,174.8,172.1,175.5,166.5,62.8,325.5,,,
3/1/2022,2019,20200174,17397,30781,OLYMPIC PIPE LINE COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,WASHINGTON,33.3,8.8,18,6.7,3,41.2,,,
3/1/2022,2019,20200426,17665,30782,HARVEST MIDSTREAM COMPANY,Crude Oil,INTERSTATE,LOUISIANA,1.771,9.21,6.582,16.542,28.103,42.958,,,
3/1/2022,2019,20200426,17665,30782,HARVEST MIDSTREAM COMPANY,Crude Oil,INTERSTATE,OCS-Gulf of Mexico,,,,,31.801,31.801,,,
3/1/2022,2019,20200426,17665,30782,HARVEST MIDSTREAM COMPANY,Crude Oil,INTERSTATE,TEXAS,,2.262,,,0.642,2.904,,,
3/1/2022,2019,20200426,17665,30782,HARVEST MIDSTREAM COMPANY,Crude Oil,INTRASTATE,LOUISIANA,12.395,21.467,9.758,19.091,16.467,73.433,,,
3/1/2022,2019,20200426,17665,30782,HARVEST MIDSTREAM COMPANY,Crude Oil,INTRASTATE,TEXAS,2.576,27.348,50.743,41.43,12.372,100.787,,,
