DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,OPERATOR_NAME,PARTB_INTER_INTRA,PARTB_LOCATION_STATE_ABBR,PARTB_LOCATION_STATE_NAME,PARTB_LOCATION_COUNTY,PARTB_UNGS_FACILITY_NAME,PARTC_UNGS_RESERVOIR_NAME,PARTC_IN_SERVICE_YEAR,PARTC_RESERVOIR_TYPE,PARTC_INDICATOR_WELL_TEXT,PARTC_MAX_PRESSURE_PSIG,PARTC_RESERVOIR_MAX_DEPTH_FT,PARTC_RESERVOIR_MIN_DEPTH_FT,PARTC_NUM_INJ_WITHDRAW_WELLS,PARTC_NUM_MON_OBSV_WELLS,PARTC_NUM_WELLS_DRILLED,PARTC_NUM_WELLS_PLUG_ABANDON,PARTC_NUM_WELLS_SURF_SFTY_VALV,PARTC_NUM_WELLS_SUBS_SFTY_VALV,PARTC_NUM_WELLS_PROD_TUBE_ONLY,PARTC_NUM_WELLS_PROD_CASE_ONLY,PARTC_NUM_WELLS_CASE_AND_TUBE,PARTC_NUM_WELLS_OTHER_GASFLOW,PARTC_WELLS_OTHER_GASFLOW_DESC,PARTC_NUM_WELLS_NEW_TUBING,PARTC_NUM_WELLS_NEW_CASING,PARTC_NUM_WELLS_REMEDIATED,PARTC_NUM_WELLS_LEAKS,PARTC_NUM_WELLS_PRESS_TEST_MIT,PARTC_NUM_WELLS_CORROSION_MIT,PARTC_NUM_WELLS_OTHER_MIT,PARTC_WELLS_OTHER_MIT_DESC,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,MEDINA,Wellington,Clinton,1947,Hydrocarbon Reservoir,10380,1126,3454,2172,182,8,0,0,0,0,4,186,0,0,,0,2,2,1,2,6,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200034,1424,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,WV,West Virginia,HARRISON,Bridgeport,Fifty Foot Sand,1937,Hydrocarbon Reservoir,11343,426,2220,1541,33,17,0,0,0,0,0,33,0,0,,0,0,1,0,1,1,1,Gamma ray - Neutron - Temperature Log was run in one (1) well.,INITIAL,3/3/2020,3/3/2020
3/1/2022,2019,20200034,1424,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,POTTER,Ellisburg,Oriskany Sand,1963,Hydrocarbon Reservoir,EW-701,2232,5411,4887,73,4,0,0,0,0,0,73,0,0,,0,0,3,0,3,13,14,13 Wells with Gamma ray - Neutron - Temperature Logs and 1 well with an InTex (Air Bond Log) only.,INITIAL,3/3/2020,3/3/2020
3/1/2022,2019,20200034,1424,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,WV,West Virginia,LEWIS,Fink-Kennedy-Lost Creek,Gantz Sand,1941,Hydrocarbon Reservoir,BW-10122,1009,2668,1483,367,165,0,0,0,0,20,347,0,0,,0,1,19,0,19,45,54,45 Wells with Gamm ray - Neutron - Temperature Logs ran and 9 other Wells with Cement Bond Logs (Intex or VDL) only.,INITIAL,3/3/2020,3/3/2020
3/1/2022,2019,20200034,1424,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,POTTER,Greenlick,Oriskany Sand,1961,Hydrocarbon Reservoir,RW-59,4060,7030,6443,50,6,0,0,0,0,0,50,0,0,,0,0,0,2,0,3,3,Gamma ray - Neutron - Temperature Logs were run in three (3) wells.,INITIAL,3/3/2020,3/3/2020
3/1/2022,2019,20200034,1424,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,POTTER,Harrison,Oriskany Sand,1953,Hydrocarbon Reservoir,HW-8,2101,5252,4702,44,1,0,0,0,0,0,44,0,0,,0,0,1,0,1,6,6,Six (6) wells had Gamma ray - Neutron - Temperature Logs run. Two (2) of the six (6) also had InTex (Air Bond) Logs run.,INITIAL,3/3/2020,3/3/2020
3/1/2022,2019,20200034,1424,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,CLINTON,Leidy,Oriskany Sand,1959,Hydrocarbon Reservoir,LW-34,4197,6628,5316,64,40,0,0,0,0,0,64,0,0,,0,0,1,0,1,7,7,Seven (7) wells had Gamma ray - Neutron - Temperature Logs run. Two (2) of the seven (7) wells also had InTex (Air Bond) Logs run.,INITIAL,3/3/2020,3/3/2020
3/1/2022,2019,20200034,1424,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,FAYETTE,North Summit,Huntersville Chert & Oriskany Sand,1991,Hydrocarbon Reservoir,UW-113,3192,7810,6379,25,4,0,1,0,0,0,25,0,0,,0,0,0,0,0,3,3,Ran Gamma ray - Neutron - Temperature Logs in three (3) wells.,INITIAL,3/3/2020,3/3/2020
3/1/2022,2019,20200034,1424,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,WESTMORELAND,Oakford-Fifth Sand,Fifth Sand,1951,Hydrocarbon Reservoir,JW-130,1162,2527,1933,62,2,0,0,0,0,2,60,0,0,,0,0,4,0,4,7,9,Seven (7) wells had Gamma ray - Neutron - Temperature Logs run. Two (2) other wells had only InTex (Air Bond) Logs run.,INITIAL,3/3/2020,3/3/2020
3/1/2022,2019,20200034,1424,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,WESTMORELAND,Oakford-Murrysville,Murrysville Sand,1951,Hydrocarbon Reservoir,JW-278M,366,1712,1123,160,49,0,0,0,0,0,160,0,0,,0,0,11,0,11,21,26,21 wells had Gamma ray - Neutron - Temperature Logs run. Five (5) other wells had InTex (Air Bond) Logs run only.,INITIAL,3/3/2020,3/3/2020
3/1/2022,2019,20200034,1424,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,NY,New York,CATTARAUGUS,Quinlan,Onondaga Reef,2006,Hydrocarbon Reservoir,QW-2,2357,4761,4177,4,1,0,0,0,0,0,4,0,0,,0,0,0,0,0,1,1,A Gamma ray - Neutron - Temperature Log was run in one (1) well.,INITIAL,3/3/2020,3/3/2020
3/1/2022,2019,20200034,1424,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,WV,West Virginia,GILMER,Racket-Newberne,Berea Sand,1947,Hydrocarbon Reservoir,9207,588,2614,2095,21,15,0,0,0,0,0,23,0,0,,0,0,1,1,1,5,7,Ran Gamma ray - Neutron - Temperature Logs in five (5) wells. Ran InTex (Air Bond) Logs in two (2) other wells only.,INITIAL,3/3/2020,3/3/2020
3/1/2022,2019,20200034,1424,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,TIOGA,Sabinsville,Oriskany Sand,1951,Hydrocarbon Reservoir,N-128-S,2127,4981,4155,49,2,0,0,0,0,0,49,0,0,,0,0,0,0,0,3,3,Ran Gamma ray - Neutron - Temperature Logs in three (3) wells.,INITIAL,3/3/2020,3/3/2020
3/1/2022,2019,20200034,1424,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,POTTER,Sharon,Oriskany Sand,1948,Hydrocarbon Reservoir,N-249-S,1033,4998,4640,12,2,0,0,0,0,0,12,0,0,,0,0,3,0,3,1,1,Ran a Gamma ray - Neutron - Temperature Log in one (1) well.,INITIAL,3/3/2020,3/3/2020
3/1/2022,2019,20200034,1424,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,ARMSTRONG,South Bend,100 Foot Sand,1951,Hydrocarbon Reservoir,KW-14,706,2024,1258,48,17,0,0,0,0,0,48,0,0,,0,0,1,0,1,2,2,Ran Gamma ray - Neutron - Temperature Logs in two (2) wells.,INITIAL,3/3/2020,3/3/2020
3/1/2022,2019,20200034,1424,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,CLINTON,Tamarack,Oriskany Sand,1971,Hydrocarbon Reservoir,No Indicator Well used (Station Shut-in pressure taken on 8/18/2019),1688,7190,6650,10,5,0,0,0,0,0,10,0,0,,0,0,0,0,0,2,2,Ran Gamma ray - Neutron - Temperature Logs in two (2) wells.,INITIAL,3/3/2020,3/3/2020
3/1/2022,2019,20200034,1424,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,TIOGA,Tioga,Oriskany Sand,1941,Hydrocarbon Reservoir,TW-605,1637,4210,3590,19,5,0,0,0,0,0,19,0,0,,0,0,0,0,0,1,1,Ran a Gamma ray - Neutron - Temperature Log in one (1) well.,INITIAL,3/3/2020,3/3/2020
3/1/2022,2019,20200034,1424,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,NY,New York,STEUBEN,Woodhull,Oriskany Sand,1957,Hydrocarbon Reservoir,N-606-S,2113,4201,3600,49,2,0,0,0,0,0,49,0,0,,0,0,2,0,2,5,6,Ran Gamma ray - Neutron - Temperature Logs in five (5) Wells. Also ran an InTex (Air Bond) Log in the four (4) of the five (5) Wells. Ran an InTex (Air Bond) only in one (1) other well.,INITIAL,3/3/2020,3/3/2020
3/1/2022,2019,20200090,1482,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,CLARE,Cranberry Lake,Michigan Stray,1948,Hydrocarbon Reservoir,N/A,741,1296,1208,139,21,0,7,0,0,51,76,12,0,,2,0,1,0,4,16,1,P-seal/O-ring Seals,INITIAL,3/12/2020,3/12/2020
3/1/2022,2019,20200090,1482,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,SAINT CLAIR,Four Corners,Niagaran,1972,Hydrocarbon Reservoir,FC-102,1088,2450,2168,3,3,0,0,2,0,1,2,0,0,,0,0,0,0,0,0,0,,INITIAL,3/12/2020,3/12/2020
3/1/2022,2019,20200090,1482,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,SAINT CLAIR,Hessen,Niagaran,1976,Hydrocarbon Reservoir,"H-103, H-109",1146,2795,2475,15,9,0,0,6,5,1,14,0,0,,0,0,0,0,0,0,0,,INITIAL,3/12/2020,3/12/2020
3/1/2022,2019,20200090,1482,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,SAINT CLAIR,Ira,Niagaran,1961,Hydrocarbon Reservoir,I-106,1106,2434,2120,12,5,0,0,3,5,3,9,0,0,,0,0,0,0,0,0,0,,INITIAL,3/12/2020,3/12/2020
3/1/2022,2019,20200090,1482,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,MACOMB,Lenox,Niagaran,1965,Hydrocarbon Reservoir,L-105,1086,2797,2568,7,4,0,0,6,0,2,5,0,0,,0,0,0,0,0,0,2,P-seal / O-ring seals,INITIAL,3/12/2020,3/12/2020
3/1/2022,2019,20200090,1482,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,OAKLAND,Lyon 29,Niagaran,2004,Hydrocarbon Reservoir,Lyon 29-2,1460,3589,3269,3,0,0,0,3,0,0,3,0,0,,0,0,1,0,0,3,0,,INITIAL,3/12/2020,3/12/2020
3/1/2022,2019,20200090,1482,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,OAKLAND,Lyon 34,Niagaran,1992,Hydrocarbon Reservoir,Lyon 2-34,1530,3609,3232,3,2,0,0,0,0,0,3,0,0,,0,0,0,0,0,0,0,,INITIAL,3/12/2020,3/12/2020
3/1/2022,2019,20200090,1482,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,WASHTENAW,Northville Reef,Niagaran,1968,Hydrocarbon Reservoir,N-211,1273,3185,2922,3,2,0,0,0,1,0,3,0,0,,0,0,0,0,0,0,0,,INITIAL,3/12/2020,3/12/2020
3/1/2022,2019,20200090,1482,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,ALLEGAN,Overisel,A-2 Carbonate,1960,Hydrocarbon Reservoir,0-177,1417,2664,2571,148,25,0,2,0,0,20,0,128,0,,5,0,2,0,4,5,1,P-Seal / O-Ring seals,INITIAL,3/12/2020,3/12/2020
3/1/2022,2019,20200090,1482,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,SAINT CLAIR,Puttygut,Niagaran,1971,Hydrocarbon Reservoir,P-202,1035,2727,2410,12,12,0,0,1,10,1,11,0,0,,0,0,0,0,0,0,0,,INITIAL,3/12/2020,3/12/2020
3/1/2022,2019,20200090,1482,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,MACOMB,Ray,Niagaran,1966,Hydrocarbon Reservoir,R-203,1701,3244,2913,50,15,0,0,48,0,6,44,0,0,,0,0,0,0,0,0,2,P-seal/O-ring seals,INITIAL,3/12/2020,3/12/2020
3/1/2022,2019,20200090,1482,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,MISSAUKEE,Riverside,Michigan Stray,1952,Hydrocarbon Reservoir,N/a,705,1398,1344,49,43,0,5,0,0,8,41,0,0,,0,0,2,0,0,7,0,,INITIAL,3/12/2020,3/12/2020
3/1/2022,2019,20200090,1482,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,ALLEGAN,Salem,A-2 Carbonate,1963,Hydrocarbon Reservoir,S-314,1352,2831,2719,43,32,0,0,0,0,6,0,37,0,,2,0,8,0,9,5,8,P-seal/O-ring seals,INITIAL,3/12/2020,3/12/2020
3/1/2022,2019,20200090,1482,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,SAINT CLAIR,Swan Creek,Niagaran,1972,Hydrocarbon Reservoir,SC-101,1181,2480,2256,1,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,INITIAL,3/12/2020,3/12/2020
3/1/2022,2019,20200090,1482,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,CLARE,Winterfield,Michigan Stray,1947,Hydrocarbon Reservoir,N/A,759,1434,1301,255,26,0,13,1,0,53,103,99,0,,6,2,1,1,12,46,1,P-seal/O-ring seals,INITIAL,3/12/2020,3/12/2020
3/1/2022,2019,20200060,2162,2859,CRANBERRY PIPELINE CORP (WV),Intra,WV,West Virginia,PUTNAM,Heizer Creek Storage,Heizer X-1,1990,Hydrocarbon Reservoir,Heizer X-1,195,2256,1723,12,0,0,0,0,0,0,10,2,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/11/2020,5/6/2021
3/1/2022,2019,20200060,2162,2859,CRANBERRY PIPELINE CORP (WV),Intra,WV,West Virginia,RALEIGH,Maxton,Beaver 09 MONITORITING ONLY WELL,2000,Other: Monitory Well,Beaver 19 Monitoring Well,284,2360,1500,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/11/2020,5/6/2021
3/1/2022,2019,20200060,2162,2859,CRANBERRY PIPELINE CORP (WV),Intra,WV,West Virginia,RALEIGH,Maxton,Beaver 12 Storage,2000,Hydrocarbon Reservoir,Beaver 12 Storage,33,2304,1500,1,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/11/2020,5/6/2021
3/1/2022,2019,20200060,2162,2859,CRANBERRY PIPELINE CORP (WV),Intra,WV,West Virginia,RALEIGH,Maxton,Beaver 38 Storage,2000,Hydrocarbon Reservoir,Beaver 38 Storage,332,2303,1500,1,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/11/2020,5/6/2021
3/1/2022,2019,20200060,2162,2859,CRANBERRY PIPELINE CORP (WV),Intra,WV,West Virginia,RALEIGH,Maxton,Rockhouse 03 Storage,2000,Hydrocarbon Reservoir,Rockhouse 03 Storage,340,2095,1500,1,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/11/2020,5/6/2021
3/1/2022,2019,20200033,1423,3260,DELTA NATURAL GAS CO INC,Intra,KY,Kentucky,BELL,Canada Mountain Storage,Canada Mountain Storage Field,1995,Aquifer Reservoir,Carnes #1,1020,3025,2460,8,4,0,0,0,0,8,0,0,0,,0,0,0,0,0,0,0,,INITIAL,3/3/2020,3/3/2020
3/1/2022,2019,20200055,1445,4060,DOMINION ENERGY OHIO,Intra,OH,Ohio,WAYNE,Chippewa,Chippewa,1941,Hydrocarbon Reservoir,1861,1486,4021,3504,116,4,0,1,0,0,0,99,21,0,,0,0,5,5,2,5,0,,INITIAL,3/10/2020,3/10/2020
3/1/2022,2019,20200055,1445,4060,DOMINION ENERGY OHIO,Intra,OH,Ohio,WAYNE,Gabor,Gabor,1961,Hydrocarbon Reservoir,2497,1478,3994,3629,36,2,0,0,0,0,0,36,2,0,,2,0,0,0,0,1,0,,INITIAL,3/10/2020,3/10/2020
3/1/2022,2019,20200055,1445,4060,DOMINION ENERGY OHIO,Intra,OH,Ohio,STARK,Stark-Summit,Stark-Summit,1941,Hydrocarbon Reservoir,1611,1496,4507,3759,636,14,0,1,0,0,0,623,27,0,,1,0,31,6,5,75,0,,INITIAL,3/10/2020,3/10/2020
3/1/2022,2019,20200130,1605,4273,EGYPTIAN GAS STORAGE CORP,Intra,IL,Illinois,GALLATIN,Egyptian Gas Storage Mills Compressor Station,Mills Gas Storage Reservoir,1973,Hydrocarbon Reservoir,A.G. Mills #4,543.9,2304,2294,10,1,0,0,10,0,4,3,3,0,,0,0,0,0,0,0,0,,INITIAL,7/29/2020,7/29/2020
3/1/2022,2019,20200071,1463,4280,EL PASO NATURAL GAS CO,Inter,NM,New Mexico,EDDY,Washington Ranch Gas Storage Field,Morrow,1982,Hydrocarbon Reservoir,WI Federal #13,2124,7041,6673,19,2,0,0,0,0,19,0,0,0,,0,0,0,0,0,0,0,,INITIAL,3/11/2020,3/11/2020
3/1/2022,2019,20200002,1342,4360,ELIZABETHTOWN NATURAL GAS,Intra,KY,Kentucky,HARDIN,Cecilia Storage Field,Lego/Laurel,1972,Aquifer Reservoir,PRESSURE IS CHECKED AT ALL THE CECILIA WELLS WEEKLY,300,900,600,7,9,0,0,16,0,9,0,0,0,,1,1,1,0,0,0,0,,INITIAL,1/15/2020,1/15/2020
3/1/2022,2019,20200066,1458,4900,KINDER MORGAN TEJAS PIPELINE,Intra,TX,Texas,BRAZORIA,Stratton Ridge,LouAnn Salt,1985,Salt Cavern,NG-2,1895,3828,1500,2,0,0,0,2,0,0,2,0,0,,0,0,0,0,0,0,0,,INITIAL,3/11/2020,3/11/2020
3/1/2022,2019,20200066,1458,4900,KINDER MORGAN TEJAS PIPELINE,Intra,TX,Texas,HARRIS,West Clear Lake,Frio,1970,Hydrocarbon Reservoir,Well C-24,2380,5600,5400,18,6,0,0,19,2,18,0,0,0,,0,0,0,0,6,0,0,,INITIAL,3/11/2020,3/11/2020
3/1/2022,2019,20200065,1457,6720,ATMOS ENERGY CORPORATION - COLORADO/KANSAS,Intra,KS,Kansas,MONTGOMERY,Liberty North Gas Storage Field,Squirrel Sandstone,1952,Hydrocarbon Reservoir,O3,225,655,400,18,11,0,0,29,0,0,18,0,0,,0,0,0,0,2,0,0,,INITIAL,3/11/2020,3/11/2020
3/1/2022,2019,20200065,1457,6720,ATMOS ENERGY CORPORATION - COLORADO/KANSAS,Intra,KS,Kansas,MONTGOMERY,Liberty South Gas Storage Field,Squirrel Sandstone,1949,Hydrocarbon Reservoir,O34,200,573,469,4,4,0,0,8,0,0,4,0,0,,0,0,0,0,3,0,0,,INITIAL,3/11/2020,3/11/2020
3/1/2022,2019,20200050,2033,7050,HAMPSHIRE GAS CO,Inter,WV,West Virginia,HAMPSHIRE,Hampshire Gas,Augusta,1969,Hydrocarbon Reservoir,Orndorff,2500,5709,4892,6,4,0,0,0,0,0,6,0,0,,0,0,0,0,0,1,0,,SUPPLEMENTAL,3/10/2020,3/12/2021
3/1/2022,2019,20200050,2033,7050,HAMPSHIRE GAS CO,Inter,WV,West Virginia,HAMPSHIRE,Hampshire Gas,Little Cacapon,1969,Hydrocarbon Reservoir,Lewis,2500,5763,5404,6,1,0,0,0,0,0,6,0,0,,0,0,0,0,0,1,0,,SUPPLEMENTAL,3/10/2020,3/12/2021
3/1/2022,2019,20200043,1433,7338,HONEOYE STORAGE CORP,Inter,NY,New York,ONTARIO,Honeoye Storage Corporation,Medina,1975,Hydrocarbon Reservoir,M Gladding,1030,3298,2367,27,11,0,0,0,0,20,7,0,0,,0,0,0,0,0,6,0,,INITIAL,3/6/2020,3/6/2020
3/1/2022,2019,20200094,1486,8070,INDIANA GAS CO INC,Intra,IN,Indiana,MONROE,Hindustan Storage Field,Muscatatuck,1964,Hydrocarbon Reservoir,UHD-042 Musgrave #02,259.7,847,730,10,3,0,0,9,0,0,10,0,0,,0,0,0,0,0,0,0,,INITIAL,3/12/2020,3/12/2020
3/1/2022,2019,20200094,1486,8070,INDIANA GAS CO INC,Intra,IN,Indiana,CLARK,Sellersburg Storage Field,Dutchtown,1968,Aquifer Reservoir,SEK-014 Schlosser #05,788.2,1527,1360,12,5,0,0,1,0,0,12,0,0,,0,0,0,0,0,0,0,,INITIAL,3/12/2020,3/12/2020
3/1/2022,2019,20200094,1486,8070,INDIANA GAS CO INC,Intra,IN,Indiana,MONROE,Unionville Storage Field,Muscatatuck,1954,Hydrocarbon Reservoir,UND-003 J Young #01,283.3,962,722,46,17,0,2,45,0,0,46,0,0,,0,1,2,0,0,2,0,,INITIAL,3/12/2020,3/12/2020
3/1/2022,2019,20200094,1486,8070,INDIANA GAS CO INC,Intra,IN,Indiana,PIKE,White River Storage Field,Cypress Sandstone Formation,1967,Hydrocarbon Reservoir,WRS-005 F. Ford Davis #01 2670,532.6,1401,1356,10,4,0,0,14,0,0,10,0,0,,0,0,0,0,0,0,0,,INITIAL,3/12/2020,3/12/2020
3/1/2022,2019,20200094,1486,8070,INDIANA GAS CO INC,Intra,IN,Indiana,WHITE,Wolcott Storage Field,Trenton,1958,Aquifer Reservoir,WOT-019 Bissonette #01,317.9,970,921,36,18,1,0,36,0,0,36,0,0,,0,0,0,0,1,1,0,,INITIAL,3/12/2020,3/12/2020
3/1/2022,2019,20200118,1510,11032,SPIRE MISSOURI INC. EAST,Intra,MO,Missouri,SAINT LOUIS,Florissant Dome,St. Peter Sandstone,1953,Aquifer Reservoir,Lange 6-UGS,626.8,1720,1352,36,27,0,5,0,0,0,36,0,0,,0,1,8,0,0,13,0,,INITIAL,3/14/2020,3/14/2020
3/1/2022,2019,20200049,1439,11824,LOUISVILLE GAS & ELECTRIC CO,Intra,KY,Kentucky,METCALFE,Center Storage Field,Laurel,1968,Hydrocarbon Reservoir,"Fancher, H. #6",185.1,600,545,47,50,2,12,0,0,2,45,0,0,,0,0,0,0,0,12,0,,INITIAL,3/10/2020,3/10/2020
3/1/2022,2019,20200049,1439,11824,LOUISVILLE GAS & ELECTRIC CO,Intra,KY,Kentucky,MEADE,Doe Run Storage Field,Jeffersonville,1946,Aquifer Reservoir,"Ashton, A. #2",247,750,450,104,16,0,3,0,0,34,70,0,0,,1,0,0,0,0,22,0,,INITIAL,3/10/2020,3/10/2020
3/1/2022,2019,20200049,1439,11824,LOUISVILLE GAS & ELECTRIC CO,Intra,KY,Kentucky,LARUE,Magnolia Deep Storage Field,Laurel,1962,Hydrocarbon Reservoir,"Bell, C.C. #7",213.9,660,401,46,17,0,1,0,0,7,39,0,0,,0,0,0,0,0,22,0,,INITIAL,3/10/2020,3/10/2020
3/1/2022,2019,20200049,1439,11824,LOUISVILLE GAS & ELECTRIC CO,Intra,KY,Kentucky,LARUE,Magnolia Upper Storage Field,Lego,1958,Hydrocarbon Reservoir,"Skaggs, D. #17",199.3,701,342,71,9,2,0,0,0,11,60,0,0,,0,0,0,0,4,24,0,,INITIAL,3/10/2020,3/10/2020
3/1/2022,2019,20200049,1439,11824,LOUISVILLE GAS & ELECTRIC CO,Intra,KY,Kentucky,MEADE,Muldraugh Storage Field,Jeffersonville,1931,Hydrocarbon Reservoir,Heid #8,221.7,563,460,51,5,0,0,0,0,3,48,0,0,,0,0,0,0,0,22,0,,INITIAL,3/10/2020,3/10/2020
3/1/2022,2019,20200093,1485,12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",Intra,MN,Minnesota,WASECA,Waterville Underground Storage,Mt. Simon 'A',1968,Aquifer Reservoir,Prehn 4A,320.8,950,887,26,41,0,0,0,0,0,26,0,0,,0,0,0,0,0,3,0,,INITIAL,3/12/2020,3/12/2020
3/1/2022,2019,20200054,1444,12408,DTE GAS COMPANY,Intra,MI,Michigan,SAINT CLAIR,Belle River Mills,Belle River Mills,1965,Hydrocarbon Reservoir,U. Douglas 1,1548,2511,2145,30,15,0,0,32,0,0,30,0,0,,0,0,4,0,0,6,0,,INITIAL,3/10/2020,3/10/2020
3/1/2022,2019,20200054,1444,12408,DTE GAS COMPANY,Intra,MI,Michigan,SAINT CLAIR,Belle River Mills,China Section 12,1969,Hydrocarbon Reservoir,Rood Estate 1,1548,2524,2490,0,1,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,,INITIAL,3/10/2020,3/10/2020
3/1/2022,2019,20200054,1444,12408,DTE GAS COMPANY,Intra,MI,Michigan,SAINT CLAIR,Columbus,Columbus Section 20,1971,Hydrocarbon Reservoir,Columbus 5,1800,3105,2669,19,5,0,0,20,0,0,19,0,0,,0,0,1,1,0,1,0,,INITIAL,3/10/2020,3/10/2020
3/1/2022,2019,20200054,1444,12408,DTE GAS COMPANY,Intra,MI,Michigan,SAINT CLAIR,Columbus,Columbus Section 23,1985,Hydrocarbon Reservoir,F. Chase 1,1800,2903,2819,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,,INITIAL,3/10/2020,3/10/2020
3/1/2022,2019,20200054,1444,12408,DTE GAS COMPANY,Intra,MI,Michigan,MONTCALM,W C Taggart,Edmore,1958,Hydrocarbon Reservoir,Jensen 1,735,1370,1317,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,INITIAL,3/10/2020,3/10/2020
3/1/2022,2019,20200054,1444,12408,DTE GAS COMPANY,Intra,MI,Michigan,MONTCALM,W C Taggart,Rolland,1956,Hydrocarbon Reservoir,Nelson-Nielson 1,735,1300,1294,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,,INITIAL,3/10/2020,3/10/2020
3/1/2022,2019,20200054,1444,12408,DTE GAS COMPANY,Intra,MI,Michigan,MONTCALM,W C Taggart,Six Lakes,1953,Hydrocarbon Reservoir,Six Lakes 32,735,1303,1209,42,41,0,0,0,0,0,42,0,0,,0,0,0,0,0,6,0,,INITIAL,3/10/2020,3/10/2020
3/1/2022,2019,20200054,1444,12408,DTE GAS COMPANY,Inter,MI,Michigan,MACOMB,Washington 10 Complex,Shelby Section 2,2008,Hydrocarbon Reservoir,Shelby 2 1-1 HD-1,1940,3182,2853,3,3,0,0,4,0,0,3,0,0,,0,0,0,0,0,0,0,,INITIAL,3/10/2020,3/10/2020
3/1/2022,2019,20200054,1444,12408,DTE GAS COMPANY,Inter,MI,Michigan,MACOMB,Washington 10 Complex,Washington 10,1999,Hydrocarbon Reservoir,Couch Estate 3-10,2122,3502,2738,16,7,0,0,21,0,0,16,0,0,,0,0,0,0,0,3,0,,INITIAL,3/10/2020,3/10/2020
3/1/2022,2019,20200054,1444,12408,DTE GAS COMPANY,Inter,MI,Michigan,MACOMB,Washington 10 Complex,Washington 28,1990,Hydrocarbon Reservoir,Frost 2-21,2122,3331,3293,8,4,0,0,9,0,0,8,0,0,,0,0,0,0,0,0,0,,INITIAL,3/10/2020,3/10/2020
3/1/2022,2019,20200054,1444,12408,DTE GAS COMPANY,Intra,MI,Michigan,SAINT CLAIR,West Columbus,West Columbus,1973,Hydrocarbon Reservoir,West Columbus 11,1800,3234,2872,20,4,0,0,21,0,0,20,0,0,,0,0,0,0,0,0,0,,INITIAL,3/10/2020,3/10/2020
