DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,OPERATOR_NAME,PARTB_UNGS_FACILITY_NAME,PARTB_INTER_INTRA,PARTB_UNIT_ID,PARTB_LOCATION_LATITUDE,PARTB_LOCATION_LONGITUDE,PARTB_LOCATION_STATE_ABBR,PARTB_LOCATION_STATE_NAME,PARTB_LOCATION_COUNTY,PARTB_EIA_GAS_FIELD_CODE,PARTB_WORKING_GAS_CAPACITY_BCF,PARTB_BASE_GAS_CAPACITY_BCF,PARTB_TOTAL_GAS_CAPACITY_BCF,PARTB_VOL_WTHDRWN_AT_FCLTY_BCF,PARTB_VOL_INJCTD_AT_FCLTY_BCF,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE
3/1/2022,2020,20210055,1946,4900,KINDER MORGAN TEJAS PIPELINE,Stratton Ridge,Intra,88093,29.05726,-95.34174,TX,Texas,BRAZORIA,017333,1.41,0.88,2.29,0.59,1.17,INITIAL,3/3/2021,3/3/2021
3/1/2022,2020,20210055,1946,4900,KINDER MORGAN TEJAS PIPELINE,West Clear Lake,Intra,88094,29.624,-95.11479,TX,Texas,HARRIS,147214,99.35,34.92,134.27,32.86,48.08,INITIAL,3/3/2021,3/3/2021
3/1/2022,2020,20210095,2041,6720,ATMOS ENERGY CORPORATION - COLORADO/KANSAS,Liberty North Gas Storage Field,Intra,88735,37.14094,-95.54501,KS,Kansas,MONTGOMERY,125,2.8,2,4.8,0.57,0.33,INITIAL,3/12/2021,3/12/2021
3/1/2022,2020,20210095,2041,6720,ATMOS ENERGY CORPORATION - COLORADO/KANSAS,Liberty South Gas Storage Field,Intra,88734,37.12291,-95.54518,KS,Kansas,MONTGOMERY,125,0.44,0.3,0.74,0,0,INITIAL,3/12/2021,3/12/2021
3/1/2022,2020,20210087,2032,7050,HAMPSHIRE GAS CO,Hampshire Gas,Inter,88097,39.20696,-78.73517,WV,West Virginia,HAMPSHIRE,19100020,5.45,9.19,14.64,0.49,0.52,INITIAL,3/12/2021,3/12/2021
3/1/2022,2020,20210030,1862,7338,HONEOYE STORAGE CORP,Honeoye Storage Corporation,Inter,88098,42.80653,-77.44898,NY,New York,ONTARIO,069,6.77,4.68,11.45,2.58,1.89,INITIAL,2/22/2021,2/22/2021
3/1/2022,2020,20210073,2015,8070,INDIANA GAS CO INC,Hindustan Storage Field,Intra,88099,39.31176,-86.50097,IN,Indiana,MONROE,003886,0.79,2.22,3.01,0.33,0.52,INITIAL,3/11/2021,3/11/2021
3/1/2022,2020,20210073,2015,8070,INDIANA GAS CO INC,Sellersburg Storage Field,Intra,88100,38.41283,-85.70985,IN,Indiana,CLARK,643615,0.06,0.12,0.18,0,0.01,INITIAL,3/11/2021,3/11/2021
3/1/2022,2020,20210073,2015,8070,INDIANA GAS CO INC,Unionville Storage Field,Intra,88101,39.21238,-86.4499,IN,Indiana,MONROE,728572,4.56,8.7,13.26,2.96,3.55,INITIAL,3/11/2021,3/11/2021
3/1/2022,2020,20210073,2015,8070,INDIANA GAS CO INC,White River Storage Field,Intra,88247,38.51013,-87.42455,IN,Indiana,PIKE,764757,0.63,0.83,1.46,0,0,INITIAL,3/11/2021,3/11/2021
3/1/2022,2020,20210073,2015,8070,INDIANA GAS CO INC,Wolcott Storage Field,Intra,88102,40.71829,-87.05675,IN,Indiana,WHITE,776143,1.14,6.48,7.62,1.1,1.16,INITIAL,3/11/2021,3/11/2021
3/1/2022,2020,20210109,2056,11032,SPIRE MISSOURI INC. EAST,Florissant Dome,Intra,88103,38.83736,-90.27444,MO,Missouri,SAINT LOUIS,246280,3.66,10.19,13.85,1.97,1.97,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210041,1924,11824,LOUISVILLE GAS & ELECTRIC CO,Center Storage Field,Intra,88104,37.16804,-85.70782,KY,Kentucky,METCALFE,129264,2.38,2.72,5.1,1.31,1.34,SUPPLEMENTAL,3/1/2021,3/1/2021
3/1/2022,2020,20210041,1924,11824,LOUISVILLE GAS & ELECTRIC CO,Doe Run Storage Field,Intra,88105,37.99802,-86.09235,KY,Kentucky,MEADE,194968,3.99,1.81,5.8,2.35,2.31,SUPPLEMENTAL,3/1/2021,3/1/2021
3/1/2022,2020,20210041,1924,11824,LOUISVILLE GAS & ELECTRIC CO,Magnolia Deep Storage Field,Intra,88106,37.4316,-85.7078,KY,Kentucky,LARUE,440775,2.03,2.37,4.4,2.07,2,SUPPLEMENTAL,3/1/2021,3/1/2021
3/1/2022,2020,20210041,1924,11824,LOUISVILLE GAS & ELECTRIC CO,Magnolia Upper Storage Field,Intra,88107,37.4316,-85.7078,KY,Kentucky,LARUE,440775,3.54,2.46,6,2.9,2.74,SUPPLEMENTAL,3/1/2021,3/1/2021
3/1/2022,2020,20210041,1924,11824,LOUISVILLE GAS & ELECTRIC CO,Muldraugh Storage Field,Intra,88108,37.93444,-86.1361,KY,Kentucky,MEADE,493184,3.15,1.45,4.6,3.05,3.05,SUPPLEMENTAL,3/1/2021,3/1/2021
3/1/2022,2020,20210074,2016,12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",Waterville Underground Storage,Intra,86165,44.19554,-93.51646,MN,Minnesota,WASECA,751666,2,5,7,1.01,1.06,INITIAL,3/11/2021,3/11/2021
3/1/2022,2020,20210013,1806,12408,DTE GAS COMPANY,Belle River Mills,Intra,88109,42.78692,-82.5304,MI,Michigan,SAINT CLAIR,053820,59.65,19.76,79.41,34.35,36.93,INITIAL,2/9/2021,2/9/2021
3/1/2022,2020,20210013,1806,12408,DTE GAS COMPANY,Columbus,Intra,88110,42.85206,-82.67482,MI,Michigan,SAINT CLAIR,007795,16.17,4.7,20.87,11.97,12.28,INITIAL,2/9/2021,2/9/2021
3/1/2022,2020,20210013,1806,12408,DTE GAS COMPANY,W C Taggart,Intra,88111,43.44379,-85.14336,MI,Michigan,MONTCALM,658449,39.78,33.25,73.03,38.77,33.9,INITIAL,2/9/2021,2/9/2021
3/1/2022,2020,20210013,1806,12408,DTE GAS COMPANY,Washington 10 Complex,Inter,88112,42.67256,-83.01446,MI,Michigan,MACOMB,019988,90.11,16.17,106.28,41.35,43.78,INITIAL,2/9/2021,2/9/2021
3/1/2022,2020,20210013,1806,12408,DTE GAS COMPANY,West Columbus,Intra,88113,42.864,-82.731,MI,Michigan,SAINT CLAIR,155538,22.38,4.38,26.76,2.78,2.93,INITIAL,2/9/2021,2/9/2021
3/1/2022,2020,20210014,1807,12420,MICHIGAN GAS UTILITIES CO,Cortright Storage Field,Intra,88114,42.40714,-84.90416,MI,Michigan,CALHOUN,0,0.71,0.51,1.22,0.41,0.48,INITIAL,2/9/2021,2/9/2021
3/1/2022,2020,20210014,1807,12420,MICHIGAN GAS UTILITIES CO,Lee 3 Storage Field,Intra,88115,42.42201,-84.8754,MI,Michigan,EATON,0,0.93,0.77,1.7,0.54,0.64,INITIAL,2/9/2021,2/9/2021
3/1/2022,2020,20210014,1807,12420,MICHIGAN GAS UTILITIES CO,Lee 3A Storage Field,Intra,88116,42.41966,-84.8883,MI,Michigan,CALHOUN,0,0.52,0.47,0.99,0.28,0.33,INITIAL,2/9/2021,2/9/2021
3/1/2022,2020,20210014,1807,12420,MICHIGAN GAS UTILITIES CO,Partello/Anderson Storage Field,Intra,88117,42.39161,-84.83133,MI,Michigan,CALHOUN,0,0.76,2.57,3.33,0.11,0.2,INITIAL,2/9/2021,2/9/2021
3/1/2022,2020,20210077,2019,12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",East Unionville,Inter,87280,32.65044,-92.52825,LA,Louisiana,LINCOLN,728634,27.57,27.63,55.2,18.65,29.81,INITIAL,3/11/2021,3/11/2021
3/1/2022,2020,20210077,2019,12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",St. Jacob,Inter,87238,38.70217,-89.77013,IL,Illinois,MADISON,624627,1.34,2.76,4.1,0.5,0.51,INITIAL,3/11/2021,3/11/2021
3/1/2022,2020,20210077,2019,12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",West Unionville,Inter,87281,32.66565,-92.59835,LA,Louisiana,LINCOLN,728572,11.47,13.53,25,0.26,0,INITIAL,3/11/2021,3/11/2021
3/1/2022,2020,20210092,2038,12582,ATMOS ENERGY CORPORATION - MISSISSIPPI,Amory Storage Field,Intra,88118,33.94842,-88.36321,MS,Mississippi,MONROE,016408,0.99,0.86,1.85,0.58,0.65,INITIAL,3/12/2021,3/12/2021
3/1/2022,2020,20210092,2038,12582,ATMOS ENERGY CORPORATION - MISSISSIPPI,Goodwin Storage Field,Intra,88119,33.94853,-88.3632,MS,Mississippi,MONROE,280509,0.91,1.59,2.5,0.07,0.01,INITIAL,3/12/2021,3/12/2021
3/1/2022,2020,20210036,1904,12817,"MOSS BLUFF HUB, LLC (SPECTRA ENERGY PARTNERS, LP)",Moss Bluff,Intra,88120,29.9071,-94.7038,TX,Texas,LIBERTY,487479,20.96,6.73,27.69,46.62,48.92,INITIAL,2/26/2021,2/26/2021
3/1/2022,2020,20210008,1785,12874,"DOMINION ENERGY QUESTAR PIPELINE, LLC",Chalk Creek Storage,Inter,88121,40.93495,-111.30962,UT,Utah,SUMMIT,131078,0.3,1.02,1.32,0.28,0.3,INITIAL,2/4/2021,2/4/2021
3/1/2022,2020,20210008,1785,12874,"DOMINION ENERGY QUESTAR PIPELINE, LLC",Clay Basin Storage,Inter,88122,40.99192,-109.21254,UT,Utah,DAGGETT,146315,54,66.2,120.2,45.08,43.37,INITIAL,2/4/2021,2/4/2021
3/1/2022,2020,20210008,1785,12874,"DOMINION ENERGY QUESTAR PIPELINE, LLC",Coalville Storage,Inter,88123,40.92056,-111.37534,UT,Utah,SUMMIT,150268,0.69,2.27,2.96,0.68,0.69,INITIAL,2/4/2021,2/4/2021
3/1/2022,2020,20210008,1785,12874,"DOMINION ENERGY QUESTAR PIPELINE, LLC",Leroy Storage,Inter,88124,41.32993,-110.61957,WY,Wyoming,UINTA,411227,0.84,5.91,6.75,0.89,0.82,INITIAL,2/4/2021,2/4/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Beech Hill,Inter,88126,42.03116,-77.89347,NY,New York,ALLEGANY,001981,9.9,13.1,23,5.8,6.4,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Belmouth,Inter,88127,41.35118,-78.78679,PA,Pennsylvania,ELK,054750,0.8,0.6,1.4,0.42,0.46,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Bennington,Inter,88128,42.80696,-78.46852,NY,New York,WYOMING,056021,1.8,3.33,5.13,0.86,0.75,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Boone Mountain,Inter,88129,41.21518,-78.68616,PA,Pennsylvania,ELK,081063,0.93,1.13,2.06,0.38,0.39,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Colden,Inter,88130,42.65837,-78.69663,NY,New York,ERIE,152222,7.55,11.17,18.72,2.23,2.77,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Collins,Inter,88131,42.47044,-78.86478,NY,New York,ERIE,154050,2.85,3.83,6.68,2.38,2,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Corry,Inter,88132,41.96765,-79.72372,PA,Pennsylvania,ERIE,162823,0.2,1.05,1.25,0,0,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Derby,Inter,88133,42.68083,-78.96764,NY,New York,ERIE,189263,0.25,0.22,0.47,0,0,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,East Branch,Inter,88134,41.68379,-78.94687,PA,Pennsylvania,MCKEAN,211672,4.5,9.31,13.81,4.58,4.93,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,East Independence,Inter,88135,42.10903,-77.76374,NY,New York,ALLEGANY,344921,2.2,4.2,6.4,1.57,1.58,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Ellisburg,Inter,88136,41.92283,-77.89371,PA,Pennsylvania,POTTER,220996,12.22,9.44,21.66,9.13,7.69,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Galbraith,Inter,88137,41.06852,-79.10425,PA,Pennsylvania,JEFFERSON,263480,1.9,1.05,2.95,1.39,1.66,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Henderson,Inter,88138,41.27881,-80.00241,PA,Pennsylvania,MERCER,263914,2.5,2.81,5.31,1.6,1.19,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Holland,Inter,88139,42.68736,-78.52061,NY,New York,ERIE,327673,1.1,1.57,2.67,0.42,0.58,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Keelor,Inter,88140,41.69894,-78.86275,PA,Pennsylvania,MCKEAN,371213,2.4,1.55,3.95,1.38,1.48,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Lawtons,Inter,88141,42.52152,-78.9196,NY,New York,ERIE,405654,0.97,1.88,2.85,0.41,0.31,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Limestone,Inter,88142,42.05875,-78.7415,NY,New York,CATTARAUGUS,011014,2,7,9,0.85,0.92,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Markle,Inter,88143,41.14786,-79.01013,PA,Pennsylvania,JEFFERSON,448308,0.16,0.18,0.34,0.01,0,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Nashville,Inter,88144,42.44863,-79.06082,NY,New York,CATTARAUGUS,449045,3.93,5.05,8.98,3.03,2.96,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Perrysburg,Inter,88145,42.45596,-78.98972,NY,New York,CATTARAUGUS,551296,1.85,3.2,5.05,0.48,0.79,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Sheridan,Inter,88147,42.5021,-79.19065,NY,New York,CHAUTAUQUA,650886,1.1,3.31,4.41,0.54,0.6,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,St. Marys,Inter,88148,41.43029,-78.50055,PA,Pennsylvania,ELK,674345,0.22,0.31,0.53,0.08,0.09,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Summit,Inter,88149,42.04915,-80.05645,PA,Pennsylvania,ERIE,688357,1.6,2.6,4.2,0.23,0.27,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Swede Hill,Inter,88150,41.75069,-78.89736,PA,Pennsylvania,MCKEAN,692147,0.3,0.8,1.1,0.23,0.22,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Tuscarora,Inter,88151,42.07178,-77.28863,NY,New York,STEUBEN,722702,3.8,2.59,6.39,2.4,1.87,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Wellendorf,Inter,88152,41.61862,-78.46272,PA,Pennsylvania,MCKEAN,757146,0.45,0.68,1.13,0.22,0.16,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,West Independence,Inter,88153,42.08106,-77.81529,NY,New York,ALLEGANY,051746,7.3,4.5,11.8,2.88,2.85,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Wharton,Inter,88154,41.51201,-77.98855,PA,Pennsylvania,POTTER,315837,3,1.8,4.8,2.5,2.31,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210107,2054,13063,NATIONAL FUEL GAS SUPPLY CORP,Zoar,Inter,88155,42.49465,-78.75101,NY,New York,ERIE,792603,0.6,1.65,2.25,0.81,0.78,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210057,1962,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Cairo Galesville,Inter,87234,41.23512,-91.34924,IA,Iowa,LOUISA,115,4.4,11.2,15.6,2.26,1.38,INITIAL,3/5/2021,3/5/2021
3/1/2022,2020,20210057,1962,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Cairo Mt. Simon,Inter,88156,41.23512,-91.34924,IA,Iowa,LOUISA,115,12.92,38.5,51.42,6.42,6.75,INITIAL,3/5/2021,3/5/2021
3/1/2022,2020,20210057,1962,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Cairo St. Peter,Inter,88157,41.23512,-91.34924,IA,Iowa,LOUISA,115,11.1,15.9,27,9.37,9.48,INITIAL,3/5/2021,3/5/2021
3/1/2022,2020,20210057,1962,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Columbus City Galesville,Inter,87235,41.23512,-91.34924,IA,Iowa,LOUISA,115,0,0.02,0.02,0,0,INITIAL,3/5/2021,3/5/2021
3/1/2022,2020,20210057,1962,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Columbus City Mt. Simon,Inter,88158,41.23512,-91.34924,IA,Iowa,LOUISA,115,12.19,27.4,39.59,7.08,7.4,INITIAL,3/5/2021,3/5/2021
3/1/2022,2020,20210057,1962,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Columbus City St. Peter,Inter,88159,41.23512,-91.34924,IA,Iowa,LOUISA,115,4.5,10.32,14.82,3.29,3.27,INITIAL,3/5/2021,3/5/2021
3/1/2022,2020,20210057,1962,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Cooks Mills,Inter,87239,39.65238,-88.39819,IL,Illinois,DOUGLAS,41,4.95,1.8,6.75,5.72,6.54,INITIAL,3/5/2021,3/5/2021
3/1/2022,2020,20210057,1962,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Herscher Galesville and Herscher Mt. Simon,Inter,87240,41.03355,-88.09447,IL,Illinois,KANKAKEE,318751,36.95,77.55,114.5,12.89,13.58,INITIAL,3/5/2021,3/5/2021
3/1/2022,2020,20210057,1962,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Herscher Northwest,Inter,88160,41.10923,-88.19169,IL,Illinois,KANKAKEE,318782,0,0,0,0,0,INITIAL,3/5/2021,3/5/2021
3/1/2022,2020,20210057,1962,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Keota,Inter,87236,41.36569,-91.91895,IA,Iowa,WASHINGTON,183,2.81,3.19,6,3.28,3.98,INITIAL,3/5/2021,3/5/2021
3/1/2022,2020,20210057,1962,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Loudon,Inter,87254,39.12052,-88.86451,IL,Illinois,FAYETTE,428984,40,40,80,27.7,26.23,INITIAL,3/5/2021,3/5/2021
3/1/2022,2020,20210057,1962,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),North Lansing,Inter,88161,32.59925,-94.66589,TX,Texas,HARRISON,401810,96,60,156,52.99,73.95,INITIAL,3/5/2021,3/5/2021
3/1/2022,2020,20210057,1962,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Sayre,Inter,88162,35.23814,-99.62333,OK,Oklahoma,BECKHAM,636469,62.23,28.17,90.4,47.08,41.39,INITIAL,3/5/2021,3/5/2021
3/1/2022,2020,20210097,2043,13710,NORTHERN ILLINOIS GAS CO,Ancona,Intra,88733,41.0373,-88.91061,IL,Illinois,LIVINGSTON,105,60.9,111.93,172.83,57.49,56.39,INITIAL,3/12/2021,3/12/2021
3/1/2022,2020,20210097,2043,13710,NORTHERN ILLINOIS GAS CO,Hudson,Intra,88732,40.58367,-88.94415,IL,Illinois,MCLEAN,113,10.25,36.6,46.85,9.43,9.57,INITIAL,3/12/2021,3/12/2021
3/1/2022,2020,20210097,2043,13710,NORTHERN ILLINOIS GAS CO,Lake Bloomington,Intra,88731,40.68576,-88.91876,IL,Illinois,MCLEAN,113,8.4,41.14,49.54,6.39,7.06,INITIAL,3/12/2021,3/12/2021
3/1/2022,2020,20210097,2043,13710,NORTHERN ILLINOIS GAS CO,Lexington,Intra,88730,40.63002,-88.83681,IL,Illinois,MCLEAN,113,8.25,43.94,52.19,6.41,6.21,INITIAL,3/12/2021,3/12/2021
3/1/2022,2020,20210097,2043,13710,NORTHERN ILLINOIS GAS CO,Pecatonica,Intra,88729,42.29408,-89.32229,IL,Illinois,WINNEBAGO,201,1.72,1.57,3.29,0.72,0.82,INITIAL,3/12/2021,3/12/2021
3/1/2022,2020,20210097,2043,13710,NORTHERN ILLINOIS GAS CO,Pontiac Galesville,Intra,88728,40.85988,-88.54276,IL,Illinois,MCLEAN,113,8.5,10.24,18.74,7.05,7.13,INITIAL,3/12/2021,3/12/2021
3/1/2022,2020,20210097,2043,13710,NORTHERN ILLINOIS GAS CO,Pontiac Mt Simon,Intra,88727,40.85988,-88.54276,IL,Illinois,LIVINGSTON,105,3.72,39.14,42.86,1.84,2.7,INITIAL,3/12/2021,3/12/2021
3/1/2022,2020,20210097,2043,13710,NORTHERN ILLINOIS GAS CO,Troy Grove,Intra,88726,41.4549,-89.13274,IL,Illinois,LA SALLE,99,48,31.98,79.98,37.85,41.28,INITIAL,3/12/2021,3/12/2021
3/1/2022,2020,20210108,2055,13730,NORTHERN INDIANA PUBLIC SERVICE CO,Grass Creek,Intra,88163,40.92406,-86.45248,IN,Indiana,FULTON,049,1.94,15.89,17.83,0,0,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210108,2055,13730,NORTHERN INDIANA PUBLIC SERVICE CO,Royal Center Underground Storage,Intra,88164,40.89096,-86.47301,IN,Indiana,CASS,017,5.18,10.68,15.86,3.24,4.03,INITIAL,3/15/2021,3/15/2021
3/1/2022,2020,20210103,2049,13750,NORTHERN NATURAL GAS CO,Cunningham,Inter,87260,37.68293,-98.4649,KS,Kansas,PRATT,174542,40.92,21.08,62,36.05,38.11,INITIAL,3/13/2021,3/13/2021
3/1/2022,2020,20210103,2049,13750,NORTHERN NATURAL GAS CO,Lyons,Inter,87261,38.33129,-98.13842,KS,Kansas,RICE,436364,8,16,24,8.79,6.53,INITIAL,3/13/2021,3/13/2021
3/1/2022,2020,20210103,2049,13750,NORTHERN NATURAL GAS CO,Redfield,Inter,87237,41.68386,-94.16413,IA,Iowa,DALLAS,592506,42.4,91.35,133.75,23.77,33.48,INITIAL,3/13/2021,3/13/2021
3/1/2022,2020,20210037,1905,13840,NORTHWEST NATURAL GAS CO,Mist,Intra,88165,46.0212,-123.27065,OR,Oregon,COLUMBIA,478835,20.02,14.91,34.93,14.36,14.07,INITIAL,2/26/2021,2/26/2021
3/1/2022,2020,20210032,1864,15007,PACIFIC GAS & ELECTRIC CO,Los Medanos,Intra,88725,38.02347,-122.00376,CA,California,CONTRA COSTA,013,17.95,11.19,29.14,2.44,2.5,INITIAL,2/23/2021,2/23/2021
3/1/2022,2020,20210032,1864,15007,PACIFIC GAS & ELECTRIC CO,McDonald Island,Intra,88724,37.99096,-121.47647,CA,California,SAN JOAQUIN,077,82,54.57,136.57,18.58,28.47,INITIAL,2/23/2021,2/23/2021
3/1/2022,2020,20210032,1864,15007,PACIFIC GAS & ELECTRIC CO,Pleasant Creek,Intra,88723,38.54552,-122.00211,CA,California,YOLO,113,2.25,5.08,7.33,1.25,0,INITIAL,2/23/2021,2/23/2021
3/1/2022,2020,20210081,2023,15105,PANHANDLE EASTERN PIPELINE CO,Borchers North,Inter,87263,37.21224,-100.35417,KS,Kansas,MEADE,119,28.37,35.08,63.45,14.42,18.22,INITIAL,3/11/2021,3/11/2021
3/1/2022,2020,20210081,2023,15105,PANHANDLE EASTERN PIPELINE CO,Howell,Inter,88166,42.55577,-83.87361,MI,Michigan,LIVINGSTON,093,17.75,13.41,31.16,7.09,7.99,INITIAL,3/11/2021,3/11/2021
3/1/2022,2020,20210081,2023,15105,PANHANDLE EASTERN PIPELINE CO,North Hopeton,Inter,88167,36.72524,-98.69177,OK,Oklahoma,WOODS,151,3.5,14.6,18.1,2.42,2.13,INITIAL,3/11/2021,3/11/2021
3/1/2022,2020,20210081,2023,15105,PANHANDLE EASTERN PIPELINE CO,Waverly,Inter,87262,39.59145,-89.98056,IL,Illinois,MORGAN,137,5,46.62,51.62,3.28,3.57,INITIAL,3/11/2021,3/11/2021
3/1/2022,2020,20210053,1944,15329,PEOPLES GAS LIGHT & COKE CO,Manlove,Intra,88722,40.28333,-88.41666,IL,Illinois,CHAMPAIGN,9843,38.2,142.51,180.71,28.65,31.63,INITIAL,3/3/2021,3/3/2021
3/1/2022,2020,20210064,2006,15350,PEOPLES NATURAL GAS COMPANY LLC,MURRYSVILLE,Intra,88168,40.46067,-79.7059,PA,Pennsylvania,ALLEGHENY,0004352,1.53,1.72,3.25,0.94,1.3,INITIAL,3/9/2021,3/9/2021
3/1/2022,2020,20210017,1810,15359,BLACK HILLS ENERGY,Bunker Hill,Intra,88169,42.27321,-107.493,WY,Wyoming,CARBON,103353,0.85,1.17,2.02,0.08,0,INITIAL,2/9/2021,2/9/2021
3/1/2022,2020,20210017,1810,15359,BLACK HILLS ENERGY,East Mohoney,Intra,88170,42.1905,-107.26829,WY,Wyoming,CARBON,000719,0,0,0,0,0,INITIAL,2/9/2021,2/9/2021
3/1/2022,2020,20210017,1810,15359,BLACK HILLS ENERGY,Kirk Ranch,Intra,88171,42.42341,-107.86839,WY,Wyoming,FREMONT,009805,0.54,0.94,1.48,0.18,0.35,INITIAL,2/9/2021,2/9/2021
3/1/2022,2020,20210017,1810,15359,BLACK HILLS ENERGY,Oil Springs,Intra,88172,41.99157,-106.26666,WY,Wyoming,CARBON,520968,4.35,15.04,19.39,1.36,1.47,INITIAL,2/9/2021,2/9/2021
3/1/2022,2020,20210017,1810,15359,BLACK HILLS ENERGY,Stockton,Intra,88173,35.52382,-93.97962,AR,Arkansas,FRANKLIN,424210,5.75,8.25,14,3.16,3.23,INITIAL,2/9/2021,2/9/2021
3/1/2022,2020,20210017,1810,15359,BLACK HILLS ENERGY,Woolsey,Intra,88174,35.52905,-93.82398,AR,Arkansas,FRANKLIN,764509,2.69,4.7,7.39,2.28,2.25,INITIAL,2/9/2021,2/9/2021
3/1/2022,2020,20210065,2007,15476,PEOPLES GAS COMPANY LLC,HUGHES,Intra,88175,40.67647,-79.70944,PA,Pennsylvania,BUTLER,0006490,0.02,0.05,0.07,0.03,0.05,INITIAL,3/9/2021,3/9/2021
