DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,OPERATOR_NAME,PARTB_UNGS_FACILITY_NAME,PARTB_INTER_INTRA,PARTB_UNIT_ID,PARTB_LOCATION_LATITUDE,PARTB_LOCATION_LONGITUDE,PARTB_LOCATION_STATE_ABBR,PARTB_LOCATION_STATE_NAME,PARTB_LOCATION_COUNTY,PARTB_EIA_GAS_FIELD_CODE,PARTB_WORKING_GAS_CAPACITY_BCF,PARTB_BASE_GAS_CAPACITY_BCF,PARTB_TOTAL_GAS_CAPACITY_BCF,PARTB_VOL_WTHDRWN_AT_FCLTY_BCF,PARTB_VOL_INJCTD_AT_FCLTY_BCF,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE
3/1/2022,2017,20180564,564,3260,DELTA NATURAL GAS CO INC,Canada Mountain Storage,Intra,88087,36.66986,-83.72801,KY,Kentucky,BELL,013,2.89,2.2,5.09,2.71,2.59,INITIAL,3/9/2018,3/9/2018
3/1/2022,2017,20180622,622,4060,DOMINION ENERGY OHIO,Chippewa,Intra,88088,40.94034,-81.68053,OH,Ohio,WAYNE,139789,3.73,9.11,12.84,1.54,1.7,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180622,622,4060,DOMINION ENERGY OHIO,Gabor,Intra,88089,40.90541,-81.65633,OH,Ohio,WAYNE,262457,1.02,3.36,4.38,0.52,0.6,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180622,622,4060,DOMINION ENERGY OHIO,Stark-Summit,Intra,88090,40.90082,-81.52523,OH,Ohio,STARK,677011,59.4,93.39,152.79,44.35,44.74,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20200128,1604,4273,EGYPTIAN GAS STORAGE CORP,Egyptian Gas Storage Mills Compressor Station,Intra,,37.89377,-88.2219,IL,Illinois,GALLATIN,0,0.85,0.15,1,0.11,0.11,SUPPLEMENTAL,7/29/2020,7/29/2020
3/1/2022,2017,20180543,543,4280,EL PASO NATURAL GAS CO,Washington Ranch Gas Storage Field,Inter,88091,32.08192,-104.48511,NM,New Mexico,EDDY,750376,44.04,24.56,68.6,20.02,9.42,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180702,721,4360,ELIZABETHTOWN NATURAL GAS,Cecilia Storage Field,Intra,88092,37.67757,-85.9739,KY,Kentucky,HARDIN,0,2.01,0.99,3,0.14,0.12,SUPPLEMENTAL,3/26/2018,3/28/2018
3/1/2022,2017,20180585,656,4900,KINDER MORGAN TEJAS PIPELINE,Stratton Ridge,Intra,88093,29.05726,-95.34174,TX,Texas,BRAZORIA,017333,1.41,0.88,2.29,0.72,0.58,SUPPLEMENTAL,3/12/2018,3/15/2018
3/1/2022,2017,20180585,656,4900,KINDER MORGAN TEJAS PIPELINE,West Clear Lake,Intra,88094,29.624,-95.11472,TX,Texas,HARRIS,147214,99.35,34.92,134.27,58.74,46.76,SUPPLEMENTAL,3/12/2018,3/15/2018
3/1/2022,2017,20180362,363,6720,ATMOS ENERGY CORPORATION - COLORADO/KANSAS,Liberty North Gas Storage Field,Intra,88735,37.13978,-95.54506,KS,Kansas,MONTGOMERY,125,2.8,2,4.8,1.55,1.76,INITIAL,3/1/2018,3/1/2018
3/1/2022,2017,20180362,363,6720,ATMOS ENERGY CORPORATION - COLORADO/KANSAS,Liberty South Gas Storage Field,Intra,88734,37.11279,-95.55442,KS,Kansas,MONTGOMERY,125,0.44,0.3,0.74,0,0,INITIAL,3/1/2018,3/1/2018
3/1/2022,2017,20180481,481,7050,HAMPSHIRE GAS CO,Hampshire Gas,Inter,88097,39.20696,-78.73517,WV,West Virginia,HAMPSHIRE,19100020,5.42,9.2,14.62,0.25,0.34,INITIAL,3/6/2018,3/6/2018
3/1/2022,2017,20180141,801,7338,HONEOYE STORAGE CORP,Honeoye Storage Corp,Inter,88098,42.80658,-77.44898,NY,New York,ONTARIO,069,6.77,4.68,11.45,6.21,5.64,SUPPLEMENTAL,2/15/2018,5/30/2018
3/1/2022,2017,20180601,1002,8070,INDIANA GAS CO INC,Hindustan Storage Field,Intra,88099,39.31176,-86.50097,IN,Indiana,MONROE,003886,0.77,2.14,2.91,0.32,0.45,SUPPLEMENTAL,3/13/2018,12/18/2018
3/1/2022,2017,20180601,1002,8070,INDIANA GAS CO INC,Sellersburg Storage Field,Intra,88100,38.41283,-85.70985,IN,Indiana,CLARK,643615,0.14,1.3,1.44,0.02,0.08,SUPPLEMENTAL,3/13/2018,12/18/2018
3/1/2022,2017,20180601,1002,8070,INDIANA GAS CO INC,Unionville Storage Field,Intra,88101,39.21238,-86.4499,IN,Indiana,MONROE,728572,3.97,8.16,12.13,2.45,2.3,SUPPLEMENTAL,3/13/2018,12/18/2018
3/1/2022,2017,20180601,1002,8070,INDIANA GAS CO INC,Wolcott Storage Field,Intra,88102,40.71829,-87.05675,IN,Indiana,WHITE,776143,1.18,5.85,7.03,0.96,0.84,SUPPLEMENTAL,3/13/2018,12/18/2018
3/1/2022,2017,20180653,653,11032,SPIRE MISSOURI INC. EAST,Florissant Dome,Intra,88103,38.83736,-90.27444,MO,Missouri,SAINT LOUIS,246280,3.66,10.19,13.85,2.53,2.28,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180608,608,11824,LOUISVILLE GAS & ELECTRIC CO,Center Storage Field,Intra,88104,37.16804,-85.70782,KY,Kentucky,METCALFE,129264,2.38,2.72,5.1,1.47,1.55,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180608,608,11824,LOUISVILLE GAS & ELECTRIC CO,Doe Run Storage Field,Intra,88105,37.99802,-86.09235,KY,Kentucky,MEADE,194968,3.99,1.81,5.8,2.85,2.83,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180608,608,11824,LOUISVILLE GAS & ELECTRIC CO,Magnolia Deep Storage Field,Intra,88106,37.4316,-85.7078,KY,Kentucky,LARUE,440775,2.03,2.37,4.4,2.03,2.01,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180608,608,11824,LOUISVILLE GAS & ELECTRIC CO,Magnolia Upper Storage Field,Intra,88107,37.4316,-85.7078,KY,Kentucky,LARUE,440775,3.54,2.46,6,2.86,2.78,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180608,608,11824,LOUISVILLE GAS & ELECTRIC CO,Muldraugh Storage Field,Intra,88108,37.93444,-86.1361,KY,Kentucky,MEADE,493184,3.15,1.45,4.6,3.08,2.89,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180021,21,12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",Waterville Underground Storage,Intra,86165,44.19554,-93.51646,MN,Minnesota,WASECA,751666,2,5,7,1.45,1.26,INITIAL,2/5/2018,2/5/2018
3/1/2022,2017,20180610,610,12408,DTE GAS COMPANY,Belle River Mills,Intra,88109,42.78692,-82.5304,MI,Michigan,SAINT CLAIR,053820,59.65,19.76,79.41,28.68,29.47,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180610,610,12408,DTE GAS COMPANY,Columbus,Intra,88110,42.85206,-82.67482,MI,Michigan,SAINT CLAIR,007795,16.17,4.7,20.87,10.66,11.24,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180610,610,12408,DTE GAS COMPANY,W C Taggart,Intra,88111,43.44379,-85.14336,MI,Michigan,MONTCALM,658449,39.78,33.25,73.03,29.67,33.67,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180610,610,12408,DTE GAS COMPANY,Washington 10 Complex,Inter,88112,42.67256,-83.01446,MI,Michigan,MACOMB,019988,90.11,16.17,106.28,35.07,35.19,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180610,610,12408,DTE GAS COMPANY,West Columbus,Intra,88113,42.864,-82.731,MI,Michigan,SAINT CLAIR,155538,22.38,4.38,26.76,0.84,3.15,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180563,563,12420,MICHIGAN GAS UTILITIES CO,Cortright Storage Field,Intra,88114,42.40714,-84.90416,MI,Michigan,CALHOUN,0,0.71,0.51,1.22,0.52,0.53,INITIAL,3/9/2018,3/9/2018
3/1/2022,2017,20180563,563,12420,MICHIGAN GAS UTILITIES CO,Lee 3 Storage Field,Intra,88115,42.42201,-84.8754,MI,Michigan,CALHOUN,0,0.93,0.77,1.7,0.68,0.7,INITIAL,3/9/2018,3/9/2018
3/1/2022,2017,20180563,563,12420,MICHIGAN GAS UTILITIES CO,Lee 3A Storage Field,Intra,88116,42.41966,-84.8883,MI,Michigan,CALHOUN,0,0.52,0.47,0.99,0.37,0.37,INITIAL,3/9/2018,3/9/2018
3/1/2022,2017,20180563,563,12420,MICHIGAN GAS UTILITIES CO,Partello/Anderson Storage Field,Intra,88117,42.39161,-84.83133,MI,Michigan,CALHOUN,0,0.76,2.57,3.33,0.17,0.42,INITIAL,3/9/2018,3/9/2018
3/1/2022,2017,20180606,606,12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",East Unionville,Inter,87280,32.65044,-92.52825,LA,Louisiana,LINCOLN,728634,27.57,27.63,55.2,19.31,18.24,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180606,606,12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",St. Jacob,Inter,87238,38.70217,-89.77013,IL,Illinois,MADISON,624627,1.34,2.76,4.1,0.53,0.57,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180606,606,12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",West Unionville,Inter,87281,32.66565,-92.59835,LA,Louisiana,LINCOLN,728572,11.47,13.53,25,0.62,0,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180642,642,12582,ATMOS ENERGY CORPORATION - MISSISSIPPI,Amory Storage Field,Intra,88118,33.94842,-88.36321,MS,Mississippi,MONROE,016408,0.99,0.86,1.85,1.25,1.03,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180642,642,12582,ATMOS ENERGY CORPORATION - MISSISSIPPI,Goodwin Storage Field,Intra,88119,33.94853,-88.3632,MS,Mississippi,MONROE,280509,0.91,1.59,2.5,0.45,0.17,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180324,344,12817,"MOSS BLUFF HUB, LLC (SPECTRA ENERGY PARTNERS, LP)",Moss Bluff,Intra,88120,29.9071,-94.7038,TX,Texas,LIBERTY,487479,20.96,6.73,27.69,56.6,55.13,INITIAL,3/1/2018,3/1/2018
3/1/2022,2017,20180659,661,12874,"DOMINION ENERGY QUESTAR PIPELINE, LLC",Chalk Creek Storage,Inter,88121,40.93495,-111.30962,UT,Utah,SUMMIT,131078,0.3,1.02,1.32,0.33,0.28,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180659,661,12874,"DOMINION ENERGY QUESTAR PIPELINE, LLC",Clay Basin Storage,Inter,88122,40.99192,-109.21254,UT,Utah,DAGGETT,146315,54,66.2,120.2,37.03,34.5,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180659,661,12874,"DOMINION ENERGY QUESTAR PIPELINE, LLC",Coalville Storage,Inter,88123,40.92056,-111.37534,UT,Utah,SUMMIT,150268,0.69,2.27,2.96,0.49,0.46,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180659,661,12874,"DOMINION ENERGY QUESTAR PIPELINE, LLC",Leroy Storage,Inter,88124,41.32993,-110.61957,WY,Wyoming,UINTA,411227,0.84,5.91,6.75,0.71,0.69,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Beech Hill,Inter,88126,42.03116,-77.89347,NY,New York,ALLEGANY,001981,9.9,13.1,23,4.24,5.71,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Belmouth,Inter,88127,41.35118,-78.78679,PA,Pennsylvania,ELK,054750,0.8,0.6,1.4,0.61,0.51,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Bennington,Inter,88128,42.80696,-78.46852,NY,New York,WYOMING,056021,1.8,3.33,5.13,1.15,1.05,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Boone Mountain,Inter,88129,41.21518,-78.68616,PA,Pennsylvania,ELK,081063,0.93,1.13,2.06,0.51,0.42,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Colden,Inter,88130,42.65837,-78.69663,NY,New York,ERIE,152221,7.55,11.17,18.72,5.83,4.58,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Collins,Inter,88131,42.47044,-78.86478,NY,New York,ERIE,154050,2.85,3.83,6.68,1.64,1.24,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Corry,Inter,88132,41.96765,-79.72372,PA,Pennsylvania,ERIE,162823,0.2,1.05,1.25,0.14,0.15,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Derby,Inter,88133,42.68083,-78.96764,NY,New York,ERIE,189262,0.25,0.22,0.47,0.03,0,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,East Branch,Inter,88134,41.68379,-78.94697,PA,Pennsylvania,MCKEAN,211672,4.5,9.31,13.81,4.69,4.42,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,East Independence,Inter,88135,42.10903,-77.76374,NY,New York,ALLEGANY,344921,2.2,4.2,6.4,1.32,1.5,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Ellisburg,Inter,88136,41.92283,-77.89371,PA,Pennsylvania,POTTER,220996,12.22,9.44,21.66,12.91,12.12,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Galbraith,Inter,88137,41.06852,-79.10425,PA,Pennsylvania,JEFFERSON,263480,1.9,1.05,2.95,1.77,1.55,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Henderson,Inter,88138,41.27881,-80.00241,PA,Pennsylvania,MERCER,263914,2.5,2.81,5.31,1.75,1.41,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Holland,Inter,88139,42.68736,-78.52061,NY,New York,ERIE,327673,1.1,1.57,2.67,0.35,0.32,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Keelor,Inter,88140,41.69894,-78.86275,PA,Pennsylvania,MCKEAN,371213,2.4,1.55,3.95,0.97,1.18,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Lawtons,Inter,88141,42.52152,-78.9196,NY,New York,ERIE,405654,0.97,1.88,2.85,0.48,0.38,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Limestone,Inter,88142,42.05875,-78.7415,NY,New York,CATTARAUGUS,011014,2,7,9,0.92,1,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Markle,Inter,88143,41.14786,-79.01013,PA,Pennsylvania,JEFFERSON,448308,0.16,0.18,0.34,0.06,0.08,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Nashville,Inter,88144,42.44862,-79.06068,NY,New York,CATTARAUGUS,449045,3.93,5.05,8.98,3,2.77,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Perrysburg,Inter,88145,42.45596,-78.98971,NY,New York,CATTARAUGUS,551296,1.85,3.2,5.05,1.12,0.85,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Queen,Inter,88146,41.62376,-79.35146,PA,Pennsylvania,FOREST,579391,0.3,0.64,0.94,0,0,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Sheridan,Inter,88147,42.5021,-79.19065,NY,New York,CHAUTAUQUA,650885,1.1,3.31,4.41,0.85,0.68,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,St Marys,Inter,88148,41.43029,-78.50055,PA,Pennsylvania,ELK,674345,0.22,0.31,0.53,0.1,0.07,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Summit,Inter,88149,42.04915,-80.05645,PA,Pennsylvania,ERIE,688357,1.6,2.6,4.2,0.85,1.02,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Swede Hill,Inter,88150,41.75069,-78.89736,PA,Pennsylvania,MCKEAN,692147,0.3,0.8,1.1,0.32,0.2,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Tuscarora,Inter,88151,42.07178,-77.28863,NY,New York,STEUBEN,722702,3.8,2.59,6.39,1.9,2.71,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Wellendorf,Inter,88152,41.61862,-78.46272,PA,Pennsylvania,MCKEAN,757146,0.45,0.68,1.13,0.49,0.42,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,West Independence,Inter,88153,42.08106,-77.81529,NY,New York,ALLEGANY,051746,7.3,4.5,11.8,2.86,3.15,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Wharton,Inter,88154,41.51201,-77.98855,PA,Pennsylvania,POTTER,315837,16,15.4,31.4,0,0,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180627,901,13063,NATIONAL FUEL GAS SUPPLY CORP,Zoar,Inter,88155,42.49465,-78.75101,NY,New York,ERIE,792603,0.6,1.65,2.25,1.05,0.98,SUPPLEMENTAL,3/14/2018,7/3/2018
3/1/2022,2017,20180593,593,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Cairo Galesville,Inter,87234,41.23512,-91.34924,IA,Iowa,LOUISA,115,4.4,11.2,15.6,4.44,3.52,INITIAL,3/12/2018,3/12/2018
3/1/2022,2017,20180593,593,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Cairo Mt. Simon,Inter,88158,41.23512,-91.34924,IA,Iowa,LOUISA,115,12.92,38.5,51.42,6.1,6.16,INITIAL,3/12/2018,3/12/2018
3/1/2022,2017,20180593,593,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Cairo St. Peter,Inter,88157,41.23512,-91.34924,IA,Iowa,LOUISA,115,11.1,15.9,27,7.22,8.18,INITIAL,3/12/2018,3/12/2018
3/1/2022,2017,20180593,593,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Columbus City Galesville,Inter,87235,41.23512,-91.34924,IA,Iowa,LOUISA,115,0,0.02,0.02,0,0,INITIAL,3/12/2018,3/12/2018
3/1/2022,2017,20180593,593,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Columbus City Mt. Simon,Inter,88158,41.23512,-91.34924,IA,Iowa,LOUISA,115,12.19,27.4,39.59,6.77,6.24,INITIAL,3/12/2018,3/12/2018
3/1/2022,2017,20180593,593,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Columbus City St. Peter,Inter,88159,41.23512,-91.34924,IA,Iowa,LOUISA,115,4.5,10.32,14.82,2.89,2.94,INITIAL,3/12/2018,3/12/2018
3/1/2022,2017,20180593,593,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Cooks Mills,Inter,87239,39.65238,-88.39819,IL,Illinois,DOUGLAS,41,4.95,1.8,6.75,7.84,6.88,INITIAL,3/12/2018,3/12/2018
3/1/2022,2017,20180593,593,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Herscher Galesville and Herscher Mt Simon,Inter,87240,41.03355,-88.09447,IL,Illinois,KANKAKEE,318751,36.95,77.55,114.5,17.94,17.61,INITIAL,3/12/2018,3/12/2018
3/1/2022,2017,20180593,593,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Herscher Northwest,Inter,88160,41.10923,-88.19169,IL,Illinois,KANKAKEE,318782,2.21,15.29,17.5,0,0,INITIAL,3/12/2018,3/12/2018
3/1/2022,2017,20180593,593,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Keota,Inter,87236,41.36569,-91.91895,IA,Iowa,WASHINGTON,183,2.81,3.18,5.99,5.26,4.9,INITIAL,3/12/2018,3/12/2018
3/1/2022,2017,20180593,593,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Loudon,Inter,87254,39.12052,-88.86451,IL,Illinois,FAYETTE,428984,40,40,80,23.36,20.53,INITIAL,3/12/2018,3/12/2018
3/1/2022,2017,20180593,593,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),North Lansing,Inter,88161,32.59925,-94.66589,TX,Texas,HARRISON,401810,96,60,156,69.37,37.88,INITIAL,3/12/2018,3/12/2018
3/1/2022,2017,20180593,593,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Sayre,Inter,88162,35.23814,-99.62333,OK,Oklahoma,BECKHAM,636469,62.23,28.17,90.4,29.51,26.04,INITIAL,3/12/2018,3/12/2018
3/1/2022,2017,20180631,631,13710,NORTHERN ILLINOIS GAS CO,Ancona,Intra,88733,41.0373,-88.91061,IL,Illinois,LIVINGSTON,105,60.9,111.93,172.83,55.89,54.73,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180631,631,13710,NORTHERN ILLINOIS GAS CO,Hudson,Intra,88732,40.58367,-88.94415,IL,Illinois,MCLEAN,113,10.25,36.6,46.85,9.19,9.34,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180631,631,13710,NORTHERN ILLINOIS GAS CO,Lake Bloomington,Intra,88731,40.68576,-88.91876,IL,Illinois,MCLEAN,113,8.4,41.14,49.54,6.71,6.94,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180631,631,13710,NORTHERN ILLINOIS GAS CO,Lexington,Intra,88730,40.63002,-88.83681,IL,Illinois,MCLEAN,113,8.25,43.94,52.19,7.06,6.22,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180631,631,13710,NORTHERN ILLINOIS GAS CO,Pecatonica,Intra,88729,42.29408,-89.32229,IL,Illinois,WINNEBAGO,201,1.72,1.57,3.29,0.4,0.48,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180631,631,13710,NORTHERN ILLINOIS GAS CO,Pontiac Galesville,Intra,88728,40.85988,-88.54276,IL,Illinois,LIVINGSTON,113,8.5,10.24,18.74,7.01,6.61,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180631,631,13710,NORTHERN ILLINOIS GAS CO,Pontiac Mt Simon,Intra,88727,40.85988,-88.54276,IL,Illinois,LIVINGSTON,105,3.72,39.14,42.86,2.91,2.34,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180631,631,13710,NORTHERN ILLINOIS GAS CO,Troy Grove,Intra,88726,41.4549,-89.13274,IL,Illinois,LA SALLE,99,48,31.98,79.98,46.47,46.14,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180628,822,13730,NORTHERN INDIANA PUBLIC SERVICE CO,Grass Creek,Intra,88163,40.92406,-86.45248,IN,Indiana,FULTON,049,1.94,15.89,17.83,0,0,SUPPLEMENTAL,3/14/2018,6/13/2018
3/1/2022,2017,20180628,822,13730,NORTHERN INDIANA PUBLIC SERVICE CO,Royal Center Underground Storage,Intra,88164,40.89096,-86.47301,IN,Indiana,CASS,017,5.95,10.68,16.63,3.96,4.05,SUPPLEMENTAL,3/14/2018,6/13/2018
3/1/2022,2017,20180584,881,13750,NORTHERN NATURAL GAS CO,Cunningham,Inter,87260,37.68293,-98.4649,KS,Kansas,PRATT,174542,40.92,21.08,62,44.66,40.23,SUPPLEMENTAL,3/12/2018,6/22/2018
3/1/2022,2017,20180584,881,13750,NORTHERN NATURAL GAS CO,Lyons,Inter,87261,38.33129,-98.13842,KS,Kansas,RICE,436364,8,16,24,6.52,6.74,SUPPLEMENTAL,3/12/2018,6/22/2018
3/1/2022,2017,20180584,881,13750,NORTHERN NATURAL GAS CO,Redfield,Inter,87237,41.68386,-94.16413,IA,Iowa,DALLAS,592506,42.4,91.35,133.75,34.4,34.99,SUPPLEMENTAL,3/12/2018,6/22/2018
3/1/2022,2017,20180588,588,13840,NORTHWEST NATURAL GAS CO,Mist,Intra,88165,46.0212,-123.27065,OR,Oregon,COLUMBIA,9,15.94,12.64,28.58,10.47,11.36,INITIAL,3/12/2018,3/12/2018
3/1/2022,2017,20180612,612,15007,PACIFIC GAS & ELECTRIC CO,Los Medanos,Intra,88725,38.02347,-122.00376,CA,California,CONTRA COSTA,013,17.95,11.19,29.14,6.93,6.93,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180612,612,15007,PACIFIC GAS & ELECTRIC CO,McDonald Island,Intra,88724,37.99096,-121.47647,CA,California,SAN JOAQUIN,077,82,54.57,136.57,32.55,27.79,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180612,612,15007,PACIFIC GAS & ELECTRIC CO,Pleasant Creek,Intra,88723,38.54552,-122.00211,CA,California,YOLO,113,2.25,5.08,7.33,1.22,1.06,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180401,401,15105,PANHANDLE EASTERN PIPELINE CO,Borchers North,Inter,87263,37.21224,-100.35417,KS,Kansas,MEADE,119,28.37,35.08,63.45,16.19,14.78,INITIAL,3/4/2018,3/4/2018
3/1/2022,2017,20180401,401,15105,PANHANDLE EASTERN PIPELINE CO,Howell,Inter,88166,42.55577,-83.87361,MI,Michigan,LIVINGSTON,093,17.75,13.41,31.16,9.61,9.78,INITIAL,3/4/2018,3/4/2018
3/1/2022,2017,20180401,401,15105,PANHANDLE EASTERN PIPELINE CO,North Hopeton,Inter,88167,36.72524,-98.69177,OK,Oklahoma,WOODS,151,3.5,14.6,18.1,2.24,2.43,INITIAL,3/4/2018,3/4/2018
3/1/2022,2017,20180401,401,15105,PANHANDLE EASTERN PIPELINE CO,Waverly,Inter,87262,39.59145,-89.98056,IL,Illinois,MORGAN,137,5,46.62,51.62,5.26,4.38,INITIAL,3/4/2018,3/4/2018
