DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,OPERATOR_NAME,PARTB_UNGS_FACILITY_NAME,PARTB_INTER_INTRA,PARTB_UNIT_ID,PARTB_LOCATION_LATITUDE,PARTB_LOCATION_LONGITUDE,PARTB_LOCATION_STATE_ABBR,PARTB_LOCATION_STATE_NAME,PARTB_LOCATION_COUNTY,PARTB_EIA_GAS_FIELD_CODE,PARTB_WORKING_GAS_CAPACITY_BCF,PARTB_BASE_GAS_CAPACITY_BCF,PARTB_TOTAL_GAS_CAPACITY_BCF,PARTB_VOL_WTHDRWN_AT_FCLTY_BCF,PARTB_VOL_INJCTD_AT_FCLTY_BCF,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE
3/1/2022,2018,20190092,2482,405,ANR PIPELINE CO,Loreed,Inter,87296,43.9336,-85.53753,MI,Michigan,OSCEOLA,133,19,23.21,42.21,8.84,14.97,SUPPLEMENTAL,3/15/2019,10/18/2021
3/1/2022,2018,20190092,2482,405,ANR PIPELINE CO,Muttonville,Inter,87336,42.7715,-82.74616,MI,Michigan,MACOMB,099,8.2,5.21,13.41,8.19,8.97,SUPPLEMENTAL,3/15/2019,10/18/2021
3/1/2022,2018,20190092,2482,405,ANR PIPELINE CO,Rapid River 35,Inter,87294,44.77848,-85.1209,MI,Michigan,KALKASKA,133,15.05,2.28,17.33,13.87,8.95,SUPPLEMENTAL,3/15/2019,10/18/2021
3/1/2022,2018,20190092,2482,405,ANR PIPELINE CO,Reed City,Inter,87293,43.93069,-85.54955,MI,Michigan,OSCEOLA,133,15.2,13.71,28.91,9.3,11.09,SUPPLEMENTAL,3/15/2019,10/18/2021
3/1/2022,2018,20190092,2482,405,ANR PIPELINE CO,South Chester 15,Inter,87295,44.90654,-84.53595,MI,Michigan,OTSEGO,137,14.6,4.86,19.46,10.74,9.5,SUPPLEMENTAL,3/15/2019,10/18/2021
3/1/2022,2018,20190092,2482,405,ANR PIPELINE CO,Winfield,Inter,87291,43.44215,-85.42709,MI,Michigan,MONTCALM,177,1.9,8.53,10.43,1.22,1.03,SUPPLEMENTAL,3/15/2019,10/18/2021
3/1/2022,2018,20190045,1158,602,"ENABLE GAS TRANSMISSION, LLC",Ada,Inter,87985,34.82327,-96.68887,OK,Oklahoma,PONTOTOC,2830,12.6,8.41,21.01,12.85,11,INITIAL,3/8/2019,3/8/2019
3/1/2022,2018,20190045,1158,602,"ENABLE GAS TRANSMISSION, LLC",Chiles Dome,Inter,87986,34.71164,-96.29656,OK,Oklahoma,COAL,138766,12.6,11,23.6,10.94,10.36,INITIAL,3/8/2019,3/8/2019
3/1/2022,2018,20190045,1158,602,"ENABLE GAS TRANSMISSION, LLC",Ruston,Inter,87279,32.61995,-92.61315,LA,Louisiana,LINCOLN,620502,4,3,7,1,0.05,INITIAL,3/8/2019,3/8/2019
3/1/2022,2018,20190116,1282,1007,"TALLGRASS INTERSTATE GAS TRANSMISSION, LLC",Huntsman Gas Storage Field,Inter,87987,41.19844,-102.9933,NE,Nebraska,CHEYENNE,34029,15.97,23.5,39.47,8.6,8.13,INITIAL,4/12/2019,4/12/2019
3/1/2022,2018,20190029,1142,1217,BEAR CREEK STORAGE CO,Bear Creek,Inter,87276,32.3743,-92.94288,LA,Louisiana,BIENVILLE,048643,59.2,48.7,107.9,37.02,52.79,INITIAL,3/7/2019,3/7/2019
3/1/2022,2018,20190005,1072,2392,CITIZENS GAS & COKE UTILITY,Dixon,Intra,87988,39.0594,-87.03231,IN,Indiana,GREENE,193998,0.87,1.91,2.78,0.57,0.73,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190005,1072,2392,CITIZENS GAS & COKE UTILITY,Howesville,Intra,87989,39.14141,-87.14771,IN,Indiana,GREENE,335454,1.05,3.2,4.25,0.66,0.69,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190005,1072,2392,CITIZENS GAS & COKE UTILITY,Mineral City,Intra,87990,38.9687,-86.92304,IN,Indiana,GREENE,476691,0.4,1.68,2.08,0.33,0.33,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190005,1072,2392,CITIZENS GAS & COKE UTILITY,Simpson,Intra,87991,38.9687,-86.92304,IN,Indiana,GREENE,657104,0.4,1.8,2.2,0.02,0,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190005,1072,2392,CITIZENS GAS & COKE UTILITY,Switz City,Intra,87992,39.03287,-87.06914,IN,Indiana,GREENE,693201,0.86,4.78,5.64,0.56,0.61,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190005,1072,2392,CITIZENS GAS & COKE UTILITY,Worthington,Intra,87993,39.1031,-86.99098,IN,Indiana,GREENE,779801,3.52,9.68,13.2,2.69,2.43,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190003,1070,2412,CITIZENS GAS UTIL DIST,Indian Creek Storage Field,Intra,87994,36.31836,-84.71773,TN,Tennessee,MORGAN,129,1.8,0.54,2.34,3.9,4.65,INITIAL,2/20/2019,2/20/2019
3/1/2022,2018,20190034,1643,2564,COLORADO INTERSTATE GAS CO,Boehm Gas Storage Field,Inter,87259,37.185,-101.87458,KS,Kansas,MORTON,077715,5.23,7.5,12.73,5.25,4.46,SUPPLEMENTAL,3/7/2019,9/2/2020
3/1/2022,2018,20190034,1643,2564,COLORADO INTERSTATE GAS CO,Flank Gas Storage Field,Inter,87219,37.11492,-102.18222,CO,Colorado,BACA,243676,7.18,11.44,18.62,8.43,8.21,SUPPLEMENTAL,3/7/2019,9/2/2020
3/1/2022,2018,20190034,1643,2564,COLORADO INTERSTATE GAS CO,Fort Morgan,Inter,87215,40.18788,-103.81683,CO,Colorado,MORGAN,250574,8.5,6.36,14.86,14.32,15.72,SUPPLEMENTAL,3/7/2019,9/2/2020
3/1/2022,2018,20190034,1643,2564,COLORADO INTERSTATE GAS CO,Latigo Gas Storage Field,Inter,87216,39.60742,-104.17758,CO,Colorado,ARAPAHOE,403515,9.35,12.28,21.63,8.28,7.19,SUPPLEMENTAL,3/7/2019,9/2/2020
3/1/2022,2018,20190034,1643,2564,COLORADO INTERSTATE GAS CO,Totem,Inter,87217,39.88251,-104.35064,CO,Colorado,ADAMS,714029,7,3.7,10.7,10.12,10.13,SUPPLEMENTAL,3/7/2019,9/2/2020
3/1/2022,2018,20190034,1643,2564,COLORADO INTERSTATE GAS CO,Young Gas Storage Field,Inter,87218,40.31166,-103.83732,CO,Colorado,MORGAN,787893,5.79,4.16,9.95,14.38,14.67,SUPPLEMENTAL,3/7/2019,9/2/2020
3/1/2022,2018,20190051,1164,2600,COLUMBIA GAS OF PENNSYLVANIA,Blackhawk Compressor Station,Intra,88084,40.75702,-80.43689,PA,Pennsylvania,BEAVER,069081,1.2,1.4,2.6,66.85,1.71,INITIAL,3/9/2019,3/9/2019
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Artemas A,Inter,87995,39.72556,-78.42194,PA,Pennsylvania,BEDFORD,009,8.78,5.68,14.46,12.56,11.68,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Artemas B,Inter,87996,39.72556,-78.42194,PA,Pennsylvania,BEDFORD,009,1.32,0.83,2.15,1.16,1.39,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Benton,Inter,87997,39.41417,-82.60556,OH,Ohio,HOCKING,073,8.53,16.57,25.1,5.98,6.23,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Brinker,Inter,87998,40.82472,-80.75639,OH,Ohio,COLUMBIANA,029,3.38,4.27,7.65,2.8,2.58,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Coco A,Inter,87999,38.40194,-81.41722,WV,West Virginia,KANAWHA,039,23.59,15.55,39.14,21,20.45,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Coco B,Inter,88000,38.40194,-81.41722,WV,West Virginia,KANAWHA,039,3.79,5.92,9.71,4.06,3.84,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Coco C,Inter,88001,38.40194,-81.41722,WV,West Virginia,KANAWHA,039,8.64,10.13,18.77,7.2,6.67,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Crawford,Inter,88002,39.63139,-82.555,OH,Ohio,FAIRFIELD,045,31.35,47.75,79.1,15.25,13.51,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Donegal,Inter,88003,40.11167,-80.4625,PA,Pennsylvania,WASHINGTON,125,6.23,3.67,9.9,4.67,4.67,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Dundee,Inter,88004,42.45694,-76.97722,NY,New York,SCHUYLER,097,4.76,6.6,11.36,4.68,3.11,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Glady,Inter,88005,38.78194,-79.70472,WV,West Virginia,RANDOLPH,083,12.81,18.39,31.2,13.87,13.23,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Greenwood,Inter,88006,42.16111,-77.66222,NY,New York,STEUBEN,101,0.13,3.2,3.33,0.01,0,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Guernsey,Inter,88007,40.09972,-81.64,OH,Ohio,GUERNSEY,059,3.58,3.72,7.3,1.18,0.72,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Hardy Inkerman,Inter,88008,39.06507,-78.7305,WV,West Virginia,HARDY,031,4.14,8.11,12.25,4.88,4.28,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Hardy Lost River,Inter,88009,39.06507,-78.7305,WV,West Virginia,HARDY,031,8.16,9.19,17.35,5.94,5.01,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Heard,Inter,88010,39.96333,-80.52139,WV,West Virginia,MARSHALL,051,8.5,0.4,8.9,0,0,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Holmes,Inter,88011,40.65194,-82.13472,OH,Ohio,HOLMES,075,10.9,10.8,21.7,3.13,3.29,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Hunt,Inter,88012,38.51306,-81.47444,WV,West Virginia,KANAWHA,039,1.7,4.44,6.14,0,0,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Lanham,Inter,88013,38.47722,-81.71083,WV,West Virginia,KANAWHA,039,2.26,2.74,5,2.46,2.62,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Laurel,Inter,88014,39.63139,-82.555,OH,Ohio,HOCKING,073,10.29,13.02,23.31,4.22,5.75,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Lorain,Inter,88015,41.13667,-82.16917,OH,Ohio,LORAIN,093,3.43,7.27,10.7,3.15,2.27,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Lucas,Inter,88016,40.70528,-82.36056,OH,Ohio,RICHLAND,139,29.01,31.39,60.4,20.75,21.1,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Majorsville Deep,Inter,88017,39.96333,-80.52139,WV,West Virginia,MARSHALL,051,23,1.52,24.52,0,0,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Majorsville Shallow,Inter,88018,39.96333,-80.52139,WV,West Virginia,MARSHALL,051,3.3,0.18,3.48,0,0,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",McArthur,Inter,88019,39.23972,-82.54333,OH,Ohio,VINTON,163,5.34,5.56,10.9,2.78,4.65,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Medina,Inter,88020,41.19556,-81.90722,OH,Ohio,MEDINA,103,4.44,5.97,10.41,1.48,1.35,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",North Greenwood,Inter,88021,42.16111,-77.66222,NY,New York,STEUBEN,101,1.16,2.04,3.2,0.01,0,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Pavonia,Inter,88022,40.81944,-82.42056,OH,Ohio,RICHLAND,139,27.08,22.42,49.5,16.78,15.38,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Ripley,Inter,88023,38.87889,-81.69,WV,West Virginia,JACKSON,035,10,15.05,25.05,11.02,11.52,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Rockport,Inter,88024,39.06889,-81.55194,WV,West Virginia,WOOD,107,3.81,4.35,8.16,7.6,8.01,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Terra Alta,Inter,88025,39.42194,-79.545,WV,West Virginia,PRESTON,077,14.7,28.76,43.46,3.06,1.92,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Terra Alta South,Inter,88026,39.42194,-79.545,WV,West Virginia,PRESTON,077,5.44,11.96,17.4,11.01,7.88,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Victory A,Inter,88027,39.76583,-80.64583,WV,West Virginia,MARSHALL,051,3.58,3.57,7.15,3.3,3.1,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Victory B,Inter,88028,39.76583,-80.64583,WV,West Virginia,MARSHALL,051,13.99,11.11,25.1,10.43,9.86,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Wayne,Inter,88029,40.65194,-82.13472,OH,Ohio,HOLMES,075,8.26,9.14,17.4,5.02,4.19,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Weaver,Inter,88030,40.65944,-82.4025,OH,Ohio,RICHLAND,139,31.97,18.53,50.5,14.43,12.37,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190090,2503,2616,"COLUMBIA GAS TRANSMISSION, LLC",Wellington,Inter,88031,41.13667,-82.16917,OH,Ohio,MEDINA,103,8.89,14.21,23.1,7.66,6.55,SUPPLEMENTAL,3/15/2019,10/22/2021
3/1/2022,2018,20190007,1074,2714,"DOMINION ENERGY TRANSMISSION, INC.",Bridgeport,Inter,88044,39.3356,-80.2131,WV,West Virginia,HARRISON,091588,4.18,4.04,8.22,2.84,2.4,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190007,1074,2714,"DOMINION ENERGY TRANSMISSION, INC.",Ellisburg,Inter,88045,41.92283,-77.89371,PA,Pennsylvania,POTTER,220996,43.31,33.46,76.77,48.86,42.98,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190007,1074,2714,"DOMINION ENERGY TRANSMISSION, INC.",Fink-Kennedy-Lost Creek,Inter,88046,39.13597,-80.48158,WV,West Virginia,LEWIS,241335,89.54,77.98,167.52,80.9,76.22,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190007,1074,2714,"DOMINION ENERGY TRANSMISSION, INC.",Greenlick,Inter,88047,41.48546,-77.71629,PA,Pennsylvania,POTTER,289081,28.83,27.03,55.86,26.34,28.46,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190007,1074,2714,"DOMINION ENERGY TRANSMISSION, INC.",Harrison,Inter,88048,41.98174,-77.67885,PA,Pennsylvania,POTTER,307691,20.72,13.38,34.1,26.54,28.37,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190007,1074,2714,"DOMINION ENERGY TRANSMISSION, INC.",Leidy,Inter,88049,41.44797,-77.85773,PA,Pennsylvania,CLINTON,408747,55.08,46.92,102,51.67,51.62,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190007,1074,2714,"DOMINION ENERGY TRANSMISSION, INC.",North Summit,Inter,88050,39.82627,-79.67603,PA,Pennsylvania,FAYETTE,004225,11.5,11.5,23,5.24,5.02,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190007,1074,2714,"DOMINION ENERGY TRANSMISSION, INC.",Oakford-Fifth Sand,Inter,88051,40.40393,-79.55541,PA,Pennsylvania,WESTMORELAND,517434,9.4,12,21.4,13.44,13.96,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190007,1074,2714,"DOMINION ENERGY TRANSMISSION, INC.",Oakford-Murrysville,Inter,88052,40.37085,-79.56244,PA,Pennsylvania,WESTMORELAND,517434,72,39,111,85.47,83.08,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190007,1074,2714,"DOMINION ENERGY TRANSMISSION, INC.",Quinlan,Inter,88053,42.00432,-78.45375,NY,New York,CATTARAUGUS,019155,4,3.9,7.9,3.11,3.56,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190007,1074,2714,"DOMINION ENERGY TRANSMISSION, INC.",Racket-Newberne,Inter,88054,39.02579,-80.90063,WV,West Virginia,GILMER,582509,4.45,3.47,7.92,0.29,0.16,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190007,1074,2714,"DOMINION ENERGY TRANSMISSION, INC.",Sabinsville,Inter,88055,41.87524,-77.53466,PA,Pennsylvania,TIOGA,623108,18.2,17.42,35.62,17.38,16.73,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190007,1074,2714,"DOMINION ENERGY TRANSMISSION, INC.",Sharon,Inter,88056,41.97512,-78.09667,PA,Pennsylvania,POTTER,647971,2.41,2.2,4.61,0.08,0,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190007,1074,2714,"DOMINION ENERGY TRANSMISSION, INC.",South Bend,Inter,88057,40.63838,-79.36261,PA,Pennsylvania,ARMSTRONG,666548,5.81,11.53,17.34,3.93,3.85,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190007,1074,2714,"DOMINION ENERGY TRANSMISSION, INC.",Tamarack,Inter,88058,41.40758,-77.84592,PA,Pennsylvania,CLINTON,696938,6.12,5.11,11.23,1.48,0.47,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190007,1074,2714,"DOMINION ENERGY TRANSMISSION, INC.",Tioga,Inter,88059,41.94189,-77.21743,PA,Pennsylvania,TIOGA,709091,24,12,36,24.02,18.38,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190007,1074,2714,"DOMINION ENERGY TRANSMISSION, INC.",Woodhull,Inter,88060,42.06798,-77.4009,NY,New York,STEUBEN,777445,20.6,15.31,35.91,18.18,14.32,INITIAL,2/22/2019,2/22/2019
3/1/2022,2018,20190054,1167,2748,CONSUMERS ENERGY CO,Cranberry Lake,Intra,88061,44.15088,-84.97306,MI,Michigan,CLARE,035,10.87,16.99,27.86,7.63,6.33,INITIAL,3/11/2019,3/11/2019
3/1/2022,2018,20190054,1167,2748,CONSUMERS ENERGY CO,Four Corners,Intra,88062,42.72327,-82.61187,MI,Michigan,SAINT CLAIR,147,2.36,1.37,3.73,1.74,1.84,INITIAL,3/11/2019,3/11/2019
3/1/2022,2018,20190054,1167,2748,CONSUMERS ENERGY CO,Hessen,Intra,88063,42.80386,-82.65215,MI,Michigan,SAINT CLAIR,147,12.35,4.42,16.77,10.66,10.84,INITIAL,3/11/2019,3/11/2019
3/1/2022,2018,20190054,1167,2748,CONSUMERS ENERGY CO,Ira,Intra,88064,42.71637,-82.63379,MI,Michigan,SAINT CLAIR,147,1.98,4.2,6.18,0.55,0.54,INITIAL,3/11/2019,3/11/2019
3/1/2022,2018,20190054,1167,2748,CONSUMERS ENERGY CO,Lenox,Intra,88065,42.71971,-82.82238,MI,Michigan,MACOMB,99,1.19,2,3.19,0.67,0.69,INITIAL,3/11/2019,3/11/2019
3/1/2022,2018,20190054,1167,2748,CONSUMERS ENERGY CO,Lyon 29,Intra,88066,42.44834,-83.63294,MI,Michigan,OAKLAND,125,1.22,0.94,2.16,0.07,0.06,INITIAL,3/11/2019,3/11/2019
3/1/2022,2018,20190054,1167,2748,CONSUMERS ENERGY CO,Lyon 34,Intra,88067,42.44417,-83.61052,MI,Michigan,OAKLAND,125,0.69,0.65,1.34,0.08,0.08,INITIAL,3/11/2019,3/11/2019
3/1/2022,2018,20190054,1167,2748,CONSUMERS ENERGY CO,Northville Reef,Intra,88068,42.42959,-83.58206,MI,Michigan,WASHTENAW,161,0.49,0.71,1.2,0.09,0.1,INITIAL,3/11/2019,3/11/2019
3/1/2022,2018,20190054,1167,2748,CONSUMERS ENERGY CO,Overisel,Intra,88069,42.72861,-85.95401,MI,Michigan,ALLEGAN,005,22.72,29.64,52.36,15.95,14.92,INITIAL,3/11/2019,3/11/2019
3/1/2022,2018,20190054,1167,2748,CONSUMERS ENERGY CO,Puttygut,Intra,88070,42.78278,-82.64537,MI,Michigan,SAINT CLAIR,147,9.39,5.04,14.43,7.14,7.55,INITIAL,3/11/2019,3/11/2019
3/1/2022,2018,20190054,1167,2748,CONSUMERS ENERGY CO,Ray,Intra,88071,42.80528,-82.87653,MI,Michigan,MACOMB,99,47.52,17.06,64.58,37.85,45.98,INITIAL,3/11/2019,3/11/2019
3/1/2022,2018,20190054,1167,2748,CONSUMERS ENERGY CO,Riverside,Intra,88072,44.20114,-85.18346,MI,Michigan,MISSAUKEE,113,1.48,7.41,8.89,0.15,0.32,INITIAL,3/11/2019,3/11/2019
3/1/2022,2018,20190054,1167,2748,CONSUMERS ENERGY CO,Salem,Intra,88073,42.72358,-85.83441,MI,Michigan,ALLEGAN,005,11.46,18.67,30.13,8.74,8.71,INITIAL,3/11/2019,3/11/2019
3/1/2022,2018,20190054,1167,2748,CONSUMERS ENERGY CO,Swan Creek,Intra,88074,42.72558,-82.62452,MI,Michigan,SAINT CLAIR,147,0.41,0.23,0.64,0.3,0.27,INITIAL,3/11/2019,3/11/2019
3/1/2022,2018,20190054,1167,2748,CONSUMERS ENERGY CO,Winterfield,Intra,88075,44.09249,-85.06596,MI,Michigan,CLARE,035,25,46.44,71.44,17.28,14.74,INITIAL,3/11/2019,3/11/2019
3/1/2022,2018,20190076,1190,2859,CRANBERRY PIPELINE CORP (WV),Heizer Creek Storage,Intra,88085,38.52261,-81.77501,WV,West Virginia,PUTNAM,88085,0,0.4,0.4,0,0,INITIAL,3/14/2019,3/14/2019
