DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,OPERATOR_NAME,PARTB_INTER_INTRA,PARTB_LOCATION_STATE_ABBR,PARTB_LOCATION_STATE_NAME,PARTB_LOCATION_COUNTY,PARTB_UNGS_FACILITY_NAME,PARTC_UNGS_RESERVOIR_NAME,PARTC_IN_SERVICE_YEAR,PARTC_RESERVOIR_TYPE,PARTC_INDICATOR_WELL_TEXT,PARTC_MAX_PRESSURE_PSIG,PARTC_RESERVOIR_MAX_DEPTH_FT,PARTC_RESERVOIR_MIN_DEPTH_FT,PARTC_NUM_INJ_WITHDRAW_WELLS,PARTC_NUM_MON_OBSV_WELLS,PARTC_NUM_WELLS_DRILLED,PARTC_NUM_WELLS_PLUG_ABANDON,PARTC_NUM_WELLS_SURF_SFTY_VALV,PARTC_NUM_WELLS_SUBS_SFTY_VALV,PARTC_NUM_WELLS_PROD_TUBE_ONLY,PARTC_NUM_WELLS_PROD_CASE_ONLY,PARTC_NUM_WELLS_CASE_AND_TUBE,PARTC_NUM_WELLS_OTHER_GASFLOW,PARTC_WELLS_OTHER_GASFLOW_DESC,PARTC_NUM_WELLS_NEW_TUBING,PARTC_NUM_WELLS_NEW_CASING,PARTC_NUM_WELLS_REMEDIATED,PARTC_NUM_WELLS_LEAKS,PARTC_NUM_WELLS_PRESS_TEST_MIT,PARTC_NUM_WELLS_CORROSION_MIT,PARTC_NUM_WELLS_OTHER_MIT,PARTC_WELLS_OTHER_MIT_DESC,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE
3/1/2022,2018,20190008,1082,30963,"SALTVILLE GAS STORAGE COMPANY, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Inter,VA,Virginia,WASHINGTON,Saltville,MacCrady,1996,Other: Bedded Salt Cavern,CH-16,2400,3575,2575,11,0,0,0,11,0,0,11,0,0,,0,0,0,0,4,5,11,Inventory Verification and Hysteresis Curve Analyses,INITIAL,2/25/2019,2/25/2019
3/1/2022,2018,20190804,1065,31130,DCP MIDSTREAM,Intra,TX,Texas,JEFFERSON,Spindletop Storage,Cavern 1,1992,Salt Cavern,Well 1,2800,4799,4002,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,,INITIAL,2/13/2019,2/13/2019
3/1/2022,2018,20190804,1065,31130,DCP MIDSTREAM,Intra,TX,Texas,JEFFERSON,Spindletop Storage,Cavern 2,1992,Salt Cavern,Well 2,3106,4853,4005,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,,INITIAL,2/13/2019,2/13/2019
3/1/2022,2018,20190804,1065,31130,DCP MIDSTREAM,Intra,TX,Texas,JEFFERSON,Spindletop Storage,Cavern 3,1992,Salt Cavern,Well 3,3106,4878,4013,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,,INITIAL,2/13/2019,2/13/2019
3/1/2022,2018,20190804,1065,31130,DCP MIDSTREAM,Intra,TX,Texas,JEFFERSON,Spindletop Storage,Cavern 4,2011,Salt Cavern,Well 4,3106,5259,4005,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,1,0,0,,INITIAL,2/13/2019,2/13/2019
3/1/2022,2018,20190015,1089,31226,JEFFERSON ISLAND STORAGE AND HUB LLC,Intra,LA,Louisiana,VERMILION,"Jefferson Island Storage and Hub, LLC",Jefferson Island Salt Dome,1994,Salt Cavern,JISH Cavern #2 (972518),2414,4922,4009,2,0,0,0,2,0,0,0,2,0,,0,0,0,0,0,0,0,,INITIAL,2/26/2019,2/26/2019
3/1/2022,2018,20190105,1221,31286,"ONEOK GAS TRANSPORTATION, LLC",Intra,OK,Oklahoma,CREEK,Depew Storage Facility,Depew,1950,Hydrocarbon Reservoir,M. Lewis 1A,1178,3283,3251,12,8,0,0,12,0,0,12,0,0,,0,0,2,0,0,4,0,,INITIAL,3/15/2019,3/15/2019
3/1/2022,2018,20190105,1221,31286,"ONEOK GAS TRANSPORTATION, LLC",Intra,OK,Oklahoma,KINGFISHER,Edmond Storage Facility,Edmond,1961,Hydrocarbon Reservoir,Denton H-1,1709,6447,6426,14,11,0,0,14,0,0,14,0,0,,0,0,0,0,0,1,0,,INITIAL,3/15/2019,3/15/2019
3/1/2022,2018,20190105,1221,31286,"ONEOK GAS TRANSPORTATION, LLC",Intra,OK,Oklahoma,MUSKOGEE,Haskell Storage Facility,Haskell,1944,Hydrocarbon Reservoir,Well 935,182,875,814,13,1,0,0,0,0,0,13,0,0,,0,0,0,0,0,3,0,,INITIAL,3/15/2019,3/15/2019
3/1/2022,2018,20190105,1221,31286,"ONEOK GAS TRANSPORTATION, LLC",Intra,OK,Oklahoma,OSAGE,Osage Storage Facility,Osage,1943,Hydrocarbon Reservoir,2231,87.5,1625,1593,6,4,0,10,0,0,0,6,0,0,,0,0,0,0,0,0,0,,INITIAL,3/15/2019,3/15/2019
3/1/2022,2018,20190072,1186,31287,WILD GOOSE STORAGE LLC,Intra,CA,California,BUTTE,Wild Goose,Kione L1,2002,Hydrocarbon Reservoir,30HZ,1423,3040,2900,7,1,0,0,7,6,1,0,6,0,,1,0,0,0,1,1,7,Temperature Logging,INITIAL,3/13/2019,3/13/2019
3/1/2022,2018,20190072,1186,31287,WILD GOOSE STORAGE LLC,Intra,CA,California,BUTTE,Wild Goose,Kione L4,1998,Hydrocarbon Reservoir,17HZ,1510,3400,3190,5,1,0,0,6,5,0,0,5,0,,0,0,0,0,0,0,5,Temperature Logging,INITIAL,3/13/2019,3/13/2019
3/1/2022,2018,20190072,1186,31287,WILD GOOSE STORAGE LLC,Intra,CA,California,BUTTE,Wild Goose,Kione U2/U1,2007,Hydrocarbon Reservoir,32HZ,1260,2770,2490,5,2,0,0,5,5,0,0,5,0,,0,0,0,0,0,0,5,Temperature Logging,INITIAL,3/13/2019,3/13/2019
3/1/2022,2018,20190113,1263,31425,MIDCOAST PIPELINES (TEXAS GATHERING) L.P.,Intra,TX,Texas,HOPKINS,Pickton,Bacon Lime,1981,Hydrocarbon Reservoir,Pickton PU 74,3500,7954,7732,8,17,0,0,0,0,0,8,0,0,,0,0,0,0,0,0,0,,INITIAL,4/2/2019,4/2/2019
3/1/2022,2018,20190036,1149,31451,KINDER MORGAN TEXAS PIPELINE CO,Intra,TX,Texas,LIBERTY,North Dayton,LouAnn Salt,1988,Salt Cavern,C-4,2676,5059,858,3,1,0,0,3,0,0,3,0,0,,0,0,0,0,0,0,0,,INITIAL,3/7/2019,3/7/2019
3/1/2022,2018,20190069,1182,31528,"SALT PLAINS STORAGE, LLC",Intra,OK,Oklahoma,GRANT,Salt Plains,Tonkawa,1995,Hydrocarbon Reservoir,SPS #22,1540,3800,3750,30,1,0,0,0,0,7,0,23,0,,0,0,1,0,1,2,0,,INITIAL,3/13/2019,3/13/2019
3/1/2022,2018,20190102,1218,31534,"ONEOK TEXAS GAS STORAGE, LLC",Intra,TX,Texas,GAINES,Felmac Storage Facility,Felmac,1992,Hydrocarbon Reservoir,Daugherty 1,1410,3378,3368,3,1,0,0,3,0,3,0,0,0,,0,0,0,0,0,0,0,,INITIAL,3/15/2019,3/15/2019
3/1/2022,2018,20190102,1218,31534,"ONEOK TEXAS GAS STORAGE, LLC",Intra,TX,Texas,GAINES,"Loop G.S.U. 9-28GC, 10-28GC, 11-28GC aka Salado Storage Facility",Salado,1993,Salt Cavern,Loop G.S.U. 10-28 aka Salado #2,1650,2905,2334,3,1,0,0,3,0,0,1,2,0,,0,0,0,0,0,0,0,,INITIAL,3/15/2019,3/15/2019
3/1/2022,2018,20190102,1218,31534,"ONEOK TEXAS GAS STORAGE, LLC",Intra,TX,Texas,GAINES,Loop Storage Facility,Loop,1981,Hydrocarbon Reservoir,Loop G.S.U. 8-12,460,3387,3374,23,2,0,0,23,0,23,0,0,0,,0,0,0,0,1,0,0,,INITIAL,3/15/2019,3/15/2019
3/1/2022,2018,20190075,1189,31604,EQUITRANS MIDSTREAM CORPORATION,Inter,PA,Pennsylvania,ALLEGHENY,Bunola,Murrysville Sand,1938,Hydrocarbon Reservoir,37-125-20061,906.2,2327,1785,17,2,0,1,0,0,2,17,0,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190075,1189,31604,EQUITRANS MIDSTREAM CORPORATION,Inter,WV,West Virginia,TAYLOR,Comet,Fifty Foot Sand,1936,Hydrocarbon Reservoir,47-091-00067,981.3,2046,1720,8,1,0,0,0,0,1,8,0,0,,0,0,0,0,0,9,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190075,1189,31604,EQUITRANS MIDSTREAM CORPORATION,Inter,PA,Pennsylvania,WASHINGTON,Finleyville,Fifth Sand,1927,Hydrocarbon Reservoir,37-125-00685,882.5,2688,2558,4,0,0,0,0,0,0,4,0,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190075,1189,31604,EQUITRANS MIDSTREAM CORPORATION,Inter,PA,Pennsylvania,ALLEGHENY,Gamble-Hayden,Bayard Sand,1943,Hydrocarbon Reservoir,37-003-20993,959.8,2810,2655,7,1,0,1,0,0,0,8,0,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190075,1189,31604,EQUITRANS MIDSTREAM CORPORATION,Inter,WV,West Virginia,MARION,Hayes,Keener Sand,1956,Hydrocarbon Reservoir,47-049-00007,503,2386,2358,1,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190075,1189,31604,EQUITRANS MIDSTREAM CORPORATION,Inter,PA,Pennsylvania,GREENE,Hunters Cave,Big Injun Sand,1949,Hydrocarbon Reservoir,37-059-21150,928.7,3129,2550,18,2,0,1,0,0,1,19,0,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190075,1189,31604,EQUITRANS MIDSTREAM CORPORATION,Inter,WV,West Virginia,MARION,Logansport,Keener Sand,1954,Hydrocarbon Reservoir,47-049-00212,978.9,2313,1956,18,3,0,1,0,0,4,17,0,0,,0,2,1,0,2,0,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190075,1189,31604,EQUITRANS MIDSTREAM CORPORATION,Inter,WV,West Virginia,TAYLOR,Maple Lake,Fifty Foot/Big Injun,1947,Hydrocarbon Reservoir,47-091-00019,649.4,1925,1228,7,0,0,0,0,0,0,7,0,0,,0,0,0,0,0,1,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190075,1189,31604,EQUITRANS MIDSTREAM CORPORATION,Inter,WV,West Virginia,WETZEL,Mobley,Keener Sand,1963,Hydrocarbon Reservoir,47-103-00509,863.3,2302,1742,17,4,0,0,0,0,4,17,0,0,,0,0,1,0,1,0,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190075,1189,31604,EQUITRANS MIDSTREAM CORPORATION,Inter,PA,Pennsylvania,GREENE,Pratt,Fifth Sand,1947,Hydrocarbon Reservoir,37-059-21427,565.7,3138,2083,35,7,0,1,0,0,6,36,0,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190075,1189,31604,EQUITRANS MIDSTREAM CORPORATION,Inter,PA,Pennsylvania,CAMBRIA,Rager Mountain,Oriskany Sand,1971,Hydrocarbon Reservoir,37-021-20008,2933.4,8060,7601,10,2,0,0,0,0,0,12,0,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190075,1189,31604,EQUITRANS MIDSTREAM CORPORATION,Inter,WV,West Virginia,LEWIS,Rhodes,Gantz Sand,1957,Hydrocarbon Reservoir,47-041-00402,961.9,2661,2094,35,9,0,0,0,0,9,35,0,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190075,1189,31604,EQUITRANS MIDSTREAM CORPORATION,Inter,WV,West Virginia,TYLER,Shirley,Keener Sand,1975,Hydrocarbon Reservoir,47-095-00444,244.8,2253,1694,27,35,0,0,0,0,12,50,0,0,,0,0,0,0,0,2,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190075,1189,31604,EQUITRANS MIDSTREAM CORPORATION,Inter,WV,West Virginia,LEWIS,Skin Creek,Gordon Sand,1936,Hydrocarbon Reservoir,47-041-04094,967.4,2776,2440,9,0,0,0,0,0,1,8,0,0,,0,0,0,0,0,7,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190075,1189,31604,EQUITRANS MIDSTREAM CORPORATION,Inter,PA,Pennsylvania,GREENE,Swarts,Fifty Foot Sand,1943,Hydrocarbon Reservoir,37-059-22387,632.2,2526,1956,20,7,0,0,0,0,2,25,0,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190075,1189,31604,EQUITRANS MIDSTREAM CORPORATION,Inter,PA,Pennsylvania,ALLEGHENY,Tepe,Fifth Sand,1936,Hydrocarbon Reservoir,37-003-20894,927.5,2324,2203,6,0,0,0,0,0,0,6,0,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190075,1189,31604,EQUITRANS MIDSTREAM CORPORATION,Inter,PA,Pennsylvania,CLARION,Truittsburg,Bayard Sand,1949,Hydrocarbon Reservoir,37-031-01171,859.7,1739,1430,12,6,0,0,0,0,1,17,0,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190075,1189,31604,EQUITRANS MIDSTREAM CORPORATION,Inter,PA,Pennsylvania,WESTMORELAND,Webster,Murrysville Sand,1945,Hydrocarbon Reservoir,37-129-20004,622.4,2247,2083,4,1,0,0,0,0,0,5,0,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190028,1127,31618,ENTERPRISE PRODUCTS OPERATING LLC,Intra,TX,Texas,WHARTON,Wilson Gas Storage,Boling Salt Dome #1,1980,Salt Cavern,Wilson Gas Cavern #1,2367,3846,3478,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,,INITIAL,3/4/2019,3/4/2019
3/1/2022,2018,20190028,1127,31618,ENTERPRISE PRODUCTS OPERATING LLC,Intra,TX,Texas,WHARTON,Wilson Gas Storage,Boling Salt Dome #2,1980,Salt Cavern,Wilson Gas Cavern #2,2407,3926,3497,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,,INITIAL,3/4/2019,3/4/2019
3/1/2022,2018,20190028,1127,31618,ENTERPRISE PRODUCTS OPERATING LLC,Intra,TX,Texas,WHARTON,Wilson Gas Storage,Boling Salt Dome #3,1981,Salt Cavern,Wilson Gas Cavern #3,2501,4003,3700,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,,INITIAL,3/4/2019,3/4/2019
3/1/2022,2018,20190028,1127,31618,ENTERPRISE PRODUCTS OPERATING LLC,Intra,TX,Texas,WHARTON,Wilson Gas Storage,Boling Salt Dome #4,1981,Salt Cavern,Wilson Gas Cavern #4,2261,3864,3504,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,,INITIAL,3/4/2019,3/4/2019
3/1/2022,2018,20190028,1127,31618,ENTERPRISE PRODUCTS OPERATING LLC,Intra,TX,Texas,WHARTON,Wilson Gas Storage,Boling Salt Dome #5,2008,Salt Cavern,Wilson Gas Cavern #5,2795,5041,3874,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,,INITIAL,3/4/2019,3/4/2019
3/1/2022,2018,20190074,1188,31632,NORTHWESTERN CORPORATION,Intra,MT,Montana,BLAINE,Box Elder Storage,Eagle,1958,Hydrocarbon Reservoir,Morphey #2,370,1300,1200,7,0,0,0,0,0,5,0,2,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190074,1188,31632,NORTHWESTERN CORPORATION,Intra,MT,Montana,TOOLE,Cobb Storage,Moulton,1962,Hydrocarbon Reservoir,Berkram 11-A,688,2600,2400,49,4,0,0,0,0,0,0,49,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190074,1188,31632,NORTHWESTERN CORPORATION,Intra,MT,Montana,CARBON,Dry Creek Storage,Frontier/Greybul,1966,Hydrocarbon Reservoir,Bowman 11,1094,5400,4800,12,2,0,0,0,0,0,0,12,0,,0,0,1,0,1,2,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190070,1183,31687,"HILL-LAKE GAS STORAGE, LLC",Intra,TX,Texas,EASTLAND,HILL-LAKE STORAGE FIELD,LAKE SAND,1962,Hydrocarbon Reservoir,TBD,2000,3650,3550,40,1,0,0,0,0,34,0,1,0,,0,0,1,0,9,0,0,,INITIAL,3/13/2019,3/13/2019
3/1/2022,2018,20190093,1208,31697,"LODI GAS STORAGE, LLC",Intra,CA,California,SOLANO,KIRBY HILLS - DOMENGINE,DOMENGINE,2006,Hydrocarbon Reservoir,S1-A,1129,2500,1900,9,2,0,0,9,0,1,0,8,0,,1,0,0,0,1,1,9,Temperature & Noise Logging,INITIAL,3/15/2019,3/15/2019
3/1/2022,2018,20190093,1208,31697,"LODI GAS STORAGE, LLC",Intra,CA,California,SOLANO,KIRBY HILLS - WAGENET,WAGENET,2008,Hydrocarbon Reservoir,22-7,2140,5900,4200,9,3,0,0,9,0,0,0,9,0,,0,0,0,0,0,0,11,Temperature & Noise Logging,INITIAL,3/15/2019,3/15/2019
3/1/2022,2018,20190093,1208,31697,"LODI GAS STORAGE, LLC",Intra,CA,California,SAN JOAQUIN,LODI - DOMENGINE,DOMENGINE,2001,Hydrocarbon Reservoir,D5B,1321,2375,2220,9,2,0,0,9,0,0,0,9,0,,0,0,0,0,0,0,11,Temperature & Noise Logging,INITIAL,3/15/2019,3/15/2019
3/1/2022,2018,20190093,1208,31697,"LODI GAS STORAGE, LLC",Intra,CA,California,SAN JOAQUIN,LODI - MIDLAND,MIDLAND,2001,Hydrocarbon Reservoir,M4,1326,2640,2470,8,5,0,0,8,1,0,0,8,0,,0,0,0,0,1,1,11,Temperature & Noise Logging,INITIAL,3/15/2019,3/15/2019
3/1/2022,2018,20190041,1154,31705,KATY STORAGE & TRANSPORTATION LP,Intra,TX,Texas,FORT BEND,Enstor Katy,Fulshear (Hillebrenner),1992,Hydrocarbon Reservoir,KST Katy #3,2076,6787,6732,11,16,0,0,11,0,11,0,0,0,,1,1,1,1,5,1,3,Two fluid level tests and one noise/temp survey,INITIAL,3/7/2019,3/7/2019
3/1/2022,2018,20190060,1173,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Inter,KS,Kansas,RICE,Alden,Misener SS,1960,Hydrocarbon Reservoir,Well #9,1108,3367,3290,21,7,0,0,0,0,4,24,0,0,,0,0,0,0,2,4,1,GRN/Temp Log,INITIAL,3/12/2019,3/12/2019
3/1/2022,2018,20190060,1173,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Inter,KS,Kansas,ANDERSON,Colony,Colony SS,1953,Hydrocarbon Reservoir,Well # O-78,414,935,820,67,5,0,0,0,1,35,37,0,0,,0,0,0,0,13,9,0,,INITIAL,3/12/2019,3/12/2019
3/1/2022,2018,20190060,1173,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Inter,KS,Kansas,MONTGOMERY,Elk City,Burgess SS,1958,Hydrocarbon Reservoir,Well # O-31,518,1590,1306,58,8,0,0,0,0,1,65,0,0,,0,2,2,0,0,12,0,,INITIAL,3/12/2019,3/12/2019
3/1/2022,2018,20190060,1173,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Inter,KS,Kansas,JEFFERSON,McLouth,McLouth SS,1954,Hydrocarbon Reservoir,Well # O-48,508.5,1522,1234,118,6,0,0,0,0,19,105,0,0,,0,1,1,0,2,13,0,,INITIAL,3/12/2019,3/12/2019
3/1/2022,2018,20190060,1173,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Inter,KS,Kansas,ANDERSON,North Welda,Colony SS,1934,Hydrocarbon Reservoir,Well # O-29,414,941,856,76,4,0,0,0,0,37,43,0,0,,0,0,0,0,9,10,0,,INITIAL,3/12/2019,3/12/2019
3/1/2022,2018,20190060,1173,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Inter,KS,Kansas,WOODSON,Piqua,Colony SS,1955,Hydrocarbon Reservoir,Well # 18,282,910,865,17,5,0,0,0,0,7,15,0,0,,0,0,0,0,0,0,0,,INITIAL,3/12/2019,3/12/2019
3/1/2022,2018,20190060,1173,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Inter,KS,Kansas,ANDERSON,South Welda,Colony SS,1937,Hydrocarbon Reservoir,Well # O-20,408,953,872,117,6,0,0,0,2,68,55,0,0,,0,1,1,0,18,7,0,,INITIAL,3/12/2019,3/12/2019
3/1/2022,2018,20190060,1173,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Inter,OK,Oklahoma,GRANT,Webb,Mississippi Chat,1966,Hydrocarbon Reservoir,Well # 21,1582,4392,4021,56,12,0,1,0,0,13,53,3,0,,0,0,4,0,2,3,0,,INITIAL,3/12/2019,3/12/2019
3/1/2022,2018,20190033,1146,31727,"KINDER MORGAN KEYSTONE GAS STORAGE, LLC",Intra,TX,Texas,WINKLER,Keystone Gas Storage,Salado,2002,Salt Cavern,KGSU #3,1594,2769,1979,7,4,0,2,7,0,0,7,0,0,,0,1,1,0,1,1,0,,INITIAL,3/7/2019,3/7/2019
3/1/2022,2018,20190024,1123,31728,"GULF SOUTH PIPELINE COMPANY, LP",Inter,MS,Mississippi,RANKIN,Jackson Storage Field,Selma Chalk,1955,Hydrocarbon Reservoir,O-10,972.4,2420,2350,8,8,0,0,6,2,8,0,0,0,,0,0,0,0,0,0,0,,INITIAL,3/4/2019,3/4/2019
3/1/2022,2018,20190024,1123,31728,"GULF SOUTH PIPELINE COMPANY, LP",Inter,LA,Louisiana,BIENVILLE,Lake Bistineau Gas Storage,Pettit,1966,Hydrocarbon Reservoir,F-1,1401,5500,5000,70,5,0,0,0,0,69,1,0,0,,0,3,0,0,0,3,0,,INITIAL,3/4/2019,3/4/2019
3/1/2022,2018,20190024,1123,31728,"GULF SOUTH PIPELINE COMPANY, LP",Inter,MS,Mississippi,FORREST,Petal Gas Storage,Petal Salt Dome,1989,Salt Cavern,PGS-12A,3181,5500,1640,8,1,0,0,8,0,0,8,0,0,,0,0,0,0,3,0,0,,INITIAL,3/4/2019,3/4/2019
3/1/2022,2018,20190096,1211,31729,"ATMOS ENERGY CORPORATION - ATMOS PIPELINE AND STORAGE, LLC",Inter,KY,Kentucky,HOPKINS,Barnsley,Bethel,1988,Hydrocarbon Reservoir,Joseph Welsh No. 17406,850.6,2100,1900,5,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,INITIAL,3/15/2019,3/15/2019
3/1/2022,2018,20190096,1211,31729,"ATMOS ENERGY CORPORATION - ATMOS PIPELINE AND STORAGE, LLC",Intra,KY,Kentucky,HOPKINS,East Diamond,Bethel,1992,Hydrocarbon Reservoir,Dozier 1,1085.2,2204,2148,9,1,0,0,0,0,0,10,0,0,,0,0,0,0,0,0,0,,INITIAL,3/15/2019,3/15/2019
3/1/2022,2018,20190006,1242,31890,WSP USA INC.,Intra,TX,Texas,JEFFERSON,Spindletop,well 1 & 2,1992,Salt Cavern,Spindletop Dome,3150,4806,4114,2,0,0,0,2,0,0,2,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,2/22/2019,3/26/2019
3/1/2022,2018,20190107,1223,31978,ATMOS PIPELINE - TEXAS,Intra,TX,Texas,ANDERSON,Bethel,Cavern #1,1989,Salt Cavern,Bethel Cavern #1,2849,5100,4100,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,1,0,,INITIAL,3/15/2019,3/15/2019
3/1/2022,2018,20190107,1223,31978,ATMOS PIPELINE - TEXAS,Intra,TX,Texas,ANDERSON,Bethel,Cavern #2,1990,Salt Cavern,Bethel Cavern #2,2872,5100,4100,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,1,0,,INITIAL,3/15/2019,3/15/2019
3/1/2022,2018,20190107,1223,31978,ATMOS PIPELINE - TEXAS,Intra,TX,Texas,CLAY,LaPan,Chappel Lime,1978,Hydrocarbon Reservoir,LaPan Well #1,2456,6450,6140,9,0,1,0,1,0,8,1,0,0,,1,0,1,0,4,4,0,,INITIAL,3/15/2019,3/15/2019
3/1/2022,2018,20190107,1223,31978,ATMOS PIPELINE - TEXAS,Intra,TX,Texas,DENTON,Lake Dallas,Lake Dallas (Strawn),1966,Hydrocarbon Reservoir,Lake Dallas Well #7,999,2898,2800,8,1,1,0,9,0,8,1,0,0,,1,1,0,0,8,1,0,,INITIAL,3/15/2019,3/15/2019
3/1/2022,2018,20190107,1223,31978,ATMOS PIPELINE - TEXAS,Intra,TX,Texas,CLAY,New York City,Chappel Lime,1954,Hydrocarbon Reservoir,New York City #1,2473,6450,6140,6,0,0,0,0,0,6,0,0,0,,2,0,2,0,2,2,0,,INITIAL,3/15/2019,3/15/2019
3/1/2022,2018,20190107,1223,31978,ATMOS PIPELINE - TEXAS,Intra,TX,Texas,HENDERSON,Tri-Cities,Bacon-Lime,1954,Hydrocarbon Reservoir,Tri-Cities Well #30BH,2908,7826,7530,31,2,1,0,6,0,33,0,0,0,,3,0,3,0,3,4,0,,INITIAL,3/15/2019,3/15/2019
3/1/2022,2018,20190107,1223,31978,ATMOS PIPELINE - TEXAS,Intra,TX,Texas,HENDERSON,Tri-Cities,Rodessa,1956,Hydrocarbon Reservoir,Tri-Cities #1R,1755,7826,7530,4,1,0,1,0,0,5,0,0,0,,1,0,1,0,1,1,0,,INITIAL,3/15/2019,3/15/2019
3/1/2022,2018,20190761,1022,31988,GALLAGHER DRILLING INC,Intra,IL,Illinois,SALINE,Ellis Storage Field,Waltersburg,1994,Hydrocarbon Reservoir,Ellis #1,852,2020,2010,1,1,0,0,2,0,1,0,0,0,,0,0,0,0,0,0,0,,INITIAL,1/14/2019,1/14/2019
3/1/2022,2018,20190073,1187,32005,ENLINK LBU-GAS&LIQUIDS,Intra,LA,Louisiana,ASSUMPTION,Belle Rose Storage,BR1,2001,Salt Cavern,BR1,1626,3180,2009,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190073,1187,32005,ENLINK LBU-GAS&LIQUIDS,Intra,LA,Louisiana,ASCENSION,Sorrento Storage,B1,1989,Salt Cavern,B1,2715,4571,3961,1,0,0,0,1,0,0,0,1,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190073,1187,32005,ENLINK LBU-GAS&LIQUIDS,Intra,LA,Louisiana,ASCENSION,Sorrento Storage,B2,1999,Salt Cavern,B2,3180,4930,4140,1,0,0,0,1,0,0,0,1,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2019,3/14/2019
3/1/2022,2018,20190091,1206,32034,"NGO TRANSMISSION, INC.",Inter,OH,Ohio,MUSKINGUM,Muskie Storage,Clinton,1973,Hydrocarbon Reservoir,Weaver #1,965,3551,3431,9,0,0,0,0,0,3,9,0,0,,0,0,0,0,0,0,0,,INITIAL,3/15/2019,3/15/2019
3/1/2022,2018,20190091,1206,32034,"NGO TRANSMISSION, INC.",Inter,OH,Ohio,PERRY,Perry Storage,Clinton,1956,Hydrocarbon Reservoir,Beard #5,1004,2864,2759,21,1,0,0,0,0,1,20,0,0,,0,0,3,0,0,2,0,,INITIAL,3/15/2019,3/15/2019
