DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,LNG_FACILITY_ID,FACILITY_NAME,UNIT_ID,NPMS_LNG_ID,FACILITY_STATE,FACILITY_ZIP_CODE,FACILITY_STATUS,IN_SERVICE_SINCE,LIQUEFACTION_RATE,NO_OF_VAPORIZERS,TOTAL_CAPACITY_MMCF,LNG_SOURCE,INTER_INTRA_STATE,NO_OF_LNG_TANKS,TOTAL_CAPACITY_BBLS,TYPE_OF_FACILITY,TYPE_OF_FACILITY_OTHER,FUNCTION_OF_FACILITY,FUNCTION_OF_FACILITY_OTHER,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE
03/01/22,2018,20190015,884,15007,PACIFIC GAS & ELECTRIC CO,1841,LNG-92-96,86282,,CA,95991,In Service,6/10/2013,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2019,2/25/2019
03/01/22,2018,20190015,884,15007,PACIFIC GAS & ELECTRIC CO,1842,LAHX-1001,86282,,CA,95991,In Service,9/6/2013,0,4,1,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2019,2/25/2019
03/01/22,2018,20190015,884,15007,PACIFIC GAS & ELECTRIC CO,1843,LNG-100-96,86282,,CA,95991,In Service,11/30/2016,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2019,2/25/2019
03/01/22,2018,20190015,884,15007,PACIFIC GAS & ELECTRIC CO,1844,LNG-101-96,86282,,CA,95991,In Service,11/2/2016,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2019,2/25/2019
03/01/22,2018,20190015,884,15007,PACIFIC GAS & ELECTRIC CO,1845,FDV-1801,86282,,CA,95991,In Service,8/1/2018,0,4,4,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2019,2/25/2019
03/01/22,2018,20190015,884,15007,PACIFIC GAS & ELECTRIC CO,1846,FDV-1802,86282,,CA,95991,In Service,8/1/2018,0,4,4,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2019,2/25/2019
03/01/22,2018,20190040,909,15033,PAIUTE PIPELINE CO,1930,H.G Laub LNG PLANT,17455,LOVELOCK LNG PLANT,NV,89419,In Service,11/30/1982,5,3,105,Liquefaction,Interstate,1,290000,Peak Shaving,,Storage w/ Both,,INITIAL,3/11/2019,3/11/2019
03/01/22,2018,20190530,865,15329,PEOPLES GAS LIGHT & COKE CO,1863,LNG PLANT,88489,,IL,61843,In Service,9/30/1972,10,3,300,Liquefaction,Intrastate,2,580000,Peak Shaving,,Storage w/ Both,,INITIAL,2/13/2019,2/13/2019
03/01/22,2018,20190509,844,15462,PECO ENERGY CO,1780,West Conshohocken LNG Plant,89396,PECOLNG,PA,19428,In Service,1/1/1972,6,5,313,Liquefaction,Intrastate,1,348000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,1/9/2019,1/9/2019
03/01/22,2018,20190518,853,15469,PHILADELPHIA GAS WORKS,1813,RICHMOND_LNG,89398,36,PA,19134,In Service,1/1/1969,18.5,6,463,Liquefaction,Intrastate,2,1165952,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,2/11/2019,2/11/2019
03/01/22,2018,20190518,853,15469,PHILADELPHIA GAS WORKS,1814,PASSYUNK_LNG,89397,17,PA,,In Service,11/1/1971,0,2,90,Truck,Intrastate,1,73000,Satellite,,Storage w/o Liquefaction,,INITIAL,2/11/2019,2/11/2019
03/01/22,2018,20190060,933,15518,PIEDMONT NATURAL GAS CO INC,1945,HUNTERSVILLE LNG PLANT,88486,,NC,,In Service,6/30/1973,5,2,200,Liquefaction,Intrastate,1,290000,Peak Shaving,,Storage w/ Both,,INITIAL,3/18/2019,3/18/2019
03/01/22,2018,20190060,933,15518,PIEDMONT NATURAL GAS CO INC,1946,BENTONVILLE LNG PLANT,88486,,NC,,In Service,1/7/1986,4,3,180,Liquefaction,Intrastate,1,290000,Peak Shaving,,Storage w/ Both,,INITIAL,3/18/2019,3/18/2019
03/01/22,2018,20190060,933,15518,PIEDMONT NATURAL GAS CO INC,1947,NASHVILLE  LNG PLANT,88486,101,TN,,In Service,12/18/1973,5,2,150,Liquefaction,Intrastate,1,290000,Peak Shaving,,Storage w/ Both,,INITIAL,3/18/2019,3/18/2019
03/01/22,2018,20190044,913,15938,PUBLIC SERVICE CO OF NORTH CAROLINA,1867,PSNC ENERGY LNG FACILITY,88488,RS00322,NC,27607,In Service,10/17/1976,3,2,110,Liquefaction,Intrastate,1,290000,Peak Shaving,,Storage w/ Both,,INITIAL,3/12/2019,3/12/2019
03/01/22,2018,20190007,875,15952,PUBLIC SERVICE ELECTRIC & GAS CO,1877,BURLINGTON LNG,89389,9000001,NJ,08016,In Service,10/18/1972,0,1,75,Truck,Intrastate,1,100000,Satellite,,Storage w/o Liquefaction,,INITIAL,2/21/2019,2/21/2019
03/01/22,2018,20190061,934,16667,ENERGY NORTH NATURAL GAS INC,1948,LNG PLANT MANCHESTER-NH,89391,,NH,,In Service,1/1/1972,0,2,5,Truck,Intrastate,1,1215,Satellite,,Storage w/o Liquefaction,,INITIAL,3/19/2019,3/19/2019
03/01/22,2018,20190061,934,16667,ENERGY NORTH NATURAL GAS INC,1949,LNG PLANT CONCORD-NH,89390,LNG_PLNT_NH_MNC,NH,,In Service,1/1/1974,0,1,6,Truck,Intrastate,1,1285,Satellite,,Storage w/o Liquefaction,,INITIAL,3/19/2019,3/19/2019
03/01/22,2018,20190061,934,16667,ENERGY NORTH NATURAL GAS INC,1950,LNG PLANT TILTON-NH,89392,LNG_PLNT_NH_TIL,NH,,In Service,1/1/1973,0,2,8,Truck,Intrastate,1,1285,Satellite,,Storage w/o Liquefaction,,INITIAL,3/19/2019,3/19/2019
03/01/22,2018,20190026,895,17540,ROANOKE GAS CO,1908,LNG FACILITY,89393,40,VA,24083,In Service,5/15/1972,1,2,30,Liquefaction,Intrastate,1,59200,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/5/2019,3/5/2019
03/01/22,2018,20190022,891,18112,SAN DIEGO GAS & ELECTRIC CO,1788,BORREGOLNG,87076,,CA,92004,In Service,3/1/1968,0,8,0.238,Truck,Intrastate,2,333,Satellite,,Storage w/o Liquefaction,,INITIAL,3/1/2019,3/1/2019
03/01/22,2018,20190041,910,18408,SOUTH CAROLINA ELECTRIC & GAS CO,1820,BUSHY PARK LNG,89394,186050,SC,29445,In Service,1/1/1975,6,3,60,Liquefaction,Intrastate,2,290000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/12/2019,3/12/2019
03/01/22,2018,20190041,910,18408,SOUTH CAROLINA ELECTRIC & GAS CO,1821,SALLEY LNG,89395,186055,SC,29107,In Service,12/31/1993,0,2,90,Truck,Intrastate,1,260000,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,3/12/2019,3/12/2019
03/01/22,2018,20190004,872,18440,SOUTH JERSEY GAS CO,1875,MCKEE CITY,89396,2042478,NJ,08234,In Service,1/1/1973,5,2,110,Liquefaction,Intrastate,1,116800,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,2/20/2019,2/20/2019
03/01/22,2018,20190014,883,18490,"SOUTHERN LNG, INC",1884,Southern LNG (Elba Island),42972,60000,GA,31404,In Service,12/3/2001,0,11,1755,Ship/Barge,Interstate,5,3450000,Base Load,,Marine Terminal - Import,,INITIAL,2/22/2019,2/22/2019
03/01/22,2018,20190014,883,18490,"SOUTHERN LNG, INC",1885,SLNG - SLNG DELIVERY FOR ELBA FUEL,42972,935210,GA,,Abandoned,12/3/2001,0,0,0,Ship/Barge,Interstate,0,0,Base Load,,Marine Terminal - Import,,INITIAL,2/22/2019,2/22/2019
03/01/22,2018,20190511,995,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,2140,STATION 240,271,240,NJ,07072-2397,In Service,6/1/1965,10,4,400,Liquefaction,Interstate,2,580000,Peak Shaving,,Storage w/ Liquefaction,,SUPPLEMENTAL,1/15/2019,2/25/2020
03/01/22,2018,20190056,929,19733,"LAKE CHARLES LNG COMPANY, LLC",1910,"LAKE CHARLES LNG COMPANY, LLC",1104,LAKE CHARLES LNG COMPANY,LA,70605,In Service,9/26/1982,0,18,2100,Ship/Barge,Interstate,4,2700000,Base Load,,Marine Terminal - Import,,INITIAL,3/14/2019,3/14/2019
03/01/22,2018,20190045,914,22189,PUGET SOUND ENERGY,1905,LNG Mobile System,85654,,WA,98335,In Service,12/20/2001,0,1,6,Truck,Intrastate,2,476,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,3/12/2019,3/12/2019
03/01/22,2018,20190045,914,22189,PUGET SOUND ENERGY,1906,GIG HARBOR SATELLITE,85654,GIG HARBOR SATELLITE,WA,98335,In Service,12/3/2004,0,1,16,Truck,Intrastate,2,3047,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,3/12/2019,3/12/2019
03/01/22,2018,20190035,904,22763,WISCONSIN GAS LLC DBA WE ENERGIES,1923,RICE LAKE LNG PLANT,89397,,WI,,In Service,12/1/1974,0,1,4,Truck,Intrastate,4,5220,Satellite,,Storage w/o Liquefaction,,INITIAL,3/11/2019,3/11/2019
03/01/22,2018,20190034,903,22777,WISCONSIN ELECTRIC POWER COMPANY DBA WE ENERGIES,1922,ELM RD LNG PLANT,89398,,WI,,In Service,10/28/1965,1,3,70,Liquefaction,Intrastate,1,72000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/11/2019,3/11/2019
03/01/22,2018,20190009,877,24015,YANKEE GAS SERVICES CO,1847,Yankee Gas LNG,87402,,CT,06708,In Service,1/7/2007,6,4,120,Liquefaction,Intrastate,1,348000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,2/21/2019,2/21/2019
03/01/22,2018,20190032,901,30750,MIDAMERICAN ENERGY COMPANY,1872,BET LNG PLANT,89399,BETTENDORF LNG PLANT,IA,52722,In Service,8/31/1972,2,1,48,Liquefaction,Intrastate,1,145000,Peak Shaving,,Storage w/ Both,,INITIAL,3/7/2019,3/7/2019
03/01/22,2018,20190032,901,30750,MIDAMERICAN ENERGY COMPANY,1873,DES MOINES LNG PLANT,89400,DSM LNG PLANT,IA,50313,In Service,7/15/1975,2,2,42,Liquefaction,Intrastate,1,116000,Peak Shaving,,Storage w/ Both,,INITIAL,3/7/2019,3/7/2019
03/01/22,2018,20190032,901,30750,MIDAMERICAN ENERGY COMPANY,1874,WAT LNG PLANT,89401,WATERLOO LNG PLANT,IA,50702,In Service,7/15/1976,3,2,30,Liquefaction,Intrastate,2,233000,Peak Shaving,,Storage w/ Both,,INITIAL,3/7/2019,3/7/2019
03/01/22,2018,20190516,851,31044,"LOWER VALLEY ENERGY, INC.",1816,AFTON LNG PLANT,89049,AFTON LNG PLANT,WY,83110,In Service,12/12/1996,0,2,2.4,Truck,Intrastate,2,1194,Base Load,,Stranded Utility,,INITIAL,1/31/2019,1/31/2019
03/01/22,2018,20190516,851,31044,"LOWER VALLEY ENERGY, INC.",1817,JACKSON LNG PLANT,89049,JACKSON LNG PLANT,WY,83001,In Service,12/15/1996,0,4,7.2,Truck,Intrastate,3,4857,Peak Shaving,,Stranded Utility,,INITIAL,1/31/2019,1/31/2019
03/01/22,2018,20190025,894,31191,ENERGY WEST MONTANA,1898,West Yellowstone,88857,,MT,,In Service,12/1/1995,0,5,2,Truck,Intrastate,1,1310,Base Load,,Stranded Utility,,INITIAL,3/5/2019,3/5/2019
03/01/22,2018,20190507,842,31337,"APPLIED LNG TECNOLOGIES USA, LLC",1777,Midlothian LNG,89403,,TX,76065,In Service,5/18/2016,8,2,16,Liquefaction,Intrastate,6,7140,Base Load,,Vehicular Fuel,,INITIAL,1/4/2019,1/4/2019
03/01/22,2018,20190507,842,31337,"APPLIED LNG TECNOLOGIES USA, LLC",1778,NEEDLE MOUNTAIN LNG FACILITY,89402,80008,AZ,86436,In Service,7/24/1998,16,4,16,Liquefaction,Intrastate,4,4760,Base Load,,Vehicular Fuel,,INITIAL,1/4/2019,1/4/2019
03/01/22,2018,20190017,886,31421,TOTAL PEAKING SERVICES,1893,TOTAL PEAKING SERVICES LNG,38541,TPS LNG,CT,06461,In Service,9/29/1972,6,3,90,Liquefaction,Interstate,1,348000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,2/26/2019,2/26/2019
03/01/22,2018,20190051,924,31636,NORTHERN STATES POWER CO OF MINNESOTA,1886,WESCOTT,86666,,MN,55077,In Service,8/31/1975,10,2,250,Liquefaction,Intrastate,2,608000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/13/2019,3/13/2019
03/01/22,2018,20190019,952,31664,"DOMINION ENERGY COVE POINT LNG, LP",1975,Cove Point LNG,47801,,MD,20657,In Service,4/15/1978,15,16,1800,Ship/Barge,Interstate,7,4350000,Base Load,,Marine Terminal - Import,,SUPPLEMENTAL,2/28/2019,9/10/2019
03/01/22,2018,20190033,902,31770,LIBERTY UTILITIES (NEW ENGLAND NATURAL GAS COMPANY) CORP,1919,FALL RIVER LNG,89404,,MA,02722,In Service,9/1/1970,0,2,20,Truck,Intrastate,1,45000,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,3/8/2019,3/8/2019
03/01/22,2018,20190046,918,32152,"SABINE PASS LNG, L.P. (Cheniere)",1892,Sabine Pass LNG Terminal,69194,,LA,70631,In Service,9/1/2008,3430.4,24,4000,Ship/Barge,Interstate,5,5031849,Base Load,,Marine Terminal - Both,,INITIAL,3/12/2019,3/12/2019
03/01/22,2018,20190515,944,32206,"FREEPORT LNG DEVELOPMENT, L.P.",1967,"Freeport LNG Development, L.P.",70464,,TX,77541,In Service,7/1/2008,0,7,1500,Ship/Barge,Interstate,2,2012000,Base Load,,Marine Terminal - Import,,SUPPLEMENTAL,1/31/2019,7/24/2019
03/01/22,2018,20190039,945,32214,"CAMERON LNG, LLC",1968,"Cameron LNG, LLC",70244,,LA,70645,In Service,7/29/2009,0,10,1500,Ship/Barge,Interstate,3,3191190,Base Load,,Marine Terminal - Import,,SUPPLEMENTAL,3/11/2019,8/5/2019
03/01/22,2018,20190027,896,32220,GOLDEN PASS LNG TERMINAL LLC,1907,"Golden Pass LNG Terminal, LLC",70664,,TX,77655,In Service,3/14/2011,0,10,2000,Ship/Barge,Interstate,5,4874604,Base Load,,Marine Terminal - Import,,INITIAL,3/6/2019,3/6/2019
03/01/22,2018,20190517,852,32496,"DESERT GAS, LP.",1848,Desert Gas - Ehrenberg,89405,,AZ,85334,In Service,3/1/2010,6,0,0,Liquefaction,Intrastate,2,2381,Base Load,,Vehicular Fuel,,INITIAL,2/7/2019,2/7/2019
03/01/22,2018,20190513,848,32561,ECOELECTRICA L.P.,1784,"EcoElectrica,LP",74619,,PR,00624,In Service,6/10/2000,0,4,279,Ship/Barge,Interstate,1,1000000,Base Load,,Marine Terminal - Import,,INITIAL,1/22/2019,1/22/2019
03/01/22,2018,20190054,927,32640,SOUTHERN GULF LNG COMPANY LLC,1929,Gulf LNG Energy,73959,,MS,39581,In Service,10/1/2011,0,10,1500,Ship/Barge,Interstate,2,2000000,Base Load,,Marine Terminal - Import,,INITIAL,3/14/2019,3/14/2019
03/01/22,2018,20190520,947,32648,PIVOTAL LNG INC.,1970,Trussville LNG,89406,,AL,35173,In Service,7/1/1978,5,0,0,Liquefaction,Intrastate,1,116800,Other,Storage w/ Liquefaction,Vehicular Fuel,,SUPPLEMENTAL,2/11/2019,9/3/2019
03/01/22,2018,20190512,1020,32684,"PINE NEEDLE OPERATING COMPANY,LLC",2186,"Pine Needle LNG Company,LLC",40752,157,NC,27357,In Service,5/1/1999,20,2,400,Liquefaction,Interstate,2,1160000,Peak Shaving,,Storage w/ Liquefaction,,SUPPLEMENTAL,1/15/2019,3/4/2020
03/01/22,2018,20190003,1070,38927,UGI ENERGY SERVICES,2306,Steelton LNG,90400,38927,PA,17113,In Service,1/8/2018,0,2,65,Truck,Intrastate,1,47619,Satellite,,Storage w/o Liquefaction,,SUPPLEMENTAL,2/19/2019,11/24/2020
03/01/22,2018,20190003,1070,38927,UGI ENERGY SERVICES,2307,Temple LNG Plant,73438,,PA,19605,In Service,11/1/1971,10,5,202,Liquefaction,Interstate,2,367408,Peak Shaving,,Storage w/ Both,,SUPPLEMENTAL,2/19/2019,11/24/2020
03/01/22,2018,20190003,1070,38927,UGI ENERGY SERVICES,2308,Manning LNG Facility,90401,,PA,18630,In Service,7/1/2017,10,0,0,Liquefaction,Intrastate,1,13471,Base Load,,Other,Trucking w/ Liquefaction and Storage,SUPPLEMENTAL,2/19/2019,11/24/2020
03/01/22,2018,20190519,854,39053,"LNG INDY, LLC",1851,LNG North,89407,,IN,46268,In Service,7/1/1991,7.5,3,180,Liquefaction,Intrastate,1,290000,Other,Merchant & Peak Shaving,Storage w/ Liquefaction,,INITIAL,2/11/2019,2/11/2019
03/01/22,2018,20190519,854,39053,"LNG INDY, LLC",1852,LNG South,89408,,IN,46203,In Service,12/16/1972,10,0,0,Liquefaction,Intrastate,1,290000,Other,Merchant & Peak Shaving,Storage w/ Liquefaction,,INITIAL,2/11/2019,2/11/2019
03/01/22,2018,20190008,876,39054,WILLIAMS PARTNERS OPERATING LLC,1879,PLYMOUTH LNG,1155,,WA,99346,In Service,1/1/1975,12,4,300,Liquefaction,Interstate,2,690000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,2/21/2019,2/21/2019
03/01/22,2018,20190029,898,39092,TITAN ALASKA LNG,1899,Titan AK LNG,17515,,AK,99652,In Service,11/29/1998,4,0,0,Liquefaction,Intrastate,0,0,Mobile/Temporary,,Other,Liquefaction,INITIAL,3/7/2019,3/7/2019
03/01/22,2018,20190514,849,39247,LNG HOLDINGS (FLORIDA) LLC,1789,Miami LNG,84171,,FL,33166,In Service,4/5/2016,8.264,0,0,Liquefaction,Interstate,3,6429,Other,merchant,Other,merchant,INITIAL,1/28/2019,1/28/2019
03/01/22,2018,20190048,946,39335,JAX LNG LLC,1969,JAX LNG,84449,,FL,32226,In Service,8/27/2018,10,0,0,Liquefaction,Intrastate,1,48000,Other,Storage w/ Liquefaction,Vehicular Fuel,,SUPPLEMENTAL,3/13/2019,9/3/2019
03/01/22,2018,20190055,928,39338,TESORO ALASKA COMPANY LLC,1888,Kenai LNG Facility,89118,,AK,99611,In Service,6/1/1969,225,0,0,Liquefaction,Interstate,3,750000,Base Load,,Marine Terminal - Export,,INITIAL,3/14/2019,3/14/2019
03/01/22,2018,20200061,1035,39425,EAGLE LNG PARTNERS JACKSONVILLE II LLC,2164,Maxville LNG,84793,1,FL,32234,In Service,3/20/2018,7.5,0,0,Liquefaction,Intrastate,1,23810,Other,Merchant,Storage w/ Liquefaction,,INITIAL,3/6/2020,3/6/2020
03/01/22,2018,20190062,940,39453,STABILIS ENERGY EAGLE FORD LNG,1957,Stabilis Energy Eagle LNG,89409,,TX,78071,In Service,2/16/2015,10,0,0,Liquefaction,Intrastate,3,6100,Other,Merchant,Storage w/ Liquefaction,,INITIAL,4/15/2019,4/15/2019
03/01/22,2018,20190050,923,39501,"CORPUS CHRISTI LIQUEFACTION, LLC",1909,"CORPUS CHRISTI LIQUEFACTION, LLC",85054,,TX,78359,In Service,7/7/2018,687,0,0,Liquefaction,Interstate,2,2179532.65,Base Load,,Marine Terminal - Export,,INITIAL,3/13/2019,3/13/2019
03/01/22,2018,20190011,880,39547,CLEAN ENERGY TEXAS LNG,1881,Clean Energy Texas LNG,89410,,TX,77318,In Service,3/15/2005,7,0,0,Liquefaction,Intrastate,1,28000,Other,Transportation,Vehicular Fuel,,SUPPLEMENTAL,2/21/2019,2/21/2019
03/01/22,2018,20190020,889,39549,"HR NU BLU ENERGY, LLC",1871,HR Nu Blu Energy,89877,,LA,70767,In Service,1/24/2018,2.9,2,1.4,Liquefaction,Intrastate,2,2380.952,Base Load,,Storage w/ Liquefaction,,INITIAL,2/28/2019,2/28/2019
03/01/22,2018,20190002,942,39742,NORTH DAKOTA LNG LLC,1964,Tioga Plant,88990,,ND,58852,In Service,9/1/2014,8.07,0,0,Liquefaction,Intrastate,2,2857,Base Load,,Storage w/ Liquefaction,,SUPPLEMENTAL,2/18/2019,4/23/2019
03/01/22,2018,20190030,899,99128,FAIRBANKS NATURAL GAS,1900,STORAGE SITE 2,17505,FNG STORAGE SITE 2,AK,99701,In Service,12/15/2006,0,1,7,Truck,Intrastate,4,5952,Base Load,,Storage w/o Liquefaction,,INITIAL,3/7/2019,3/7/2019
03/01/22,2018,20190030,899,99128,FAIRBANKS NATURAL GAS,1901,STORAGE SITE 1,17505,FNG STORAGE SITE 1,AK,99701,In Service,6/1/1998,0,1,3,Truck,Intrastate,4,2146,Base Load,,Storage w/o Liquefaction,,INITIAL,3/7/2019,3/7/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
