DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,LNG_FACILITY_ID,FACILITY_NAME,UNIT_ID,NPMS_LNG_ID,FACILITY_STATE,FACILITY_ZIP_CODE,FACILITY_STATUS,IN_SERVICE_SINCE,LIQUEFACTION_RATE,NO_OF_VAPORIZERS,TOTAL_CAPACITY_MMCF,LNG_SOURCE,INTER_INTRA_STATE,NO_OF_LNG_TANKS,TOTAL_CAPACITY_BBLS,TYPE_OF_FACILITY,TYPE_OF_FACILITY_OTHER,FUNCTION_OF_FACILITY,FUNCTION_OF_FACILITY_OTHER,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE
03/01/22,2020,20210014,1086,4350,ELIZABETHTOWN GAS CO,2491,ERIE ST PLANT,89362,89362,NJ,07206,In Service,6/1/1971,0,3,30,Truck,Intrastate,1,45000,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,2/3/2021,2/3/2021
03/01/22,2020,20210011,1083,5200,FITCHBURG GAS & ELECTRIC LIGHT CO,2487,WESTMINSTER LNG FACILITY,89364,#1,MA,01473,In Service,6/27/1974,0,2,7,Truck,Intrastate,1,1310,Satellite,,Storage w/o Liquefaction,,INITIAL,2/3/2021,2/3/2021
03/01/22,2020,20210089,1166,6243,HAWAII GAS,2801,Hawaii Gas LNG Transfer System,89504,,HI,96707,In Service,6/30/2018,0,2,3.93,Truck,Intrastate,0,0,Base Load,,Other,ISO Tank Containers /w No Liquefaction,INITIAL,5/24/2021,5/24/2021
03/01/22,2020,20210018,1090,6790,GREENVILLE UTILITIES COMMISSION,2529,LNG PLANT,88489,AQUA LANE,NC,27834,In Service,12/28/1997,0,2,24,Truck,Intrastate,6,7143,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,2/10/2021,2/10/2021
03/01/22,2020,20210007,1078,7330,"HOLYOKE GAS & ELECTRIC DEPT, CITY OF",2401,MUELLER RD CONTROL CENTER,89365,31,MA,01040,In Service,1/1/1971,0,1,18,Truck,Intrastate,4,5200,Satellite,,Storage w/o Liquefaction,,INITIAL,1/26/2021,1/26/2021
03/01/22,2020,20210032,1106,7351,HOPKINTON LNG CO,2382,ACUSHNET LNG,90404,ACUSHNET LNG,MA,02743,In Service,9/17/1971,0,3,30,Truck,Intrastate,2,145000,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,3/1/2021,3/1/2021
03/01/22,2020,20210032,1106,7351,HOPKINTON LNG CO,2383,HOPKINTON LNG,48351,HOPKINTON LNG,MA,01748,In Service,8/9/1971,17,4,240,Liquefaction,Interstate,3,870000,Peak Shaving,,Storage w/ Both,,INITIAL,3/1/2021,3/1/2021
03/01/22,2020,20210020,1139,8160,INTERMOUNTAIN GAS CO,2704,NAMPA LNG PLANT,88929,,ID,83687,In Service,12/15/1974,4,3,60,Liquefaction,Intrastate,1,175000,Peak Shaving,,Storage w/ Liquefaction,,SUPPLEMENTAL,2/16/2021,3/11/2021
03/01/22,2020,20210020,1139,8160,INTERMOUNTAIN GAS CO,2705,REXBURG SATELLITE LNG FACILITY,88931,REXBURG LNG,ID,83440,In Service,11/15/2006,0,1,19,Truck,Intrastate,1,1666,Satellite,,Storage w/o Liquefaction,,SUPPLEMENTAL,2/16/2021,3/11/2021
03/01/22,2020,20210049,1123,11713,KEYSPAN ENERGY DELIVERY - LONG ISLAND,2564,HOLTSVILLE LNG,89366,40117,NY,11742,In Service,1/1/1971,6,3,100,Liquefaction,Intrastate,1,175000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/9/2021,3/9/2021
03/01/22,2020,20210053,1169,12342,MEMPHIS LIGHT GAS & WATER DIVISION,2861,CAPLEVILLE LNG,89371,45,TN,38118,In Service,6/1/1997,5,3,150,Liquefaction,Intrastate,1,290000,Peak Shaving,,Storage w/ Liquefaction,,SUPPLEMENTAL,3/9/2021,8/12/2021
03/01/22,2020,20210053,1169,12342,MEMPHIS LIGHT GAS & WATER DIVISION,2862,ARLINGTON LNG,89370,44,TN,38002,Abandoned,4/21/1967,0,0,0,Liquefaction,Intrastate,0,0,Peak Shaving,,Storage w/ Liquefaction,,SUPPLEMENTAL,3/9/2021,8/12/2021
03/01/22,2020,20210045,1119,12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",2681,Ambient Portable,86164,,MN,55337,In Service,1/1/1979,0,1,1,Truck,Intrastate,0,0,Mobile/Temporary,,Storage w/ Liquefaction,,INITIAL,3/5/2021,3/5/2021
03/01/22,2020,20210045,1119,12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",2682,DAKOTA STATION,86164,27,MN,55337,In Service,1/1/1975,6,2,72,Liquefaction,Intrastate,1,290000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/5/2021,3/5/2021
03/01/22,2020,20210045,1119,12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",2683,Waterbath Portable,86164,,TX,77090,In Service,1/1/1989,0,1,6,Truck,Intrastate,0,0,Mobile/Temporary,,Storage w/ Liquefaction,,INITIAL,3/5/2021,3/5/2021
03/01/22,2020,20210046,1120,12390,METROPOLITAN UTILITIES DISTRICT,2706,LIQUEFIED NATURAL GAS PLANT,89372,1,NE,68164,In Service,11/21/1975,6,2,60,Liquefaction,Intrastate,1,290000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/8/2021,3/8/2021
03/01/22,2020,20210055,1129,12444,MIDDLEBOROUGH GAS & ELECTRIC DEPT,2714,VINE STREET LNG PLANT,89373,LNG1,MA,02346,In Service,11/24/1970,0,3,1.4,Truck,Intrastate,1,684,Satellite,,Storage w/o Liquefaction,,INITIAL,3/9/2021,3/9/2021
03/01/22,2020,20210054,1128,12672,"MONROE NATURAL GAS DEPT, CITY OF",2707,City of Monroe,91525,COM_LNG,NC,28110,In Service,1/1/2020,0,1,6,Truck,Intrastate,2,1611.9,Satellite,,Storage w/o Liquefaction,,INITIAL,3/9/2021,3/9/2021
03/01/22,2020,20210038,1112,13299,NEW JERSEY NATURAL GAS CO,2642,MANAHAWKIN LNG PLANT,89375,,NJ,08050,In Service,11/1/1972,0,1,24,Truck,Intrastate,1,30000,Satellite,,Storage w/o Liquefaction,,INITIAL,3/1/2021,3/1/2021
03/01/22,2020,20210038,1112,13299,NEW JERSEY NATURAL GAS CO,2643,HOWELL LNG PLANT,89374,,NJ,07731,In Service,11/1/1973,10,4,150,Liquefaction,Intrastate,2,234000,Satellite,,Storage w/ Liquefaction,,INITIAL,3/1/2021,3/1/2021
03/01/22,2020,20210050,1140,13480,NIAGARA MOHAWK POWER CORP,2726,Exeter,90403,LNG_PLNT_RI_EXE,RI,02822,In Service,11/12/1972,0,2,24,Truck,Intrastate,1,55000,Peak Shaving,,Storage w/o Liquefaction,,SUPPLEMENTAL,3/9/2021,3/11/2021
03/01/22,2020,20210050,1140,13480,NIAGARA MOHAWK POWER CORP,2727,Cumberland,90402,LNG_PLNT_RI_CMB,RI,02864,In Service,1/1/1976,0,2,36,Truck,Intrastate,0,0,Other,Peak shaving plant wo storage capacity,Other,Vapor'n of LNG-del by truck. Tank removd,SUPPLEMENTAL,3/9/2021,3/11/2021
03/01/22,2020,20210050,1140,13480,NIAGARA MOHAWK POWER CORP,2728,Providence LNG Plant,49011,LNG_PLNT_RI_PRV,RI,02905,In Service,5/1/1974,0,3,150,Truck,Interstate,1,600000,Peak Shaving,,Storage w/o Liquefaction,,SUPPLEMENTAL,3/9/2021,3/11/2021
03/01/22,2020,20210081,1157,13730,NORTHERN INDIANA PUBLIC SERVICE CO,2592,LAPORTE LNG PLANT,89378,1,IN,46371,In Service,9/1/1974,12,4,400,Liquefaction,Intrastate,2,1160000,Peak Shaving,,Storage w/ Both,,INITIAL,3/15/2021,3/15/2021
03/01/22,2020,20210081,1157,13730,NORTHERN INDIANA PUBLIC SERVICE CO,2593,KOKOMO LNG PLANT,89377,,IN,46902,Retired,5/1/1973,1,2,30,Liquefaction,Intrastate,1,116000,Peak Shaving,,Storage w/ Both,,INITIAL,3/15/2021,3/15/2021
03/01/22,2020,20210075,1151,13750,NORTHERN NATURAL GAS CO,2658,WRENSHALL LNG #1 PLANT,4653,2,MN,55797,In Service,7/15/1975,12,3,300,Liquefaction,Interstate,1,630000,Peak Shaving,,Storage w/ Both,,INITIAL,3/13/2021,3/13/2021
03/01/22,2020,20210075,1151,13750,NORTHERN NATURAL GAS CO,2659,GARNER LNG PLANT,9173,1,IA,50438,In Service,8/15/1978,11,3,300,Liquefaction,Interstate,1,630000,Peak Shaving,,Storage w/ Both,,INITIAL,3/13/2021,3/13/2021
03/01/22,2020,20210066,1168,13783,NORTHERN STATES POWER CO OF WISCONSIN,2841,EAU CLAIRE,89379,2851,WI,54703,In Service,10/15/1969,2,2,18,Liquefaction,Intrastate,1,78000,Peak Shaving,,Storage w/ Both,,SUPPLEMENTAL,3/11/2021,7/27/2021
03/01/22,2020,20210012,1084,13795,NORTHERN UTILITIES INC (ME),2488,LEWISTON LNG PLANT,89381,1,ME,04240,In Service,11/3/1971,0,3,34,Truck,Intrastate,3,3536,Satellite,,Storage w/o Liquefaction,,INITIAL,2/3/2021,2/3/2021
03/01/22,2020,20210031,1105,13840,NORTHWEST NATURAL GAS CO,2595,NEWPORT LNG PLANT,89181,NEWPORT,OR,97365,In Service,1/1/1977,6,2,100,Liquefaction,Intrastate,1,300000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,2/26/2021,2/26/2021
03/01/22,2020,20210031,1105,13840,NORTHWEST NATURAL GAS CO,2596,GASCO LNG PLANT,89182,GASCO,OR,97210,In Service,1/1/1969,2,3,120,Liquefaction,Intrastate,1,175000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,2/26/2021,2/26/2021
03/01/22,2020,20210044,1118,13860,"NORWICH DEPT OF PUBLIC UTILITIES, CITY OF",2669,INDUSTRIAL PARK LNG PLANT REGULATING STATION # 9,87405,GPEAKINGPLANTS,CT,06360,In Service,1/1/1974,0,2,7,Truck,Intrastate,1,1191,Satellite,,Storage w/o Liquefaction,,INITIAL,3/4/2021,3/4/2021
03/01/22,2020,20210028,1102,15007,PACIFIC GAS & ELECTRIC CO,2600,VAP-107,86282,,CA,95991,In Service,7/2/2012,0,1,13,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2021,2/25/2021
03/01/22,2020,20210028,1102,15007,PACIFIC GAS & ELECTRIC CO,2601,LNG-96-96,86282,,CA,95991,In Service,6/27/2016,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2021,2/25/2021
03/01/22,2020,20210028,1102,15007,PACIFIC GAS & ELECTRIC CO,2602,LNG-97-96,86282,,CA,95991,In Service,6/27/2016,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2021,2/25/2021
03/01/22,2020,20210028,1102,15007,PACIFIC GAS & ELECTRIC CO,2603,LNG-98-96,86282,,CA,95991,In Service,10/18/2016,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2021,2/25/2021
03/01/22,2020,20210028,1102,15007,PACIFIC GAS & ELECTRIC CO,2604,LNG-99-96,86282,,CA,95991,In Service,11/14/2016,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2021,2/25/2021
03/01/22,2020,20210028,1102,15007,PACIFIC GAS & ELECTRIC CO,2605,LNG-95-96,86282,,CA,95991,In Service,6/17/2014,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2021,2/25/2021
03/01/22,2020,20210028,1102,15007,PACIFIC GAS & ELECTRIC CO,2606,LNG-94-96,86282,,CA,95991,In Service,6/17/2014,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2021,2/25/2021
03/01/22,2020,20210028,1102,15007,PACIFIC GAS & ELECTRIC CO,2607,LNG-93-96,86282,,CA,95991,In Service,3/20/2014,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2021,2/25/2021
03/01/22,2020,20210028,1102,15007,PACIFIC GAS & ELECTRIC CO,2608,LAHX-1002,86282,,CA,95991,In Service,5/16/2014,0,4,1,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2021,2/25/2021
03/01/22,2020,20210028,1102,15007,PACIFIC GAS & ELECTRIC CO,2609,LNG-92-200,86282,,CA,95991,In Service,7/15/2012,0,0,0,Truck,Intrastate,1,202,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2021,2/25/2021
03/01/22,2020,20210028,1102,15007,PACIFIC GAS & ELECTRIC CO,2610,LNG-91-200,86282,,CA,95991,In Service,7/13/2012,0,0,0,Truck,Intrastate,1,202,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2021,2/25/2021
03/01/22,2020,20210028,1102,15007,PACIFIC GAS & ELECTRIC CO,2611,Vap-101,86282,,CA,95991,In Service,11/8/2011,0,1,13,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2021,2/25/2021
03/01/22,2020,20210028,1102,15007,PACIFIC GAS & ELECTRIC CO,2612,Vap-106,86282,,CA,95991,In Service,12/21/2011,0,1,13,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2021,2/25/2021
03/01/22,2020,20210028,1102,15007,PACIFIC GAS & ELECTRIC CO,2613,Vap-105,86282,,CA,95991,In Service,11/10/2011,0,1,13,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2021,2/25/2021
03/01/22,2020,20210028,1102,15007,PACIFIC GAS & ELECTRIC CO,2614,LNG-91-70,86282,,CA,95991,In Service,5/8/2008,0,0,0,Truck,Intrastate,1,278,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2021,2/25/2021
03/01/22,2020,20210028,1102,15007,PACIFIC GAS & ELECTRIC CO,2615,LNG-91-100,86282,,CA,95991,In Service,5/21/2004,0,0,0,Truck,Intrastate,1,267,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2021,2/25/2021
03/01/22,2020,20210028,1102,15007,PACIFIC GAS & ELECTRIC CO,2616,LNG-91-150,86282,,CA,95991,In Service,5/21/2004,0,0,0,Truck,Intrastate,1,246,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2021,2/25/2021
03/01/22,2020,20210028,1102,15007,PACIFIC GAS & ELECTRIC CO,2617,LNG-ORCA1,86282,,CA,95991,In Service,2/3/2006,0,0,0,Truck,Intrastate,1,73,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2021,2/25/2021
03/01/22,2020,20210028,1102,15007,PACIFIC GAS & ELECTRIC CO,2618,LNG-91-96,86282,,CA,95991,In Service,6/10/2013,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2021,2/25/2021
03/01/22,2020,20210028,1102,15007,PACIFIC GAS & ELECTRIC CO,2619,LNG-92-96,86282,,CA,95991,In Service,6/10/2013,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2021,2/25/2021
03/01/22,2020,20210028,1102,15007,PACIFIC GAS & ELECTRIC CO,2620,LAHX-1001,86282,,CA,95991,In Service,9/6/2013,0,4,1,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2021,2/25/2021
03/01/22,2020,20210028,1102,15007,PACIFIC GAS & ELECTRIC CO,2621,LNG-100-96,86282,,CA,95991,In Service,11/30/2016,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/25/2021,2/25/2021
