DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,LNG_FACILITY_ID,FACILITY_NAME,UNIT_ID,NPMS_LNG_ID,FACILITY_STATE,FACILITY_ZIP_CODE,FACILITY_STATUS,IN_SERVICE_SINCE,LIQUEFACTION_RATE,NO_OF_VAPORIZERS,TOTAL_CAPACITY_MMCF,LNG_SOURCE,INTER_INTRA_STATE,NO_OF_LNG_TANKS,TOTAL_CAPACITY_BBLS,TYPE_OF_FACILITY,TYPE_OF_FACILITY_OTHER,FUNCTION_OF_FACILITY,FUNCTION_OF_FACILITY_OTHER,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE
03/01/22,2019,20200084,1058,1209,COLUMBIA GAS OF MASSACHUSETTS,2210,LAWRENCE LNG,89350,4001,MA,,In Service,1/1/1972,0,2,19,Truck,Intrastate,5,3589,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,3/13/2020,3/13/2020
03/01/22,2019,20200084,1058,1209,COLUMBIA GAS OF MASSACHUSETTS,2211,EASTON LNG,89349,1002,MA,,In Service,5/16/1972,0,3,50,Truck,Intrastate,1,223000,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,3/13/2020,3/13/2020
03/01/22,2019,20200084,1058,1209,COLUMBIA GAS OF MASSACHUSETTS,2212,LUDLOW LNG,89351,,MA,,In Service,8/15/1973,8,3,48,Truck,Intrastate,1,290000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/13/2020,3/13/2020
03/01/22,2019,20200075,1049,1344,BERKSHIRE GAS CO,2219,WHATELY LNG PLANT,89353,WHATELY LNG,MA,01201,In Service,1/15/2000,0,2,3,Truck,Intrastate,2,3334,Satellite,,Storage w/o Liquefaction,,INITIAL,3/11/2020,3/11/2020
03/01/22,2019,20200053,1027,1640,BOSTON GAS CO,2120,LYNN LNG PLANT,89355,LNG_PLNT_MA_LNN,MA,01901,In Service,1/1/1972,0,4,116,Truck,Intrastate,1,290000,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,3/5/2020,3/5/2020
03/01/22,2019,20200053,1027,1640,BOSTON GAS CO,2121,SALEM LNG PLANT,89356,LNG_PLNT_MA_SAL,MA,01970,In Service,1/1/1972,0,2,30,Truck,Intrastate,1,290000,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,3/5/2020,3/5/2020
03/01/22,2019,20200053,1027,1640,BOSTON GAS CO,2122,COMMERCIAL POINT DORCHESTER-MA,89354,LNG_PLNT_MA_DOR,MA,02122,In Service,1/1/1969,0,3,187.2,Truck,Intrastate,1,331000,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,3/5/2020,3/5/2020
03/01/22,2019,20200050,1024,1800,KEYSPAN ENERGY DELIVERY - NY CITY,2054,LNG PLANT GREENPOINT,89357,LNG68161,NY,11211,In Service,1/1/1968,8.5,6,300,Liquefaction,Intrastate,2,465000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/5/2020,3/5/2020
03/01/22,2019,20200054,1028,2066,CAPE COD GAS CO (DIV OF COLONIAL GAS CO),2088,LNG PLANT WAREHAM-MA,89359,LNG_PLNT_MA_WHM,MA,02571,In Service,1/1/1974,0,2,4.3,Truck,Intrastate,2,2450,Satellite,,Storage w/o Liquefaction,,INITIAL,3/5/2020,3/5/2020
03/01/22,2019,20200054,1028,2066,CAPE COD GAS CO (DIV OF COLONIAL GAS CO),2089,LNG PLANT SOUTH YARMOUTH-MA,89358,LNG_PLNT_MA_SYA,MA,02664,In Service,1/1/1975,0,4,26.4,Truck,Intrastate,1,50000,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,3/5/2020,3/5/2020
03/01/22,2019,20200025,980,2288,CHATTANOOGA GAS CO,2083,CHATTANOOGA,44972,,TN,37421,In Service,10/6/1972,10,2,120,Liquefaction,Interstate,1,348000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,2/16/2020,2/16/2020
03/01/22,2019,20200080,1054,2616,"COLUMBIA GAS TRANSMISSION, LLC",2150,CHESAPEAKE LNG,8051,CHES_LNG,VA,23323,In Service,3/27/1972,5,3,120,Liquefaction,Interstate,1,348000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/12/2020,3/12/2020
03/01/22,2019,20200007,959,2700,CONNECTICUT NATURAL GAS CORP,2021,"Rocky Hill, CT",87403,,CT,06067,In Service,7/11/1972,6,2,115,Liquefaction,Intrastate,1,348000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,1/20/2020,1/20/2020
03/01/22,2019,20200002,954,2704,CONSOLIDATED EDISON CO OF NEW YORK,1982,ASTORIA,89360,32,NY,11105,In Service,6/1/1974,5,5,240,Liquefaction,Intrastate,1,290000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,1/6/2020,1/6/2020
03/01/22,2019,20200058,1032,3240,DELMARVA POWER & LIGHT COMPANY,2162,DELMARVA POWER & LIGHT LNG PLANT,89361,,DE,19801,In Service,9/18/1971,1.5,2,50,Liquefaction,Intrastate,1,72500,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/5/2020,3/5/2020
03/01/22,2019,20200076,1050,3411,DISTRIGAS OF MASSACHUSETTS LLC,2220,EVERETT MARINE TERMINAL,251,29,MA,02149,In Service,11/20/1971,0,12,715,Ship/Barge,Interstate,2,974000,Base Load,,Marine Terminal - Import,,INITIAL,3/12/2020,3/12/2020
03/01/22,2019,20200022,977,4070,"EAST TENNESSEE NATURAL GAS, LLC (SPECTRA ENERGY PARTNERS, LP)",2033,Kingsport LNG Plant,6592,,TN,37663,In Service,11/1/1975,6,3,150,Liquefaction,Interstate,1,348000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200032,997,4350,ELIZABETHTOWN GAS CO,2051,ERIE ST PLANT,89362,89362,NJ,07206,In Service,6/1/1971,0,3,30,Truck,Intrastate,1,45000,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,2/25/2020,2/25/2020
03/01/22,2019,20200052,1026,4547,ESSEX COUNTY GAS CO,2090,LNG PLANT HAVERHILL-MA,89363,LNG_PLNT_MA_HAV,MA,01830,In Service,1/1/1972,0,2,38,Truck,Intrastate,1,116000,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,3/5/2020,3/5/2020
03/01/22,2019,20200009,961,5200,FITCHBURG GAS & ELECTRIC LIGHT CO,2023,WESTMINSTER LNG FACILITY,89364,#1,MA,01473,In Service,6/27/1974,0,2,7,Truck,Intrastate,1,1310,Satellite,,Storage w/o Liquefaction,,INITIAL,1/21/2020,1/21/2020
03/01/22,2019,20200066,1040,6243,HAWAII GAS,2165,Hawaii Gas LNG Transfer System,89504,,HI,96707,In Service,6/30/2018,0,2,3.93,Truck,Intrastate,0,0,Base Load,,Other,ISO Tank Containers /w No Liquefaction,INITIAL,3/9/2020,3/9/2020
03/01/22,2019,20200013,965,6790,GREENVILLE UTILITIES COMMISSION,2029,LNG PLANT,88489,AQUA LANE,NC,27834,In Service,12/28/1997,0,2,24,Truck,Intrastate,6,7143,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,1/27/2020,1/27/2020
03/01/22,2019,20200014,966,7330,"HOLYOKE GAS & ELECTRIC DEPT, CITY OF",2030,MUELLER RD CONTROL CENTER,89365,31,MA,01040,In Service,1/1/1971,0,1,18,Truck,Intrastate,4,5200,Satellite,,Storage w/o Liquefaction,,INITIAL,1/27/2020,1/27/2020
03/01/22,2019,20200057,1031,7351,HOPKINTON LNG CO,2101,ACUSHNET LNG,90404,ACUSHNET LNG,MA,02743,In Service,9/17/1971,0,3,30,Truck,Intrastate,2,145000,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,3/5/2020,3/5/2020
03/01/22,2019,20200057,1031,7351,HOPKINTON LNG CO,2102,HOPKINTON LNG,48351,HOPKINTON LNG,MA,01748,In Service,8/9/1971,17,4,240,Liquefaction,Interstate,3,870000,Peak Shaving,,Storage w/ Both,,INITIAL,3/5/2020,3/5/2020
03/01/22,2019,20200006,968,8160,INTERMOUNTAIN GAS CO,2035,NAMPA LNG PLANT,88929,,ID,83687,In Service,12/15/1974,4,3,60,Liquefaction,Intrastate,1,175000,Peak Shaving,,Storage w/ Liquefaction,,SUPPLEMENTAL,1/16/2020,2/3/2020
03/01/22,2019,20200006,968,8160,INTERMOUNTAIN GAS CO,2036,REXBURG SATELLITE LNG FACILITY,88931,REXBURG LNG,ID,83440,In Service,11/15/2006,0,1,19,Truck,Intrastate,1,1666,Satellite,,Storage w/o Liquefaction,,SUPPLEMENTAL,1/16/2020,2/3/2020
03/01/22,2019,20200051,1025,11713,KEYSPAN ENERGY DELIVERY - LONG ISLAND,2053,HOLTSVILLE LNG,89366,40117,NY,11742,In Service,1/1/1971,6,3,100,Liquefaction,Intrastate,1,175000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/5/2020,3/5/2020
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2243,Portable vaporizer 26-19606,89369,PV_26_19606,MA,01854,In Service,1/1/1970,0,1,0.624,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Supplement a gas distribution system,SUPPLEMENTAL,3/6/2020,4/6/2020
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2244,Portable vaporizer 30-20077,89369,PV_30_20077,MA,01854,In Service,1/1/1972,0,1,0.72,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Supplement a gas distribution system,SUPPLEMENTAL,3/6/2020,4/6/2020
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2245,Portable vaporizer 60-18858,89369,PV_60_18858,MA,01854,In Service,6/1/1969,0,1,1.44,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Supplement a gas distribution system,SUPPLEMENTAL,3/6/2020,4/6/2020
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2246,Portable vaporizer 90-18850,89369,PV_90_18850,MA,01854,In Service,4/1/2007,0,1,2.16,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Supplement a gas distribution system,SUPPLEMENTAL,3/6/2020,4/6/2020
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2247,Portable vaporizer 200-19521,89369,PV_200_19521,MA,01854,In Service,12/1/1992,0,1,4.8,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Supplement a gas distribution system,SUPPLEMENTAL,3/6/2020,4/6/2020
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2248,Portable vaporizer 200-18859,89369,PV_200_18859,MA,01854,In Service,11/1/1995,0,1,4.8,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Supplement a gas distribution system,SUPPLEMENTAL,3/6/2020,4/6/2020
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2249,Portable vaporizer 250-20113,89369,PV_250_20113,MA,01854,In Service,6/1/1974,0,1,6,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Supplement a gas distribution system,SUPPLEMENTAL,3/6/2020,4/6/2020
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2250,Portable vaporizer 250-20114,89369,PV_250_20114,MA,01854,In Service,6/1/1974,0,1,6,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Supplement a gas distribution system,SUPPLEMENTAL,3/6/2020,4/6/2020
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2251,Portable vaporizer 250-Fontaine,89369,PV_250_FONTAINE,MA,01854,In Service,3/1/1990,0,1,6,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Supplement a gas distribution system,SUPPLEMENTAL,3/6/2020,4/6/2020
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2252,Portable vaporizer 250-Transcraft,89369,PV_250_TRNSCRFT,MA,01854,In Service,3/1/1990,0,1,6,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Supplement a gas distribution system,SUPPLEMENTAL,3/6/2020,4/6/2020
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2253,LNG PLANT TEWKSBURY-MA,89367,LNG_PLNT_MA_TEW,MA,01876,In Service,1/1/1969,0,4,80,Truck,Intrastate,1,290000,Peak Shaving,,Storage w/o Liquefaction,,SUPPLEMENTAL,3/6/2020,4/6/2020
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2254,Portable vaporizer ambient 120-1,89369,PV_120_1_AMB,MA,01854,In Service,4/1/2019,0,1,2.88,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Supplement a gas distribution system,SUPPLEMENTAL,3/6/2020,4/6/2020
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2255,Portable vaporizer ambient 120-2,89369,PV_120_2_AMB,MA,01854,In Service,4/1/2019,0,1,2.88,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Supplement a gas distribution system,SUPPLEMENTAL,3/6/2020,4/6/2020
03/01/22,2019,20200041,1006,12342,MEMPHIS LIGHT GAS & WATER DIVISION,2154,CAPLEVILLE LNG,89371,45,TN,38118,In Service,6/1/1997,5,3,150,Liquefaction,Intrastate,1,290000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,2/28/2020,2/28/2020
03/01/22,2019,20200041,1006,12342,MEMPHIS LIGHT GAS & WATER DIVISION,2155,ARLINGTON LNG,89370,44,TN,38002,Retired,4/21/1967,0,0,0,Liquefaction,Intrastate,0,0,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,2/28/2020,2/28/2020
03/01/22,2019,20200070,1044,12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",2199,Ambient Portable,86164,,MN,55337,In Service,1/1/1979,0,1,1,Truck,Intrastate,0,0,Mobile/Temporary,,Storage w/ Liquefaction,,INITIAL,3/10/2020,3/10/2020
03/01/22,2019,20200070,1044,12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",2200,DAKOTA STATION,86164,27,MN,55337,In Service,1/1/1975,6,2,72,Liquefaction,Intrastate,1,290000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/10/2020,3/10/2020
03/01/22,2019,20200070,1044,12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",2201,Waterbath Portable,86164,,TX,77090,In Service,1/1/1989,0,1,6,Truck,Intrastate,0,0,Mobile/Temporary,,Storage w/ Liquefaction,,INITIAL,3/10/2020,3/10/2020
03/01/22,2019,20200034,999,12390,METROPOLITAN UTILITIES DISTRICT,2146,LIQUEFIED NATURAL GAS PLANT,89372,1,NE,68164,In Service,11/21/1975,6,2,60,Liquefaction,Intrastate,1,290000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,2/26/2020,2/26/2020
03/01/22,2019,20200010,962,12444,MIDDLEBOROUGH GAS & ELECTRIC DEPT,2024,VINE STREET LNG PLANT,89373,LNG1,MA,02346,In Service,11/24/1970,0,3,1.4,Truck,Intrastate,1,684,Satellite,,Storage w/o Liquefaction,,INITIAL,1/21/2020,1/21/2020
03/01/22,2019,20200044,1009,13299,NEW JERSEY NATURAL GAS CO,2166,MANAHAWKIN LNG PLANT,89375,,NJ,08050,In Service,11/1/1972,0,1,24,Truck,Intrastate,1,30000,Satellite,,Storage w/o Liquefaction,,INITIAL,3/3/2020,3/3/2020
03/01/22,2019,20200044,1009,13299,NEW JERSEY NATURAL GAS CO,2167,HOWELL LNG PLANT,89374,,NJ,07731,In Service,11/1/1973,10,4,150,Liquefaction,Intrastate,2,234000,Satellite,,Storage w/ Liquefaction,,INITIAL,3/3/2020,3/3/2020
03/01/22,2019,20200064,1038,13480,NIAGARA MOHAWK POWER CORP,2117,Exeter,90403,LNG_PLNT_RI_EXE,RI,02822,In Service,11/12/1972,0,2,24,Truck,Intrastate,1,55000,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,3/6/2020,3/6/2020
03/01/22,2019,20200064,1038,13480,NIAGARA MOHAWK POWER CORP,2118,Cumberland,90402,LNG_PLNT_RI_CMB,RI,02864,In Service,1/1/1976,0,2,36,Truck,Intrastate,0,0,Other,Peak shaving plant wo storage capacity,Other,Vapor'n of LNG-del by truck. Tank removd,INITIAL,3/6/2020,3/6/2020
03/01/22,2019,20200064,1038,13480,NIAGARA MOHAWK POWER CORP,2119,Providence LNG Plant,49011,LNG_PLNT_RI_PRV,RI,02905,In Service,5/1/1974,0,3,150,Truck,Interstate,1,600000,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,3/6/2020,3/6/2020
03/01/22,2019,20200086,1060,13730,NORTHERN INDIANA PUBLIC SERVICE CO,2194,LAPORTE LNG PLANT,89378,1,IN,46371,In Service,9/1/1974,12,4,400,Liquefaction,Intrastate,2,1160000,Peak Shaving,,Storage w/ Both,,INITIAL,3/13/2020,3/13/2020
03/01/22,2019,20200086,1060,13730,NORTHERN INDIANA PUBLIC SERVICE CO,2195,KOKOMO LNG PLANT,89377,,IN,46902,Retired,5/1/1973,1,2,30,Liquefaction,Intrastate,1,116000,Peak Shaving,,Storage w/ Both,,INITIAL,3/13/2020,3/13/2020
03/01/22,2019,20200069,1043,13750,NORTHERN NATURAL GAS CO,2203,WRENSHALL LNG #1 PLANT,4653,2,MN,55797,In Service,7/15/1975,12,3,300,Liquefaction,Interstate,1,630000,Peak Shaving,,Storage w/ Both,,INITIAL,3/9/2020,3/9/2020
03/01/22,2019,20200069,1043,13750,NORTHERN NATURAL GAS CO,2204,GARNER LNG PLANT,9173,1,IA,50438,In Service,8/15/1978,11,3,300,Liquefaction,Interstate,1,630000,Peak Shaving,,Storage w/ Both,,INITIAL,3/9/2020,3/9/2020
03/01/22,2019,20200087,1061,13783,NORTHERN STATES POWER CO OF WISCONSIN,2147,EAU CLAIRE,89379,2851,WI,,In Service,10/15/1969,2,2,750,Liquefaction,Intrastate,1,78000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/13/2020,3/13/2020
03/01/22,2019,20200008,960,13795,NORTHERN UTILITIES INC (ME),2022,LEWISTON LNG PLANT,89381,1,ME,04240,In Service,11/3/1971,0,3,34,Truck,Intrastate,3,3536,Satellite,,Storage w/o Liquefaction,,INITIAL,1/21/2020,1/21/2020
03/01/22,2019,20200043,1008,13840,NORTHWEST NATURAL GAS CO,2151,NEWPORT LNG PLANT,89181,NEWPORT,OR,97365,In Service,1/1/1977,6,2,100,Liquefaction,Intrastate,1,300000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/2/2020,3/2/2020
03/01/22,2019,20200043,1008,13840,NORTHWEST NATURAL GAS CO,2152,GASCO LNG PLANT,89182,GASCO,OR,97210,In Service,1/1/1969,2,3,120,Liquefaction,Intrastate,1,175000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/2/2020,3/2/2020
03/01/22,2019,20200038,1003,13860,"NORWICH DEPT OF PUBLIC UTILITIES, CITY OF",2149,INDUSTRIAL PARK LNG PLANT REGULATING STATION # 9,87405,GPEAKINGPLANTS,CT,06360,In Service,1/1/1974,0,2,7,Truck,Intrastate,1,1191,Satellite,,Storage w/o Liquefaction,,INITIAL,2/28/2020,2/28/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2055,VAP-107,86282,,CA,95991,In Service,7/2/2012,0,1,13,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2056,LNG-96-96,86282,,CA,95991,In Service,6/27/2016,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2057,LNG-97-96,86282,,CA,95991,In Service,6/27/2016,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2058,LNG-98-96,86282,,CA,95991,In Service,10/18/2016,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2059,LNG-99-96,86282,,CA,95991,In Service,11/14/2016,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2060,LNG-95-96,86282,,CA,95991,In Service,6/17/2014,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2061,LNG-94-96,86282,,CA,95991,In Service,6/17/2014,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2062,LNG-93-96,86282,,CA,95991,In Service,3/20/2014,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2063,LAHX-1002,86282,,CA,95991,In Service,5/16/2014,0,4,1,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2064,LNG-92-200,86282,,CA,95991,In Service,7/15/2012,0,0,0,Truck,Intrastate,1,202,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2065,LNG-91-200,86282,,CA,95991,In Service,7/13/2012,0,0,0,Truck,Intrastate,1,202,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2066,Vap-101,86282,,CA,95991,In Service,11/8/2011,0,1,13,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2067,Vap-106,86282,,CA,95991,In Service,12/21/2011,0,1,13,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2068,Vap-105,86282,,CA,95991,In Service,11/10/2011,0,1,13,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2069,LNG-91-70,86282,,CA,95991,In Service,5/8/2008,0,0,0,Truck,Intrastate,1,278,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2070,LNG-91-100,86282,,CA,95991,In Service,5/21/2004,0,0,0,Truck,Intrastate,1,267,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2071,LNG-91-150,86282,,CA,95991,In Service,5/21/2004,0,0,0,Truck,Intrastate,1,246,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
