DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,LNG_FACILITY_ID,FACILITY_NAME,UNIT_ID,NPMS_LNG_ID,FACILITY_STATE,FACILITY_ZIP_CODE,FACILITY_STATUS,IN_SERVICE_SINCE,LIQUEFACTION_RATE,NO_OF_VAPORIZERS,TOTAL_CAPACITY_MMCF,LNG_SOURCE,INTER_INTRA_STATE,NO_OF_LNG_TANKS,TOTAL_CAPACITY_BBLS,TYPE_OF_FACILITY,TYPE_OF_FACILITY_OTHER,FUNCTION_OF_FACILITY,FUNCTION_OF_FACILITY_OTHER,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2072,LNG-ORCA1,86282,,CA,95991,In Service,2/3/2006,0,0,0,Truck,Intrastate,1,73,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2073,LNG-91-96,86282,,CA,95991,In Service,6/10/2013,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2074,LNG-92-96,86282,,CA,95991,In Service,6/10/2013,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2075,LAHX-1001,86282,,CA,95991,In Service,9/6/2013,0,4,1,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2076,LNG-100-96,86282,,CA,95991,In Service,11/30/2016,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2077,LNG-101-96,86282,,CA,95991,In Service,11/2/2016,0,0,0,Truck,Intrastate,1,244,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2078,FDV-1801,86282,,CA,95991,In Service,8/1/2018,0,4,4,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200023,978,15007,PACIFIC GAS & ELECTRIC CO,2079,FDV-1802,86282,,CA,95991,In Service,8/1/2018,0,4,4,Truck,Intrastate,0,0,Mobile/Temporary,,Other,Short-term planned/unplanned gas supply,INITIAL,2/13/2020,2/13/2020
03/01/22,2019,20200073,1047,15033,PAIUTE PIPELINE CO,2038,H.G Laub LNG PLANT,17455,LOVELOCK LNG PLANT,NV,89419,In Service,11/30/1982,5,3,105,Liquefaction,Interstate,1,290000,Peak Shaving,,Storage w/ Both,,INITIAL,3/11/2020,3/11/2020
03/01/22,2019,20200012,964,15329,PEOPLES GAS LIGHT & COKE CO,2028,LNG PLANT,89383,,IL,61843,In Service,9/30/1972,10,3,300,Liquefaction,Intrastate,2,580000,Peak Shaving,,Storage w/ Both,,INITIAL,1/27/2020,1/27/2020
03/01/22,2019,20200028,1071,15359,BLACK HILLS ENERGY,2321,Estherville Iowa LNG,89673,2,IA,51334,In Service,1/17/2019,0,2,1.2,Truck,Intrastate,1,400,Peak Shaving,,Other,Distribution System Peak Shaving,SUPPLEMENTAL,2/20/2020,12/17/2020
03/01/22,2019,20200028,1071,15359,BLACK HILLS ENERGY,2322,Ocheyedan,90984,3,IA,51354,In Service,3/8/2019,0,2,2.4,Truck,Intrastate,1,1190,Base Load,,Other,Industrial User Fuel Source,SUPPLEMENTAL,2/20/2020,12/17/2020
03/01/22,2019,20200015,967,15462,PECO ENERGY CO,2031,West Conshohocken LNG Plant,89386,PECOLNG,PA,19428,In Service,1/1/1972,6,5,313,Liquefaction,Intrastate,1,348000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,1/28/2020,1/28/2020
03/01/22,2019,20200045,1010,15469,PHILADELPHIA GAS WORKS,2086,RICHMOND Plant,89388,36,PA,19134,In Service,1/1/1969,18.5,6,463,Liquefaction,Intrastate,2,1165952,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/3/2020,3/3/2020
03/01/22,2019,20200045,1010,15469,PHILADELPHIA GAS WORKS,2087,PASSYUNK Plant,89387,17,PA,19145,In Service,11/1/1971,0,2,90,Truck,Intrastate,1,73000,Satellite,,Storage w/o Liquefaction,,INITIAL,3/3/2020,3/3/2020
03/01/22,2019,20200081,1055,15518,PIEDMONT NATURAL GAS CO INC,2093,HUNTERSVILLE LNG PLANT,88487,,NC,,In Service,6/30/1973,5,2,200,Liquefaction,Intrastate,1,290000,Peak Shaving,,Storage w/ Both,,INITIAL,3/12/2020,3/12/2020
03/01/22,2019,20200081,1055,15518,PIEDMONT NATURAL GAS CO INC,2094,BENTONVILLE LNG PLANT,88486,,NC,,In Service,1/7/1986,4,3,180,Liquefaction,Intrastate,1,290000,Peak Shaving,,Storage w/ Both,,INITIAL,3/12/2020,3/12/2020
03/01/22,2019,20200081,1055,15518,PIEDMONT NATURAL GAS CO INC,2095,NASHVILLE  LNG PLANT,90985,101,TN,,In Service,12/18/1973,5,2,150,Liquefaction,Intrastate,1,290000,Peak Shaving,,Storage w/ Both,,INITIAL,3/12/2020,3/12/2020
03/01/22,2019,20200047,1012,15938,PUBLIC SERVICE CO OF NORTH CAROLINA,2103,PSNC ENERGY LNG FACILITY,88488,RS00322,NC,27513,In Service,10/17/1976,3,2,110,Liquefaction,Intrastate,1,290000,Peak Shaving,,Storage w/ Both,,INITIAL,3/4/2020,3/4/2020
03/01/22,2019,20200036,1001,15952,PUBLIC SERVICE ELECTRIC & GAS CO,2099,BURLINGTON LNG,89389,9000001,NJ,08016,In Service,10/18/1972,0,1,75,Truck,Intrastate,1,100000,Satellite,,Storage w/o Liquefaction,,INITIAL,2/27/2020,2/27/2020
03/01/22,2019,20200077,1051,16667,ENERGY NORTH NATURAL GAS INC,2213,LNG PLANT MANCHESTER-NH,89391,LNG_PLNT_NH_MNC,NH,,In Service,1/1/1972,0,2,5,Truck,Intrastate,1,1215,Satellite,,Storage w/o Liquefaction,,INITIAL,3/12/2020,3/12/2020
03/01/22,2019,20200077,1051,16667,ENERGY NORTH NATURAL GAS INC,2214,LNG PLANT CONCORD-NH,89390,LNG_PLNT_NH_MNC,NH,,In Service,1/1/1974,0,1,6,Truck,Intrastate,1,1285,Satellite,,Storage w/o Liquefaction,,INITIAL,3/12/2020,3/12/2020
03/01/22,2019,20200077,1051,16667,ENERGY NORTH NATURAL GAS INC,2215,LNG PLANT TILTON-NH,89392,LNG_PLNT_NH_TIL,NH,,In Service,1/1/1973,0,2,8,Truck,Intrastate,1,1285,Satellite,,Storage w/o Liquefaction,,INITIAL,3/12/2020,3/12/2020
03/01/22,2019,20200035,1000,17540,ROANOKE GAS CO,2148,LNG FACILITY,89393,40,VA,24083,In Service,5/15/1972,1,2,30,Liquefaction,Intrastate,1,59200,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,2/27/2020,2/27/2020
03/01/22,2019,20200016,969,18112,SAN DIEGO GAS & ELECTRIC CO,2034,BORREGOLNG,87076,,CA,92004,In Service,3/1/1968,0,8,0.238,Truck,Intrastate,2,333,Satellite,,Storage w/o Liquefaction,,INITIAL,2/3/2020,2/3/2020
03/01/22,2019,20200071,1045,18408,"DOMINION ENERGY SOUTH CAROLINA, INC.",2216,BUSHY PARK LNG,89394,186050,SC,29445,In Service,1/1/1975,6,3,60,Liquefaction,Intrastate,2,290000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/11/2020,3/11/2020
03/01/22,2019,20200071,1045,18408,"DOMINION ENERGY SOUTH CAROLINA, INC.",2217,SALLEY LNG,89395,186055,SC,29107,In Service,12/31/1993,0,2,90,Truck,Intrastate,1,260000,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,3/11/2020,3/11/2020
03/01/22,2019,20200020,974,18440,SOUTH JERSEY GAS CO,2050,MCKEE CITY,89396,2042478,NJ,08234,In Service,1/1/1973,5,2,110,Liquefaction,Intrastate,1,116800,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,2/12/2020,2/12/2020
03/01/22,2019,20200040,1005,18490,"SOUTHERN LNG, INC",2091,Southern LNG (Elba Island),42972,60000,GA,31404,In Service,12/3/2001,105,11,1755,Liquefaction,Interstate,5,3450000,Base Load,,Marine Terminal - Both,,INITIAL,2/28/2020,2/28/2020
03/01/22,2019,20200040,1005,18490,"SOUTHERN LNG, INC",2092,SLNG - SLNG DELIVERY FOR ELBA FUEL,42972,935210,GA,,Abandoned,12/3/2001,0,0,0,Ship/Barge,Interstate,0,0,Base Load,,Marine Terminal - Import,,INITIAL,2/28/2020,2/28/2020
03/01/22,2019,20200074,1048,18536,SOUTHWEST GAS CORP,2039,Tucson LNG,90087,SWG Tucson LNG ,AZ,85747,In Service,12/18/2019,0,2,65,Truck,Intrastate,1,66745,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,3/11/2020,3/11/2020
03/01/22,2019,20200030,986,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,2040,STATION 240,271,240,NJ,07072-2397,In Service,6/1/1965,10,4,400,Liquefaction,Interstate,2,580000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,2/24/2020,2/24/2020
03/01/22,2019,20200078,1052,19733,"LAKE CHARLES LNG COMPANY, LLC",2045,"LAKE CHARLES LNG COMPANY, LLC",1104,LAKE CHARLES LNG COMPANY,LA,70605,In Service,9/26/1982,0,18,2100,Ship/Barge,Interstate,4,2700000,Base Load,,Marine Terminal - Import,,INITIAL,3/12/2020,3/12/2020
03/01/22,2019,20200083,1057,22189,PUGET SOUND ENERGY,2172,LNG Mobile System,85654,LNG Mobile Syst,WA,98335,In Service,12/20/2001,0,1,6,Truck,Intrastate,2,476,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,3/12/2020,3/12/2020
03/01/22,2019,20200083,1057,22189,PUGET SOUND ENERGY,2173,GIG HARBOR SATELLITE,85654,GIG HARBOR SATELLITE,WA,98335,In Service,12/3/2004,0,1,16,Truck,Intrastate,2,3047,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,3/12/2020,3/12/2020
03/01/22,2019,20200060,1034,22763,WISCONSIN GAS LLC DBA WE ENERGIES,2193,RICE LAKE LNG PLANT,89397,,WI,,In Service,12/1/1974,0,1,4,Truck,Intrastate,4,5220,Satellite,,Storage w/o Liquefaction,,INITIAL,3/5/2020,3/5/2020
03/01/22,2019,20200059,1033,22777,WISCONSIN ELECTRIC POWER COMPANY DBA WE ENERGIES,2192,ELM RD LNG PLANT,89398,,WI,,In Service,10/28/1965,1,3,70,Liquefaction,Intrastate,1,72000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/5/2020,3/5/2020
03/01/22,2019,20200056,1030,24015,YANKEE GAS SERVICES CO,2100,Yankee Gas LNG,87402,WATERBURY LNG,CT,06708,In Service,1/7/2007,6,4,120,Liquefaction,Intrastate,1,348000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/5/2020,3/5/2020
03/01/22,2019,20200033,998,30750,MIDAMERICAN ENERGY COMPANY,2142,BET LNG PLANT,89399,BETTENDORF LNG PLANT,IA,52722,In Service,8/31/1972,2,1,48,Liquefaction,Intrastate,1,145000,Peak Shaving,,Storage w/ Both,,INITIAL,2/26/2020,2/26/2020
03/01/22,2019,20200033,998,30750,MIDAMERICAN ENERGY COMPANY,2143,DES MOINES LNG PLANT,89400,DSM LNG PLANT,IA,50313,In Service,7/15/1975,2,2,42,Liquefaction,Intrastate,1,116000,Peak Shaving,,Storage w/ Both,,INITIAL,2/26/2020,2/26/2020
03/01/22,2019,20200033,998,30750,MIDAMERICAN ENERGY COMPANY,2144,WAT LNG PLANT,89401,WATERLOO LNG PLANT,IA,50702,In Service,7/15/1976,3,2,30,Liquefaction,Intrastate,2,233000,Peak Shaving,,Storage w/ Both,,INITIAL,2/26/2020,2/26/2020
03/01/22,2019,20200018,971,31044,"LOWER VALLEY ENERGY, INC.",2042,AFTON LNG PLANT,89050,AFTON LNG PLANT,WY,83110,In Service,12/12/1996,0,2,2.4,Truck,Intrastate,2,1194,Base Load,,Stranded Utility,,INITIAL,2/7/2020,2/7/2020
03/01/22,2019,20200018,971,31044,"LOWER VALLEY ENERGY, INC.",2043,JACKSON LNG PLANT,89049,JACKSON LNG PLANT,WY,83001,In Service,12/15/1996,0,4,7.2,Truck,Intrastate,3,4857,Peak Shaving,,Stranded Utility,,INITIAL,2/7/2020,2/7/2020
03/01/22,2019,20200049,1023,31191,ENERGY WEST MONTANA,2191,West Yellowstone,88857,,MT,,In Service,12/1/1995,0,5,2,Truck,Intrastate,1,1310,Base Load,,Stranded Utility,,INITIAL,3/4/2020,3/4/2020
03/01/22,2019,20200001,953,31337,"APPLIED LNG TECNOLOGIES USA, LLC",1980,Midlothian LNG,89403,,TX,76065,In Service,5/18/2016,8,2,16,Liquefaction,Intrastate,6,7140,Base Load,,Vehicular Fuel,,INITIAL,1/3/2020,1/3/2020
03/01/22,2019,20200001,953,31337,"APPLIED LNG TECNOLOGIES USA, LLC",1981,NEEDLE MOUNTAIN LNG FACILITY,89402,80008,AZ,86436,In Service,7/24/1998,16,4,16,Liquefaction,Intrastate,4,4760,Base Load,,Vehicular Fuel,,INITIAL,1/3/2020,1/3/2020
03/01/22,2019,20200029,984,31421,TOTAL PEAKING SERVICES,2097,TOTAL PEAKING SERVICES LNG,38541,TPS LNG,CT,06461,In Service,9/29/1972,6,2,105,Truck,Interstate,1,348000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,2/20/2020,2/20/2020
03/01/22,2019,20200088,1062,31636,NORTHERN STATES POWER CO OF MINNESOTA,2141,WESCOTT,86666,,MN,55077,In Service,8/31/1975,10,2,250,Liquefaction,Intrastate,2,608000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/13/2020,3/13/2020
03/01/22,2019,20200079,1053,31664,"DOMINION ENERGY COVE POINT LNG, LP",2221,Cove Point LNG,47801,31664,MD,20657,In Service,4/15/1978,765,16,1800,Liquefaction,Interstate,7,4350000,Base Load,,Marine Terminal - Both,,INITIAL,3/12/2020,3/12/2020
03/01/22,2019,20200042,1007,31770,LIBERTY UTILITIES (NEW ENGLAND NATURAL GAS COMPANY) CORP,2156,FALL RIVER LNG,89404,31770,MA,02722,In Service,9/1/1970,0,2,40,Truck,Intrastate,1,45000,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,2/28/2020,2/28/2020
03/01/22,2019,20200089,1063,32152,"SABINE PASS LNG, L.P. (Cheniere)",2196,Sabine Pass LNG Terminal,69194,,LA,70631,In Service,9/1/2008,3430.4,24,4000,Ship/Barge,Interstate,5,5031849,Base Load,,Marine Terminal - Both,,INITIAL,3/14/2020,3/14/2020
03/01/22,2019,20200021,976,32206,"FREEPORT LNG DEVELOPMENT, L.P.",2052,"Freeport LNG Development, L.P.",70464,32206,TX,77541,In Service,7/1/2008,2332.8,7,1500,Ship/Barge,Interstate,3,3018000,Base Load,,Marine Terminal - Export,,SUPPLEMENTAL,2/13/2020,2/13/2020
03/01/22,2019,20200037,1002,32214,"CAMERON LNG, LLC",2116,"Cameron LNG, LLC",70244,32214,LA,70645,In Service,7/29/2009,0,10,1500,Liquefaction,Interstate,3,3191190,Base Load,,Marine Terminal - Both,,INITIAL,2/27/2020,2/27/2020
03/01/22,2019,20200039,1004,32220,GOLDEN PASS LNG TERMINAL LLC,2145,"Golden Pass LNG Terminal, LLC",70664,,TX,77655,In Service,3/14/2011,0,10,2000,Ship/Barge,Interstate,5,4874604,Base Load,,Marine Terminal - Import,,INITIAL,2/28/2020,2/28/2020
03/01/22,2019,20200004,956,32496,"DESERT GAS, LP.",2001,Desert Gas - Ehrenberg,89405,,AZ,85334,In Service,3/1/2010,6,0,0,Liquefaction,Intrastate,2,2381,Base Load,,Vehicular Fuel,,INITIAL,1/14/2020,1/14/2020
03/01/22,2019,20200019,972,32561,ECOELECTRICA L.P.,2044,"EcoElectrica,LP",74619,,PR,00624,In Service,6/10/2000,0,4,279,Ship/Barge,Interstate,1,1000000,Base Load,,Marine Terminal - Import,,INITIAL,2/8/2020,2/8/2020
03/01/22,2019,20200082,1056,32640,SOUTHERN GULF LNG COMPANY LLC,2222,Gulf LNG Energy,73959,,MS,39581,In Service,10/1/2011,0,10,1500,Ship/Barge,Interstate,2,2000000,Base Load,,Marine Terminal - Import,,INITIAL,3/12/2020,3/12/2020
03/01/22,2019,20200027,982,32648,PIVOTAL LNG INC.,2085,Trussville LNG,89406,,AL,35173,In Service,7/1/1978,5,0,0,Liquefaction,Intrastate,1,116800,Other,Storage w/ Liquefaction,Vehicular Fuel,,INITIAL,2/16/2020,2/16/2020
03/01/22,2019,20200048,1013,32684,"PINE NEEDLE OPERATING COMPANY,LLC",2174,"Pine Needle LNG Company,LLC",40752,157,NC,27357,In Service,5/1/1999,20,2,400,Liquefaction,Interstate,2,1160000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/4/2020,3/4/2020
03/01/22,2019,20200046,1069,38927,UGI ENERGY SERVICES,2301,Steelton LNG,90400,38927,PA,17113,In Service,1/8/2018,0,2,65,Truck,Intrastate,1,47619,Satellite,,Storage w/o Liquefaction,,SUPPLEMENTAL,3/4/2020,11/24/2020
03/01/22,2019,20200046,1069,38927,UGI ENERGY SERVICES,2302,Temple LNG Plant,73438,,PA,19605,In Service,11/1/1971,10,5,202,Liquefaction,Interstate,2,367408,Peak Shaving,,Storage w/ Both,,SUPPLEMENTAL,3/4/2020,11/24/2020
03/01/22,2019,20200046,1069,38927,UGI ENERGY SERVICES,2303,Manning LNG Facility,90401,,PA,18630,In Service,7/1/2017,10,0,0,Liquefaction,Intrastate,1,13471,Base Load,,Other,Trucking w/ Liquefaction and Storage,SUPPLEMENTAL,3/4/2020,11/24/2020
03/01/22,2019,20200003,955,39053,"LNG INDY, LLC",1983,LNG North,89407,,IN,46268,In Service,7/1/1991,7.5,3,180,Liquefaction,Intrastate,1,290000,Other,Merchant & Peak Shaving,Storage w/ Liquefaction,,INITIAL,1/9/2020,1/9/2020
03/01/22,2019,20200003,955,39053,"LNG INDY, LLC",1984,LNG South,89408,,IN,46203,In Service,12/16/1972,10,0,0,Liquefaction,Intrastate,1,290000,Other,Merchant & Peak Shaving,Storage w/ Liquefaction,,INITIAL,1/9/2020,1/9/2020
03/01/22,2019,20200031,996,39054,WILLIAMS PARTNERS OPERATING LLC,2046,PLYMOUTH LNG,1155,,WA,99346,In Service,1/1/1975,12,4,300,Liquefaction,Interstate,2,690000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,2/25/2020,2/25/2020
03/01/22,2019,20200068,1042,39092,TITAN ALASKA LNG,2208,Titan AK LNG,17515,LNG_PLANT,AK,99652,In Service,11/29/1998,4,0,0,Liquefaction,Intrastate,0,0,Mobile/Temporary,,Other,Liquefaction,INITIAL,3/9/2020,3/9/2020
03/01/22,2019,20200005,957,39247,LNG HOLDINGS (FLORIDA) LLC,2002,Miami LNG,84171,,FL,33166,In Service,4/5/2016,8.264,0,0,Liquefaction,Interstate,3,6429,Other,merchant,Other,merchant,INITIAL,1/15/2020,1/15/2020
03/01/22,2019,20200026,981,39335,JAX LNG LLC,2084,JAX LNG,84449,,FL,32226,In Service,8/27/2018,10,0,0,Liquefaction,Intrastate,1,48000,Other,Storage w/ Liquefaction,Vehicular Fuel,,INITIAL,2/16/2020,2/16/2020
03/01/22,2019,20200055,1029,39338,TESORO ALASKA COMPANY LLC,2032,Kenai LNG Facility,89118,,AK,99611,In Service,6/1/1969,225,0,0,Liquefaction,Interstate,3,750000,Base Load,,Marine Terminal - Export,,INITIAL,3/5/2020,3/5/2020
03/01/22,2019,20200062,1036,39425,EAGLE LNG PARTNERS JACKSONVILLE II LLC,2161,Maxville LNG,84793,1,FL,32234,In Service,3/20/2018,7.5,0,0,Liquefaction,Intrastate,1,23810,Other,Merchant,Storage w/ Liquefaction,,INITIAL,3/6/2020,3/6/2020
03/01/22,2019,20200091,1065,39453,STABILIS ENERGY EAGLE FORD LNG,2241,Stabilis Energy Eagle LNG,89409,,TX,78071,In Service,2/16/2015,10,0,0,Liquefaction,Intrastate,3,6100,Other,Merchant,Storage w/ Liquefaction,,INITIAL,3/30/2020,3/30/2020
03/01/22,2019,20200072,1046,39501,"CORPUS CHRISTI LIQUEFACTION, LLC",2218,"CORPUS CHRISTI LIQUEFACTION, LLC",85054,39501,TX,78359,In Service,7/7/2018,1374,0,0,Liquefaction,Interstate,2,2179532.65,Base Load,,Marine Terminal - Export,,INITIAL,3/11/2020,3/11/2020
03/01/22,2019,20200011,963,39547,CLEAN ENERGY TEXAS LNG,2025,Clean Energy Texas LNG,89410,,TX,77318,In Service,3/15/2005,7,0,0,Liquefaction,Intrastate,1,28000,Other,Transportation,Vehicular Fuel,,INITIAL,1/22/2020,1/22/2020
03/01/22,2019,20200065,1039,39549,"HR NU BLU ENERGY, LLC",2202,HR Nu Blu Energy,89877,,LA,70767,In Service,1/24/2018,2.9,2,1.4,Liquefaction,Intrastate,2,2380.952,Base Load,,Storage w/ Liquefaction,,INITIAL,3/9/2020,3/9/2020
03/01/22,2019,20200092,1067,39742,NORTH DAKOTA LNG LLC,2261,Tioga Plant,88990,,ND,58852,In Service,9/1/2014,8.07,0,0,Liquefaction,Intrastate,2,2857,Base Load,,Storage w/ Liquefaction,,INITIAL,5/6/2020,5/6/2020
03/01/22,2019,20200067,1041,99128,FAIRBANKS NATURAL GAS,2205,STORAGE SITE 1,17505,STORAGE_SITE_1,AK,99701,In Service,6/1/1998,0,1,3,Truck,Intrastate,4,2146,Base Load,,Storage w/o Liquefaction,,INITIAL,3/9/2020,3/9/2020
03/01/22,2019,20200067,1041,99128,FAIRBANKS NATURAL GAS,2206,STORAGE SITE 2,17505,STORAGE_SITE_2,AK,99701,In Service,12/15/2006,0,1,7,Truck,Intrastate,4,5952,Base Load,,Storage w/o Liquefaction,,INITIAL,3/9/2020,3/9/2020
03/01/22,2019,20200067,1041,99128,FAIRBANKS NATURAL GAS,2207,STORAGE SITE 3,17505,STORAGE_SITE_3,AK,99701,In Service,11/13/2019,0,3,24,Truck,Intrastate,1,128000,Base Load,,Storage w/o Liquefaction,,INITIAL,3/9/2020,3/9/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
