DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,LNG_FACILITY_ID,FACILITY_NAME,UNIT_ID,NPMS_LNG_ID,FACILITY_STATE,FACILITY_ZIP_CODE,FACILITY_STATUS,IN_SERVICE_SINCE,LIQUEFACTION_RATE,NO_OF_VAPORIZERS,TOTAL_CAPACITY_MMCF,LNG_SOURCE,INTER_INTRA_STATE,NO_OF_LNG_TANKS,TOTAL_CAPACITY_BBLS,TYPE_OF_FACILITY,TYPE_OF_FACILITY_OTHER,FUNCTION_OF_FACILITY,FUNCTION_OF_FACILITY_OTHER,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE
03/01/22,2017,20180494,823,22189,PUGET SOUND ENERGY,1700,GIG HARBOR SATELLITE,85654,GIG HARBOR SATELLITE,WA,98335,In Service,12/3/2004,0,1,16,Truck,Intrastate,2,3047,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,3/13/2018,3/13/2018
03/01/22,2017,20180484,810,22763,WISCONSIN GAS LLC DBA WE ENERGIES,1734,RICE LAKE LNG PLANT,89397,,WI,,In Service,12/1/1974,0,1,4,Truck,Intrastate,4,5220,Satellite,,Storage w/o Liquefaction,,INITIAL,3/9/2018,3/9/2018
03/01/22,2017,20180483,809,22777,WISCONSIN ELECTRIC POWER COMPANY DBA WE ENERGIES,1733,ELM RD LNG PLANT,89398,,WI,,In Service,10/28/1965,1,3,70,Liquefaction,Intrastate,1,72000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/9/2018,3/9/2018
03/01/22,2017,20180473,799,24015,YANKEE GAS SERVICES CO,1703,Yankee Gas LNG,87402,,CT,06708,In Service,1/7/2007,6,4,120,Liquefaction,Intrastate,1,348000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/6/2018,3/6/2018
03/01/22,2017,20180479,805,30750,MIDAMERICAN ENERGY COMPANY,1713,DES MOINES LNG PLANT,89400,DSM LNG PLANT,IA,,In Service,7/15/1975,2,2,42,Liquefaction,Intrastate,1,116000,Peak Shaving,,Storage w/ Both,,INITIAL,3/8/2018,3/8/2018
03/01/22,2017,20180479,805,30750,MIDAMERICAN ENERGY COMPANY,1714,BET LNG PLANT,89399,BETTENDORF LNG PLANT,IA,,In Service,8/31/1972,2,1,48,Liquefaction,Intrastate,1,145000,Peak Shaving,,Storage w/ Both,,INITIAL,3/8/2018,3/8/2018
03/01/22,2017,20180479,805,30750,MIDAMERICAN ENERGY COMPANY,1715,WAT LNG PLANT,89401,WATERLOO LNG PLANT,IA,,In Service,7/15/1976,3,2,30,Liquefaction,Intrastate,2,233000,Peak Shaving,,Storage w/ Both,,INITIAL,3/8/2018,3/8/2018
03/01/22,2017,20180504,834,31044,LOWER VALLEY POWER & LIGHT INC.,1764,AFTON LNG PLANT,89049,AFTON LNG PLANT,WY,83110,In Service,12/12/1996,0,2,2.4,Truck,Intrastate,2,1194,Base Load,,Stranded Utility,,INITIAL,3/19/2018,3/19/2018
03/01/22,2017,20180504,834,31044,LOWER VALLEY POWER & LIGHT INC.,1765,JACKSON LNG PLANT,89049,JACKSON LNG PLANT,WY,83001,In Service,12/15/1996,0,4,7.2,Truck,Intrastate,3,4857,Peak Shaving,,Stranded Utility,,INITIAL,3/19/2018,3/19/2018
03/01/22,2017,20180498,828,31191,ENERGY WEST MONTANA,1757,West Yellowstone,88857,,MT,,In Service,12/1/1995,0,5,2,Truck,Intrastate,1,1310,Base Load,,Stranded Utility,,INITIAL,3/14/2018,3/14/2018
03/01/22,2017,20180422,743,31337,"APPLIED LNG TECNOLOGIES USA, LLC",1560,Midlothian LNG,89403,,TX,76065,In Service,5/18/2016,8,2,16,Liquefaction,Intrastate,6,7140,Base Load,,Vehicular Fuel,,INITIAL,1/3/2018,1/3/2018
03/01/22,2017,20180422,743,31337,"APPLIED LNG TECNOLOGIES USA, LLC",1561,NEEDLE MOUNTAIN LNG FACILITY,89402,80008,AZ,86436,In Service,7/24/1998,16,4,16,Liquefaction,Intrastate,4,4760,Base Load,,Vehicular Fuel,,INITIAL,1/3/2018,1/3/2018
03/01/22,2017,20180491,820,31421,TOTAL PEAKING SERVICES,1754,TOTAL PEAKING SERVICES LNG,38541,TPS LNG,CT,06461,In Service,9/29/1972,6,3,90,Liquefaction,Interstate,1,348000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/12/2018,3/12/2018
03/01/22,2017,20180487,813,31636,NORTHERN STATES POWER CO OF MINNESOTA,1571,WESCOTT,86666,,MN,55077,In Service,8/31/1975,10,2,250,Liquefaction,Intrastate,2,608000,Peak Shaving,,Storage w/ Liquefaction,,INITIAL,3/12/2018,3/12/2018
03/01/22,2017,20180465,791,31664,"DOMINION ENERGY COVE POINT LNG, LP",1696,Cove Point LNG,47801,,MD,20657,In Service,4/15/1978,15,16,1800,Ship/Barge,Interstate,7,4350000,Base Load,,Marine Terminal - Import,,INITIAL,2/28/2018,2/28/2018
03/01/22,2017,20180457,782,31770,LIBERTY UTILITIES (NEW ENGLAND NATURAL GAS COMPANY) CORP,1679,FALL RIVER LNG,89404,,MA,02722,In Service,9/1/1970,0,2,20,Truck,Intrastate,1,45000,Peak Shaving,,Storage w/o Liquefaction,,INITIAL,2/23/2018,2/23/2018
03/01/22,2017,20180500,830,32152,"SABINE PASS LNG, L.P. (Cheniere)",1761,Sabine Pass LNG Terminal,69194,,LA,70631,In Service,9/1/2008,2744.3,24,4000,Ship/Barge,Interstate,5,5031849,Base Load,,Marine Terminal - Both,,INITIAL,3/14/2018,3/14/2018
03/01/22,2017,20180431,752,32206,"FREEPORT LNG DEVELOPMENT, L.P.",1578,"Freeport LNG Development, L.P.",70464,,TX,77541,In Service,7/1/2008,0,7,1500,Ship/Barge,Interstate,2,2012000,Base Load,,Marine Terminal - Both,,INITIAL,1/31/2018,1/31/2018
03/01/22,2017,20180486,812,32214,"CAMERON LNG, LLC",1737,"Cameron LNG, LLC",70244,,LA,70645,In Service,7/29/2009,0,10,1500,Ship/Barge,Interstate,3,3191190,Base Load,,Marine Terminal - Both,,INITIAL,3/12/2018,3/12/2018
03/01/22,2017,20180482,808,32220,GOLDEN PASS LNG TERMINAL LLC,1723,"Golden Pass LNG Terminal, LLC",70664,,TX,77655,In Service,3/14/2011,0,10,2000,Ship/Barge,Interstate,5,4874604,Base Load,,Marine Terminal - Import,,INITIAL,3/9/2018,3/9/2018
03/01/22,2017,20180426,747,32496,"DESERT GAS, LP.",1564,Desert Gas - Ehrenberg,89405,,AZ,85334,In Service,3/1/2010,6,0,0,Liquefaction,Intrastate,2,2381,Base Load,,Vehicular Fuel,,INITIAL,1/18/2018,1/18/2018
03/01/22,2017,20180429,750,32561,ECOELECTRICA L.P.,1574,"EcoElectrica,LP",74619,,PR,00624,In Service,6/10/2000,0,4,279,Ship/Barge,Interstate,1,1000000,Base Load,,Marine Terminal - Import,,INITIAL,1/29/2018,1/29/2018
03/01/22,2017,20180478,804,32640,SOUTHERN GULF LNG COMPANY LLC,1720,Gulf LNG Energy,73959,,MS,39581,In Service,10/1/2011,0,10,1500,Ship/Barge,Interstate,2,2000000,Base Load,,Marine Terminal - Import,,INITIAL,3/8/2018,3/8/2018
03/01/22,2017,20180436,948,32648,PIVOTAL LNG INC.,1971,Trussville LNG,89406,,AL,35173,In Service,7/1/1978,5,0,0,Liquefaction,Intrastate,1,116800,Other,Storage w/ Liquefaction,Vehicular Fuel,,SUPPLEMENTAL,2/9/2018,9/3/2019
03/01/22,2017,20180432,1068,32684,"PINE NEEDLE OPERATING COMPANY,LLC",2281,"Pine Needle LNG Company,LLC",,157,NC,27357,In Service,5/1/1999,20,2,400,Liquefaction,Interstate,2,1160000,Peak Shaving,,Storage w/ Liquefaction,,SUPPLEMENTAL,2/2/2018,9/16/2020
03/01/22,2017,20180493,822,38927,UGI ENERGY SERVICES,1735,Temple LNG Plant,73438,,PA,19605,In Service,11/1/1971,10,5,202,Liquefaction,Interstate,2,367408,Peak Shaving,,Storage w/ Both,,INITIAL,3/13/2018,3/13/2018
03/01/22,2017,20180493,822,38927,UGI ENERGY SERVICES,1736,Manning LNG Facility,90401,,PA,18630,In Service,7/1/2017,10,0,0,Liquefaction,Intrastate,1,13471,Base Load,,Other,Trucking w/ Liquefaction and Storage,INITIAL,3/13/2018,3/13/2018
03/01/22,2017,20180447,772,39053,"LNG INDY, LLC",1569,LNG South,89408,,IN,46203,In Service,12/16/1972,10,0,0,Liquefaction,Intrastate,1,290000,Other,Merchant,Storage w/ Liquefaction,,INITIAL,2/16/2018,2/16/2018
03/01/22,2017,20180447,772,39053,"LNG INDY, LLC",1619,LNG North,89407,,IN,46268,In Service,7/1/1991,7.5,3,180,Liquefaction,Intrastate,1,290000,Other,Merchant & Peak Shaving,Storage w/ Liquefaction,,INITIAL,2/16/2018,2/16/2018
03/01/22,2017,20180471,841,39054,WILLIAMS PARTNERS OPERATING LLC,1776,PLYMOUTH LNG,1155,,WA,99346,In Service,1/1/1975,12,4,300,Liquefaction,Interstate,2,690000,Peak Shaving,,Storage w/ Liquefaction,,SUPPLEMENTAL,3/2/2018,10/4/2018
03/01/22,2017,20180460,785,39092,TITAN ALASKA LNG,1676,Titan AK LNG,17515,,AK,99652,In Service,11/29/1998,4,0,0,Liquefaction,Intrastate,0,0,Mobile/Temporary,,Other,Liquefaction,INITIAL,2/23/2018,2/23/2018
03/01/22,2017,20180462,787,39247,LNG HOLDINGS (FLORIDA) LLC,1682,Miami LNG,84171,,FL,33166,In Service,4/5/2016,8.264,0,0,Liquefaction,Interstate,3,6429,Other,merchant,Other,merchant,INITIAL,2/26/2018,2/26/2018
03/01/22,2017,20180461,786,39453,STABILIS ENERGY EAGLE FORD LNG,1681,Stabilis Energy Eagle LNG,89409,,TX,78071,In Service,2/16/2015,10,0,0,Liquefaction,Intrastate,3,6100,Other,Merchant,Storage w/ Liquefaction,,INITIAL,2/26/2018,2/26/2018
03/01/22,2017,20180505,836,39547,CLEAN ENERGY TEXAS LNG,1767,Clean Energy Texas LNG,89410,,TX,77318,In Service,3/15/2005,7,0,0,Liquefaction,Intrastate,1,28000,Other,Transportation,Vehicular Fuel,,SUPPLEMENTAL,3/30/2018,3/30/2018
03/01/22,2017,20180506,941,39742,NORTH DAKOTA LNG LLC,1963,Tioga Plant,88990,,ND,58852,In Service,9/1/2014,8.07,0,0,Liquefaction,Intrastate,2,2857,Base Load,,Storage w/ Liquefaction,,SUPPLEMENTAL,6/29/2018,4/23/2019
03/01/22,2017,20180459,784,99128,FAIRBANKS NATURAL GAS,1677,STORAGE SITE 2,17505,FNG STORAGE SITE 2,AK,99701,In Service,12/15/2006,0,1,7,Truck,Intrastate,4,5952,Base Load,,Storage w/o Liquefaction,,INITIAL,2/23/2018,2/23/2018
03/01/22,2017,20180459,784,99128,FAIRBANKS NATURAL GAS,1678,STORAGE SITE 1,17505,FNG STORAGE SITE 1,AK,99701,In Service,6/1/1998,0,1,3,Truck,Intrastate,4,2146,Base Load,,Storage w/o Liquefaction,,INITIAL,2/23/2018,2/23/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
